Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/1988,2016.094505,-248.912003,0.0,0.0,400.934998,2168.1175,0.623698,7.004831,1.075405,0.184923,,,6.495181,1.118747,2141.67905,2293.702045,11.695026,,
12/31/1988,2016.833931,-41.313,0.0,0.0,417.140015,2392.660946,0.658237,6.723339,1.186345,0.174341,,,6.734995,1.187296,2143.418924,2519.245939,12.901502,,
03/31/1989,2251.806541,-33.118999,0.0,0.0,385.716003,2604.403545,0.698474,7.293233,1.156584,0.148101,,,7.354807,1.29907,2391.58354,2744.180544,14.023582,,
06/30/1989,2544.741997,-67.416,0.0,0.0,321.075989,2798.401985,0.745821,7.485876,1.09968,0.114735,,,7.354693,1.307332,2619.630901,2873.29089,14.570761,,
09/30/1989,2884.225582,-50.047001,0.0,0.0,277.0,3111.178581,0.819371,9.227129,1.078688,0.089034,,,8.742212,1.389363,2901.599911,3128.55291,15.775807,,
12/31/1989,2942.832551,-41.285,0.0,0.0,293.802002,3195.349553,0.843401,8.829512,1.085807,0.091947,,,8.02533,1.360155,2963.006773,3215.523775,16.202283,,
03/31/1990,2807.916681,-31.047001,0.0,0.0,255.313995,3032.183676,0.800605,9.004559,1.07987,0.084201,,,7.879056,1.345799,2903.783183,3128.050178,15.995567,,
06/30/1990,2438.63246,-29.653,0.0,0.0,476.828003,2885.807463,0.751064,7.986111,1.183371,0.165232,,,7.287227,1.399233,2633.614893,3080.789896,17.010961,,
09/30/1990,2113.699913,-75.970001,0.047,0.0,487.701986,2525.478898,0.64714,5.868545,1.194814,0.193113,,,5.949961,1.202098,2121.349907,2533.128892,14.935179,,
12/31/1990,2650.183573,-16.947001,0.047,0.0,473.828991,3107.112563,0.775762,7.271147,1.172414,0.152498,3.296888,,7.941096,1.414657,2653.697557,3110.626548,18.392246,,
03/31/1991,2950.011176,-11.186,0.251,0.0,448.484985,3387.561161,0.830397,7.718958,1.148321,0.132392,3.709359,,8.500205,1.466152,2965.050148,3402.600133,19.987971,,
06/30/1991,2663.549162,-16.257999,0.195,0.0,450.442993,3097.929156,0.744033,6.99554,1.163083,0.145401,3.408985,,7.974673,1.325404,2681.432902,3115.812896,18.245867,,
09/30/1991,2601.348791,-16.947001,0.128,0.0,452.393005,3036.922796,0.708834,6.820712,1.167442,0.148964,3.129056,,7.80726,1.265292,2616.04866,3051.622665,17.87645,,
12/31/1991,3098.717875,-24.167,0.021,0.0,486.778984,3561.350859,0.818382,7.802462,1.149298,0.136684,4.848733,,8.792113,1.40607,3106.588521,3569.221505,20.938776,,
03/31/1992,3007.389067,-29.299999,-0.081,0.0,490.979004,3468.987071,0.783113,7.179226,1.153488,0.141534,4.374384,,6.894374,1.281117,3025.859871,3487.457876,20.330225,,
06/30/1992,3394.095049,-15.559,-0.22,0.0,499.419006,3877.735055,0.85428,7.474347,1.142495,0.128791,4.457172,,7.14695,1.416937,3437.923495,3921.563501,22.885594,,
09/30/1992,3190.784088,-13.124,-0.385,0.0,544.685974,3721.961063,0.820082,11.394303,1.166472,0.146344,3.689912,,10.03389,1.393149,3230.531998,3761.708972,22.162973,,
12/31/1992,3238.542846,-26.648001,-0.573,0.0,566.71701,3778.038855,0.858566,,1.166586,0.150003,4.975248,,,1.715342,3234.462077,3773.958086,22.456781,,
03/31/1993,3348.062874,-27.775999,-1.459,0.0,559.666992,3878.494867,0.878436,,1.15843,0.1443,5.873562,,,1.727189,3374.05965,3904.491644,23.023787,,
06/30/1993,3347.243605,-18.771,-1.755,0.0,578.60199,3905.319595,0.905769,,1.166727,0.148157,6.078527,,,1.682367,3374.390082,3932.466072,23.15224,,
09/30/1993,3855.134228,-23.690001,-1.15,0.0,589.768005,4420.062233,1.029965,,1.146539,0.13343,8.38989,,,1.80642,3888.395006,4453.323011,26.119594,,
12/31/1993,3806.835195,-25.42,-1.321,0.0,639.729019,4419.823214,0.990954,9.133638,1.161023,0.144741,6.025925,,10.336132,1.47076,3848.4475,4461.435519,26.086736,,
03/31/1994,3267.055036,-20.177999,0.715,0.0,584.737,3832.329036,0.849756,8.414502,1.173022,0.15258,4.905714,,9.485611,1.424217,3464.695521,4029.969521,22.800625,,
06/30/1994,3370.218973,-38.344002,0.294,0.0,590.39801,3922.566982,0.851671,8.359375,1.163891,0.150513,4.205911,,9.267074,1.464924,3558.204806,4110.552815,23.35056,,
09/30/1994,3416.359425,-38.917,4.941,0.0,610.278992,3992.662416,0.849535,8.802817,1.168689,0.15285,4.916043,,9.69799,1.449425,3603.274965,4179.577957,23.739,,
12/31/1994,3768.039634,-46.664001,4.535,0.0,622.623987,4348.53462,0.924967,9.058705,1.154058,0.14318,4.835912,,9.819918,1.59116,4017.207366,4597.702352,25.822038,,
03/31/1995,4217.050171,-36.101002,8.12,0.0,628.177979,4817.247148,1.002555,9.157509,1.142326,0.130402,5.290742,,9.851483,1.601052,4466.049957,5066.246934,28.558156,,
06/30/1995,4160.689398,-37.271,214.656,0.0,586.512024,4924.586422,0.990753,9.345351,1.183599,0.119099,6.864243,,10.385216,1.492153,4489.482152,5253.379176,29.146117,,
09/30/1995,4941.035008,-28.662001,11.456,207.0,620.275024,5751.104031,1.119688,10.890858,1.163947,0.107853,6.735473,,11.814513,1.650672,5453.042308,6263.111331,33.97271,,
12/31/1995,4671.164889,-25.475,10.872,207.0,697.044983,5560.606872,1.027909,9.793134,1.190411,0.125354,6.058996,6.444301,10.66867,1.495089,5199.825167,6089.26715,33.108311,,
03/31/1996,4647.237056,-33.243,220.265,0.0,671.864014,5506.12307,1.006225,9.771127,1.184816,0.122021,6.099987,6.459159,10.207223,1.496618,5020.197111,5879.083125,32.878657,,
06/30/1996,4464.3075,-33.159,219.813,0.0,695.552002,5346.513502,0.971068,9.587814,1.197613,0.130095,5.754304,6.05429,9.607047,1.450831,4818.531107,5700.737109,32.036153,,
09/30/1996,4615.380222,-33.646,16.764999,207.0,707.559998,5513.059219,0.981478,11.033797,1.194497,0.128343,5.221486,5.440016,10.151935,1.429414,4954.152,5851.830997,33.1473,,
12/31/1996,4877.482635,-37.214001,16.063,207.0,689.141014,5752.472649,1.003194,12.912996,1.179394,0.119799,5.435527,5.596422,12.780461,1.442533,5110.575961,5985.565974,34.57098,,
03/31/1997,5396.3025,-38.383,18.732,0.0,914.588,6291.2395,1.055317,11.991682,1.165843,0.145375,6.907977,7.226318,14.111392,1.619437,5965.1265,6860.0635,37.81702,,
06/30/1997,6385.25125,-54.423,17.998,0.0,912.74,7261.56625,1.024184,14.068266,1.13724,0.125695,7.704375,8.491888,12.008226,1.733319,19242.6025,20118.9175,43.357294,,
09/30/1997,6817.156875,-36.931,18.408,0.0,969.45,7768.083875,0.978566,15.447443,1.13949,0.124799,8.346657,9.49133,11.242549,1.753584,20588.250938,21539.177938,46.469837,,
12/31/1997,9566.8464,-113.175003,16.725,502.700012,1819.051086,11792.147496,1.343355,14.422232,1.232606,0.15426,15.204727,18.135962,13.333154,1.789009,10311.891407,12537.192503,50.575344,,
03/31/1998,14977.45625,-42.647,16.14,0.0,861.663,15812.61225,1.656651,20.441514,1.055761,0.054492,21.923291,26.588733,16.559895,3.292089,22816.0,23651.156,47.047344,,
06/30/1998,9920.3565,-129.107,15.153,0.0,1578.595,11384.9975,1.244014,54.983659,1.14764,0.138656,22.006884,27.722375,29.048403,1.758649,9884.6875,11349.3285,48.272606,,
09/30/1998,7698.34,-129.391,16.917,0.0,1600.442,9186.308,1.04956,43.333332,1.193284,0.17422,24.854729,31.684571,37.531906,1.393512,8352.5,9840.468,38.781739,,
12/31/1998,8137.421875,-146.0,15.0,503.0,2628.0,11137.421875,1.394269,74.865593,1.368667,0.235961,161.411911,,123.749132,1.682136,8529.0625,11529.0625,47.646725,,
03/31/1999,7051.1875,-148.0,19.0,0.0,3866.0,10788.1875,1.412436,43.142362,1.529982,0.358355,79.324908,469.05163,179.803125,1.684338,7734.5625,11471.5625,47.525055,,
06/30/1999,7221.4375,-126.0,18.0,0.0,3831.0,10944.4375,1.452287,13.952851,1.515548,0.350041,206.498821,,20.342821,1.745524,7794.0625,11517.0625,48.213381,,
09/30/1999,6237.0,-175.0,26.0,0.0,3557.0,9645.0,1.291683,10.956175,1.546417,0.368792,1071.666667,,12.101631,1.507738,6737.5,10145.5,42.526455,,
12/31/1999,7573.994312,-165.0,24.0,425.0,2682.0,10539.994312,1.392521,12.760417,1.391603,0.254459,,,12.637883,1.634615,8152.375,11118.375,46.879631,,
03/31/2000,7227.675104,-84.0,50.0,425.0,2702.0,10320.675104,1.333765,12.975285,1.427938,0.261805,,,10.049343,1.572554,8087.625,11180.625,48.728399,,
06/30/2000,7268.625,-84.0,48.0,544.0,3049.0,10825.625,1.404648,13.435039,1.489364,0.281647,,,10.459541,1.620603,7848.75,11405.75,50.824531,,
09/30/2000,10981.75,-81.0,50.0,337.0,3120.0,14407.75,1.868225,19.601167,1.311972,0.21655,,,15.343717,2.059132,11687.0,15113.0,66.090596,,
12/31/2000,11856.85325,-52.0,49.0,337.0,2878.0,15068.85325,1.890222,21.900202,1.270898,0.19099,,,15.175079,2.099311,12383.25,15595.25,69.025658,,
03/31/2001,9457.534866,-53.0,58.0,337.0,3008.0,12807.534866,1.602745,16.942308,1.354215,0.234862,,,15.301714,1.812815,10131.5,13481.5,59.653167,,
06/30/2001,10697.7,-94.0,56.0,337.0,2819.0,13815.7,1.687517,21.483051,1.291465,0.204043,,,18.951578,2.027844,11508.9,14626.9,65.477251,,
09/30/2001,8532.54,-168.0,60.0,318.0,3244.0,11986.54,1.401771,,1.404803,0.270637,26.75567,31.214948,,2.014206,8592.267991,12046.267991,57.90599,,
12/31/2001,9129.22728,-151.0,58.0,893.0,2920.0,12849.22728,1.437756,,1.407482,0.227251,13.018467,14.012243,,2.541382,9064.94314,12784.94314,61.887004,,
03/31/2002,9536.8,-185.0,61.0,893.0,3016.0,13321.8,1.465222,,1.396884,0.226396,10.760743,11.395894,,2.639548,10087.0,13872.0,64.047115,,
06/30/2002,8095.36,-166.0,60.0,889.0,2779.0,11657.36,1.26121,,1.440005,0.23839,11.507759,12.401447,,2.367938,8099.252,11661.252,56.045,,
09/30/2002,6502.208,-429.0,67.0,889.0,3376.0,10405.208,1.117038,,1.600258,0.324453,11.91891,12.877733,,1.910264,6605.6,10508.6,45.959399,,
12/31/2002,7722.54,-315.0,65.0,889.0,3535.0,11896.54,1.332647,29.868421,1.540496,0.297145,92.22124,185.883438,53.109554,2.094093,8103.9,12277.9,52.45388,,
03/31/2003,7237.1076,-280.0,70.0,889.0,3474.0,11390.1076,1.115256,27.652174,1.573848,0.305002,12.304318,12.992024,26.800253,1.953706,13887.06,18040.06,50.048368,,
06/30/2003,8316.978,-177.0,68.0,889.0,2535.0,11631.978,0.998624,11.931373,1.398582,0.217934,6.193812,,10.681339,1.87401,15943.917,19258.917,51.062239,,
09/30/2003,8435.434,-253.0,76.0,0.0,4573.0,12831.434,0.979723,10.519886,1.521135,0.35639,4.975352,,8.837076,2.07226,16171.001,20567.001,56.327629,,
12/31/2003,9055.790935,-150.0,75.0,0.0,3750.0,12730.790935,0.948502,12.390625,1.405818,0.294561,3.848486,,10.111828,2.070047,9793.55,13468.55,55.740671,,
03/31/2004,17496.373,-139.7,0.0,0.0,2675.1,20031.773,1.436381,10.697861,1.14491,0.133543,6.267175,,13.30131,1.580566,18160.539,20695.939,45.80785,,
06/30/2004,27121.26,-207.0,199.0,0.0,6358.0,33471.26,2.058883,17.859031,1.234134,0.189954,9.070802,9.105348,42.368684,1.696379,26950.992,33300.992,50.031779,,
09/30/2004,22123.752,-271.0,204.0,0.0,6467.0,28523.752,1.530244,18.469274,1.289282,0.226723,6.372599,6.392593,40.516693,1.378958,23403.174,29803.174,42.623658,,
12/31/2004,24848.021,-262.0,188.0,0.0,6313.0,31087.021,1.378949,21.805882,1.251086,0.203075,5.931506,5.931506,32.551854,1.479419,26267.802,32506.802,46.377773,,
03/31/2005,24741.328,-541.0,179.0,0.0,6295.0,30674.328,1.25089,22.67284,1.239801,0.20522,5.589345,5.589345,52.886772,1.49245,26045.243,31978.243,45.537898,,
06/30/2005,26666.938,-738.0,173.0,0.0,5802.0,31903.938,1.302255,11.262108,1.196386,0.181858,6.703916,6.703916,16.582088,1.437373,28078.159,33315.159,47.293119,,
09/30/2005,31059.014,-442.0,160.0,0.0,5753.0,36530.014,1.496396,14.568182,1.176149,0.157487,8.495352,8.495352,20.922116,1.641946,30682.106,36153.106,52.773785,,
12/31/2005,30974.178,-337.0,153.0,0.0,5850.0,36640.178,1.503804,15.403448,1.182927,0.159661,10.141206,10.141206,22.589506,1.654184,31005.447,36671.447,52.84133,,
03/31/2006,29094.198,-373.0,146.0,0.0,5839.0,34706.198,1.427651,13.568182,1.192891,0.168241,11.028344,11.028344,14.365148,1.529514,30122.232,35734.232,49.850902,,
06/30/2006,30822.612,-274.0,140.0,0.0,6618.0,37306.612,1.520981,14.664474,1.210365,0.177395,11.329065,11.329065,16.101257,1.628256,32115.432,38599.432,53.958073,,
09/30/2006,32330.655,-357.0,136.0,0.0,6569.0,38678.655,1.559497,10.58465,1.196346,0.169835,10.687664,10.687664,12.094639,1.5716,33507.594,39855.594,56.096672,,
12/31/2006,36417.927,-459.0,129.0,0.0,5760.0,41847.927,1.667913,9.1,1.149102,0.137641,8.7658,8.7658,9.94485,1.673515,38173.59,43603.59,61.695307,,
03/31/2007,34442.581,-378.0,124.0,0.0,6123.0,40311.581,1.582895,8.571192,1.1704,0.151892,7.936913,7.936913,9.401022,1.597574,36301.124,42170.124,60.591584,,
06/30/2007,35149.5,-562.0,119.0,0.0,6733.0,41439.5,1.607117,8.320373,1.17895,0.162478,7.837999,7.837999,9.063758,1.644229,36166.0,42456.0,63.07382,,
09/30/2007,32524.674,-391.0,115.0,0.0,6243.0,38491.674,1.480734,7.424779,1.183461,0.162191,6.879656,6.879656,8.142939,1.469597,33320.046,39287.046,59.575412,,
12/31/2007,33775.64,-271.0,112.0,,6242.0,39858.64,1.532023,8.005952,1.1801,0.156603,7.540416,7.540416,8.663038,1.503873,34900.06,40983.06,63.489392,,
03/31/2008,29040.165,-308.0,108.0,0.0,5841.0,34681.165,1.343086,7.057522,1.194248,0.16842,6.487311,6.487311,7.737877,1.319679,30054.585,35695.585,57.144777,,
06/30/2008,25727.52,-329.0,103.0,0.0,6336.0,31837.52,1.24638,6.625954,1.237489,0.19901,6.376431,6.376431,7.634897,1.233057,26508.72,32618.72,53.707018,,
09/30/2008,26541.44,-387.0,92.0,0.0,6331.0,32577.44,1.294656,8.544423,1.227418,0.194337,8.310571,8.310571,10.225185,1.322727,27029.6,33065.6,55.479292,,
12/31/2008,26446.52,-350.0,89.0,,6181.0,32366.52,1.322324,8.625954,1.223848,0.190969,10.314379,10.314379,11.069261,1.282859,26681.56,32601.56,55.317929,,
03/31/2009,23786.592,-245.0,87.0,0.0,6039.0,29667.592,1.237181,9.015176,1.24724,0.203555,9.810712,9.810712,11.327832,1.123347,23993.856,29874.856,50.687839,,
06/30/2009,23290.2,-282.0,83.0,,6532.0,29623.2,1.242219,9.562528,1.271917,0.220503,8.987621,8.987621,12.256185,1.103819,23794.992,30127.992,52.199471,,
09/30/2009,26973.117,-286.0,81.0,0.0,6528.0,33296.117,1.385664,9.198857,1.234419,0.196059,8.834205,8.834205,10.610617,1.185801,27770.643,34093.643,60.770427,,
12/31/2009,25942.158,-255.0,79.0,0.0,6527.0,32293.158,1.308475,7.824309,1.244814,0.202117,7.632512,7.632512,8.915836,1.181342,26929.386,33280.386,62.066419,,
03/31/2010,23442.324,-200.0,68.0,0.0,6611.0,29921.324,1.193797,8.033368,1.27638,0.220946,7.576937,7.576937,8.295349,1.17768,27784.494,34263.494,68.847961,,
06/30/2010,23186.9,-266.0,72.0,0.0,6276.0,29268.9,1.166975,7.30718,1.262303,0.214426,8.379301,8.379301,8.275064,1.116537,24171.9,30253.9,62.168437,,
