Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1989,41.400002,28.299999,38.0,6.5,,,6.5,-31.4,,,-31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1990,112.5,8.1,39.400002,6.6,,,6.6,58.400002,,,58.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,90.5,27.0,40.799999,11.8,,,11.8,10.9,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,83.5,29.0,63.200001,-0.8,,,-0.8,-7.9,,,-7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,,,
12/31/1990,75.900002,24.5,45.900002,5.8,,,5.8,-0.3,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,47.400002,10.0,49.900002,0.1,,,0.1,-12.6,,,-12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,74.199997,29.299999,51.599998,-6.7,,,-6.7,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,107.099998,31.299999,49.5,-3.0,,,-3.0,29.299999,,,29.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.099998,,,
12/31/1991,89.300003,28.4,50.0,0.7,,,0.7,10.2,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,32.400002,16.5,48.700001,-8.8,,,-8.8,-24.0,,,-24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,114.400002,36.400002,52.599998,-2.1,,,-2.1,27.5,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,174.800003,41.700001,61.799999,10.6,,,10.6,60.700001,,,60.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.800003,,,
12/31/1992,91.300003,-89.300003,60.099998,119.300003,,,119.300003,1.2,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,139.899994,19.1,64.099998,0.7,,,0.7,56.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,197.899994,40.5,61.099998,0.8,,,0.8,95.5,,,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,62.599998,45.599998,53.0,-2.7,,,-2.7,-33.299999,,,-33.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.599998,,,
12/31/1993,40.799999,38.099998,60.400002,-0.2,,,-0.2,-57.5,,,-57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,99.099998,25.5,54.400002,6.5,,,6.5,12.7,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,149.5,45.599998,55.900002,-20.799999,,,-20.799999,68.800003,,,68.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,157.800003,56.0,87.599998,3.5,,,3.5,10.7,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.800003,,,
