Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,4346.0,4346.0,-1972.0,1972.0,2374.0,0.0,-1018.0,790.0,,,228.0,1356.0,-173.0,351.0,,,-178.0,0.0,1183.0,-346.0,837.0,0.0,0.0,0.0,837.0,-1.0,836.0,0.0,0.0,836.0,1030.0,194.0,2043.0,0.41,0.41,0.504161,2043.0,0.41,0.41,0.504161,
03/31/2012,3994.0,3994.0,-1792.0,1792.0,2202.0,0.0,-560.0,534.0,,,26.0,1642.0,227.0,293.0,,,-520.0,0.0,1869.0,-674.0,1195.0,0.0,0.0,0.0,1195.0,0.0,1195.0,0.0,-4.0,1191.0,997.0,-194.0,2034.0,0.59,0.59,0.490167,2034.0,0.59,0.59,0.490167,
06/30/2012,4580.0,4580.0,-2086.0,2086.0,2494.0,0.0,-617.0,596.0,,,21.0,1877.0,-70.0,293.0,,,-223.0,0.0,1807.0,-581.0,1226.0,0.0,0.0,0.0,1226.0,-1.0,1225.0,,-4.0,1221.0,1193.0,-28.0,2027.0,0.6,0.6,0.588555,2027.0,0.6,0.6,0.586186,
09/30/2012,4466.0,4466.0,-1982.0,1982.0,2484.0,0.0,-515.0,548.0,,,-33.0,1969.0,-926.0,282.0,,,-230.0,874.0,1043.0,-386.0,657.0,0.0,0.0,0.0,657.0,0.0,657.0,,-2.0,655.0,1173.0,518.0,2024.0,0.32,0.32,0.579545,2024.0,0.32,0.32,0.575929,
12/31/2012,4460.0,4460.0,-2077.0,2077.0,2383.0,0.0,-618.0,603.0,,,15.0,1765.0,-7.0,258.0,,,-251.0,0.0,1758.0,-653.0,1105.0,0.0,0.0,0.0,1105.0,-2.0,1103.0,0.0,0.0,1103.0,1110.05,7.05,2013.0,0.55,0.55,0.551441,2013.0,0.55,0.55,0.551441,
03/31/2013,3973.0,3973.0,-1299.0,1299.0,2674.0,0.0,-522.0,522.0,,,0.0,2152.0,-5.0,261.0,,,-256.0,0.0,2147.0,-762.0,1385.0,0.0,0.0,0.0,1385.0,0.0,1385.0,0.0,-4.0,1381.0,1084.0,-297.0,2003.0,0.69,0.69,0.541188,2003.0,0.69,0.69,0.541188,
06/30/2013,4526.0,4526.0,-1972.0,1972.0,2554.0,0.0,-553.0,552.0,,,1.0,2001.0,-37.0,264.0,,,-227.0,0.0,1964.0,-698.0,1266.0,0.0,0.0,0.0,1266.0,0.0,1266.0,0.0,0.0,1266.0,1241.65,-24.35,2002.0,0.63,0.63,0.610205,2002.0,0.63,0.63,0.600205,
09/30/2013,4760.0,4760.0,-1939.0,1939.0,2821.0,0.0,-689.0,664.0,,,25.0,2132.0,-14.0,269.0,,,-255.0,0.0,2118.0,-722.0,1396.0,0.0,0.0,0.0,1396.0,0.0,1396.0,0.0,0.0,1396.0,1391.95,-4.05,1998.0,0.7,0.7,0.696672,1998.0,0.7,0.7,0.696672,
12/31/2013,4404.0,4404.0,-1996.0,1996.0,2408.0,0.0,-609.0,597.0,,,12.0,1799.0,-1086.0,255.0,,,-253.0,1084.0,713.0,-225.0,488.0,0.0,0.0,0.0,488.0,,488.0,0.0,0.0,488.0,1137.0,649.0,1992.0,0.24,0.24,0.570783,1992.0,0.24,0.24,0.565803,
03/31/2014,4008.0,4008.0,-1752.0,1752.0,2256.0,0.0,-522.0,520.0,,,2.0,1734.0,72.0,153.0,,,-225.0,0.0,1806.0,-631.0,1175.0,0.0,0.0,0.0,1175.0,0.0,1175.0,0.0,-3.0,1172.0,1141.0,-31.0,1986.0,0.59,0.59,0.574522,1986.0,0.59,0.59,0.574391,
06/30/2014,4571.0,4571.0,-1968.0,1968.0,2603.0,0.0,-628.0,638.0,,,-10.0,1975.0,-30.0,230.0,,,-200.0,0.0,1945.0,-683.0,1262.0,0.0,0.0,0.0,1262.0,0.0,1262.0,0.0,3.0,1265.0,1284.35,19.35,1980.0,0.64,0.64,0.648662,1980.0,0.64,0.64,0.648662,
09/30/2014,4753.0,4753.0,-2079.0,2079.0,2674.0,0.0,-675.0,663.0,,,12.0,1999.0,115.0,213.0,,,-328.0,0.0,2114.0,-717.0,1397.0,0.0,0.0,0.0,1397.0,0.0,1397.0,0.0,3.0,1400.0,1365.0,-35.0,1976.0,0.71,0.71,0.690789,1976.0,0.71,0.71,0.690789,
12/31/2014,4613.0,4613.0,-1986.0,1986.0,2627.0,0.0,-715.0,713.0,,,2.0,1912.0,-3.0,212.0,,,-253.0,44.0,1909.0,-673.0,1236.0,0.0,0.0,0.0,1236.0,,1236.0,0.0,0.0,1236.0,1299.0,63.0,1970.0,0.63,0.63,0.659391,1970.0,0.63,0.63,0.659391,
03/31/2015,4272.0,4272.0,-1797.0,1797.0,2475.0,0.0,-610.0,610.0,,,0.0,1865.0,-303.0,209.0,,,-134.0,228.0,1562.0,-544.0,1018.0,0.0,0.0,0.0,1018.0,0.0,1018.0,0.0,2.0,1020.0,1248.0,228.0,1966.0,0.52,0.52,0.634791,1966.0,0.52,0.52,0.634791,
06/30/2015,4875.0,4875.0,-2004.0,2004.0,2871.0,0.0,-647.0,643.0,,,4.0,2224.0,30.0,195.0,,,-225.0,0.0,2254.0,-805.0,1449.0,0.0,0.0,0.0,1449.0,-1.0,1448.0,0.0,3.0,1451.0,1463.0,12.0,1962.0,0.74,0.74,0.745668,1962.0,0.74,0.74,0.745668,
09/30/2015,4978.0,4978.0,-1932.0,1932.0,3046.0,0.0,-739.0,698.0,,,41.0,2307.0,-18.0,205.0,,,-187.0,0.0,2289.0,-761.0,1528.0,0.0,0.0,0.0,1528.0,0.0,1528.0,0.0,-3.0,1525.0,1472.0,-53.0,1958.0,0.78,0.78,0.751788,1958.0,0.78,0.78,0.751788,
12/31/2015,4729.0,4729.0,-2007.0,2007.0,2722.0,0.0,-757.0,752.0,,0.0,5.0,1965.0,8.0,208.0,,,-211.0,-5.0,1973.0,-725.0,1248.0,0.0,0.0,0.0,1248.0,-1.0,1247.0,0.0,-2.0,1245.0,1321.0,76.0,1958.0,0.64,0.64,0.674668,1958.0,0.64,0.64,0.674668,
03/31/2016,4530.0,4530.0,-1874.0,1874.0,2656.0,0.0,-679.0,559.0,,,120.0,1977.0,-94.0,200.0,,,-66.0,-40.0,1883.0,-665.0,1218.0,0.0,0.0,0.0,1218.0,-1.0,1217.0,0.0,2.0,1219.0,1415.0,196.0,1956.0,0.62,0.62,0.723415,1956.0,0.62,0.62,0.720204,
06/30/2016,4881.0,4881.0,-1924.0,1924.0,2957.0,0.0,-547.0,546.0,,,1.0,2410.0,124.0,192.0,,,-199.0,-117.0,2534.0,-880.0,1654.0,0.0,0.0,0.0,1654.0,-1.0,1653.0,0.0,3.0,1656.0,1566.46,-89.54,1954.0,0.84,0.84,0.801668,1954.0,0.84,0.84,0.794176,
09/30/2016,5193.0,5193.0,-2043.0,2043.0,3150.0,0.0,-768.0,766.0,,,2.0,2382.0,-655.0,179.0,,,-299.0,775.0,1727.0,-633.0,1094.0,0.0,0.0,0.0,1094.0,-1.0,1093.0,0.0,-1.0,1092.0,1608.0,516.0,1952.0,0.56,0.56,0.82377,1952.0,0.56,0.56,0.82377,
12/31/2016,4733.0,4733.0,-1905.0,1905.0,2828.0,0.0,-835.0,773.0,,0.0,62.0,1993.0,13715.0,176.0,,0.0,-231.0,-13660.0,15708.0,-5430.0,10278.0,0.0,0.0,0.0,10278.0,-2.0,10276.0,0.0,-18.0,10258.0,1299.0,-8959.0,1946.489564,5.27,5.27,0.667355,1946.489564,5.27,5.27,0.667355,
03/31/2017,4589.0,4589.0,-1813.0,1813.0,2776.0,0.0,-537.0,533.0,,,4.0,2239.0,-148.0,179.0,,,-23.0,-8.0,2091.0,-689.0,1402.0,0.0,0.0,0.0,1402.0,-1.0,1401.0,0.0,0.0,1401.0,1410.0,9.0,1939.0,0.72,0.72,0.727179,1939.0,0.72,0.72,0.724642,
06/30/2017,5068.0,5068.0,-1954.0,1954.0,3114.0,0.0,-586.0,574.0,,,12.0,2528.0,382.0,177.0,,,-140.0,-419.0,2910.0,-920.0,1990.0,0.0,0.0,0.0,1990.0,-1.0,1989.0,0.0,0.0,1989.0,1647.5,-341.5,1928.0,1.03,1.03,0.854512,1928.0,1.03,1.03,0.852873,
09/30/2017,5123.0,5123.0,-1952.0,1952.0,3171.0,0.0,-582.0,574.0,,,8.0,2589.0,55.0,169.0,,,-169.0,-55.0,2644.0,-777.0,1867.0,0.0,0.0,0.0,1867.0,-1.0,1866.0,0.0,2.0,1868.0,1725.0,-143.0,1915.0,0.97,0.97,0.900783,1915.0,0.97,0.97,0.895326,
12/31/2017,4714.0,4714.0,-1812.0,1812.0,2902.0,0.0,-665.0,651.0,,0.0,14.0,2237.0,-54.0,180.0,,0.0,-200.0,74.0,2183.0,2785.0,4968.0,0.0,0.0,0.0,4968.0,-2.0,4966.0,0.0,-7.0,4959.0,1735.0,-3224.0,1905.0,2.6,2.6,0.910761,1905.0,2.6,2.6,0.907612,
03/31/2018,4670.0,4670.0,-1734.0,1734.0,2936.0,0.0,-620.0,618.0,,,2.0,2316.0,150.0,166.0,,0.0,-342.0,26.0,2466.0,-571.0,1895.0,0.0,0.0,0.0,1895.0,-1.0,1894.0,0.0,2.0,1896.0,1802.0,-94.0,1899.0,1.0,1.0,0.94892,1899.0,1.0,1.0,0.94892,
06/30/2018,4879.0,4879.0,-1738.0,1738.0,3141.0,0.0,-643.0,641.0,,,2.0,2498.0,59.0,178.0,,,-228.0,-9.0,2557.0,-680.0,1877.0,0.0,0.0,0.0,1877.0,-1.0,1876.0,0.0,0.0,1876.0,1913.0,37.0,1891.0,0.99,0.99,1.011634,1891.0,0.99,0.99,1.009566,
09/30/2018,5292.0,5292.0,-2037.0,2037.0,3255.0,0.0,-698.0,700.0,,,-2.0,2557.0,51.0,159.0,,,-189.0,-21.0,2608.0,-664.0,1944.0,0.0,0.0,0.0,1944.0,-1.0,1943.0,0.0,0.0,1943.0,2041.0,98.0,1883.0,1.03,1.03,1.083909,1883.0,1.03,1.03,1.082045,
12/31/2018,4786.0,4786.0,-1864.0,1864.0,2922.0,0.0,-1178.0,789.0,,0.0,389.0,1744.0,-34.0,162.0,,,-131.0,3.0,1710.0,-459.0,1251.0,0.0,0.0,0.0,1251.0,-1.0,1250.0,0.0,-1.0,1249.0,1784.0,535.0,1877.0,0.66,0.66,0.950453,1877.0,0.66,0.66,0.945029,
03/31/2019,4389.0,4389.0,-1578.0,1578.0,2811.0,0.0,-573.0,533.0,,,40.0,2238.0,-722.0,384.0,,,-86.0,424.0,1516.0,-395.0,1121.0,0.0,0.0,0.0,1121.0,-1.0,1120.0,0.0,1.0,1121.0,1735.0,614.0,1874.0,0.6,0.6,0.925827,1874.0,0.6,0.6,0.925827,
06/30/2019,5193.0,5193.0,-1874.0,1874.0,3319.0,0.0,-602.0,569.0,,,33.0,2717.0,-116.0,312.0,,,-447.0,251.0,2601.0,-604.0,1997.0,0.0,0.0,0.0,1997.0,-1.0,1996.0,0.0,0.0,1996.0,2057.0,61.0,1870.0,1.07,1.07,1.1,1870.0,1.07,1.07,1.1,
09/30/2019,5412.0,5412.0,-1915.0,1915.0,3497.0,0.0,-553.0,552.0,,,1.0,2944.0,-5072.0,293.0,,,-333.0,5112.0,-2128.0,-474.0,-2602.0,0.0,0.0,0.0,-2602.0,2.0,-2600.0,0.0,0.0,-2600.0,2231.0,4831.0,1868.0,-1.39,-1.39,1.194325,1868.0,-1.39,-1.39,1.194325,
12/31/2019,4802.0,4802.0,-1718.0,1718.0,3084.0,0.0,-657.0,556.0,,0.0,101.0,2427.0,-3650.0,291.0,,,-859.0,4218.0,-1223.0,-591.0,-1814.0,0.0,0.0,0.0,-1814.0,5.0,-1809.0,0.0,0.0,-1809.0,1912.0,3721.0,1865.0,-0.969973,-0.969973,1.025201,1865.0,-0.969973,-0.969973,1.025201,
03/31/2020,5046.0,5046.0,-2173.0,2173.0,2873.0,0.0,-537.0,537.0,,,0.0,2336.0,-228.0,275.0,,,-157.0,110.0,2108.0,-558.0,1550.0,0.0,0.0,0.0,1550.0,2.0,1552.0,0.0,2.0,1554.0,2036.0,482.0,1858.0,0.83,0.83,1.095802,1858.0,0.83,0.83,1.089419,
06/30/2020,5062.0,5062.0,-1775.0,1775.0,3287.0,0.0,-491.0,491.0,,,0.0,2796.0,-231.0,308.0,,,-9.0,-68.0,2565.0,-627.0,1938.0,0.0,0.0,0.0,1938.0,5.0,1943.0,0.0,-5.0,1938.0,1985.0,47.0,1859.0,1.04,1.04,1.067778,1859.0,1.04,1.04,1.065282,
09/30/2020,5492.4,,,,3591.040968,,,,,,,3039.5,,,,,,,2834.875,,2122.25,,,,,,2122.25,,,2122.25,2124.0,,,1.138,1.138,1.141,,1.138,1.138,1.141,
12/31/2020,4876.4,,,,3176.48696,,,,,,,2621.333,,,,,,,2455.125,,1857.0,,,,,,1857.0,,,1857.0,1847.778,,,0.988,0.988,0.992,,0.988,0.988,0.992,
