Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,292,104,83,,-34.0,8,26.0,-5,0.0,,,,,,,110.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,100,49,61,,-2.0,-33,5.0,-14,0.0,,,,,,,34.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,-91,-33,66,,-1.0,-64,5.0,113,0.0,,,,,,,-177.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,36,-603,69,,-1.0,-60,7.0,681,0.0,,,,,,,-57.0,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,346,-204,81,,-2.0,-77,5.0,367,0.0,,,,,,,176.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,83,33,74,,-1.0,32,4.0,3,0.0,,,,,,,-62.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,30,32,75,,-1.0,18,-9.0,2,0.0,,,,,,,-87.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,105,-127,99,,-1.0,-123,36.0,196,0.0,,,,,,,25.0,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,263,54,106,,-1.0,32,-19.0,2,0.0,,,,,,,89.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,105,16,88,,0.0,16,-2.0,-6,0.0,,,,,,,-7.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,-36,13,84,,-1.0,16,-2.0,-6,0.0,,,,,,,-140.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,118,-370,122,,-1.0,-241,15.0,598,0.0,,,,,,,123.0,,,0.0,,,,,,,,,,,,,0.0,,,118.0,
03/31/1993,325,75,118,,-1.0,24,-3.0,0,0.0,,,,,,,112.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,32,27,78,,-1.0,33,-2.0,23,0.0,,,,,,,-126.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,-155,34,89,,-1.0,28,-3.0,14,0.0,,,,,,,-316.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,288,29,110,,-2.0,-19,-2.0,118,0.0,,,,,,,234.0,,,0.0,,,,,,,,,,,,,0.0,,,288.0,
03/31/1994,382,81,120,,-1.0,17,,9,0.0,,,,,,,156.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,69,37,67,,-2.0,32,,-16,0.0,,,,,,,-49.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,-15,47,85,,-2.0,12,,-7,0.0,,,,,,,-150.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,196,38,107,,-1.0,5,,-6,0.0,,,,,,,53.0,,,0.0,,,,,,,,,,,,,0.0,,,196.0,
03/31/1995,312,93,114,,-1.0,29,,-26,0.0,,,,,,,103.0,,,-131.0,-118.0,-13.0,0.0,,,,,,,,,,0.0,,,,
06/30/1995,81,40,92,,-1.0,28,,-22,0.0,,,,,,,-56.0,,,-161.0,-150.0,-11.0,0.0,,,,,,,,,,0.0,,,,
09/30/1995,13,55,96,,-2.0,8,,-26,0.0,,,,,,,-118.0,,,-150.0,-136.0,-14.0,0.0,,,,,,,,,,0.0,,,,
12/31/1995,296,41,151,,-4.0,10,,-71,0.0,,,,,,,169.0,,,-177.0,-164.0,-13.0,0.0,,,,-177.0,,,,,,0.0,,,119.0,
03/31/1996,355,84,124,,-2.0,6,,-1,0.0,,,,,,,144.0,,,-127.0,-114.0,-13.0,0.0,,,,,,,,,,0.0,,,,
06/30/1996,144,58,121,,-2.0,11,,-37,0.0,,,,,,,-7.0,,,-156.0,-145.0,-11.0,0.0,,,,,,,,,,0.0,,,,
09/30/1996,42,70,110,,-1.0,8,,-24,0.0,,,,,,,-121.0,,,-199.0,-186.0,-13.0,0.0,,,,,,,,,,0.0,,,,
12/31/1996,148,50,86,,-3.0,21,,32,0.0,,,,,,,-38.0,,,-249.0,-237.0,-12.0,0.0,,,,-249.0,,,,,,0.0,,,-101.0,
03/31/1997,374,82,131,,-3.0,3,,-23,0.0,,,,,,,184.0,,13.0,-146.0,-133.0,-13.0,0.0,0.0,0.0,-21.0,-154.0,-219.0,-28.0,-245.0,70.0,-35.0,17.0,0.0,2.0,1.0,
06/30/1997,-14,52,103,,-4.0,13,,-6,0.0,,,,,,,-172.0,,0.0,-224.0,-213.0,-11.0,0.0,0.0,0.0,-527.0,-751.0,759.0,-28.0,158.0,511.0,-57.0,186.0,0.0,-11.0,-6.0,
09/30/1997,-19,68,108,,-3.0,-5,,-25,0.0,,,,,,,-162.0,,33.0,-192.0,-179.0,-13.0,0.0,0.0,0.0,-67.0,-226.0,328.0,-31.0,148.0,246.0,-48.0,143.0,-122.0,-8.0,83.0,
12/31/1997,285,63,93,,-5.0,13,,0,0.0,,,,,,,121.0,,3.0,-183.0,-170.0,-13.0,0.0,0.0,0.0,-229.0,-409.0,57.0,-35.0,-12.0,387.0,-454.0,164.0,0.0,7.0,-67.0,
03/31/1998,240,83,143,,-5.0,-12,,-62,0.0,,,,,,,93.0,,28.0,-153.0,-140.0,-13.0,0.0,0.0,0.0,-116.0,-241.0,6.0,-33.0,-137.0,850.0,-698.0,20.0,0.0,4.0,5.0,
06/30/1998,57,69,92,,-2.0,96,,0,0.0,,,,,,,-198.0,,40.0,-171.0,-186.0,15.0,0.0,0.0,0.0,-88.0,-219.0,318.0,-33.0,10.0,704.0,-374.0,10.0,0.0,1.0,156.0,
09/30/1998,73,88,112,,-11.0,-23,,-27,0.0,,,,,,,-66.000244,,0.0,-166.0,-169.0,3.0,0.0,0.0,0.0,-46.0,-212.0,10.0,-36.0,47.0,82.0,-95.0,19.0,0.0,-7.0,-129.0,
12/31/1998,-20,83,137,,-11.0,-7,,-363,0.0,,,,,,,141.0,,0.0,-787.0,-782.0,-5.0,0.0,0.0,0.0,-146.0,-933.0,797.0,-57.0,27.0,712.0,-104.0,220.0,-3.0,2.0,0.0,
03/31/1999,316,103,150,,,-2,,-29,0.0,,,,,,,94.0,,0.0,-202.0,-202.0,0.0,0.0,0.0,0.0,-2033.0,-2235.0,1916.0,-43.0,-189.0,3131.0,-1012.0,29.0,0.0,0.0,-3.0,
06/30/1999,138,84,138,,,45,,-2,0.0,,,,,,,-127.0,,2.0,-89.0,-89.0,0.0,0.0,0.0,0.0,-119.0,-206.0,183.0,-48.0,125.0,2225.0,-1947.0,24.0,-196.0,0.0,115.0,
09/30/1999,-8,86,141,,,-27,,-48,0.0,,,,,,,-160.0,,0.0,-188.0,-188.0,0.0,0.0,0.0,0.0,-89.0,-277.0,306.0,-77.0,-132.0,2884.0,-2941.0,572.0,,0.0,21.0,
12/31/1999,492,66,166,,,-6,,16,0.0,,,,,,,250.0,,,-604.0,-604.0,0.0,-2.0,0.0,0.0,-199.0,-805.0,211.0,-57.0,99.0,,-18.0,185.0,,0.0,-102.0,
03/31/2000,137,75,176,,,-68,,-42,0.0,,,,,,,-31.0,,305.0,-209.0,-209.0,0.0,0.0,0.0,0.0,-122.0,-26.0,-35.0,-65.0,-42.0,343.0,-172.0,3.0,-102.0,0.0,76.0,
06/30/2000,71,103,142,,,31,,-111,0.0,,,,,,,-94.0,,269.0,-279.0,-279.0,0.0,0.0,0.0,0.0,-1.0,-11.0,-28.0,-42.0,116.0,1.0,-76.0,0.0,-27.0,0.0,32.0,
09/30/2000,30,77,128,,,35,,-39,0.0,,,,,,,-171.0,,9.0,-322.0,-322.0,0.0,0.0,0.0,0.0,-22.0,-335.0,346.0,-90.0,154.0,414.0,-102.0,220.0,-250.0,0.0,41.0,
12/31/2000,313,-156,167,,,10,,280,0.0,,,,,,,283.0,,46.0,-288.0,-288.0,0.0,0.0,0.0,0.0,-253.0,-495.0,83.0,-68.0,-95.0,306.0,-373.0,329.0,-16.0,0.0,-99.0,
03/31/2001,384,132,149,,,31,,-15,0.0,169.0,0.0,125.0,0.0,-160.0,0.0,-47.0,,0.0,-273.0,-273.0,0.0,0.0,0.0,0.0,-59.0,-332.0,-12.0,-68.0,0.0,373.0,-630.0,316.0,0.0,-3.0,40.0,
06/30/2001,-9,77,116,0.0,0.0,68,0.0,59,0.0,-2526.0,0.0,-103.0,0.0,2490.0,0.0,-190.0,,99.0,-328.0,-328.0,0.0,0.0,0.0,0.0,-98.0,-327.0,290.0,-73.0,-74.0,300.0,0.0,133.0,0.0,4.0,-46.0,
09/30/2001,106,-569,84,0.0,0.0,-129,0.0,1100,0.0,2706.0,0.0,-262.0,0.0,-2824.0,0.0,0.0,,10.0,-318.0,-334.0,16.0,0.0,0.0,0.0,-27.0,-335.0,266.0,-229.0,-297.0,1187.0,-526.0,6.0,-5.0,130.0,37.0,
12/31/2001,197,-112,136,,,165,,93,0.0,,,,,,,-225.0,,1.0,-379.0,-402.0,23.0,0.0,0.0,0.0,246.0,-132.0,-89.0,-80.0,262.0,203.0,-472.0,9.0,-1.0,-10.0,-24.0,
03/31/2002,247,67,122,0.0,0.0,-245,0.0,-2,0.0,36.0,0.0,185.0,,84.0,,0.0,,878.0,-170.0,-176.0,6.0,0.0,0.0,0.0,-61.0,647.0,-892.0,-49.0,-249.0,311.0,-945.0,42.0,0.0,-2.0,2.0,
06/30/2002,140,-49,86,0.0,0.0,-80,0.0,112,0.0,103.0,0.0,-86.0,,54.0,,0.0,,408.0,-211.0,-214.0,3.0,0.0,0.0,0.0,11.0,208.0,-280.0,-48.0,106.0,79.0,-438.0,19.0,-1.0,3.0,68.0,
09/30/2002,-54,55,89,0.0,0.0,31,0.0,18,0.0,167.0,0.0,-146.0,,-268.0,,0.0,,247.0,-196.0,-201.0,5.0,0.0,0.0,0.0,-22.0,29.0,164.0,-27.0,-20.0,336.0,-412.0,301.0,0.0,-15.0,139.0,
12/31/2002,71,-623,74,0.0,0.0,-269,0.0,778,0.0,-315.0,0.0,188.0,0.0,162.0,0.0,76.0,,132.0,-230.0,-240.0,10.0,0.0,0.0,0.0,283.0,185.0,-224.0,-16.0,260.0,37.0,-416.0,7.0,-24.0,-72.0,32.0,
03/31/2003,415,82,126,2.0,0.0,27,0.0,8,0.0,-136.0,0.0,241.0,0.0,-40.0,0.0,105.0,,97.0,-169.0,-173.0,4.0,0.0,0.0,0.0,11.0,-61.0,-49.0,0.0,0.0,326.0,-374.0,0.0,0.0,-1.0,305.0,
