Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1996,0.05,5.144,3.412,-4.153,,,-4.153,-4.353,,,-4.353,,,-3.441,,,,-3.441,,,,,,,,,,3.441,,,,,,,,,,,,,,,
06/30/1996,6.728,8.541,3.364,-3.573,,,-3.573,-1.604,,,-1.604,,,-4.543,,,,-4.543,,,,,,,,,,4.543,,,,,,,,,,,,,,,
09/30/1996,8.39,23.215,4.032,-4.477,,,-4.477,-14.38,,,-14.38,,,-2.202,,,,-2.202,,,,,,,,,,2.202,,,,,,,,,,,,,,,
12/31/1996,49.014999,10.063,17.195,5.434,,,5.434,16.323,,,16.323,,,-19.893,,,,-19.893,,,,,,,,,,19.893,,,,,,,,,,,,,,,
03/31/1997,12.412,17.469,9.187,7.543,,,7.543,-21.787001,,,-21.787001,,-21.524,-6.921,0.0,,,-6.921,,,0.0,0.0,0.0,,,,,-14.603,5.007003,0.0,-79.044998,,,,88.872002,88.872002,0.0,-4.82,,-4.105,,,
06/30/1997,43.379002,17.576,10.443,-2.702,,,-2.702,18.062,,,18.062,,-26.884001,-13.586,0.0,,,-13.586,,,0.0,0.0,0.0,,,,,-13.298,-20.241,0.0,-20.817,,,,0.876,0.876,0.0,-0.3,,-3.746,,,
09/30/1997,49.299,19.711,11.013,3.811,,,3.811,14.764,,,14.764,,-446.272003,-17.157,0.0,,,-17.157,,,0.0,0.0,0.0,,,,,-429.115004,403.881994,0.0,410.033994,,,,1.648,1.648,0.0,-7.8,,6.909,,,
12/31/1997,31.531,-25.992001,13.964,74.311996,,,74.311996,-30.753,,,-30.753,,-55.36602,-24.455999,0.0,,,-24.455999,,,0.0,0.0,0.0,,,,,-30.910021,25.34202,-0.3,63.452026,,,,3.679995,3.679995,0.0,-41.490002,,1.507,,,
03/31/1998,28.447001,14.892,16.110001,4.516,,,4.516,-7.071,,,-7.071,,-286.455994,-20.004,0.0,,,-20.004,,,0.0,0.0,0.0,,,,,-266.451994,317.645985,0.0,-277.737991,,,,13.034,13.034,0.0,582.349976,,59.637001,,,
06/30/1998,59.602001,61.327999,20.697001,-30.0,,,-30.0,7.577,,,7.577,,-59.285999,-44.709999,0.0,,,-44.709999,,,0.0,0.0,0.0,,,,,-14.576,-39.238027,0.0,-52.465027,,,,14.483,14.483,0.0,-1.256,,-38.922001,,,
09/30/1998,29.818001,28.313,27.402,15.015,,,15.015,-40.911999,,,-40.911999,,-175.996994,-48.941002,0.0,,,-48.941002,,,0.0,0.0,0.0,,,,,-127.055992,133.148999,0.0,158.872999,,,,-21.836,8.552,-30.388,-3.888,,-13.03,,,
12/31/1998,76.342003,27.073,27.57,1.045,,,1.045,20.653999,,,20.653999,,-94.248993,-63.215,0.0,,,-63.215,,,0.0,0.0,0.0,,,,,-31.033993,40.756078,-0.353,54.686037,,,,-17.615002,1.738998,-19.354,4.038043,,22.849001,,,
03/31/1999,63.133,20.873,30.683,11.688,,7.389,4.299,-0.111,7.636,-3.308,-4.439,,-103.615,-57.149,,,,-57.149,,,,,,,,,,-46.466,43.547,,43.977,,,,0.774,0.774,,-1.204,,3.065,,,
06/30/1999,69.005997,32.146999,32.519001,13.635,,,13.635,-9.295,,,-9.295,,-143.628998,-47.609001,0.0,,,-47.609001,,,0.0,0.0,0.0,,,,,-96.019997,64.059999,0.0,56.702999,,,,-1.626,1.349,-2.975,8.983,,-10.563,,,
09/30/1999,96.302,30.449,26.169,-2.699,,7.831,-10.53,42.383,0.787,-0.401,41.997,,211.267,-76.9,0.0,,,-76.9,,,0.0,0.0,0.0,,,,,288.167,-356.588,0.0,-282.115,,,,-65.555,1.15,-66.705,-8.918,,-49.019,,,
12/31/1999,29.73501,26.261999,27.273991,19.870001,,,19.870001,-43.671001,,,-43.671001,,-40.457001,-44.433998,0.0,,,-44.433998,,,0.0,0.0,0.0,,,,,3.976997,-26.306994,0.0,-16.421997,,,,-115.672,12.787,-128.459,105.787003,,-37.028999,,,
03/31/2000,56.914,25.562,37.348,10.997,,7.204,3.793,-16.993,6.005,-9.511,-13.487,,-161.821,-23.924,0.0,,,-23.924,,,0.0,0.0,0.0,,,,,-137.897,112.259,0.0,240.112,,,,-16.566,10.597,-27.163,-111.287,,7.352,,,
06/30/2000,66.040001,33.533001,38.713001,24.867001,,,24.867001,-31.073,,,-31.073,,-73.512001,-31.454,0.0,,,-31.454,,,0.0,0.0,0.0,,,,,-42.058001,44.268997,0.0,83.995996,,,,-34.967999,7.255,-42.223,-4.759,,36.797001,,,
09/30/2000,68.661,31.189,37.858,31.641,,35.334,-3.693,-32.027,-3.383,-16.375,-12.269,,-45.461,-30.882,0.0,,,-30.882,,,0.0,0.0,0.0,,,,,-14.579,-49.507,0.0,29.243,,,,-68.833,8.326,-77.159,-9.917,,-26.307,,,
