Date,P/E,Average,High,Low,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/2011,14.019513,45907.916323,47207.393242,44019.059261,0.634283,7.166471,17.176788,1.525556,8.17527,11.170274,33.87,43418.856341,
06/30/2011,15.452839,43674.99503,44659.061361,42584.597153,0.645678,6.284054,13.830805,1.495794,8.119378,11.114815,33.0,42992.1053,
09/30/2011,7.717883,38250.490223,43774.522712,35061.392203,0.326325,3.17106,6.985892,1.244016,6.813963,9.343455,20.16,36168.515424,
12/31/2011,7.580953,37425.331139,38985.790073,36196.188849,0.355082,2.65706,4.596833,1.265435,5.308174,6.694108,22.03,37560.638137,
03/31/2012,7.104318,38943.752776,40570.065329,37003.39209,0.383199,3.075435,5.47175,1.289556,5.275317,6.620629,24.74,39564.880434,
06/30/2012,7.975485,40324.668342,41651.206305,39426.529822,0.441117,3.068098,4.877337,1.306965,5.368088,6.765165,30.43,41226.915948,
09/30/2012,8.359007,40470.392092,42408.702606,39081.67674,0.455519,3.437426,5.863167,1.311765,5.445712,6.898551,33.25,42432.98475,
12/31/2012,7.646176,41656.999716,42906.814861,40275.94349,0.406462,3.221026,5.808563,1.299953,7.153751,9.934109,30.17,42915.350034,
03/31/2013,12.274702,45793.259006,47541.034235,43407.311407,0.548865,4.410627,8.299999,1.435492,8.253329,11.67901,40.63,47440.137406,
06/30/2013,10.727663,46561.917847,47753.820612,45161.569484,0.48411,4.675652,10.875589,1.353778,7.674857,10.766373,36.06,45197.232414,
09/30/2013,12.615111,46535.023544,48342.838356,44907.305075,0.569202,5.188967,10.873508,1.43158,8.054424,11.280327,42.75,48358.76285,
12/31/2013,14.036898,49912.957015,50932.131551,48831.348196,0.621051,5.765165,12.210764,1.470877,7.956561,11.011281,47.71,50277.50684,
03/31/2014,15.217325,51477.422492,52732.214661,50294.434294,0.674766,6.896711,16.16187,1.525874,8.319754,11.55653,52.5,52755.55775,
06/30/2014,14.394745,52880.392047,55227.04123,50828.499406,0.705477,6.52684,13.401929,1.528902,8.106299,11.115114,56.38,54052.798464,
09/30/2014,16.392414,58577.445912,61503.657245,53972.339387,0.856591,7.637306,15.687644,1.657978,8.638613,11.71876,70.52,59882.865924,
12/31/2014,15.569243,59777.161781,62075.248181,56609.506343,0.867211,7.178022,14.035914,1.655422,8.50945,11.397776,73.39,61114.873081,
03/31/2015,14.408286,60569.027277,62826.261957,58537.343909,0.857982,6.460118,11.586498,1.636297,8.153846,10.779805,75.23,61789.843693,
06/30/2015,17.372441,63598.096292,68306.194316,60753.131682,1.003351,8.003376,15.090335,1.776944,8.982659,11.894473,90.72,68286.172208,
09/30/2015,14.836354,67250.209068,69796.726188,61251.66273,0.833102,6.797156,12.879177,1.601631,8.214218,10.911702,77.36,62567.698888,
12/31/2015,12.135504,59266.410339,63383.888103,56928.336238,0.705149,5.896464,11.839416,1.468489,7.449079,9.845674,67.63,58266.698281,
03/31/2016,13.142813,59451.701235,62209.507437,56913.76122,0.790284,6.206306,11.832797,1.539501,7.855942,10.365114,78.05,61983.3825,
06/30/2016,12.609655,62293.174844,63696.173234,60365.141334,0.757231,5.69235,10.736001,1.515056,7.751326,10.23556,77.01,61638.543816,
09/30/2016,11.5634,61710.801452,63900.675477,60397.392443,0.71959,5.377529,10.515389,1.479671,7.516876,9.892879,75.63,60811.528704,
12/31/2016,11.152952,60538.388888,63420.562121,58434.630969,0.684127,5.017552,9.833435,1.441939,7.328034,9.652479,74.02,59826.067318,
03/31/2017,13.357337,63475.549264,65920.187621,60298.097182,0.8017,6.062121,12.365086,1.558577,7.986183,10.589471,88.99,65231.141353,
06/30/2017,12.692875,63574.307126,65512.476298,62235.667963,0.767376,5.803195,12.018234,1.521599,7.840235,10.435412,87.2,64313.444,
09/30/2017,12.292348,61915.902326,64677.757304,60214.289625,0.685081,5.437929,11.836554,1.460685,7.765038,10.486131,79.59,62361.022282,
12/31/2017,12.875797,62633.494219,65703.968725,60364.857025,0.729515,5.857901,13.21029,1.487803,7.924896,10.713067,87.84,64889.046144,
03/31/2018,13.078203,68243.674492,70491.99443,64217.3004,0.780506,6.383592,15.124532,1.532417,8.198119,11.086624,97.0,68060.7875,
06/30/2018,13.471205,69469.571027,71665.960768,67588.38411,0.801488,6.454659,15.56195,1.543145,8.261172,11.178593,102.6,69765.59652,
09/30/2018,16.244173,77402.84914,82545.91952,70232.184448,1.058534,7.697521,16.663939,1.792937,9.398145,12.636053,139.12,82412.336496,
12/31/2018,14.208715,80702.472374,84751.239545,74371.358865,0.92606,6.38604,13.540884,1.650155,8.635012,11.596553,124.45,77024.30764,
03/31/2019,13.871132,80563.091481,83999.59373,75457.53012,0.942498,6.982774,16.146548,1.735599,8.532604,11.680901,130.38,82911.31659,
06/30/2019,13.98909,81513.49303,84460.114332,76663.730172,0.951277,6.768658,14.88644,1.71683,8.56381,11.830727,135.17,83856.825856,
09/30/2019,12.372241,81829.466802,87725.649584,77725.38072,0.823499,5.67165,12.748119,1.568016,7.867356,10.883834,120.42,78537.194302,
12/31/2019,14.083972,83209.825736,88213.753058,76831.710452,0.988173,6.676516,14.740079,1.700671,8.55686,11.936847,147.81,87305.644136,
03/31/2020,9.115143,81166.500894,88509.490432,60339.88057,0.594654,3.845783,8.162135,1.320047,6.981174,9.994145,89.85,68220.033875,
06/30/2020,8.922868,72895.859165,77738.534956,62958.290434,0.660113,2.23883,3.070595,1.256161,6.265934,8.808759,97.06,62991.436424,
09/06/2020,12.5992081254693,,,,0.932088323434318,3.16125749078317,4.33572132905656,1.52587372402584,7.61130645230279,10.7001068053419,137.05,76516.463765,
