Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,15.215,16.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,15.443,16.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,19.393,15.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,17.93,15.889,4.308,-1.384,,,-1.384,-0.883,,,,-0.883,,,,,,,,,,,,,,,,,,,,,,,,,,17.93,,,
03/31/1991,20.252001,20.181999,1.661,0.0,,,0.0,-1.591,,,,-1.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,12.046,21.556,1.665,0.0,,,0.0,-11.175,,,,-11.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,24.233999,20.108,1.791,0.0,,,0.0,2.335,,,,2.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,41.967999,22.122,2.068,0.677,,,0.677,17.101,,,,17.101,,,,,,,,,,,,,,,,,,,,,,,,,,41.967999,,,
03/31/1992,18.167,25.054001,1.908,0.0,,,0.0,-8.795,,,,-8.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,32.056999,24.891001,1.92,0.0,,,0.0,5.246,,,,5.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,26.552999,25.292,1.919,0.0,,,0.0,-0.658,,,,-0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,36.432999,26.421,2.062,-0.275,,,-0.275,8.225,,,,8.225,,,,,,,,,,,,,,,,,,,,,,,,,,36.432999,,,
03/31/1993,31.384001,29.188999,2.025,,,,,0.17,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,25.93,28.843,2.274,,,,,-5.187,,,,-5.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,32.139,25.972,2.254,,,,,3.913,,,,3.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,25.849001,25.639,2.421,-0.456,,,-0.456,-1.755,,,,-1.755,,,,,,,,,,,,,,,,,,,,,,,,,,25.849001,,,
03/31/1994,30.948999,26.537001,2.304,,,,,2.108,,,,2.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,18.625999,26.204,2.104,,,,,-9.682,,,,-9.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,25.778,24.489,2.417,0.0,,,0.0,-1.128,,,,-1.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,13.58,2.004,9.304,26.392,,,26.392,-24.120001,,,,-24.120001,,,,,,,,,,,,,,,,,,,,,,,,,,13.58,,,
03/31/1995,41.035999,30.584,9.735,0.0,,,0.0,0.717,,,,0.717,,,-5.559,,,,-5.559,,,,,,,,,,5.559,,,,,,,,,,,,
06/30/1995,32.869999,35.612999,11.06,2.051,,,2.051,-15.854,,,,-15.854,,,-8.717,,,,-8.717,,,,,,,,,,8.717,,,,,,,,,,,,
09/30/1995,65.214996,34.400002,10.705,0.0,,,0.0,20.110001,,,,20.110001,,,-10.035,,,,-10.035,,,,,,,,,,10.035,,,,,,,,,,,,
12/31/1995,46.050999,38.250999,10.126,-2.051,,,-2.051,-0.275,,,,-0.275,,-20.624001,-20.624001,,,,-20.624001,,,,,,,,,,0.0,,,,,,,,,25.426998,,,
03/31/1996,19.628,30.058001,11.012,2.896,,,2.896,-24.337999,,,,-24.337999,,,-11.005,,,,-11.005,,,,,,,,,,11.005,,,,,,,,,,,,
06/30/1996,13.949,29.92,18.469,-8.382,,,-8.382,-26.058001,,,,-26.058001,,,-27.806,,,,-27.806,,,,,,,,,,27.806,,,,,,,,,,,,
09/30/1996,53.235001,30.179001,13.439,0.0,,,0.0,9.617,,,,9.617,,,-24.393,,,,-24.393,,,,,,,,,,24.393,,,,,,,,,,,,
12/31/1996,2.973,-29.52,15.262,55.936001,,,55.936001,-38.705002,,,,-38.705002,,-39.797001,-39.797001,,,,-39.797001,,,,,,,,,,0.0,,,,,,,,,-36.824001,,,
03/31/1997,-62.080994,22.877001,17.021,0.0,,,0.0,-101.978996,,,,-101.978996,,29.373001,-10.924,0.0,,,-10.924,,,0.0,0.0,0.0,,,,,40.297001,13.918,0.0,13.0,1.791,1.791,0.0,-0.873,,-18.789995,,,
06/30/1997,-26.433001,8.765,19.999001,14.19,,,14.19,-69.387001,,,,-69.387001,,21.167999,-29.450001,0.0,,,-29.450001,,,0.0,0.0,0.0,,,,,50.618,4.758,0.0,0.0,5.732,5.732,0.0,-0.974,,-0.507001,,,
09/30/1997,4.326,18.552,16.603001,0.0,,,0.0,-30.829,,,,-30.829,,-4.809,-27.556999,0.0,,,-27.556999,,,0.0,0.0,0.0,,,,,22.747999,-5.536,0.0,0.0,6.536,6.536,0.0,-12.072,,-6.019,,,
12/31/1997,62.332001,2.946,12.438,30.497,,,30.497,16.451,,,,16.451,,-46.015999,-19.707,6.324,,,-26.031,,,0.0,0.0,0.0,,,,,-26.308999,-11.858,0.0,-9.5,0.0,0.0,0.0,-2.358,,4.458,,,
03/31/1998,7.265,29.175,16.459,-1.22,,,-1.22,-37.149,,,,-37.149,,21.166,-19.978,0.0,,,-19.978,,,38.877,38.877,0.0,,,,,2.267,-35.575,0.0,267.5,-302.398,1.771,-304.169,-0.677,,-7.144,,,
06/30/1998,3.948,40.034,19.517,-8.514,,,-8.514,-47.089001,,,,-47.089001,,-5.545,-27.0,0.0,,,-27.0,,,0.0,0.0,0.0,,,,,21.455,7.443,0.0,3.0,4.146,4.864,-0.718,0.297,,5.846,,,
09/30/1998,45.569,29.450001,16.806999,-1.642,,,-1.642,0.954,,,,0.954,,10.481,-7.84,0.0,,,-7.84,,,0.0,0.0,0.0,,,,,18.321,-72.459997,0.0,-73.004997,0.387,0.387,0.0,0.158,,-16.41,,,
12/31/1998,49.810001,30.423,16.07,0.0,,,0.0,3.317,,,,3.317,,-14.982,-19.379,4.03,,,-23.409,,,0.0,0.0,0.0,,,,,4.397,-41.875,0.0,-42.5,0.058,0.058,0.0,0.567,,-7.047,,,
03/31/1999,49.261,-12.057,19.608,47.775,,,47.775,-6.065,,,,-6.065,,-184.162,-9.675,0.0,,,-9.675,,,0.0,0.0,0.0,,,,,-174.487,145.35,0.0,145.8,0.838,0.838,0.0,-1.288,,10.449,,,
06/30/1999,57.02,37.205002,20.593,0.0,,,0.0,-0.778,,,,-0.778,,-36.396,-28.094999,0.0,,,-28.094999,,,0.0,0.0,0.0,,,,,-8.301001,-30.555003,0.0,-35.300003,4.922,4.922,0.0,-0.177,,-9.931,,,
09/30/1999,62.757999,-36.993999,19.784,76.377998,,,76.377998,3.59,,,,3.59,,-89.567001,-20.889,0.0,,,-20.889,,,0.0,0.0,0.0,,,,,-68.678001,31.223002,0.0,44.400002,-13.503,3.122,-16.625,0.326,,4.414,0.0,0.0,
12/31/1999,87.028,36.073002,25.716999,0.35,,,0.35,24.888,,,,24.888,,-20.306999,-10.76,0.0,,,-10.76,,,0.0,0.0,0.0,,,,,-9.546999,-65.772964,0.0,-52.399963,-13.19,0.011,-13.201,-0.183,,0.948,,28.934,
03/31/2000,33.123001,15.828,22.893999,25.044001,,,25.044001,-30.643,,,,-30.643,,-16.546,-8.988,0.0,,,-8.988,,,0.0,0.0,0.0,,,,,-7.558,0.931932,0.0,0.179932,0.971,0.971,0.0,-0.219,,17.509001,,,
06/30/2000,25.000999,34.118999,23.773001,4.361,,,4.361,-37.251999,,,,-37.251999,,-7.794,-9.487,0.0,,,-9.487,,,0.0,0.0,0.0,,,,,1.693,-33.430951,0.0,-41.699951,8.406,8.406,0.0,-0.137,,-16.224001,,,
09/30/2000,67.486,37.999001,23.252001,-0.36,,,-0.36,6.595,,,,6.595,,0.257,-4.567,0.0,,,-4.567,,,0.0,0.0,0.0,,,,,4.824,-61.584951,0.0,-72.199951,11.285,11.285,0.0,-0.67,,6.158,,,
12/31/2000,78.360992,41.147995,22.429998,-7.445,,,-7.445,22.228001,,,,22.228001,,-5.55,-16.657001,0.0,,,-16.657001,,,0.0,0.0,0.0,,,,,11.107001,-39.469854,0.0,-58.599854,17.969,17.969,0.0,1.161,,33.341,,32.466999,
03/31/2001,50.09,47.074001,22.354,0.0,,,0.0,-19.337999,,,,-19.337999,,-25.506001,-17.433001,0.0,,,-17.433001,,,0.0,0.0,0.0,,,,,-8.073,-34.873006,0.0,-43.350006,11.175,11.175,0.0,-2.698,,-10.289,,,
06/30/2001,75.083,43.819,21.548,5.0,,,5.0,4.716,,,,4.716,,-31.177999,-18.466,0.0,,,-18.466,,,0.0,0.0,0.0,,,,,-12.712,-14.789999,0.0,-21.75,9.612,9.612,0.0,-2.652,,29.115,,,
09/30/2001,77.600998,31.434,22.493999,32.834,,,32.834,-9.161,,,,-9.161,,-25.622,-15.783,0.0,,,-15.783,,,0.0,0.0,0.0,,,,,-9.839,-39.054,0.0,-67.0,23.59,23.59,0.0,4.356,,12.925,,,
12/31/2001,107.361,50.264999,23.903,-6.681,,,-6.681,39.874001,,,,39.874001,,-12.487,-11.447,0.0,,,-11.447,,,0.0,0.0,0.0,,,,,-1.040001,-28.729003,0.0,-39.272003,13.564,13.564,0.0,-3.021,,66.144997,,10.663,
03/31/2002,36.001999,62.076,16.374001,-0.024,,,-0.024,-42.424,,,,-42.424,,-32.952,-13.105,0.0,,,-13.105,,,0.0,0.0,0.0,,,,,-19.847,-12.503021,0.0,-35.378021,23.649,23.649,0.0,-0.774,,-9.453,,,
06/30/2002,124.824997,69.555,17.184,0.035,,,0.035,38.050999,,,,38.050999,,-26.546,-11.746,0.0,,,-11.746,,,0.0,0.0,0.0,,,,,-14.799999,-64.270008,0.0,-87.750008,17.257,17.257,0.0,6.223,,34.008999,,,
09/30/2002,126.086998,71.68,17.256001,0.0,,,0.0,37.151001,,,,37.151001,,-34.986,-23.254,0.0,,,-23.254,,,0.0,0.0,0.0,,,,,-11.732,12.129,0.0,0.0,12.906,12.906,0.0,-0.777,,103.230003,,,
12/31/2002,130.285995,72.973999,24.106001,37.683998,,,37.683998,-4.478,,,,-4.478,,-21.280001,-14.071,0.0,,,-14.071,,,0.0,0.0,0.0,,,,,-7.209001,16.733,0.0,0.0,12.193,12.193,0.0,4.54,,125.738998,,1.473,
03/31/2003,85.334999,79.987,16.552999,9.882,,,9.882,-21.087,,,,-21.087,,-22.684999,-8.174,0.0,,,-8.174,,,0.0,0.0,0.0,,,,,-14.511,32.593001,0.0,0.0,29.485001,29.485001,0.0,3.108,,95.242996,,,
06/30/2003,124.856003,80.333,19.629,12.665,,,12.665,12.229,,,,12.229,,-269.60199,-14.074,0.0,,,-14.074,,,0.0,0.0,0.0,,,,,-255.527989,236.785007,0.0,204.387007,27.504,27.504,0.0,4.894,,92.039001,,,
09/30/2003,115.583,84.136002,22.226,7.823,,,7.823,1.398,,,,1.398,,-27.927999,-11.379,0.0,,,-11.379,,,0.0,0.0,0.0,,,,,-16.549,-248.764036,0.0,252.742989,-503.213024,16.812,-520.025024,1.706,,-161.108994,,,
12/31/2003,148.511002,92.850998,21.275,4.86,,,4.86,29.525,,,,29.525,,-26.385,-15.938,0.0,,,-15.938,,,0.0,0.0,0.0,,,,,-10.447,-88.905964,0.0,-116.925964,15.901,15.901,0.0,12.119,,33.220001,,3.557,
03/31/2004,103.261002,95.153999,19.466999,7.474,,6.924,0.55,-18.834,-34.174,-1.1,,16.44,,-39.160999,-16.396999,0.0,,,-16.396999,,,0.0,0.0,0.0,,,,,-22.764,-38.733001,0.0,-86.105,49.960999,49.960999,0.0,-2.589,,25.367001,,,
06/30/2004,123.125,98.843002,19.875,-7.955,,-8.367,0.412,12.362,-24.774,-9.471,,46.607,,-211.824997,-23.514,0.0,,,-23.514,,,0.0,0.0,0.0,,,,,-188.310997,123.521053,0.0,99.584054,25.591999,25.591999,0.0,-1.655,,34.820999,,,
09/30/2004,150.557999,91.178001,21.441,38.595001,,3.212,35.383001,-0.656,-37.577999,-4.036,,40.957999,,-55.118,-23.135,0.0,,,-23.135,,,0.0,0.0,0.0,,,,,-31.983,-31.695028,0.0,-65.29303,32.317001,32.317001,0.0,1.281,,63.744999,,,
12/31/2004,227.338,124.759,24.972,4.271,,-11.109,15.38,73.336,-5.879,0.398,,78.817,,-101.704,-26.422,0.0,,,-26.422,,,0.0,0.0,0.0,,,,,-75.282,-22.78,0.0,-83.575,38.273,38.273,0.0,22.522,,102.854,,,
03/31/2005,101.599,119.351,28.483,18.791,,6.391,12.4,-65.026,-46.461,-10.184,,-8.381,,-314.688,-30.343,0.0,,,-30.343,,,0.0,0.0,0.0,,,,,-284.345,211.239,0.0,190.185,33.268,33.268,0.0,-12.214,,-1.85,,,
06/30/2005,162.883,101.481,31.506,17.892,,4.192,13.7,12.004,-45.551,-1.115,,58.67,,-126.927,-38.923,0.0,,,-38.923,,,0.0,0.0,0.0,,,,,-88.004,-204.696,0.0,-224.112,27.739,27.739,0.0,-8.323,,-168.74,,,
09/30/2005,209.898,167.787,31.832,-10.208,,1.292,-11.5,20.487,-33.858,-5.143,,59.488,,-48.694,-38.163,0.0,,,-38.163,,,0.0,0.0,0.0,,,,,-10.531,33.797,0.0,-0.008,35.906,35.906,0.0,-2.101,,195.001,,,
12/31/2005,241.933,4.871,38.388,147.487,1.455,-7.042,153.074,51.187,-12.976,-7.253,,71.416,,-1320.461,-51.339,0.0,,,-51.339,,,0.0,0.0,0.0,,,,,-1269.122,900.645,0.0,875.992,29.2,29.2,0.0,-4.547,,-177.883,,,
03/31/2006,111.884,137.069,37.399,16.473,17.85,-1.377,0.0,-79.057,14.204,-25.981,,-67.28,,-81.883,-67.338,0.0,,,-67.338,,,0.0,0.0,0.0,,,,,-14.545,-173.271,0.0,-216.007,40.932,40.932,0.0,1.804,,-143.27,,,
06/30/2006,-32.399,,77.852,31.134,35.52,-4.386,0.0,-141.385,-24.721,-45.279,,-71.385,,-159.749,-138.01,0.0,,,-138.01,,,0.0,0.0,0.0,,,,,-21.739,-305.566,0.0,319.187,-629.974,70.026,-700.0,5.221,,-497.714,,,
09/30/2006,16.199,,120.512,103.503,53.237,15.439,34.827,-207.816,-51.699,-64.437,-37.271,-54.409,,-238.256,-198.523,0.0,,,-198.523,,,0.0,0.0,0.0,,,,,-39.733,-635.863,0.0,-35.421,-606.734,93.266,-700.0,6.292,,-857.92,,,
12/30/2006,238.971,154.61,46.3,-37.778,,-26.366,-11.412,75.839,-3.246,-13.007,,92.092,,-87.383,-69.373,0.0,,,-69.373,,,0.0,0.0,0.0,,,,,-18.01,-141.989,0.0,-156.759,12.673,12.673,0.0,2.097,,9.599,,,
