Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1989,,-0.965,1.539,0.0,1.015,,,3.166,32.05938,,,,,,,,,,,
03/31/1990,70.912501,-10.663,0.0,0.0,0.011,,60.260502,14.059,0.078242,0.000183,,,,,,61.350001,50.698002,1.991688,,
06/30/1990,86.382252,-13.06,0.0,0.0,0.0,,73.322252,14.836,0.0,0.0,,,,,,91.699124,78.639124,2.400545,,
09/30/1990,68.00025,-13.427,0.0,0.0,0.0,,54.57325,15.663,0.0,0.0,2.750806,16.032094,17.156004,22.21395,,72.815967,59.388967,1.780646,,
12/31/1990,34.506001,-11.842,0.0,0.0,0.0,,22.664001,15.588,0.0,0.0,1.158099,9.45121,10.52182,12.296648,,34.497,22.654999,0.738915,,
03/31/1991,35.5385,-12.008,0.0,0.0,0.0,,23.5305,15.676,0.0,0.0,1.26027,14.542954,17.442921,10.820111,,37.397752,25.389752,0.765568,,
06/30/1991,27.055,-11.427,0.0,0.0,0.0,,15.628,15.997,0.0,0.0,0.908763,16.50264,23.536144,-13.527607,,28.293999,16.866998,0.505433,,
09/30/1991,27.062,-11.866,0.0,0.0,0.0,,15.196,16.674,0.0,0.0,0.890843,30.949082,68.143493,-12.589892,,28.298852,16.432852,0.491335,,
12/31/1991,37.752,-11.535,0.0,0.0,0.0,,26.217,16.991,0.0,0.0,1.398091,23.119047,30.238754,436.949873,,39.477748,27.942748,0.846365,,
03/31/1992,38.95,-11.782,0.0,0.0,0.0,,27.168,17.517,0.0,0.0,1.286851,15.118531,17.861933,117.103444,,40.869999,29.087999,0.871887,,
06/30/1992,29.783249,-11.83,0.0,0.0,0.0,,17.953249,18.146,0.0,0.0,0.744022,8.565481,9.880709,17.549608,,30.942251,19.11225,0.574541,,
09/30/1992,23.924249,-10.547,0.0,0.0,0.0,,13.377249,18.117,0.0,0.0,0.509726,8.087817,9.960722,-35.960349,,24.800395,14.253395,0.428099,,
12/31/1992,22.983,-10.195,0.0,0.0,0.0,,12.787999,17.597,0.0,0.0,0.484963,14.54835,24.358094,-17.165101,,22.971251,12.77625,0.408615,,
03/27/1993,21.615,-9.834,0.0,0.0,0.0,,11.781,17.471,0.0,0.0,0.446318,49.70886,,-8.45122,,21.5875,11.7535,0.374714,,
