Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2016,17660.0,17660.0,-12138.0,12138.0,5522.0,0.0,-3003.0,1790.0,738.0,475.0,2519.0,-1136.0,228.0,263.0,-35.0,156.0,-43.0,795.0,1383.0,-192.0,1191.0,0.0,0.0,0.0,1191.0,-29.0,1162.0,-85.0,0.0,1077.0,1714.0,637.0,738.699926,1.44,1.44,2.320293,745.099925,1.44,1.44,2.294919,
06/30/2016,18509.0,18509.0,-13230.0,13230.0,5279.0,0.0,-3400.0,1777.0,791.0,832.0,1879.0,2407.0,227.0,271.0,-44.0,45.0,-104.0,-2575.0,4286.0,-318.0,3968.0,0.0,0.0,0.0,3968.0,-26.0,3942.0,-85.0,0.0,3857.0,1732.0,-2125.0,741.433259,5.190001,5.190001,2.336016,780.433255,5.040001,5.040001,2.317155,
09/30/2016,16991.0,16991.0,-12940.0,12940.0,4051.0,0.0,-3117.0,1586.0,770.0,761.0,934.0,-234.0,227.0,283.0,-56.0,113.0,-86.0,-20.0,700.0,-101.0,599.0,0.0,0.0,0.0,599.0,-20.0,579.0,-85.0,0.0,494.0,950.0,456.0,741.866592,0.66,0.66,1.280553,749.033258,0.66,0.66,1.268784,
12/31/2016,17734.0,17734.0,-13688.0,13688.0,4046.0,0.0,-4606.0,1548.0,762.0,2296.0,-560.0,274.0,217.0,291.0,-74.0,-82.0,-283.0,-126.0,-286.0,323.0,37.0,0.0,0.0,0.0,37.0,-33.0,4.0,-85.0,0.0,-81.0,1149.746,1230.746,739.799926,-0.12,-0.12,1.554132,739.799926,-0.12,-0.12,1.54362,
03/31/2017,13230.0,13230.0,-10194.0,10194.0,3036.0,0.0,-1441.0,759.0,419.0,263.0,1595.0,-467.0,170.0,219.0,-49.0,85.0,-196.0,408.0,1128.0,-213.0,915.0,0.0,0.0,0.0,915.0,-27.0,888.0,0.0,0.0,888.0,1475.0,587.0,771.899923,2.22,2.22,1.910868,780.399922,2.16,2.16,1.910868,
06/30/2017,20717.0,20717.0,-14937.0,14937.0,5780.0,0.0,-3479.0,1800.0,800.0,879.0,2301.0,22.0,240.0,295.0,-55.0,170.0,-73.0,-359.0,2323.0,-440.0,1883.0,0.0,0.0,0.0,1883.0,-48.0,1835.0,0.0,0.0,1835.0,2088.0,253.0,774.999923,2.37,2.37,2.694195,782.566588,2.34,2.34,2.663295,
09/30/2017,18285.0,18285.0,-14246.0,14246.0,4039.0,0.0,-3441.0,1583.0,796.0,1062.0,598.0,53.0,269.0,334.0,-65.0,123.0,-161.0,-284.0,651.0,-392.0,259.0,0.0,0.0,0.0,259.0,-27.0,232.0,0.0,0.0,232.0,1108.0,876.0,775.999922,0.3,0.3,1.427835,783.233255,0.3,0.3,1.418442,
12/31/2017,20066.0,20066.0,-17284.0,17284.0,2782.0,0.0,-6393.0,1553.0,767.0,4073.0,-3611.0,737.0,293.0,354.0,-61.0,79.0,-362.0,-747.0,-2874.0,1715.0,-1159.0,0.0,0.0,0.0,-1159.0,-47.0,-1206.0,0.0,0.0,-1206.0,1748.0,2954.0,775.633256,-1.56,-1.56,2.253642,775.633256,-1.56,-1.56,2.2485,
03/31/2018,21510.0,21510.0,-16315.0,16315.0,5195.0,0.0,-3675.0,1714.0,768.0,1193.0,1520.0,22.0,295.0,350.0,-55.0,98.0,-257.0,-158.0,1542.0,-389.0,1153.0,5.0,5.0,0.0,1148.0,-44.0,1104.0,0.0,0.0,1104.0,2382.0,1273.0,772.333256,1.41,1.41,3.084162,778.099922,1.41,1.41,3.046035,
06/30/2018,5857.0,5857.0,-4085.0,4085.0,1772.0,0.0,-1778.0,768.0,270.0,740.0,-6.0,136.0,-11.0,0.0,-11.0,171.0,-54.0,-242.0,130.0,-99.0,31.0,-1773.0,-1773.0,0.0,1804.0,-35.0,1769.0,0.0,0.0,1769.0,288.0,292.0,769.599924,2.289999,-0.005001,0.37422,774.499923,2.270001,-0.005001,0.372015,
09/30/2018,5683.0,5683.0,-3770.0,3770.0,1913.0,0.0,-1781.0,731.0,264.0,786.0,132.0,36.0,-8.0,0.0,-8.0,26.0,-45.0,-9.0,168.0,-37.0,131.0,-408.0,-408.0,0.0,539.0,-38.0,501.0,0.0,0.0,501.0,428.0,335.0,765.400689,0.649998,0.121506,0.559185,770.400693,0.649998,0.120405,0.555243,
12/31/2018,5457.0,5457.0,-3642.0,3642.0,1815.0,0.0,-1858.0,727.0,262.0,869.0,-43.0,353.0,45.0,55.0,-10.0,55.0,-291.0,-162.0,310.0,6.0,316.0,-204.0,-204.0,0.0,520.0,-38.0,482.0,0.0,0.0,482.0,780.0,502.0,760.700685,0.63,0.39,1.02537,764.300688,0.63,0.39,1.02537,
03/31/2019,5414.0,5414.0,-3621.0,3621.0,1793.0,0.0,-1931.0,726.0,267.0,938.0,-138.0,-27.0,111.0,151.0,-40.0,61.0,-40.0,-105.0,-165.0,91.0,-74.0,-646.0,-646.0,0.0,572.0,-51.0,521.0,0.0,-1.0,520.0,170.13,296.13,757.575682,0.6831,-0.1683,0.224571,757.575682,0.6831,-0.1683,0.222591,
06/30/2019,5468.0,5468.0,-3496.0,3496.0,1972.0,0.0,-2785.0,642.0,232.0,1911.0,-813.0,-135.0,156.0,165.0,-9.0,165.0,-49.0,-137.0,-948.0,-155.0,-1103.0,-566.0,-566.0,0.0,-537.0,-34.0,-571.0,0.0,0.0,-571.0,563.0,1700.0,749.0,-0.76,-1.518024,0.751669,749.0,-0.76,-1.518024,0.751669,
