Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/29/1996,30.416,9.594,9.594,0.0,8.317,,,6.219,,,,,1.114,,,,25.243999,4.533,,,0.0,,0.639,,,,0.639,5.172,,4.527,4.527,,,,0.24,,,,5.095001,,,5.095001,9.862,0.461,,,,0.924,,,,,,0.924,1.385,11.247,0.0,18.104,,,0.0,,1.065,19.169,0.0,19.169,30.416001,
12/29/1996,32.870998,15.88,15.88,0.0,5.271,,,3.899,,,,,1.52,,,,26.57,5.613,,,0.0,,0.688,,,,0.688,6.301,,3.767,3.767,,,,0.231,,,,5.719,,,5.719,9.717,0.401,,,,0.924,,,,,,0.924,1.325,11.042,0.0,19.089001,,,0.0,,2.74,21.829001,0.0,21.829001,32.871001,
03/30/1997,36.963,19.091,19.091,0.0,5.72,5.72,,4.794,0.0,0.0,0.0,4.794,1.54,,,,31.145,5.043,,,0.0,,0.775,,,,0.775,5.818,,11.109,11.109,,,,0.225,0.0,0.225,0.225,0.0,,,0.0,11.334,0.352,0.0,0.352,0.352,0.924,,,,,,0.924,1.276,12.61,0.0,,,,0.0,,24.353,24.353,0.0,24.353,36.963,
06/29/1997,41.798,23.135,23.135,0.0,4.402,,,5.86,,,,,2.301,,,,35.698002,4.811,,,0.0,,1.289,,,,1.289,6.1,,3.966,3.966,,,,0.218,,,,9.63,,,9.63,13.814,0.301,,,,0.924,,,,,,0.924,1.225,15.039,0.0,19.747,,,0.0,,7.012,26.759,0.0,26.759,41.798,
09/28/1997,123.808998,104.426003,70.010002,34.416,5.56,,,4.616,,,,,2.781,,,,117.383003,5.318,16.018999,-10.701,0.0,,1.108,,,,1.108,6.426,,4.138,4.138,,,,0.213,,,,10.465,,,10.465,14.816,0.248,,,,0.924,,,,,,0.924,1.172,15.988,0.0,97.767998,,,0.0,,10.053,107.820998,0.0,107.820998,123.808998,
12/28/1997,126.361,105.728001,54.730999,50.997002,6.698,,,4.006,,,,,2.858,,,,119.290001,5.963,17.235001,-11.272,0.0,,1.108,,,,1.108,7.071,,2.549,2.549,,,,0.204,,,,10.876,,,10.876,13.629,0.196,,,,0.654,,,,,,0.654,0.85,14.479,0.0,97.883003,,,0.0,,13.999,111.882003,0.0,111.882003,126.361003,
03/29/1998,136.242004,91.835997,64.089996,27.746,7.836,,,3.835,,,,,4.828,,,,108.334999,6.372,18.288,-11.916,20.934,,0.601,,,,0.601,27.907,,3.765,3.765,,,,0.211,,,,13.61,,,13.61,17.586,0.141,,,,0.466,,,,,,0.466,0.607,18.193,0.0,99.873001,,,0.0,,18.176001,118.049002,0.0,118.049002,136.242002,
06/28/1998,142.729996,86.491001,51.549999,34.941002,5.869,,,8.893,6.667,2.132,0.094,,4.699,,,,105.952003,8.34,,,28.188,,0.25,0.0,,,0.25,36.778,,4.302,4.302,,,,0.212,0.0,0.212,0.212,14.829,,,14.829,19.343,0.089,0.0,0.089,0.089,0.0,,,,,,0.0,0.089,19.432,0.0,100.347,,,0.0,,22.951,123.298,0.0,123.298,142.730001,
09/27/1998,152.009003,93.792,39.18,54.612,6.149,,,9.486,7.338,0.881,1.267,,5.49,,,,114.917,8.624,21.67,-13.046,26.690001,,1.778,0.0,,,1.778,37.092,,5.17,5.17,,,,0.144,0.0,0.144,0.144,17.133,,,17.133,22.447001,0.106,0.0,0.106,0.106,0.0,,,,,,0.0,0.106,22.553001,0.0,101.267998,,,0.0,,28.188999,129.456997,0.0,129.456997,152.009997,
12/27/1998,159.690002,94.201,36.948002,57.252998,9.835,,,10.642,8.377,1.215,1.05,,6.073,,,,120.750999,9.27,23.122999,-13.853,27.781,,1.888,0.0,,,1.888,38.939001,,4.678,4.678,,,,0.091,0.0,0.091,0.091,15.919,,,15.919,20.688,0.106,0.0,0.106,0.106,0.0,,,,,,0.0,0.106,20.794,0.0,103.558998,,,0.0,,35.337002,138.896,0.0,138.896,159.69,
03/28/1999,172.923004,100.786999,43.174,57.612999,11.917,,,10.623,7.716,0.833,2.074,,7.599,,,,130.925995,10.409,25.212,-14.803,29.76,,1.828,0.0,,,1.828,41.997001,,6.432,6.432,,,,0.0,0.0,0.0,0.0,13.807,,,13.807,20.239,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,20.239,0.0,108.808998,,,0.0,,43.875,152.683998,0.0,152.683998,172.922998,
06/27/1999,193.671997,112.698002,50.672001,62.026001,16.329,,,10.338,8.823,0.619,0.896,,9.871,,,,149.235992,10.442,26.197001,-15.755,32.285999,,1.708,0.0,,,1.708,44.436,,5.951,5.951,,,,0.0,,,,19.424999,,,19.424999,25.375999,0.0,,,,0.0,,,,,,0.0,0.0,25.375999,0.0,112.908997,,,0.0,,55.387001,168.295998,0.0,168.295998,193.671997,
09/26/1999,209.845001,115.630005,46.595001,69.035004,16.679001,,,12.984,10.48,2.294,0.21,,9.518,,,,154.811005,12.872,29.700001,-16.827999,40.514999,,1.647,0.0,,,1.647,55.033999,,7.022,7.022,,,,0.0,,,,13.524,,,13.524,20.546,0.0,,,,0.0,,,,,,0.0,0.0,20.546,0.0,120.531998,,,0.0,,68.767998,189.299996,0.0,189.299996,209.845996,
12/26/1999,238.955002,125.759003,66.092003,59.667,22.59,,,19.615,13.662,5.292,0.661,,11.34,,,,179.304001,14.325,32.118999,-17.794001,43.688,,1.638,0.0,,,1.638,59.651,,7.303,7.303,,,,0.0,,,,21.578001,,,21.578001,28.881001,0.0,,,,0.0,,,,,,0.0,0.0,28.881001,0.0,125.753998,,,0.0,,84.32,210.073997,0.0,210.073997,238.954998,
04/02/2000,396.23,204.651,86.889,117.762,27.489,27.489,,25.092,,,,,30.442,,,,287.674,50.533,,,39.797,,18.226,,,,18.226,108.556,,7.958,7.958,,,,,,,,27.686,,,27.686,35.644,,,,,,,,,,,,,,,,,,,,360.586,360.586,,360.586,,
07/02/2000,297.105988,147.783001,60.979,86.804001,23.625999,,,19.846001,12.538,3.179,4.129,,9.416,,,,200.671005,47.830002,65.350998,-17.521,43.903,,4.702,0.0,,,4.702,96.435002,,5.673,5.673,,,,0.0,,,,25.043,,,25.043,30.716,0.0,,,,0.0,,,,,,0.0,0.0,30.716,0.0,147.470001,,,0.0,,118.919998,266.389999,0.0,266.389999,297.105999,
10/01/2000,456.843994,295.144997,99.517998,195.626999,38.294998,,,22.820999,15.978,3.013,3.83,,22.389999,,,,378.651001,54.507999,,,0.0,,23.684999,0.0,,,23.684999,78.192999,,14.252,14.252,,,,0.0,,,,28.27,,,28.27,42.521999,0.0,,,,4.105,,,,,,4.105,4.105,46.626999,0.0,324.868988,,,0.0,,85.348,410.216988,0.0,410.216988,456.843987,
12/31/2000,529.46698,323.835007,108.026001,215.809006,57.43,,,33.674999,27.197001,0.316,6.162,,38.033001,,,,452.972992,54.738998,,,0.0,,21.754999,0.0,,,21.754999,76.493998,,15.127,15.127,,,,0.0,,,,28.156001,,,28.156001,43.283001,0.0,,,,3.483,,,,,,3.483,3.483,46.766001,0.0,371.255005,,,0.0,,111.445999,482.701004,0.0,482.701004,529.467005,
04/01/2001,571.497,355.483,128.273,227.21,53.588,53.588,,46.51,,,,,34.916,,,,490.497,56.843,,,,,24.157,,,,24.157,81.0,,18.017,18.017,,,,,,,,29.778,,,29.778,47.795,,,,,,,,,,,,,,,,,,,,523.702,523.702,,523.702,,
07/01/2001,594.221985,379.744988,112.797997,266.946991,51.632999,,,46.854,40.096001,5.373,1.385,0.0,33.044998,,,,511.277008,57.155998,,,0.0,,25.789,0.0,0.0,0.0,25.789,82.944998,,12.507,12.507,,,,0.0,0.0,0.0,0.0,32.863998,,,32.863998,45.370998,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,45.370998,0.0,399.053009,,,0.0,,149.798004,548.851013,0.0,548.851013,594.222011,
09/30/2001,613.570984,420.462006,148.020996,272.44101,41.348999,,,36.932999,31.955,0.375,4.603,0.0,31.813999,,,,530.557983,58.057999,,,0.0,,24.955,0.0,0.0,0.0,24.955,83.012999,,8.885,8.885,,,,0.0,0.0,0.0,0.0,35.087,,,35.087,43.972,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,43.972,0.0,401.651001,,,0.0,,167.947998,569.598999,0.0,569.598999,613.570999,
12/30/2001,633.544006,453.264984,136.856995,316.40799,38.233002,,,27.150999,24.917,0.976,1.258,0.0,33.055,,,,551.703979,57.687,,,0.0,,24.153,0.0,0.0,0.0,24.153,81.84,,8.033,8.033,,,,0.0,0.0,0.0,0.0,31.107999,,,31.107999,39.140999,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,39.140999,0.0,409.997009,,,0.0,,184.406006,594.403015,0.0,594.403015,633.544014,
03/31/2002,670.015015,492.545998,76.124001,416.421997,38.360001,,,24.757999,18.271,2.571,3.916,0.0,30.98,,,,586.643982,60.292999,99.143997,-38.851002,0.0,,23.077999,0.0,0.0,0.0,23.077999,83.370998,,15.025,15.025,,,,0.0,0.0,0.0,0.0,36.007001,,,36.007001,51.032001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,51.032001,0.0,417.436005,,,0.0,,201.546997,618.983002,0.0,618.983002,670.015003,
06/30/2002,719.52301,547.384002,125.819,421.565002,33.183998,,,29.09,25.797001,0.519,2.774,0.0,32.067001,,,,641.724976,59.194,,,0.0,,18.604,0.0,0.0,0.0,18.604,77.798,,18.844999,18.844999,,,,0.0,0.0,0.0,0.0,47.007998,,,47.007998,65.852997,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,65.852997,0.0,426.015991,,,0.0,,227.654007,653.669998,0.0,653.669998,719.522995,
09/29/2002,738.544983,571.882004,128.231003,443.651001,32.033001,,,30.405001,23.239,2.89,4.276,0.0,31.641001,,,,665.960999,60.466999,,,0.0,,12.117,0.0,0.0,0.0,12.117,72.583999,,17.459999,17.459999,,,,0.0,0.0,0.0,0.0,38.254002,,,38.254002,55.714001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,55.714001,0.0,429.471008,,,0.0,,253.360001,682.831009,0.0,682.831009,738.54501,
12/29/2002,785.473022,615.589996,130.311005,485.278992,42.777,,,21.355,14.485,0.262,6.608,0.0,33.342999,,,,713.065002,60.388,,,0.0,,12.02,0.0,0.0,0.0,12.02,72.408001,,14.159,14.159,,,,0.0,0.0,0.0,0.0,55.478001,,,55.478001,69.637001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,69.637001,0.0,434.329987,,,0.0,,281.506012,715.835999,0.0,715.835999,785.473,
03/30/2003,817.419006,643.196991,137.809998,505.386993,49.694,,,19.365,9.368,1.519,8.478,0.0,35.924,,,,748.179993,59.813,104.804001,-44.991001,0.0,,9.426,0.0,0.0,0.0,9.426,69.239,,15.301,15.301,,,,0.0,0.0,0.0,0.0,51.382998,,,51.382998,66.683998,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,66.683998,0.0,442.687988,,,-2.978,,311.024997,750.734985,0.0,750.734985,817.418983,
06/29/2003,879.58197,694.297974,156.565002,537.732971,60.240002,,,19.718,11.959,0.697,7.062,0.0,35.384998,,,,809.640991,61.834,,,0.0,,8.107,0.0,0.0,0.0,8.107,69.941,,19.729,19.729,,,,0.0,0.0,0.0,0.0,68.493999,,,68.493999,88.223,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,88.223,0.0,451.425995,,,-2.978,340.128998,2.782016,791.359009,0.0,791.359009,879.582008,
09/28/2003,891.539978,708.159027,174.238007,533.921021,64.897003,,,19.316999,6.137,0.91,12.27,0.0,30.83,,,,823.203003,62.500999,,,0.0,,5.836,0.0,0.0,0.0,5.836,68.336999,,17.43,17.43,,,,0.0,0.0,0.0,0.0,43.612,,,43.612,61.042,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,61.042,0.0,457.903015,,,-3.976,374.309998,2.261004,830.498016,0.0,830.498016,891.540016,
12/28/2003,933.047974,739.100006,159.832001,579.268005,75.945999,,,17.858999,5.55,0.0,12.309,0.0,31.048,,,,863.953003,63.723,,,0.0,,5.372,0.0,0.0,0.0,5.372,69.095,,15.155,15.155,,,,0.0,0.0,0.0,0.0,57.514998,,,57.514998,72.669998,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,72.669998,0.0,471.645996,,,-22.523001,409.261993,1.993002,860.377991,0.0,860.377991,933.047989,
03/28/2004,928.515015,743.033981,156.593002,586.440979,67.355003,,,20.934999,4.024,0.0,16.910999,0.0,22.256001,,,,853.580017,67.223999,120.0,-52.776001,0.0,,7.711,0.0,0.0,0.0,7.711,74.934999,,18.57,18.57,,,,0.0,0.0,0.0,0.0,42.227001,,,42.227001,60.797001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,60.797001,0.0,482.134003,,,-59.992001,442.126007,3.450008,867.718018,0.0,867.718018,928.515018,
06/27/2004,925.435,738.012,173.946,564.066,67.205,67.205,,22.339,6.607,,15.732,,22.39,,,,849.946,67.978,,,,,7.511,,,,7.511,75.489,,18.13,18.13,,,,,,,,51.681,,,51.681,69.811,,,,,,,,,,,,,,,483.349,,,-100.0,474.329,-2.054,855.624,,855.624,,
09/26/2004,947.825,754.675,197.379,557.296,72.031,72.031,,22.404,7.026,0.0,15.378,0.0,23.874,,,,872.984,67.805,,,0.0,,7.036,0.0,0.0,0.0,7.036,74.841,,18.2,18.2,,,,0.0,0.0,0.0,0.0,43.404,,,43.404,61.604,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,61.604,0.0,486.217,,,-110.0,510.211,-0.207,886.221,0.0,886.221,947.825,
12/26/2004,979.532,768.186,185.847,582.339,76.539,76.539,,24.309,8.545,0.0,15.764,0.0,29.155,,,,898.189,70.654,,,0.0,,10.689,,,,10.689,81.343,,20.466,20.466,,,,0.0,0.0,0.0,0.0,55.628,,,55.628,76.094,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,76.094,0.0,491.115,,,-140.001,553.567,-1.243,903.438,0.0,903.438,979.532,
04/03/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2005,861.57,634.115,51.003,583.112,64.383,64.383,,25.222,7.551,0.0,17.671,0.0,46.837,,,,770.557,75.556,,,0.0,,15.457,0.0,0.0,0.0,15.457,91.013,,23.674,23.674,,,,0.0,0.0,0.0,0.0,86.858,,,86.858,110.532,0.0,0.0,0.0,0.0,2.278,,,,,,2.278,2.278,112.81,0.0,514.319,,,-447.2,684.523,-2.882,748.76,0.0,748.76,861.57,
01/01/2006,984.303,718.746,65.881,652.865,70.504,70.504,,29.788,8.472,0.0,21.316,0.0,43.413,,,,862.451,77.517,,,0.0,,44.335,0.0,0.0,0.0,44.335,121.852,,23.311,23.311,,,,0.0,0.0,0.0,0.0,148.805,,,148.805,172.116,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,172.116,0.0,519.559,,,-560.0,850.761,1.867,812.187,0.0,812.187,984.303,
04/02/2006,937.707,665.64,125.192,540.448,67.571,67.571,,39.44,13.81,0.0,25.63,0.0,46.441,,,,819.092,82.63,148.76,-66.13,0.0,,35.985,32.679,32.679,0.0,3.306,118.615,,32.16,32.16,,,,0.0,0.0,0.0,0.0,46.193,,,46.193,78.353,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,78.353,0.0,537.843,,,-560.0,883.31,-1.799,859.354,0.0,859.354,937.707,
07/02/2006,953.546,558.439,30.259,528.18,71.088,71.088,,41.289,11.241,0.0,30.048,0.0,48.406,,,,719.222,87.957,,,0.0,,146.367,130.032,87.573,42.459,16.335,234.324,,27.531,27.531,,,,0.0,0.0,0.0,0.0,62.044,,,62.044,89.575,0.0,0.0,0.0,0.0,5.383,,,,,,5.383,5.383,94.958,0.0,548.394,,,-589.261,904.386,-4.931,858.588,0.0,858.588,953.546,
10/01/2006,933.094,536.657,89.795,446.862,69.462,69.462,,43.692,14.13,0.0,29.562,0.0,48.686,,,,698.497,89.35,,,0.0,,145.247,128.006,87.884,40.122,17.241,234.597,,29.339,29.339,,,,0.0,0.0,0.0,0.0,57.28,,,57.28,86.619,0.0,0.0,0.0,0.0,2.127,,,,,,2.127,2.127,88.746,0.0,559.457,,,-645.616,934.833,-4.326,844.348,0.0,844.348,933.094,
12/31/2006,1018.072,417.056,91.643,325.413,85.545,85.545,,44.464,9.804,0.0,34.66,0.0,36.648,,,,583.713,89.923,,,138.272,138.272,206.164,174.946,137.557,37.389,31.218,434.359,,33.305,33.305,,,,0.0,0.0,0.0,0.0,62.573,,,62.573,95.878,0.0,0.0,0.0,0.0,2.709,,,,,,2.709,2.709,98.587,0.0,598.812,,,-645.616,970.287,-3.998,919.485,0.0,919.485,1018.072,
04/01/2007,971.359,543.922,76.804,467.118,73.538,73.538,,38.935,5.937,0.0,32.998,0.0,40.758,,,,697.153,90.913,175.272,-84.359,0.0,,183.293,158.003,102.91,55.093,25.29,274.206,,29.28,29.28,,,,0.0,0.0,0.0,0.0,65.254,,,65.254,94.534,0.0,0.0,0.0,0.0,2.294,,,,,,2.294,2.294,96.828,0.0,608.713,,,-723.079,988.728,0.169,874.531,0.0,874.531,971.359,
07/01/2007,925.895,478.638,135.427,343.211,77.29,77.29,,37.98,10.051,0.0,27.929,0.0,45.082,,,,638.99,91.94,,,0.0,,194.965,153.306,102.843,50.463,41.659,286.905,,30.756,30.756,,,,0.0,0.0,0.0,0.0,92.031,,,92.031,122.787,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,122.787,0.0,624.877,,,-830.107,1007.723,0.615,803.108,0.0,803.108,925.895,
09/30/2007,828.814,392.082,99.646,292.436,72.201,72.201,,35.071,8.174,0.0,26.897,0.0,48.197,,,,547.551,90.774,,,0.0,,190.489,148.366,103.734,44.632,42.123,281.263,,28.403,28.403,,,,0.0,0.0,0.0,0.0,65.468,,,65.468,93.871,0.0,0.0,0.0,0.0,42.579,,,,,,42.579,42.579,136.45,0.0,636.752,,,-974.821,1030.303,0.13,692.364,0.0,692.364,828.814,
12/30/2007,818.652,378.441,140.78,237.661,75.634,75.634,,31.215,9.102,0.0,22.113,0.0,47.899,,,,533.189,95.544,,,0.0,,189.919,159.55,118.734,40.816,30.369,285.463,,33.519,33.519,,,,0.0,0.0,0.0,0.0,64.614,,,64.614,98.133,0.0,0.0,0.0,0.0,50.498,,,,,,50.498,50.498,148.631,0.0,647.22,,,-1038.355,1062.173,-1.017,670.021,0.0,670.021,818.652,
03/30/2008,810.966,320.506,160.009,160.497,81.642,81.642,,27.52,7.403,,20.117,,41.152,,,,470.82,93.726,197.564,-103.838,55.903,55.903,190.517,162.061,127.409,34.652,28.456,340.146,,35.643,35.643,,,,0.0,,,,51.027,,,51.027,86.67,,,,,58.38,,,,,,58.38,58.38,145.05,,658.093,,,-1074.585,1084.938,-2.53,665.916,,665.916,810.966,
06/29/2008,834.941,366.534,194.764,171.77,86.655,86.655,0.0,26.227,9.109,0.0,17.118,0.0,41.159,,30.711,10.266,520.575,91.442,,,38.877,38.877,184.047,149.913,118.859,31.054,3.423,314.366,,69.289,37.482,12.582,,19.225,0.0,0.0,,,16.992,,,7.015,86.281,0.0,0.0,,,65.233,,,,,52.383,12.85,65.233,151.514,0.0,669.525,0.2,669.325,-1103.481,1116.585,0.798,683.427,0.0,683.427,834.941,
09/28/2008,839.765,381.249,162.939,218.31,77.926,77.926,0.0,33.287,10.106,0.0,23.181,0.0,37.423,,31.685,10.034,529.885,91.645,,,39.744,39.744,178.491,143.493,118.859,24.634,3.313,309.88,,72.687,36.927,10.442,,25.318,0.0,0.0,,,12.925,8.029,,5.836,85.612,0.0,0.0,,,61.051,,,,,48.19,4.832,61.051,146.663,0.0,695.879,0.202,695.677,-1142.635,1143.74,-3.882,693.102,0.0,693.102,839.765,
12/28/2008,785.765,334.744,151.681,183.063,87.531,87.531,0.0,30.171,9.639,0.0,20.532,0.0,32.013,,26.484,9.45,484.459,93.071,,,36.908,36.908,171.327,140.886,118.859,22.027,3.957,301.306,,64.644,35.915,3.905,,24.824,0.0,0.0,,,13.891,8.603,,6.893,78.535,0.0,0.0,,,69.59,,,,,56.245,4.742,69.59,148.125,0.0,703.891,0.202,703.689,-1241.072,1174.53,0.291,637.64,0.0,637.64,785.765,
03/29/2009,780.29,343.283,203.722,139.561,68.519,68.519,0.0,40.293,15.78,0.0,24.513,0.0,29.856,0.0,28.785,10.854,481.951,92.547,220.099,-127.552,34.986,34.986,170.806,137.976,118.859,19.117,4.045,298.339,,79.075,36.874,13.499,0.0,28.702,0.0,0.0,0.0,0.0,14.198,8.559,0.0,6.728,93.273,0.0,0.0,0.0,0.0,60.472,0.0,,,,47.116,4.797,60.472,153.745,0.0,712.266,0.202,712.064,-1280.082,1193.727,0.634,626.545,0.0,626.545,780.29,
06/28/2009,753.458,325.775,133.538,192.237,68.909,68.909,0.0,29.937,12.933,0.0,17.004,0.0,26.138,,28.069,9.798,450.759,90.866,,,29.048,29.048,182.785,150.682,133.945,16.737,4.034,302.699,,51.798,27.788,8.326,,15.684,0.0,0.0,,,14.663,8.673,,6.737,66.461,0.0,0.0,,,55.81,,,,,42.3,4.837,55.81,122.271,0.0,722.081,0.203,721.878,-1300.441,1208.69,0.857,631.187,0.0,631.187,753.458,
