Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,60.195,,,,,,,,,,,,,,,,,,,,,,,,3.391,,,3.391,3.391,,137.580002,0.025,0.025,,137.580002,0.025,0.025,0.025,
03/31/1990,66.580002,,-34.771,,31.809002,,-23.690001,,,8.119,-2.076,,2.076,,0.0,0.0,6.043,-2.604,3.439,0.0,,,3.439,0.0,3.439,0.0,,3.439,3.439,,137.027996,0.025,0.025,,137.027996,0.025,0.025,0.025,
06/30/1990,62.816002,,-32.396,,30.420002,,-23.628,,,6.792,-2.114,,2.114,,0.0,0.0,4.678,-1.933,2.745,0.0,,,2.745,0.0,2.745,0.0,,2.745,2.745,,137.315998,0.02,0.02,,137.315998,0.02,0.02,0.02,
09/30/1990,60.126999,,-31.334999,,28.792,,-23.201,,,5.591,-2.027,,2.027,,0.0,0.0,3.564,-1.318,2.246,0.0,,,2.246,0.0,2.246,0.0,,2.246,2.246,,137.543999,0.016667,0.016667,,137.543999,0.016667,0.016667,0.016667,
12/31/1990,59.034,,-32.064999,,26.969002,,-23.945,,,3.024,-2.376,,2.376,,0.0,0.0,0.648,-0.212,0.436,-0.453,,,0.889,0.0,0.889,0.0,,0.889,0.889,,133.032005,0.006667,0.003333,,133.032005,0.006667,0.003333,0.003333,
03/31/1991,56.337002,,-30.74,,25.597002,,-21.322001,,,4.275,-1.856,,1.856,,0.0,0.0,2.419,-1.141,1.278,0.0,,,1.278,0.0,1.278,0.0,,1.278,1.278,,135.359997,0.009167,0.009167,,135.359997,0.009167,0.009167,0.009167,
06/30/1991,51.414001,,-28.288,,23.126001,,-19.597,,,3.529,-1.669,,1.669,,0.0,0.0,1.86,-0.948,0.912,0.0,,,0.912,0.0,0.912,0.0,,0.912,0.912,,139.812,0.006667,0.006667,,139.812,0.006667,0.006667,0.006667,
09/30/1991,50.880001,,-29.002001,,21.878,,-18.365,,,3.513,-1.597,,1.597,,0.0,0.0,1.916,-0.968,0.948,0.0,,,0.948,0.0,0.948,0.0,,0.948,0.948,,140.688,0.006667,0.006667,,140.688,0.006667,0.006667,0.006667,
12/31/1991,50.824001,,-29.245001,,21.579,,-18.246,,,3.333,-1.506,,1.506,,0.0,0.0,1.827,-0.904,0.923,-0.054,,,0.977,0.0,0.977,0.0,,0.977,0.977,,138.456001,0.006667,0.006667,,138.456001,0.006667,0.006667,0.006667,
03/31/1992,52.688,,-30.849001,,21.838999,,-18.884001,,,2.955,-1.221,,1.221,,0.0,0.0,1.734,-0.903,0.831,0.0,,,0.831,0.0,0.831,0.0,,0.831,0.831,,142.452003,0.005833,0.005833,,142.452003,0.005833,0.005833,0.005833,
06/30/1992,53.410999,,-31.517,,21.893999,,-18.615999,,,3.278,-1.11,,1.11,,0.0,0.0,2.168,-1.04,1.128,0.0,,,1.128,0.0,1.128,0.0,,1.128,1.128,,143.507996,0.0075,0.0075,,143.507996,0.0075,0.0075,0.0075,
09/30/1992,55.051998,,-33.275002,,21.776997,,-18.544001,,,3.233,-0.997,,0.997,,0.0,0.0,2.236,-1.089,1.147,0.0,,,1.147,0.0,1.147,0.0,,1.147,1.147,,137.640003,0.008333,0.008333,,137.640003,0.008333,0.008333,0.008333,
12/31/1992,59.028,,-36.234001,,22.793999,,-20.052999,,,2.741,-0.973,,0.973,,0.0,0.0,1.768,-0.492,1.276,0.0,,,1.276,0.0,1.276,0.0,,1.276,1.276,,141.647999,0.009167,0.009167,,141.647999,0.009167,0.009167,0.009167,
03/31/1993,69.572998,,-42.265999,,27.306999,,-21.909,,,5.398,-1.002,,1.002,,0.0,0.0,4.396,-2.009,2.387,0.0,,,2.387,0.0,2.387,0.0,,2.387,2.387,,146.436001,0.016667,0.016667,,146.436001,0.016667,0.016667,0.016667,
06/30/1993,72.445999,,-43.988998,,28.457001,,-22.15,,,6.307,-0.947,,0.947,,0.0,0.0,5.36,-2.46,2.9,0.0,,,2.9,0.0,2.9,0.0,,2.9,2.9,,149.244003,0.019167,0.019167,,149.244003,0.019167,0.019167,0.019167,
09/30/1993,77.060997,,-47.660999,,29.399998,,-22.663,,,6.737,-0.864,,0.864,,0.0,0.0,5.873,-2.782,3.091,0.0,,,3.091,0.0,3.091,0.0,,3.091,3.091,,151.919998,0.02,0.02,,151.919998,0.02,0.02,0.02,
