Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/1989,165.865005,,,-28.629999,,137.235006,,-127.721001,,,,,,9.514,-1.956,,,,0.0,,1.956,7.558,-2.243,5.315,0.0,,,5.315,0.0,5.315,0.0,,5.315,5.315,,5513.0625,0.000988,0.000988,,5513.0625,0.000988,0.000988,0.000988,
11/30/1989,194.119003,,,-35.710999,,158.408005,,-142.061996,,,,,,16.346001,-3.18,,,,0.0,,3.18,13.166001,-4.01,9.156,0.0,,,9.156,0.0,9.156,0.0,,9.156,9.156,,5537.524658,0.001728,0.001728,,5537.524658,0.001728,0.001728,0.001728,
02/28/1990,238.035995,,,-41.563,,196.472996,,-154.794998,,,,,,41.678001,-5.342,,,,0.0,,5.342,36.336001,-11.669,24.667,0.0,,,24.667002,0.0,24.667,0.0,,24.667,24.667,,5554.169975,0.004444,0.004444,,5554.169975,0.004444,0.004444,0.004444,
05/31/1990,318.369995,,,-54.521999,,263.847996,,-196.044998,,,,,,67.803001,-6.657,,,,0.0,,6.657,61.146001,-19.407,41.738998,0.0,,,41.739001,0.0,41.738998,0.0,,41.738998,41.738998,,5561.054919,0.007407,0.007407,0.007407,5561.054919,0.007407,0.007407,0.007407,
08/31/1990,214.798996,,,-57.813999,,156.984997,,-192.988007,,,,,,-36.002998,-7.516,,,,0.0,,7.516,-43.518998,14.796,-28.723,0.0,,,-28.722999,0.0,-28.723,0.0,,-28.723,-28.723,,5321.011322,-0.005432,-0.005432,,5321.011322,-0.005432,-0.005432,-0.005432,
11/30/1990,256.618011,,,-68.558998,,188.059013,,-183.139008,,,,,,4.92,-6.838,,,,0.0,,6.838,-1.918,0.651,-1.267,0.0,,,-1.267,0.0,-1.267,0.0,,-1.267,-1.267,,5381.96402,-0.000247,-0.000247,,5381.96402,-0.000247,-0.000247,-0.000247,
02/28/1991,269.450989,,,-69.258003,,200.192986,,-171.410004,,,,,,28.783001,-7.48,,,,0.0,,7.48,21.303001,-9.244,12.059,0.0,,,12.059,0.0,12.059,0.0,,12.059,12.059,,5583.006203,0.002222,0.002222,,5583.006203,0.002222,0.002222,0.002222,
05/31/1991,287.080994,,,-70.799004,,216.28199,,-187.203003,,,,,,29.079,-18.187,,,,0.0,,18.187,10.892,-5.362,5.53,0.0,,,5.53,0.0,5.53,0.0,,5.53,5.53,,5673.563879,0.000988,0.000988,0.000988,5673.563879,0.000988,0.000988,0.000988,
08/31/1991,244.723999,,,-62.089001,,182.634998,,-174.061996,,,,,,8.573,-4.65,,,,0.0,,4.65,3.923,-1.497,2.426,0.0,,,2.426,0.0,2.426,0.0,,2.426,2.426,,5685.146713,0.000494,0.000494,,5685.146713,0.000494,0.000494,0.000494,
11/30/1991,283.945007,,,-69.108002,,214.837006,,-186.891998,,,,,,27.945,-6.1,,,,0.0,,6.1,21.845,-8.294,13.551,0.0,,,13.551,0.0,13.551,0.0,,13.551,13.551,,5762.218208,0.002469,0.002469,,5762.218208,0.002469,0.002469,0.002469,
02/29/1992,289.598999,,,-72.676003,,216.922997,,-187.046005,,,,,,29.877001,-2.839,,,,0.0,,2.839,27.038001,-10.273,16.764999,0.0,,,16.765001,0.0,16.764999,0.0,,16.764999,16.764999,,5825.762718,0.002963,0.002963,,5825.762718,0.002963,0.002963,0.002963,
05/31/1992,360.227997,,,-77.689003,,282.538994,,-235.270996,,,,,,47.268002,-3.944,,,,0.0,,3.944,43.324002,-14.556,28.768,0.0,,,28.768002,0.0,28.768,0.0,,28.768,28.768,,5647.40104,0.004691,0.004691,0.004691,5647.40104,0.004691,0.004691,0.004691,
08/31/1992,306.889008,,,-79.695999,,227.193008,,-211.160004,,,,,,16.033001,-0.702,,,,0.0,,0.702,15.331001,-5.366,9.965,43.470001,,,-33.505,0.0,-33.505001,0.0,,-33.505001,-33.505001,,5653.962158,-0.005926,0.001728,,5653.962158,-0.005926,0.001728,0.001728,
11/30/1992,353.169006,,,-84.646004,,268.523003,,-216.917999,,,,,,51.605,-0.083,,,,0.0,,0.083,51.522,-18.033001,33.488998,0.0,,,33.488999,0.0,33.488998,0.0,,33.488998,33.488998,,5913.485733,0.005679,0.005679,,5913.485733,0.005679,0.005679,0.005679,
02/28/1993,370.095001,,,-83.776001,,286.319,,-218.490005,,,,,,67.829002,-22.965,,,,0.0,,22.965,44.864002,-15.702,29.162001,0.0,,,29.162003,0.0,29.162001,0.0,,29.162001,29.162001,,5960.223015,0.004938,0.004938,,5960.223015,0.004938,0.004938,0.004938,
05/31/1993,472.61499,,,-98.514999,,374.099991,,-268.588013,,,,,,105.512001,0.812,,,,0.0,,-0.812,106.324001,-37.214001,69.110001,0.0,,,69.11,0.0,69.110001,0.0,,69.110001,69.110001,,5974.195581,0.011605,0.011605,0.011605,5974.195581,0.011605,0.011605,0.011605,
09/01/1993,398.053986,,,-100.178001,,297.875984,,-243.121002,,,,,,54.755001,1.851,,,,0.0,,-1.851,56.606001,-19.246,37.360001,0.0,,,37.360001,0.0,37.360001,0.0,,37.360001,37.360001,,5994.242867,0.006173,0.006173,,5994.242867,0.006173,0.006173,0.006173,
11/30/1993,452.170013,,,-116.197998,,335.972015,,-244.050995,,,,,,91.920998,-0.029,,,,0.0,,0.029,91.891998,-29.767,62.125,0.0,,,62.124997,0.0,62.125,0.0,,62.125,62.125,,5992.623138,0.01037,0.01037,,5992.623138,0.01037,0.01037,0.01037,
02/28/1994,482.790009,,,-127.407997,,355.382011,,-251.511993,,,,,,103.870003,0.24,,,,0.0,,-0.24,104.110003,-34.362,69.748001,0.0,,,69.748003,0.0,69.748001,0.0,,69.748001,69.748001,,5989.342278,0.011852,0.011852,,5989.342278,0.011852,0.011852,0.011852,
05/31/1994,668.132996,,,-155.429001,,512.703995,,-343.296997,,,,,,169.406998,1.448,,,,0.0,,-1.448,170.854998,-56.368,114.487,0.0,,,114.486998,0.0,114.487,0.0,,114.487,114.487,,5978.20502,0.019259,0.019259,0.019259,5978.20502,0.019259,0.019259,0.019259,
08/31/1994,556.473999,,,-156.522995,,399.951004,,-312.40799,,,,,,87.542999,3.8,,,,0.0,,-3.8,91.342999,-30.143,61.200001,0.0,,,61.2,0.0,61.200001,0.0,,61.200001,61.200001,,5983.834213,0.01037,0.01037,,5983.834213,0.01037,0.01037,0.01037,
11/30/1994,670.280029,,,-187.578003,,482.702026,,-344.769989,,,,,,137.932007,2.166,,,,0.0,,-2.166,140.098007,-46.231998,93.865997,0.0,,,93.866008,0.0,93.865997,0.0,,93.865997,93.865997,,5986.345688,0.015802,0.015802,,5986.345688,0.015802,0.015802,0.015802,
02/28/1995,722.244995,,,-196.682999,,525.561996,,-370.710999,,,,,,154.850998,1.533,,,,0.0,,-1.533,156.383998,-51.606998,104.777,0.0,,,104.776999,0.0,104.777,0.0,,104.777,104.777,,5980.837418,0.017778,0.017778,,5980.837418,0.017778,0.017778,0.017778,
05/31/1995,1017.879028,,,-238.227997,,779.651031,,-510.256012,,,,,,269.394989,1.762,,,,0.0,,-1.762,271.156989,-89.482002,181.675003,0.0,,,181.674987,0.0,181.675003,0.0,,181.675003,181.675003,,6003.328635,0.03037,0.03037,0.03037,6003.328635,0.03037,0.03037,0.03037,
08/31/1995,771.802979,,,-231.509003,,540.293976,,-415.171997,,,,,,125.122002,-43.662998,,,,0.0,,43.662998,81.459003,-27.695999,53.763,0.0,,,53.763004,0.0,53.763,0.0,,53.763,53.763,,6027.979477,0.008889,0.008889,,6027.979477,0.008889,0.008889,0.008889,
11/30/1995,967.184021,,,-255.421997,,711.762024,,-507.149994,,,,,,204.612,2.814,,,,0.0,,-2.814,207.425999,-70.525002,136.901001,0.0,,,136.900998,0.0,136.901001,0.0,,136.901001,136.901001,,6036.390198,0.022963,0.022963,0.022963,6036.390198,0.022963,0.022963,0.022963,
02/29/1996,1020.239014,,,-286.842987,,733.396027,,-513.453979,,,,,,219.942001,1.709,,,,0.0,,-1.709,221.651001,-75.361,146.289993,0.0,,,146.290001,0.0,146.289993,0.0,,146.289993,146.289993,,6034.310898,0.024444,0.024444,,6034.310898,0.024444,0.024444,0.024444,
05/31/1996,1464.073975,,,-322.239014,,1141.834961,,-786.619995,,,,,,355.214996,53.758999,,,,0.0,,-53.758999,408.973995,-142.649002,266.325012,0.0,,,266.324993,0.0,266.325012,0.0,,266.325012,266.325012,,6045.00293,0.044444,0.044444,,6045.00293,0.044444,0.044444,0.044444,
08/31/1996,1052.319946,,,-336.106995,,716.212952,,-547.338013,,,,,,168.875,7.33,,,,0.0,,-7.33,176.205,-63.433998,112.771004,0.0,,,112.771002,0.0,112.771004,0.0,,112.771004,112.771004,,5908.931763,0.018889,0.018889,0.018889,6064.289978,0.018889,0.018889,0.018889,
11/30/1996,1311.373047,,,-377.483002,,933.890045,,-659.702026,,,,,,274.187988,6.275,,,,0.0,,-6.275,280.462988,-100.967003,179.496002,0.0,,,179.495986,0.0,179.496002,0.0,,179.496002,179.496002,,5920.172974,0.03,0.03,0.03,6083.540771,0.03,0.03,0.03,
02/28/1997,1372.612061,,,-401.44101,,971.171051,,-674.244019,,,,,,296.927002,-32.470001,,,,0.0,,32.470001,264.457001,-95.204002,169.253006,0.0,,,169.252998,0.0,169.253006,0.0,,169.253006,169.253006,,5910.930176,0.027778,0.027778,0.032222,6058.673767,0.027778,0.027778,0.032222,
05/31/1997,1948.031006,,,-435.434998,,1512.596008,,-952.801025,,,,,,559.794983,2.607,,,,0.0,,-2.607,562.401983,-202.464996,359.937012,0.0,,,359.936987,0.0,359.937012,0.0,,359.937012,359.937012,,5880.699097,0.061667,0.061667,0.061667,6016.57196,0.059999,0.06,0.06,
08/31/1997,1368.828979,,,-468.166992,,900.661987,,-684.632019,,,,,,216.029999,-127.080002,,,,0.0,,127.080002,88.949997,-80.478996,8.471,0.0,,,8.471001,0.0,8.471,0.0,,8.471,8.471,,5875.709839,0.001667,0.001667,0.026667,6037.595947,0.001667,0.001667,0.025,
11/30/1997,1613.727051,,,-548.630981,,1065.096069,,-793.090027,,,,,,272.006012,16.247999,,,,0.0,,-16.247999,288.254011,-100.93,187.324005,0.0,,,187.324011,0.0,187.324005,0.0,,187.324005,187.324005,,5894.946167,0.031667,0.031667,0.031667,6051.3479,0.03,0.03,0.03,
02/28/1998,1748.756958,,,-586.39801,,1162.358948,,-844.085999,,,,,,318.27301,12.615,,,,0.0,,-12.615,330.88801,-115.810997,215.076996,0.0,,,215.077013,0.0,215.076996,0.0,,215.076996,215.076996,,5849.682129,0.036667,0.036667,0.036667,5949.845947,0.035,0.035,0.035,
05/31/1998,2412.552979,,,-670.411011,,1742.141968,,-1137.197021,,,,,,604.945007,14.782,,,,0.0,,-14.782,619.727007,-216.904007,402.822998,0.0,,,402.823,0.0,402.822998,0.0,,402.822998,402.822998,,5842.044067,0.07,0.07,0.07,5954.615845,0.0675,0.0675,0.0675,
08/31/1998,1749.110962,,,-679.289978,,1069.820984,,-791.984009,,,,,,277.837006,22.166,,,,0.0,,-22.166,300.003006,-105.000999,195.001999,0.0,,,195.002007,0.0,195.001999,0.0,,195.001999,195.001999,,5837.363892,0.033333,0.033333,0.033333,5934.893922,0.033333,0.033333,0.033333,
11/30/1998,2055.944092,,,-779.846985,,1276.097107,,-894.030029,,,,,,382.066986,28.653999,,,,0.0,,-28.653999,410.720985,-136.645004,274.075989,0.0,,,274.075981,0.0,274.075989,0.0,,274.075989,274.075989,,5783.040161,0.046667,0.046667,0.046667,5899.620117,0.046667,0.046667,0.046667,
02/28/1999,2078.918945,,,-792.02301,,1286.895935,,-880.21698,,,,,,406.678986,37.655998,,,,0.0,,-37.655998,444.334984,-151.074005,293.260986,0.0,,,293.260979,0.0,293.260986,0.0,,293.260986,293.260986,,5761.409912,0.05,0.05,0.05,5981.843994,0.05,0.05,0.05,
05/31/1999,2943.278076,,,-812.987976,,2130.2901,,-1323.991943,,,,,,806.297974,20.721001,,,,0.0,,-20.721001,827.018974,-299.600006,527.419006,0.0,,,527.418968,0.0,527.419006,0.0,,527.419006,527.419006,,5747.591797,0.0925,0.0925,0.0925,5931.23584,0.09,0.09,0.09,
08/31/1999,1984.516968,,,-756.75,,1227.766968,,-881.903992,,,,,,345.863007,18.347,,,,0.0,,-18.347,364.210007,-127.473999,236.735992,0.0,,,236.736008,0.0,236.735992,0.0,0.0,236.735992,236.735992,,5721.839844,0.0425,0.0425,0.0425,5964.804199,0.04,0.04,0.04,
11/30/1999,2321.883057,,,-753.169983,,1568.713074,,-992.64801,,,,,,576.065002,15.45,,,,0.0,,-15.45,591.515002,-207.031006,384.484009,0.0,,,384.483996,0.0,384.484009,0.0,0.0,384.484009,384.484009,,5717.779785,0.0675,0.0675,0.0675,6012.600098,0.06,0.06,0.06,
02/28/2000,2449.417969,,,-707.260986,,1742.156982,,-972.435974,,,,,,769.721008,439.609009,,,,0.0,,-439.609009,1209.330017,-446.153992,763.176025,0.0,,,763.176025,0.0,763.176025,0.0,0.0,763.176025,763.176025,,5637.87793,0.135,0.135,0.09,5996.37793,0.125,0.125,0.085,
05/31/2000,3374.312012,,,-725.497986,,2648.814026,,-1260.301025,,,,,,1388.512939,6569.868208,,18.893999,,0.0,,-6588.762207,7958.381147,-3045.971924,4912.40918,0.0,,,4912.409224,0.0,4912.40918,0.0,0.0,4912.40918,4912.40918,,5637.855957,0.87,0.87,0.165,6009.585938,0.815,0.815,0.155,
08/31/2000,2288.0,,,-700.002991,,1587.997009,,-929.955994,,,,,,658.041016,118.202003,,,,0.0,,-118.202003,776.243019,-275.56601,500.677002,0.0,,,500.67701,0.0,500.677002,0.0,0.0,500.677002,500.677002,,5604.058105,0.09,0.09,0.09,5932.870117,0.08,0.08,0.08,
11/30/2000,2686.0,,,-721.452026,,1964.547974,,-1018.546997,,,,,,946.000977,19.879999,,,,0.0,,-19.879999,965.880976,-343.069,622.812012,0.0,,,622.811975,0.0,622.812012,0.0,0.0,622.812012,622.812012,,5584.428223,0.11,0.11,0.11,5874.986816,0.11,0.11,0.11,
02/28/2001,2696.0,,,-730.247009,,1965.752991,,-1087.630005,,,,,,878.122986,25.308001,,,,0.0,,-25.308001,903.430986,-320.717987,582.713013,0.0,,,582.712999,0.0,582.713013,0.0,0.0,582.713013,582.713013,,5595.808105,0.1,0.1,0.1,5851.333008,0.1,0.1,0.1,
05/31/2001,3291.0,,,-745.666016,,2545.333984,,-1250.407959,,,,,,1294.926025,30.749001,,,,0.0,,-30.749001,1325.675026,-470.781006,854.893982,0.0,,,854.89402,0.0,854.893982,0.0,0.0,854.893982,854.893982,,5602.589844,0.15,0.15,0.15,5800.032227,0.15,0.15,0.15,
08/31/2001,2265.0,,,-632.828003,,1632.171997,,-886.393982,,,,,,745.778015,39.833,,,-56.0,0.0,,16.167,785.611015,-274.963989,510.647003,0.0,,,510.647026,0.0,510.647003,0.0,0.0,510.647003,510.647003,,5579.811035,0.09,0.09,0.09,5780.02002,0.09,0.09,0.09,
11/30/2001,2380.0,,,-632.502991,,1747.497009,,-927.552979,,,,,,819.94397,25.382,,,-45.0,0.0,,19.618,845.32597,-295.864014,549.461975,0.0,,,549.461956,0.0,549.461975,0.0,0.0,549.461975,549.461975,,5528.37207,0.1,0.1,0.1,5695.859863,0.1,0.1,0.1,
02/28/2002,2254.0,,,-572.124023,,1681.875977,,-903.137024,,,,,,778.739014,2.761,,,-34.0,0.0,,31.239,781.500014,-273.524994,507.975006,0.0,,,507.97502,0.0,507.975006,0.0,0.0,507.975006,507.975006,,5492.296875,0.09,0.09,0.09,5669.333984,0.09,0.09,0.09,
05/31/2002,2774.0,,,-568.463013,,2205.536987,,-979.265991,,,,,,1226.270996,-230.503998,,,-31.0,0.0,,261.503998,995.766998,-339.846008,655.921021,0.0,,,655.92099,0.0,655.921021,0.0,0.0,655.921021,655.921021,,5471.617188,0.12,0.12,0.14,5610.625977,0.12,0.12,0.14,
08/31/2002,2028.0,,,-589.0,,1439.0,,-859.0,,,,,,580.0,-54.0,,4.0,-33.0,0.0,,83.0,526.0,-179.0,347.0,0.0,,,347.0,-4.0,343.0,0.0,0.0,343.0,343.0,,5398.817871,0.06,0.06,0.07,5514.97998,0.06,0.06,0.07,
11/30/2002,2309.0,,,-599.0,,1710.0,,-916.0,,,,,,794.0,15.0,,4.0,-35.0,-3.0,,19.0,809.0,-265.0,544.0,0.0,,,544.0,-9.0,535.0,0.0,0.0,535.0,535.0,,5308.868164,0.1,0.1,0.1,5419.831055,0.1,0.1,0.1,
02/28/2003,2307.0,,,-454.0,,1853.0,,-1057.0,,,,,,796.0,39.0,,4.0,-32.0,-11.0,,0.0,835.0,-258.0,577.0,0.0,,,577.0,-6.0,571.0,0.0,0.0,571.0,571.0,,5258.666992,0.11,0.11,0.11,5383.378906,0.11,0.11,0.11,
05/31/2003,2832.0,,,-581.0,,2251.0,,-981.0,,,,,,1270.0,0.0,,4.0,-29.0,11.0,,14.0,1270.0,-416.0,854.0,0.0,,,854.0,4.0,858.0,0.0,0.0,858.0,858.0,,5240.182129,0.16,0.16,0.16,5355.759766,0.16,0.16,0.16,
08/31/2003,2072.0,,,-563.0,,1509.0,,-893.0,,,,,,616.0,53.0,-17.0,11.0,-28.0,,,-36.0,669.0,-224.0,445.0,,,,445.0,-5.0,440.0,,,440.0,440.0,,5230.0,0.08,0.08,0.08,5347.0,0.08,0.08,0.08,
11/30/2003,2498.0,,,-598.0,,1900.0,,-985.0,662.0,,,,323.0,915.0,19.0,-26.0,3.0,-29.0,4.0,,3.0,934.0,-299.0,635.0,0.0,,,635.0,-18.0,617.0,0.0,,617.0,617.0,,5226.0,0.12,0.12,0.12,5337.0,0.12,0.12,0.12,
02/29/2004,2509.0,,,-582.0,,1927.0,,-1000.0,,,,,,927.0,20.0,,4.0,-29.0,4.0,,1.0,947.0,-312.0,635.0,0.0,,,635.0,0.0,635.0,0.0,,635.0,635.0,,5218.0,0.12,0.12,0.12,5337.0,0.12,0.12,0.12,
05/31/2004,3076.0,,,-574.0,,2502.0,,-1098.0,,,,,,1404.0,-10.0,,3.0,-32.0,-11.0,,50.0,1394.0,-429.0,965.0,0.0,,,965.0,23.0,988.0,0.0,0.0,988.0,988.0,,5185.0,0.19,0.19,0.19,5283.0,0.19,0.19,0.19,
