Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,231.108994,,-108.707001,,122.401993,,-100.282997,,,22.118999,-6.603,,,,0.0,6.603,15.515999,-5.554,,9.962,12.304,,,-2.342,0.0,-2.342,-1.925,,-4.267,-4.267,,189.296005,-0.0225,0.0425,,189.296005,-0.0225,0.0425,0.0425,
06/30/1990,251.690002,,-117.800003,,133.889999,,-102.202003,,,31.688,-8.071,,,,0.0,8.071,23.617,-8.455,,15.162,-0.249,,,15.411,,15.411,-1.925,,13.486,13.486,,188.272003,0.07125,0.07,,188.272003,0.07125,0.07,0.07,
09/30/1990,259.528015,,-120.447998,,139.080017,,-105.93,,,33.150002,-7.01,,,,0.0,7.01,26.140001,-9.358,,16.782,-6.658,,,23.440001,0.0,23.440001,-1.925,,21.515001,21.515001,,188.639999,0.11375,0.07875,,188.639999,0.11375,0.07875,0.07875,
12/31/1990,647.659973,,-322.419006,,325.240967,,-290.742004,,,34.499001,-6.39,,,,0.0,6.39,28.109001,-16.299,,11.81,-5.397,,,17.207001,0.0,17.207001,-1.925,,15.282001,15.282001,,188.759992,0.08125,0.0525,0.0525,188.759992,0.08125,0.0525,0.0525,
03/31/1991,207.190994,,-98.370003,,108.820992,,-90.137001,,,18.684,-6.695,,,,0.0,6.695,11.989,-4.34,,7.649,37.161999,,,-29.512999,0.0,-29.513,-1.925,,-31.438,-31.438,,188.919998,-0.16625,0.03,,188.919998,-0.16625,0.03,0.03,
06/30/1991,221.376007,,-101.869003,,119.507004,,-89.210999,,,30.296,-6.684,,,,0.0,6.684,23.612,-8.548,,15.064,0.13,,,14.933999,0.0,14.934,-1.925,,13.009,13.009,,189.367996,0.06875,0.07,,189.367996,0.06875,0.07,0.07,
09/30/1991,243.981995,,-109.764,,134.217995,,-98.301003,,,35.917,-6.599,,,,0.0,6.599,29.318,-10.111,,19.207001,-2.396,,,21.603,0.0,21.603001,-0.214,,21.389001,21.389001,,236.712006,0.09,0.08,,236.712006,0.09,0.08,0.08,
12/31/1991,245.406006,,-112.462997,,132.943009,,-107.527,,,25.416,-5.665,,,,0.0,5.665,19.751,-5.995,,13.756,264.356994,,,-250.600994,0.0,-250.600998,0.0,,-250.600998,-250.600998,,250.007992,-1.0575,0.055,0.055,250.007992,-1.0575,0.055,0.055,
03/31/1992,234.022003,,-106.710999,,127.311005,,-105.063004,,,22.247999,-6.498,,,,,6.498,15.749999,-4.51,,11.24,0.0,,,11.239999,0.0,11.24,0.0,,11.24,11.24,,250.175995,0.045,0.045,,250.175995,0.045,0.045,0.045,
06/30/1992,247.205994,,-112.517998,,134.687996,,-106.499001,,,28.188999,-7.481,,,,,7.481,20.707999,-6.371,,14.337,0.0,,,14.336999,0.0,14.337,0.0,,14.337,14.337,,250.639999,0.0575,0.0575,,250.639999,0.0575,0.0575,0.0575,
