Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/31/2010,944.159,232.127,232.127,0.0,96.226,96.226,0.0,21.267,0.0,0.0,17.706,3.561,208.654,8.468,,,3.369,198.146,558.274,22.122,,,0.0,,363.763,336.423,216.147,120.276,,27.34,385.885,,264.123,33.013,36.483,,194.627,0.0,0.0,,,,,17.637,,,0.0,281.76,102.217,102.217,,,,11.984,,,,,,8.615,114.201,395.961,0.0,685.859,0.842,685.017,0.0,-133.375,-4.286,548.198,0.0,548.198,944.159,
10/31/2010,1048.256,251.18,251.18,0.0,165.542,165.542,0.0,30.305,,,,,229.385,8.186,0.0,,3.288,221.199,676.412,22.307,,,0.0,,349.537,342.306,221.746,120.56,,7.231,371.844,,287.329,73.549,,0.0,213.78,0.0,0.0,0.0,0.0,,,14.146,0.0,0.0,0.0,301.475,104.05,104.05,0.0,0.0,,21.548,0.0,0.0,0.0,0.0,9.059,9.201,125.598,427.073,0.0,694.868,0.846,694.022,0.0,-79.586,5.901,621.183,0.0,621.183,1048.256,
12/31/2010,976.599,297.118,297.118,0.0,83.845,83.845,0.0,28.592,0.0,0.0,24.175,4.417,208.739,8.468,,,3.118,200.271,618.294,21.326,,,0.0,,336.979,332.299,219.259,113.04,,4.68,358.305,,216.35,48.852,16.813,,150.685,0.0,0.0,,,,,14.211,,,0.0,230.561,105.305,105.305,,,,21.643,,,,,9.059,9.466,126.948,357.509,0.0,699.4,0.846,698.554,0.0,-80.469,0.159,619.09,0.0,619.09,976.599,
03/31/2011,971.659,280.359,280.359,0.0,84.217,84.217,0.0,24.578,0.0,0.0,21.541,3.037,177.449,8.28,0.0,,3.255,169.169,566.603,19.632,103.762,-84.13,0.0,,385.424,381.323,225.17,156.153,,4.101,405.056,,214.612,56.153,12.481,0.0,145.978,0.0,0.0,0.0,0.0,,,16.276,0.0,0.0,0.0,230.888,107.239,107.239,0.0,0.0,,18.253,0.0,0.0,0.0,0.0,2.961,12.037,125.492,356.38,0.0,707.343,0.861,706.482,0.0,-102.523,10.459,615.279,0.0,615.279,971.659,
06/30/2011,1003.577,248.759,248.759,0.0,146.694,146.694,0.0,25.941,0.0,0.0,23.416,2.525,223.254,9.049,,,2.905,214.205,644.648,19.009,,,0.0,,339.92,336.425,226.868,109.557,,3.495,358.929,,243.414,72.48,12.693,,158.241,0.0,0.0,,,,,16.705,,,0.0,260.119,109.236,109.236,,,,18.955,,,,,,16.05,128.191,388.31,0.0,715.776,0.864,714.912,0.0,-111.236,10.727,615.267,0.0,615.267,1003.577,
09/30/2011,931.916,269.74,269.74,0.0,19.572,19.572,0.0,45.077,0.0,0.0,42.09,2.987,211.55,5.834,,,2.605,205.716,545.939,18.107,,,0.0,,367.87,365.14,225.729,139.411,,2.73,385.977,,217.262,90.331,10.603,,116.328,0.0,0.0,,,,,18.253,,,0.0,235.515,111.299,111.299,,,,19.22,,,,,,16.615,130.519,366.034,0.0,723.27,0.864,722.406,0.0,-158.607,1.219,565.882,0.0,565.882,931.916,
12/31/2011,1140.596,453.316,453.316,0.0,53.274,53.274,0.0,22.516,0.0,0.0,19.922,2.594,223.314,6.067,,,2.3,217.247,752.42,18.556,,,0.0,,369.62,362.178,223.934,138.244,,7.442,388.176,,156.257,29.4,9.846,,117.011,0.0,0.0,,,,,12.821,,,0.0,169.078,311.906,311.906,,,,18.127,,,,,,15.827,330.033,499.111,0.0,787.552,0.9,786.652,0.0,-144.503,-1.564,641.485,0.0,641.485,1140.596,
03/31/2012,1149.427,420.279,420.279,0.0,45.035,45.035,0.0,22.477,0.0,0.0,20.076,2.401,255.826,2.669,0.0,,2.319,253.157,743.617,18.949,113.773,-94.824,0.0,,386.861,349.19,228.169,121.021,,37.671,405.81,,203.449,46.681,38.49,0.0,118.278,0.0,0.0,0.0,0.0,,,15.276,0.0,0.0,0.0,218.725,316.34,316.34,0.0,0.0,,18.635,0.0,0.0,0.0,0.0,,16.316,334.975,553.7,0.0,800.333,0.902,799.431,0.0,-211.339,6.733,595.727,0.0,595.727,1149.427,
06/30/2012,1073.137,367.056,367.056,0.0,71.707,71.707,0.0,27.987,0.0,0.0,26.101,1.886,252.357,,,,1.949,252.357,719.107,19.354,,,0.0,,334.676,297.734,225.118,72.616,,36.942,354.03,,241.207,78.224,39.591,,123.392,0.0,0.0,,,,,15.786,,,0.0,256.993,320.883,320.883,,,,18.226,,,,,,16.277,339.109,596.102,0.0,803.918,0.911,803.007,0.0,-322.177,-4.706,477.035,0.0,477.035,1073.137,
09/30/2012,1164.745,328.284,328.284,0.0,154.951,154.951,0.0,60.568,0.0,0.0,57.51,3.058,254.14,,,,1.573,254.14,797.943,21.879,,,0.0,,344.923,308.57,228.588,79.982,,36.353,366.802,,297.183,125.079,40.461,,131.643,0.0,0.0,,,,,39.748,,,0.0,336.931,325.539,325.539,,,,17.766,,,,,,16.193,343.305,680.236,0.0,811.957,0.921,811.036,0.0,-334.668,7.22,484.509,0.0,484.509,1164.745,
12/31/2012,1189.781,448.723,448.723,0.0,94.241,94.241,0.0,29.687,0.0,0.0,26.088,3.599,245.239,,,,0.959,245.239,817.89,23.701,,,0.0,,348.19,312.414,228.786,83.628,,35.776,371.891,,253.688,42.263,46.382,,165.043,0.0,0.0,,,,,27.529,,,0.0,281.217,330.311,330.311,,,,13.439,,,,,,12.48,343.75,624.967,0.0,820.808,0.937,819.871,0.0,-263.303,7.309,564.814,0.0,564.814,1189.781,
03/31/2013,1277.839,402.502,402.502,0.0,189.596,189.596,0.0,30.218,0.0,0.0,28.026,2.192,243.836,,0.0,,0.556,243.836,866.152,25.362,110.11,-84.748,0.0,,386.325,330.06,225.992,104.068,,56.265,411.687,,308.848,79.932,53.261,0.0,175.655,0.0,0.0,0.0,0.0,,,28.151,0.0,0.0,0.0,336.999,335.202,335.202,0.0,0.0,,17.643,0.0,0.0,0.0,0.0,,17.087,352.845,689.844,0.0,833.397,0.937,832.46,0.0,-240.83,-4.572,587.995,0.0,587.995,1277.839,
06/30/2013,1448.105,646.315,646.315,0.0,97.961,97.961,0.0,27.852,0.0,0.0,22.787,5.065,248.049,,,,0.281,248.049,1020.177,30.285,,,0.0,,397.643,337.076,226.289,110.787,,60.567,427.928,,220.017,25.382,54.082,,140.553,127.768,0.0,,,,127.768,68.502,,,39.354,416.287,408.925,408.925,,,,15.912,,,,,,15.631,424.837,841.124,0.0,915.285,0.947,914.338,0.0,-302.744,-5.56,606.981,0.0,606.981,1448.105,
09/30/2013,2701.314,661.923,661.923,0.0,1011.391,1011.391,0.0,84.033,0.0,0.0,77.085,6.948,493.92,,,,,493.92,2251.267,34.271,,,0.0,,415.776,347.254,228.006,119.248,,68.522,450.047,,582.664,287.672,46.06,,248.932,0.0,0.0,,,,,1155.542,,,0.0,1738.206,443.526,443.526,,,,20.72,,,,,,20.72,464.246,2202.452,0.0,923.104,1.046,922.058,0.0,-426.864,2.622,498.862,0.0,498.862,2701.314,
12/31/2013,1985.351,972.17,972.17,0.0,189.519,189.519,0.0,45.035,0.0,0.0,44.351,0.684,338.932,,,,,338.932,1545.656,38.768,,,0.0,,400.927,333.207,226.835,106.372,,67.72,439.695,,641.287,42.85,64.098,,534.339,0.0,0.0,,,,,52.193,,,0.0,693.48,448.737,448.737,,,,21.135,,,,,,21.135,469.872,1163.352,0.0,945.058,1.048,944.01,-276.836,151.562,2.215,821.999,0.0,821.999,1985.351,
03/31/2014,1799.63,935.4,935.4,0.0,53.143,53.143,0.0,29.78,0.0,0.0,28.418,1.362,381.117,,0.0,,,381.117,1399.44,42.572,139.367,-96.795,0.0,,357.618,341.324,226.705,114.619,,16.294,400.19,,413.069,16.452,15.362,0.0,381.255,0.0,0.0,0.0,0.0,,,61.751,0.0,0.0,0.0,474.82,454.031,454.031,0.0,0.0,,68.973,0.0,0.0,0.0,0.0,,68.973,523.004,997.824,0.0,955.751,1.052,954.699,-276.836,120.775,2.116,801.806,0.0,801.806,1799.63,
06/30/2014,1607.736,841.369,822.0,19.369,43.165,43.165,0.0,23.147,0.0,0.0,22.194,0.953,326.671,,,,,326.671,1234.352,47.011,,,0.0,,326.373,311.179,227.108,84.071,,15.194,373.384,,197.898,22.575,,,175.323,0.0,0.0,,,,,87.371,,,0.0,285.269,459.408,459.408,,,,80.022,,,,,,80.022,539.43,824.699,0.0,968.408,1.047,967.361,-276.836,85.372,6.093,783.037,0.0,783.037,1607.736,
09/30/2014,1665.212,803.777,754.41,49.367,25.427,25.427,0.0,55.948,0.0,0.0,46.451,9.497,381.625,,,,,381.625,1266.777,56.214,,,0.0,,342.221,330.595,223.968,106.627,,11.626,398.435,,271.182,85.116,,,186.066,0.0,0.0,,,,,107.96,,,0.0,379.142,464.871,464.871,,,,66.19,,,,,,66.19,531.061,910.203,0.0,993.259,1.047,992.212,-276.836,44.003,-5.417,755.009,0.0,755.009,1665.212,
12/31/2014,2253.818,976.592,897.452,79.14,435.709,435.709,0.0,24.617,0.0,0.0,21.849,2.768,369.095,,,,,369.095,1806.013,63.436,,,0.0,,384.369,341.678,221.071,120.607,,42.691,447.805,,369.102,113.24,,,255.862,0.0,0.0,,,,,338.003,197.943,,0.0,707.105,470.42,470.42,,,,260.904,,,,,,62.961,731.324,1438.429,0.0,1025.672,1.046,1024.626,-276.836,84.096,-17.543,815.389,0.0,815.389,2253.818,
03/31/2015,2228.073,1098.049,911.12,186.929,217.86,217.86,0.0,20.051,0.0,0.0,17.229,2.822,443.899,,,,,443.899,1779.859,69.792,182.86,-113.068,0.0,,378.422,346.386,217.288,129.098,,32.036,448.214,,483.527,38.789,,,444.738,0.0,0.0,0.0,0.0,,,482.733,164.618,,0.0,966.26,473.03,473.03,0.0,0.0,,225.695,0.0,0.0,0.0,0.0,,61.077,698.725,1664.985,0.0,1029.243,1.046,1028.197,-276.836,-158.695,-30.624,563.088,0.0,563.088,2228.073,
06/30/2015,2352.604,1190.797,815.784,375.013,130.915,130.915,0.0,12.453,0.0,0.0,12.207,0.246,573.811,,,,,573.811,1907.976,83.089,,,0.0,,361.539,333.179,219.036,114.143,,28.36,444.628,,533.86,29.531,,,504.329,0.0,0.0,,,,,572.44,172.727,,0.0,1106.3,481.784,481.784,,,,237.681,,,,,,64.954,719.465,1825.765,0.0,1050.956,1.046,1049.91,-276.836,-225.718,-21.563,526.839,0.0,526.839,2352.604,
09/30/2015,2416.499,1064.674,711.713,352.961,240.859,240.859,0.0,24.02,0.0,0.0,21.816,2.204,635.055,,,,,635.055,1964.608,81.694,,,0.0,,370.197,351.279,217.731,133.548,,18.918,451.891,,536.994,69.138,,,467.856,0.0,0.0,,,,,676.891,85.242,,0.0,1213.885,487.601,487.601,,,,150.948,,,,,,65.706,638.549,1852.434,0.0,1067.785,1.042,1066.743,-303.388,-170.983,-29.349,564.065,0.0,564.065,2416.499,
12/31/2015,2585.009,1214.681,835.241,379.44,263.69,263.69,0.0,20.207,0.0,0.0,17.98,2.227,607.73,,,,,607.73,2106.308,76.661,,,0.0,,402.04,388.768,216.777,171.991,,13.272,478.701,,663.216,59.603,,,603.613,0.0,0.0,,,,,791.758,39.885,,0.0,1454.974,491.576,491.576,,,,111.485,,,,,,71.6,603.061,2058.035,0.0,1078.493,1.044,1077.449,-303.388,-213.396,-34.735,526.974,0.0,526.974,2585.009,
03/31/2016,2590.277,1269.562,798.742,470.82,168.527,168.527,0.0,15.888,0.0,0.0,14.321,1.567,591.299,,,,,591.299,2045.276,77.127,176.129,-99.002,0.0,,467.874,436.52,217.08,219.44,,31.354,545.001,,637.927,30.448,,,607.479,0.0,0.0,0.0,0.0,,,582.484,216.319,,0.0,1220.411,497.935,497.935,0.0,0.0,,290.546,0.0,0.0,0.0,0.0,,74.227,788.481,2008.892,0.0,1089.666,1.038,1088.628,-303.388,-166.997,-37.896,581.385,0.0,581.385,2590.277,
06/30/2016,2538.727,1188.817,796.328,392.489,141.15,141.15,0.0,12.734,0.0,0.0,11.272,1.462,634.971,,,,,634.971,1977.672,72.414,,,0.0,,488.641,467.503,215.622,251.881,,21.138,561.055,,657.216,37.781,,,619.435,0.0,0.0,,,,,604.411,153.912,,0.0,1261.627,504.385,504.385,,,,239.175,,,,,,85.263,743.56,2005.187,0.0,1083.811,1.046,1082.765,-303.388,-205.564,-41.319,533.54,0.0,533.54,2538.727,
09/30/2016,2979.08,1174.594,770.003,404.591,381.587,381.587,0.0,77.561,0.0,0.0,71.974,5.587,737.028,,,,,737.028,2370.77,68.531,,,0.0,,539.779,520.607,215.658,304.949,,19.172,608.31,,897.825,144.756,,,753.069,0.0,0.0,,,,,821.409,54.741,,0.0,1719.234,511.636,511.636,,,,165.457,,,,,,110.716,677.093,2396.327,0.0,1098.144,1.046,1097.098,-303.388,-169.132,-42.871,582.753,0.0,582.753,2979.08,
12/31/2016,3089.099,1443.953,1039.43,404.523,327.43,327.43,0.0,26.665,0.0,0.0,24.424,2.241,653.128,,,,,653.128,2451.176,65.799,,,0.0,,572.124,543.85,213.522,330.328,,28.274,637.923,,790.424,54.248,,,736.176,0.0,0.0,,,,,1073.393,11.255,,0.0,1863.817,258.876,258.876,,,,145.485,,,,,,134.23,404.361,2268.178,0.0,1371.458,1.18,1370.278,-303.388,-198.974,-48.175,820.921,0.0,820.921,3089.099,
03/31/2017,3149.154,1392.328,943.396,448.932,219.558,219.558,0.0,16.323,0.0,0.0,15.53,0.793,567.033,,0.0,,,567.033,2195.242,67.3,188.517,-121.217,0.0,,886.612,851.287,359.115,492.172,,35.325,953.912,,782.767,31.892,,,750.875,0.0,0.0,0.0,0.0,,,903.125,10.406,0.0,0.0,1685.892,251.929,251.929,0.0,0.0,,207.605,0.0,0.0,0.0,0.0,,197.199,459.534,2145.426,0.0,1453.952,1.198,1452.754,-303.388,-99.694,-47.142,1003.728,0.0,1003.728,3149.154,
06/30/2017,3219.57,1281.061,828.112,452.949,229.197,229.197,0.0,11.636,0.0,0.0,10.819,0.817,591.242,,,,,591.242,2113.136,76.613,,,0.0,,1029.821,965.829,369.622,596.207,,63.992,1106.434,,846.619,36.934,,,809.685,0.0,0.0,,,,,619.439,231.526,,0.0,1466.058,212.864,212.864,,,,440.893,,,,,,209.367,653.757,2119.815,0.0,1480.373,1.23,1479.143,-303.388,-39.648,-37.582,1099.755,0.0,1099.755,3219.57,
09/30/2017,3696.38,1263.142,749.626,513.516,429.019,429.019,0.0,36.431,0.0,0.0,27.647,8.784,726.923,,,,,726.923,2455.515,86.689,,,0.0,,1154.176,1092.962,381.359,711.603,,61.214,1240.865,,1028.378,75.81,,,952.568,0.0,0.0,,,,,822.126,167.07,,0.0,1850.504,52.369,52.369,,,,321.061,,,,,,153.991,373.43,2223.934,0.0,1846.757,1.307,1845.45,-303.388,-42.451,-28.472,1472.446,0.0,1472.446,3696.38,
12/31/2017,3682.61,1321.784,774.455,547.329,425.931,425.931,0.0,30.857,0.0,0.0,27.717,3.14,669.152,,,,,669.152,2447.724,96.57,,,0.0,,1138.316,1084.706,389.728,694.978,,53.61,1234.886,,953.343,45.998,,,907.345,0.0,0.0,,,,,1118.774,44.501,,0.0,2072.117,13.838,13.838,,,,195.835,,,,,,151.334,209.673,2281.79,0.0,1862.75,1.326,1861.424,-413.524,-17.311,-31.095,1400.82,0.0,1400.82,3682.61,
03/31/2018,3737.841,1424.379,808.973,615.406,247.649,247.649,0.0,15.162,0.0,0.0,13.94,1.222,721.987,,0.0,,,721.987,2409.177,102.478,246.462,-143.984,0.0,,1226.186,1142.58,399.53,743.05,,83.606,1328.664,,949.777,35.029,,,914.748,0.0,0.0,0.0,0.0,,,777.152,355.589,0.0,0.0,1726.929,8.068,8.068,0.0,0.0,,513.874,0.0,0.0,0.0,0.0,,158.285,521.942,2248.871,0.0,1889.366,1.327,1888.039,-458.18,73.516,-15.732,1488.97,0.0,1488.97,3737.841,
06/30/2018,3456.004,1102.26,464.804,637.456,239.736,239.736,0.0,10.642,0.0,0.0,9.362,1.28,721.709,,,,,721.709,2074.347,105.852,,,0.0,,1275.805,1199.152,387.328,811.824,,76.653,1381.657,,940.648,33.767,,,906.881,0.0,0.0,,,,,450.568,15.861,,0.0,1391.216,5.232,5.232,,,,207.351,,,,,,191.49,212.583,1603.799,0.0,1889.418,1.338,1888.08,-611.68,615.482,-41.015,1852.205,0.0,1852.205,3456.004,
09/30/2018,3655.189,1025.299,462.347,562.952,534.633,534.633,0.0,40.541,0.0,0.0,33.022,7.519,591.263,,,,,591.263,2191.736,110.9,,,0.0,,1352.553,1271.254,389.816,881.438,,81.299,1463.453,,930.765,77.298,,,853.467,0.0,0.0,,,,,559.024,15.407,,0.0,1489.789,0.0,,,,,220.961,,,,,,205.554,220.961,1710.75,0.0,1952.469,1.341,1951.128,-611.68,640.849,-37.199,1944.439,0.0,1944.439,3655.189,
12/31/2018,4387.16,1600.645,1054.911,545.734,823.482,823.482,0.0,39.786,0.0,0.0,36.365,3.421,510.86,,,,,510.86,2974.773,114.672,,,0.0,,1297.715,1060.51,383.11,677.4,146.216,90.989,1412.387,,1280.947,74.615,,,1206.332,0.0,0.0,,,,,818.411,69.137,,0.0,2099.358,0.0,,,,,260.335,,,,,,191.198,260.335,2359.693,0.0,1978.197,1.344,1976.853,-720.572,820.796,-50.954,2027.467,0.0,2027.467,4387.16,
03/31/2019,4243.065,1571.01,826.525,744.485,395.729,395.729,0.0,28.2,0.0,0.0,24.847,3.353,832.896,,0.0,,,832.896,2827.835,127.882,297.512,-169.63,0.0,,1287.348,1058.268,381.717,676.551,134.732,94.348,1415.23,,1108.492,72.797,,,1035.695,0.0,0.0,0.0,0.0,,,843.302,21.058,0.0,0.0,1951.794,0.0,0.0,0.0,0.0,,250.691,0.0,0.0,0.0,0.0,,229.633,250.691,2202.485,0.0,2020.715,1.346,2019.369,-820.572,877.626,-37.189,2040.58,0.0,2040.58,4243.065,
06/30/2019,4366.222,1542.278,984.625,557.653,352.625,352.625,0.0,23.847,0.0,0.0,21.267,2.58,902.329,,,,,902.329,2821.079,251.252,,,0.0,,1293.891,1093.009,391.404,701.605,108.979,91.903,1545.143,,1094.127,55.379,,,1038.748,21.794,0.0,21.794,,21.794,,826.085,22.097,,0.0,1942.006,125.128,0.0,125.128,,125.128,212.761,,,,,,190.664,337.889,2279.895,0.0,2026.981,1.355,2025.626,-820.572,923.906,-43.988,2086.327,0.0,2086.327,4366.222,
09/30/2019,4815.111,1504.645,762.032,742.613,858.597,858.597,0.0,39.293,0.0,0.0,34.408,4.885,985.798,,,,,985.798,3388.333,248.481,,,0.0,,1178.297,972.559,383.778,588.781,110.167,95.571,1426.778,,1366.142,114.946,,,1251.196,22.273,0.0,22.273,,22.273,,901.813,25.378,,0.0,2290.228,118.789,0.0,118.789,,118.789,224.331,,,,,,198.953,343.12,2633.348,0.0,2061.076,1.356,2059.72,-820.572,995.721,-54.462,2181.763,0.0,2181.763,4815.111,
12/31/2019,4879.633,1984.13,1284.861,699.269,647.46,647.46,0.0,24.426,0.0,0.0,23.231,1.195,779.021,,,,,779.021,3435.037,280.47,,,0.0,,1164.126,889.163,391.815,497.348,110.831,164.132,1444.596,,1230.409,82.491,,,1147.918,24.108,0.0,24.108,,24.108,,841.814,32.962,,0.0,2096.331,151.4,0.0,151.4,,151.4,229.867,,,,,,196.905,381.267,2477.598,0.0,2101.731,1.358,2100.373,-820.572,1159.363,-38.487,2402.035,0.0,2402.035,4879.633,
03/31/2020,4948.832,2001.667,1357.664,644.003,592.555,592.555,0.0,19.108,0.0,0.0,17.984,1.124,880.021,,0.0,,,868.746,3493.351,286.172,484.374,-198.202,0.0,,1169.309,839.532,386.494,453.038,116.676,213.101,1455.481,,1235.557,65.684,,,1169.873,25.187,0.0,25.187,0.0,25.187,,777.795,28.339,0.0,0.0,2038.539,152.059,0.0,152.059,0.0,152.059,218.99,0.0,0.0,0.0,0.0,,190.651,371.049,2409.588,0.0,2136.107,1.359,2134.748,-820.572,1282.085,-58.376,2539.244,0.0,2539.244,4948.832,
06/30/2020,5369.241,2284.949,1404.124,880.825,685.169,685.169,0.0,19.486,0.0,0.0,18.039,1.447,697.329,,,,,697.329,3686.933,286.922,,,0.0,,1395.386,846.533,389.825,456.708,120.892,427.961,1682.308,,1193.038,56.41,,,1136.628,27.602,0.0,27.602,,27.602,,928.1,32.851,,0.0,2148.74,153.506,0.0,153.506,,153.506,415.967,,,,,,383.116,569.473,2718.213,0.0,2153.141,1.367,2151.774,-820.572,1370.59,-52.131,2651.028,0.0,2651.028,5369.241,
