Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/28/2008,1476,1765,0,3241,39.23445,46.916534,0,86.150984,12.392947,14.819479,0,27.212427,
12/28/2008,1303,1840,0,3143,36.985524,52.228215,0,89.213738,11.152003,15.748031,0,26.900034,
03/29/2009,1243,1878,0,3121,37.093405,56.042972,0,93.136377,11.037116,16.675546,0,27.712662,
06/30/2009,1432,1708,0,3140,41.883592,49.956128,0,91.839719,12.749288,15.206553,0,27.95584,
09/27/2009,1520,1118,0,2638,44.917258,33.037825,0,77.955083,15.100338,11.106696,0,26.207034,
