Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
06/30/1998,27.923,29.257999,27.445,,1.292075,0.884606,1.024084,0.39,0.39,0.39,0.38,0.38,0.38,0.44,0.603425,-1.274914,0.59,0.56,0.456004,19.78695,,
09/30/1998,28.004,29.757,27.957001,,1.329041,0.92678,1.047537,0.36,0.36,0.36,0.35,0.35,0.35,0.44,0.7489,-1.103981,0.6,0.57,0.657085,19.713864,,
12/31/1998,27.989,30.072001,28.271999,,1.472057,1.007251,1.163837,0.36,0.36,0.36,0.407,0.407,0.407,0.44,0.402483,-1.794815,0.613,0.599,0.711708,19.677088,,
03/31/1999,56.938,38.200001,36.41,,1.424773,0.99794,1.10195,0.34,0.34,0.34,0.34,0.34,0.34,0.46,0.733507,-0.298434,0.57,0.57,0.568478,22.421792,,
06/30/1999,59.560211,61.134998,58.987,,1.359706,0.97374,1.060946,0.41,0.41,0.41,0.41,0.41,0.41,0.46,0.634801,-0.285131,0.6,0.6,0.248186,21.307263,,
09/30/1999,62.085999,61.661999,59.571999,,1.323961,0.925468,1.011499,0.4,0.4,0.4,0.4,0.4,0.4,0.46,0.605838,-0.474518,0.64,0.64,0.379868,20.389441,,
12/31/1999,56.924,58.582001,56.533001,,1.570286,1.11947,1.21269,0.44,0.44,0.44,0.44,0.44,0.44,0.46,0.903172,0.430669,0.67,0.67,0.950689,21.301261,,
03/31/2000,56.511002,58.585999,56.509998,,1.445434,1.037931,1.117492,0.38,0.38,0.38,0.38,0.38,0.38,0.48,0.692798,-0.072182,0.61,0.61,0.492099,21.203463,,
06/30/2000,56.903,58.627998,56.678001,,1.541798,1.003952,1.192226,0.27,0.27,0.27,0.27,0.27,0.27,0.48,0.838773,-0.899167,0.64,0.64,0.666169,21.013285,,
09/30/2000,56.912998,58.682999,56.895,,1.59935,1.127902,1.215713,0.42,0.42,0.42,0.42,0.42,0.42,0.48,0.720468,-1.207259,0.66,0.66,0.647848,20.966318,,
12/31/2000,56.897999,56.799999,56.799999,,1.810335,1.390775,1.386725,0.42,0.42,0.42,0.42,0.42,0.42,0.48,0.895264,-0.371426,0.73,0.73,1.774895,20.927256,,
03/31/2001,57.459,59.012001,57.205002,,1.608894,1.156612,1.225274,0.39,0.37,0.37,0.39,0.37,0.37,0.5,0.912315,0.357626,0.65,0.65,0.916775,20.670862,,
06/30/2001,57.528,59.272999,57.504002,,1.666528,1.175796,1.255843,0.41,0.38,0.38,0.41,0.38,0.38,0.5,0.690108,0.485827,0.65,0.65,0.228202,20.606366,,
09/30/2001,57.59,59.383999,57.556,,1.603519,1.238568,1.195847,0.45,0.41,0.41,0.45,0.41,0.41,0.5,0.738411,-0.483494,0.72,0.72,0.629936,20.57154,,
12/31/2001,57.601002,59.200001,58.889,,1.729185,1.218088,1.316443,0.45,0.45,0.45,0.45,0.45,0.45,0.5,0.843689,-3.142353,0.76,0.76,0.483551,20.56136,,
03/31/2002,58.109679,59.790001,57.855999,,1.495316,1.079923,1.127403,0.42,0.31,0.31,0.42,0.31,0.31,0.51,0.459088,-0.455165,0.65,0.65,0.510483,20.285485,,
06/30/2002,58.188999,60.098999,58.119999,,1.502615,1.017447,1.123555,0.38,0.25,0.21,0.38,0.25,0.21,0.51,1.104233,-0.326497,0.69,0.69,1.189623,20.176924,,
09/30/2002,58.560001,60.169998,58.344002,,1.675682,1.19673,1.284914,0.46,0.36,0.36,0.46,0.36,0.36,0.51,0.717503,-0.852598,0.74,0.73,0.800376,20.120082,,
12/31/2002,59.556999,61.743999,58.514,,1.558738,1.054756,1.147366,0.58,0.34,0.34,0.58,0.34,0.34,0.51,0.712479,-0.62532,0.86,0.84,0.947781,20.337055,,
03/31/2003,60.403999,62.098,60.164001,,1.481301,1.043581,1.097932,0.3,0.28,0.28,0.3,0.28,0.28,0.52,0.565936,-1.127468,0.63,0.62,0.468082,19.996027,,
06/30/2003,,62.011002,60.161999,,1.482896,1.00856,1.096955,0.43,0.36,0.36,0.42,0.36,0.36,0.52,1.048835,0.032728,0.68,0.67,,,,
09/30/2003,59.610001,59.442001,57.646999,,1.539196,1.04878,1.148126,0.52,0.43,0.43,0.51,0.43,0.43,0.52,1.052093,-0.905251,0.79,0.78,0.769804,19.7001,,
12/31/2003,59.908001,61.480999,59.733002,,1.511024,0.943097,1.07341,0.89,0.69,0.69,0.89,0.69,0.69,0.52,0.382469,-1.958817,0.92,0.91,0.498581,20.1305,19.960156,
03/31/2004,60.698002,61.640999,60.141998,,1.50552,1.032207,1.117006,0.36,0.33,0.33,0.35,0.32,0.32,0.53,0.563882,-0.489209,0.69,0.68,0.717289,19.716794,19.555932,
06/30/2004,60.869999,61.891998,60.783001,,1.546337,1.028445,1.153957,0.41,0.37,0.37,0.41,0.37,0.37,0.53,1.218104,-1.057039,0.76,0.75,0.088385,19.712568,19.517956,
09/30/2004,62.537998,61.117,60.812,,1.521048,1.01452,1.112264,0.58,0.36,0.36,0.58,0.36,0.36,0.53,0.621687,-0.482799,0.82,0.82,0.802408,20.188125,20.007179,
12/31/2004,62.808979,64.341,62.719,,1.653709,1.016151,1.176613,0.73,0.63,0.63,0.73,0.63,0.63,0.53,0.545098,-1.49304,0.96,0.95,1.517617,20.677251,20.451614,
03/31/2005,63.087592,62.562,62.328,,1.539276,1.019381,1.154088,0.55,0.37,0.37,0.55,0.37,0.37,0.55,0.320402,-0.589141,1.818958,1.805521,0.84947,20.633344,20.422843,
06/30/2005,63.279799,63.528,62.557,,1.70865,1.200169,1.343031,0.64,0.48,0.48,0.63,0.47,0.47,0.55,1.250763,0.291606,1.03,1.01,0.414856,20.60645,20.414224,
09/30/2005,67.872159,65.977,65.476,,1.379284,0.904255,1.03218,0.42,0.18,0.18,0.41,0.18,0.18,0.55,0.707924,-0.818285,0.81,0.81,0.460159,22.128469,21.962054,
12/31/2005,67.966343,67.661,67.475,,1.316695,0.89897,1.002312,0.64,0.2,0.2,0.64,0.2,0.2,0.55,0.901623,-0.729203,0.94,0.94,0.624692,22.273157,22.123347,
03/31/2006,68.430239,67.849,67.408,,1.480685,0.952899,1.103,0.97,0.49,0.49,0.97,0.49,0.49,0.595,0.441313,-0.70321,0.85,0.85,1.2868,22.559661,22.423537,
06/30/2006,68.716702,68.353,67.972,,1.550638,1.04546,1.18746,0.47,0.4,0.4,0.47,0.4,0.4,0.595,1.16267,-0.331607,0.94,0.93,0.532534,22.619246,22.410389,
09/30/2006,68.886061,68.618,68.2,,1.513123,1.045733,1.190821,0.57,0.55,0.55,0.57,0.55,0.55,0.595,0.797962,-1.343739,1.01,1.0,0.556862,22.496757,22.304716,
12/31/2006,74.431787,68.432,68.037,,1.604142,0.866955,1.05181,0.9,0.53,0.53,0.88,0.53,0.53,0.595,0.788056,-0.672766,1.11,1.1,0.457412,21.204879,21.039425,
03/31/2007,74.701025,69.015,68.618,,1.550803,1.01109,1.189324,0.75,0.74,0.74,0.75,0.74,0.74,0.66,0.545921,-1.757498,1.14,1.13,0.39041,21.220418,21.065548,
06/30/2007,,69.235,68.918,,1.564744,1.003773,1.18773,0.64,0.35,0.35,0.64,0.35,0.35,0.66,1.21424,-2.585798,0.94,0.94,,,,
09/30/2007,69.614538,69.303,69.114,,1.671731,1.121886,1.289319,0.53,0.47,0.47,0.53,0.47,0.47,0.66,0.736204,-1.00531,0.97,0.97,0.482241,22.75496,22.489699,
12/31/2007,69.638637,69.926241,69.261458,,1.553967,0.967349,1.113621,0.73,0.68,0.68,0.73,0.67,0.67,0.66,0.6662,-1.385287,1.16,1.16,0.26807,22.51289,22.265499,
03/31/2008,69.922181,69.41,69.317,,1.66633,1.065958,1.265952,0.38,0.36,0.36,0.38,0.36,0.36,0.725,0.579713,-0.965477,0.87,0.87,0.417779,22.386959,22.15503,
06/30/2008,69.969597,69.552,69.397,,1.742438,1.169849,1.349511,0.45,0.36,0.36,0.45,0.36,0.36,0.725,1.062957,-0.673358,0.98,0.97,0.594601,22.329941,22.115634,
09/30/2008,70.000398,69.612,69.522,,1.744642,1.139625,1.268304,0.63,0.55,0.55,0.63,0.55,0.55,0.725,0.980682,-0.67137,1.19,1.19,0.368241,22.349344,22.15366,
12/31/2008,70.03667,69.72,69.72,,2.017355,1.321095,1.512773,0.2,0.09775,0.09775,0.2,0.096576,0.09775,0.725,0.531268,-0.13319,0.72,0.72,0.307453,20.301665,20.117433,
03/31/2009,70.020613,69.67,69.67,,1.718301,1.052533,1.284412,0.28,0.21,0.21,0.28,0.21,0.21,0.725,0.571164,-0.090426,0.78,0.78,0.352311,20.187898,20.014935,
06/30/2009,80.041851,77.109,77.109,,1.495208,0.923316,1.101869,-0.23,-0.25,-0.25,-0.23,-0.25,-0.25,0.463,0.824806,0.220636,,0.245825,1.584071,21.076199,20.933674,
09/30/2009,80.314647,79.928,79.928,,1.655502,1.054024,1.23047,-1.05,-0.99,-0.953333,-1.05,-0.99,-0.956107,0.463,0.74392,0.398496,-0.58,-0.58,2.163964,19.396176,19.263435,
12/31/2009,81.539296,81.71,81.71,,1.485033,0.860187,1.074296,0.31,0.255785,0.256705,0.31,0.255783,0.256703,0.463,0.403268,0.125456,0.72,0.71,1.219988,19.624489,19.501763,
03/31/2010,81.584156,81.995,80.908,,1.533569,0.912493,1.129431,0.14,0.05,0.05,0.14,0.05,0.05,0.4625,0.544928,0.452563,0.58,0.58,1.465211,19.252353,19.137613,
06/30/2010,81.857922,82.576,81.054,,1.495929,0.924927,1.080564,0.09,0.09,0.09,0.09,0.09,0.09,0.463,0.503072,0.311718,0.58,0.58,1.300216,18.695613,18.588305,
09/30/2010,81.867133,82.577,81.167,,1.488203,0.859524,1.077753,0.1,0.09,0.09,0.09,0.09,0.09,0.4625,0.561645,0.217194,0.62,0.62,0.474403,18.268332,18.149579,
12/31/2010,81.53939,83.882191,83.882191,,1.401785,0.882663,1.070107,-0.47,-0.460303,-0.409723,-0.47,-0.478483,-0.427903,0.463,0.095455,-0.375646,0.5,0.5,0.209236,17.294427,17.070989,
03/31/2011,89.544033,84.794,83.099,,1.496143,0.903091,1.098786,0.02,0.01,0.01,0.02,0.01,0.01,0.4625,0.593353,0.435288,0.61,0.61,0.734432,17.803889,17.60956,
06/30/2011,89.574698,89.118,89.074,,1.39932,0.865629,1.026607,0.14,0.12,0.12,0.14,0.12,0.12,0.463,0.595179,0.321856,0.61,0.61,0.205504,17.556286,17.351764,
09/30/2011,89.579046,89.517,89.506,,1.374433,0.883237,1.004983,0.09,0.05,0.05,0.09,0.05,0.05,0.4625,0.90109,-0.108261,0.62,0.62,0.236607,17.428161,17.12837,
12/31/2011,89.583144,89.755,89.755,,1.377049,0.831263,0.961428,0.09,0.070949,0.070949,0.09,0.07028,0.07028,0.4625,0.38614,0.109008,0.63,0.63,0.127278,17.116557,16.814558,
03/31/2012,89.613661,89.527,89.497,,1.410584,0.844531,1.019654,0.14,0.07,0.07,0.14,0.07,0.07,0.4625,0.482765,0.121278,0.55,0.55,0.302577,16.822547,16.533115,
06/30/2012,89.61043,89.54,89.489,,1.416543,0.914191,1.055258,0.06,0.07,0.07,0.06,0.07,0.07,0.4625,0.760596,0.22434,0.68,0.68,0.257001,16.486875,16.187413,
09/30/2012,90.056044,89.662,89.594,,1.290142,1.537982,0.957062,0.13,0.11,0.119182,0.13,0.11,0.119182,0.4625,2.188249,0.228687,1.81,1.81,0.237075,16.371328,15.976229,
12/31/2012,90.059139,90.307,89.669,,1.296212,0.780359,0.933656,-0.41,-0.033423,-0.033423,-0.41,-0.033423,-0.033423,0.4625,0.682075,-0.93553,0.65,0.65,0.248159,15.609354,15.137897,
03/31/2013,91.960119,90.351,90.29,,1.333237,0.799203,0.980053,0.17,0.14,0.14,0.17,0.14,0.14,0.4625,0.457216,0.098948,0.64,0.64,0.243606,15.634973,15.19575,
06/30/2013,91.914018,91.486,91.422,,1.337829,0.829724,0.978944,0.35,0.19,0.19,0.35,0.19,0.19,0.4625,0.744471,-0.114589,0.68,0.68,0.64346,16.304564,15.854894,
09/30/2013,91.958007,92.018,91.985,,1.308018,0.750024,0.905387,0.38,0.19,0.254455,0.38,0.19,0.254455,0.4625,0.99177,0.141523,0.65,0.65,0.681855,16.308161,15.882597,
12/31/2013,91.960119,92.275,92.275,,1.365538,0.821111,0.96362,0.5,0.166513,0.16686,0.5,0.16447,0.164817,0.4625,0.543593,-0.886665,0.65,0.65,0.87738,16.511005,16.023783,
03/31/2014,91.93375,92.191,92.167,,1.446071,0.885404,1.03945,0.21,0.21,0.21,0.21,0.21,0.21,0.47,0.567058,-0.795588,0.71,0.71,0.382438,16.13501,15.514694,
06/30/2014,91.939584,92.021,91.975,,1.466616,0.907616,1.073129,0.28,0.28,0.28,0.28,0.28,0.28,0.47,0.732068,0.214352,0.71,0.71,0.399567,15.889902,15.307531,
09/30/2014,92.821835,92.396,92.345,,1.446305,0.910315,1.066825,0.52,0.52,0.52,0.52,0.52,0.52,0.47,1.063555,0.139174,,0.699629,1.08496,16.377838,15.81504,
12/31/2014,93.682815,93.456,93.456,,1.456996,0.886257,1.061409,0.786616,0.786616,0.786787,0.786616,0.786616,0.786787,0.47,0.641286,-0.340856,0.78,0.78,1.214481,16.882413,16.323453,
03/31/2015,93.880309,93.907,93.842,,1.496121,0.922316,1.096844,0.27,0.27,0.259052,0.27,0.27,0.259052,0.485,0.580316,-0.048901,0.74,0.74,0.388676,16.45344,15.927632,
06/30/2015,93.934857,94.504,94.136,,1.499203,0.939067,1.099452,0.35,0.35,0.35,0.34,0.34,0.34,0.485,0.774996,0.195292,0.75,0.75,0.288647,16.56185,16.064303,
09/30/2015,93.74722,94.595,94.158,,1.508826,0.951932,1.108594,0.57,0.57,0.275877,0.57,0.57,0.275877,0.485,0.948937,0.071879,0.76,0.76,0.254728,16.576769,15.420468,
12/31/2015,96.794776,96.013,96.013,,1.522377,0.90519,1.106965,0.18,0.18,0.255351,0.18,0.18,0.251959,0.485,0.716361,0.152521,,0.664937,0.380764,17.86366,16.774965,
03/31/2016,97.227516,97.891,97.518,,1.534363,0.948215,1.115353,0.49,0.49,0.359,0.49,0.49,0.358548,0.5,0.787742,0.395107,0.86,0.86,0.279108,17.707652,16.550438,
06/30/2016,99.142586,98.218,97.657,,1.560687,0.953787,1.12121,0.36,0.36,0.35084,0.35,0.35,0.344421,0.5,0.762649,-2.67775,0.81,0.81,0.251547,18.57684,17.322838,
09/30/2016,104.147379,104.255,103.675,,1.473528,0.918698,1.07346,0.05,0.05,0.093253,0.05,0.05,0.091849,0.5,0.714116,-0.2936,,0.288052,0.392732,21.528578,20.350075,
12/31/2016,104.149383,104.971,104.971,,1.520048,0.882977,1.041411,0.53,0.53,0.303331,0.53,0.53,0.301099,0.5,0.684418,-0.160368,0.79,0.79,0.127279,21.7601,20.619133,
03/31/2017,169.727011,126.649,126.649,,1.548619,0.440059,0.579602,-0.26,-0.26,-0.2656,-0.26,-0.26,-0.2656,0.53,0.257846,-0.241621,0.27,0.27,0.217143,39.217971,35.643366,
06/30/2017,170.103,170.42,170.088,,1.536293,1.015486,1.113935,0.28,0.28,0.331628,0.28,0.28,0.327166,0.53,0.849055,0.278309,0.84,0.84,0.571806,38.901642,35.726395,
09/30/2017,169.746279,170.466,170.105,,1.541054,1.037071,1.126428,0.35,0.35,0.34999,0.35,0.35,0.349232,0.53,0.989718,0.502066,0.91,0.91,0.138695,38.854825,35.85701,
12/31/2017,170.99828,170.855,170.855,,1.549565,0.988862,1.09425,0.498311,0.498311,0.423769,0.498311,0.498311,0.423769,0.53,0.727857,-0.637131,0.94,0.94,0.265324,39.135201,36.33502,
03/31/2018,169.409,170.959,170.704,,1.620893,1.0809,1.184038,0.31,0.31,0.40292,0.31,0.31,0.40292,0.555,0.877941,0.45593,0.96,0.96,0.518886,38.748242,36.058958,
06/30/2018,169.435301,169.682,169.424,,1.660993,1.112263,1.211286,0.28,0.28,0.414705,0.28,0.28,0.41213,0.555,0.891479,0.086806,0.93,0.93,0.219264,38.528571,35.973312,
09/30/2018,169.441714,169.839,169.438,,1.642548,1.08013,1.18379,0.41,0.41,0.397485,0.41,0.41,0.396028,0.555,0.967014,0.661941,0.96,0.96,0.238224,38.432649,35.997281,
12/31/2018,167.51443,169.842,169.842,,1.67544,1.082677,1.162422,0.46,0.46,0.376844,0.46,0.46,0.372266,0.555,0.857102,0.554356,0.98,0.98,0.253901,38.193545,35.882885,
03/31/2019,167.10628,167.717,167.44,,1.709609,1.147115,1.246166,0.54,0.54,0.514925,0.54,0.54,0.514797,0.585,0.784544,0.444715,0.95,0.95,0.236251,38.003928,36.324679,
06/30/2019,167.124786,167.962,167.536,,1.646643,1.097967,1.182277,0.31,0.31,0.36844,0.31,0.31,0.36844,0.585,0.942836,0.623902,0.95,0.95,0.223569,37.701416,36.130416,
09/30/2019,167.127082,167.944,167.559,,1.684636,1.152048,1.224411,0.34,0.34,0.342894,0.34,0.34,0.342894,0.585,1.074445,-0.361353,0.99,0.99,0.283982,37.472915,35.889204,
12/31/2019,167.130644,167.892,167.892,,1.719748,1.141859,1.22468,0.24,0.24,0.452338,0.24,0.24,0.452338,0.585,0.904838,0.47798,1.0,1.0,0.676237,37.176593,35.723706,
03/31/2020,169.170648,167.908,167.908,,1.689366,0.34214,0.423762,-0.15,-0.15,-0.372543,-0.15,-0.15,-0.372543,0.595,0.748493,0.313279,0.98,0.98,4.355631,36.645967,35.293374,
06/30/2020,169.198381,169.971,169.643,,1.362349,0.769887,0.894867,0.11,0.11,0.069723,0.11,0.11,0.067534,0.595,0.540789,0.236956,0.61,0.61,3.448171,36.182279,34.909359,
09/30/2020,,,,,,,,0.188,0.188,0.207,0.188,0.188,0.207,0.598,0.53,,0.783,0.783,,,,
12/31/2020,,,,,,,,0.223,0.223,0.236,0.223,0.223,0.236,0.598,0.63,,0.808,0.808,,,,
