Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1997,,,,,2.100809,,,,,,,41.5625,7546.450071,
12/31/1997,,7970.81782,8370.198671,7683.741505,2.256047,2.256047,1.499759,,2.492812,9.516122,13.452121,47.9375,8352.005196,
03/31/1998,,8076.494239,8587.346801,7723.959069,2.338527,,1.584856,,2.540053,9.817573,13.941678,50.375,8613.280681,
06/30/1998,,8252.718189,8594.158704,7987.409437,2.110951,,1.428997,73.080267,2.358607,9.030013,12.814047,45.4375,8125.874199,
09/30/1998,40.572918,8102.700036,8558.396324,7691.040151,2.284282,,1.525238,62.737513,2.474399,9.641777,13.704337,48.6875,8694.867455,
12/31/1998,15.983607,8610.650072,8899.865074,8258.740074,2.142625,2.142625,1.557581,72.910826,2.487115,9.360153,13.386652,48.75,8708.030842,
03/31/1999,10.813492,7951.941125,8649.132511,6962.178037,1.473733,1.473733,1.105621,35.389636,2.002914,7.455662,10.779417,34.0625,6963.029391,
06/30/1999,12.601461,7355.177583,7695.835622,6926.263973,1.691561,1.691561,1.280675,,2.227004,8.336375,12.193921,38.8125,7674.975557,
09/30/1999,10.751608,7265.214847,7612.847109,6940.224949,1.431396,1.431396,1.132319,,2.139178,7.595571,11.032258,33.4375,7243.956917,
12/31/1999,10.091362,7051.049853,7298.957016,6863.904073,1.287577,1.287577,1.036629,,2.036082,7.340977,10.71027,30.375,6872.651902,
03/31/2000,9.88898,6630.489673,6914.456762,6170.390102,1.257363,1.257363,1.02218,,2.006952,7.223965,10.541166,30.0625,6822.442658,
06/30/2000,8.77193,7140.675283,7535.913368,6781.246312,1.255634,1.255634,1.000977,,2.007538,6.955696,9.943368,30.0,6977.042809,
