Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/1994,431.0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,
03/31/1995,233.0,230,,,,,,,,,,,,,-223.0,,,,-223.0,,,,,,,,,,223.0,,,,,,,,,,,,,
06/30/1995,392.0,278,,,,,,,,,,,,,-299.0,,,,-299.0,,,,,,,,,,299.0,,,,,,,,,,,,,
09/30/1995,510.0,289,,,,,,,,,,,,,-392.0,,,,-392.0,,,,,,,,,,392.0,,,,,,,,,,,,,
12/31/1995,532.0,291,,,,,,,,,,,,-525.0,-525.0,,,,-525.0,,,,,,,,,,0.0,,,,,,,,,,,,7.0,
03/31/1996,-5.0,163,,,,,,,,,,,,,-523.0,,,,-523.0,,,,,,,,,,523.0,,,,,,,,,,,,,
06/30/1996,98.0,76,,,,,,,,,,,,,-599.0,,,,-599.0,,,,,,,,,,599.0,,,,,,,,,,,,,
09/30/1996,113.0,-147,,,,,,,,,,,,,-517.0,,,,-517.0,,,,,,,,,,517.0,,,,,,,,,,,,,
12/31/1996,592.0,-29,,,,,,,,,,,,-2063.0,-2063.0,,,,-2063.0,,,,,,,,,,0.0,,,,,,,,,,,,-1471.0,
03/31/1997,278.0,129,,,,,,,,,,,,-274.0,-225.0,0.0,,,-225.0,,,0.0,0.0,0.0,,,,,-49.0,18.0,-32.0,0.0,,,,41.0,41.0,0.0,9.0,,22.0,
06/30/1997,544.0,249,,,,,,,,,,,,-628.0,-337.0,0.0,,,-337.0,,,0.0,0.0,0.0,,,,,-291.0,-302.0,-33.0,-273.0,,,,27.0,27.0,0.0,-23.0,,-959.0,
09/30/1997,547.0,1712,,,,,,,,,,,,1511.0,-352.0,0.0,,,-352.0,,,0.0,0.0,0.0,,,,,1863.0,12.0,-32.0,19.0,,,,34.0,34.0,0.0,-9.0,,2070.0,
12/31/1997,-2050.0,-285,,,,,,,,,,,,-1830.0,-324.0,0.0,,,-324.0,,,0.0,0.0,0.0,,,,,-1506.0,-372.0,-34.0,-288.0,,,,-48.0,38.0,-86.0,-2.0,,-4252.0,
03/31/1998,-45.0,11,,,,,,,,,,,,-74.0,-384.0,0.0,,,-384.0,,,0.0,0.0,0.0,,,,,310.0,-66.0,-33.0,-35.0,,,,9.0,18.0,-9.0,-7.0,,-185.0,
06/30/1998,309.0,52,,,,,,,,,,,,208.0,-314.0,0.0,,,-314.0,,,0.0,0.0,0.0,,,,,522.0,-74.0,-33.0,-7.0,,,,-43.0,45.0,-88.0,9.0,,443.0,
09/30/1998,563.0,164,,,,,,,,,,,,-683.0,-200.0,0.0,,,-200.0,,,0.0,0.0,0.0,,,,,-483.0,-73.0,-34.0,-17.0,,,,-34.0,36.0,-70.0,12.0,,-193.0,
12/31/1998,424.0,189,,,,,,,,,,,,-921.0,-133.0,0.0,,,-133.0,,,0.0,0.0,0.0,,,,,-788.0,-43.0,-33.0,-13.0,,,,11.0,97.0,-86.0,-8.0,,-540.0,
03/31/1999,234.0,263,,,,,,,,,,,,217.0,-206.0,0.0,,,-206.0,,,159.0,174.0,-15.0,,,,,264.0,-174.0,-33.0,-34.0,,,,-99.0,76.0,-175.0,-8.0,,277.0,
06/30/1999,326.0,341,,,,,,,,,,,,-759.0,-311.0,0.0,,,-311.0,,,1.0,2.0,-1.0,,,,,-449.0,-133.0,-34.0,-17.0,,,,-52.0,94.0,-146.0,-30.0,,-566.0,
09/30/1999,744.0,402,,,,,,,,,,,,-809.0,-370.0,0.0,,,-370.0,,,-25.0,33.0,-58.0,,,,,-414.0,60.0,-33.0,195.0,,,,-84.0,12.0,-96.0,-18.0,,-5.0,
03/31/2000,501.0,421,287.0,60.0,,,60.0,-267.0,,,,-267.0,,-395.0,-647.0,0.0,,,-647.0,,,11.0,54.0,-43.0,,,,,241.0,187.0,-35.0,212.0,,,,28.0,94.0,-66.0,-18.0,,293.0,
06/30/2000,737.0,1296,314.0,-1249.0,,,-1249.0,376.0,,,,376.0,,-198.0,-557.0,0.0,,,-557.0,,,1512.0,1559.0,-47.0,,,,,-1153.0,-20.0,-34.0,-18.0,,,,45.0,78.0,-33.0,-13.0,,519.0,
09/30/2000,345.0,676,360.0,-457.0,,,-457.0,-234.0,,,,-234.0,,-727.0,-585.0,0.0,,,-585.0,,,523.0,547.0,-24.0,,,,,-665.0,-273.0,-35.0,-212.0,,,,-15.0,19.0,-34.0,-11.0,,-655.0,
12/31/2000,602.0,665,415.0,-152.0,,,-152.0,-326.0,,,,-326.0,,-535.0,-973.0,0.0,,,-973.0,,,-12.0,38.0,-50.0,,,,,450.0,-313.0,-37.0,-57.0,,,,29.0,51.0,-22.0,-248.0,,-246.0,
03/31/2001,119.0,230,403.0,54.0,,,54.0,-568.0,,,,-568.0,,-440.0,-900.0,0.0,,,-900.0,,,-15.0,33.0,-48.0,,,,,475.0,-120.0,-37.0,-105.0,,,,35.0,42.0,-7.0,-13.0,,-441.0,
06/30/2001,586.0,-197,445.0,102.0,,,102.0,236.0,,,,236.0,,-172.0,-342.0,0.0,,,-342.0,,,-123.0,6.0,-129.0,,,,,293.0,-176.0,-37.0,-20.0,,,,-106.0,45.0,-151.0,-13.0,,238.0,
09/30/2001,334.0,-117,470.0,-79.0,,,-79.0,60.0,,,,60.0,,-395.0,-312.0,0.0,,,-312.0,,,46.0,63.0,-17.0,,,,,-129.0,-94.0,-37.0,-3.0,,,,-128.0,24.0,-152.0,74.0,,-155.0,
12/31/2001,780.0,-116,510.0,-127.0,,-207.0,80.0,513.0,236.0,149.0,,128.0,,-619.0,-236.0,0.0,,,-236.0,,,-537.0,11.0,-548.0,,,,,154.0,-117.0,-36.0,-4.0,,,,-13.0,72.0,-85.0,-64.0,,44.0,
03/31/2002,296.0,-38,425.0,38.0,,,38.0,-129.0,,,,-129.0,,-324.0,-120.0,0.0,,,-120.0,,,-542.0,21.0,-563.0,,,,,338.0,-90.0,-37.0,8.0,,,,-60.0,24.0,-84.0,-1.0,,-118.0,
06/30/2002,387.0,95,419.0,30.0,,,30.0,-157.0,,,,-157.0,,-104.0,-177.0,0.0,,,-177.0,,,-359.0,55.0,-414.0,,,,,432.0,-109.0,-37.0,-19.0,,,,-58.0,68.0,-126.0,5.0,,174.0,
09/30/2002,565.0,188,420.0,-60.0,,,-60.0,17.0,,,,17.0,,30.0,-269.0,0.0,,,-269.0,,,-444.0,39.0,-483.0,,,,,743.0,-118.0,-37.0,-15.0,,,,-65.0,23.0,-88.0,-1.0,,477.0,
12/31/2002,744.0,-589,425.0,714.0,,105.0,609.0,194.0,209.0,33.0,,-48.0,,-711.0,-236.0,0.0,,,-236.0,,,-447.0,,-447.0,,,,,-28.0,-48.0,-36.0,-3.0,,,,-20.0,52.0,-72.0,11.0,,-15.0,
03/31/2003,196.0,117,374.0,33.0,,,33.0,-328.0,,,,-328.0,,3.0,-132.0,0.0,,,-132.0,,,-493.0,67.0,-560.0,,,,,628.0,-59.0,-37.0,-261.0,,,,-32.0,16.0,-48.0,271.0,,140.0,
06/30/2003,378.0,121,381.0,4.0,,,4.0,-128.0,,,,-128.0,,-264.0,-162.0,0.0,,,-162.0,,,-583.0,301.0,-884.0,,,,,481.0,-184.0,-37.0,-129.0,,,,-14.0,47.0,-61.0,-4.0,,-70.0,
09/30/2003,510.0,447,382.0,-354.0,,,-354.0,35.0,,,,35.0,,-466.0,-233.0,0.0,,,-233.0,,,-311.0,0.0,-311.0,,,,,78.0,-120.0,-37.0,-33.0,,,,-43.0,17.0,-60.0,-7.0,,-76.0,
12/31/2003,1067.0,512,390.0,-13.0,,174.0,-187.0,178.0,85.0,11.0,,82.0,,-115.0,-272.0,0.0,,,-272.0,,,-355.0,90.0,-445.0,,,,,512.0,-77.0,-36.0,-3.0,,,,-38.0,77.0,-115.0,0.0,,875.0,
03/31/2004,393.0,367,367.0,-19.0,,-17.0,-2.0,-322.0,-227.0,-164.0,,69.0,,-427.0,-401.0,0.0,,,-401.0,,,-449.0,44.0,-493.0,,,,,423.0,-169.0,-37.0,-1.0,,,,-130.0,42.0,-172.0,-1.0,,-203.0,
06/30/2004,506.0,441,382.0,59.0,,85.0,-26.0,-376.0,-254.0,-137.0,,15.0,,-393.0,-356.0,0.0,,,-356.0,,,-382.0,51.0,-433.0,,,,,345.0,-105.0,-37.0,-28.0,,,,-44.0,69.0,-113.0,4.0,,8.0,
09/30/2004,942.0,563,394.0,82.0,,41.0,41.0,-97.0,-37.0,-71.0,,11.0,,-359.0,-330.0,0.0,,,-330.0,,,-664.0,6.0,-670.0,,,,,635.0,-532.0,-36.0,-405.0,,,,-93.0,5.0,-98.0,2.0,,51.0,
03/31/2005,524.0,411,385.0,-289.0,,-37.0,-252.0,17.0,7.0,6.0,,4.0,,148.0,-225.0,42.0,,,-267.0,,,0.0,0.0,0.0,,,,,373.0,-1484.0,-43.0,0.0,,,,-1436.0,57.0,-1493.0,-5.0,,-812.0,
06/30/2005,826.0,628,338.0,-256.0,,-174.0,-82.0,116.0,-220.0,40.0,,296.0,,669.0,-247.0,0.0,,,-247.0,,,0.0,0.0,0.0,,,,,916.0,-1218.0,-41.0,-10.0,,,,-1176.0,116.0,-1292.0,9.0,,277.0,
09/30/2005,1514.0,631,344.0,300.0,,110.0,190.0,239.0,-19.0,42.0,,216.0,,-1364.0,-440.0,0.0,,,-440.0,,,0.0,0.0,0.0,,,,,-924.0,-337.0,-41.0,0.0,,,,-294.0,202.0,-496.0,-2.0,,-187.0,
12/31/2005,908.0,654,496.0,-505.0,,-93.0,-412.0,262.0,111.0,-113.0,,264.0,,-1140.0,-314.0,0.0,,,-314.0,,,-3582.0,0.0,-3582.0,,,,,2756.0,-495.0,-48.0,274.0,,,,-725.0,145.0,-870.0,4.0,,-727.0,
03/31/2006,557.0,585,316.0,-77.0,,-36.0,-41.0,-267.0,-144.0,-57.0,,-66.0,,599.0,-404.0,4.0,,,-408.0,,,0.0,0.0,0.0,,,,,1003.0,-1648.0,-48.0,-311.0,,,,-1291.0,149.0,-1440.0,2.0,,-492.0,
06/30/2006,639.0,2387,311.0,-1653.0,,-41.0,-1612.0,-406.0,-138.0,-89.0,,-179.0,,1479.0,2608.0,2982.0,,,-374.0,,,,,,,,,,-1129.0,-1162.0,-47.0,-275.0,,,,-843.0,194.0,-1037.0,3.0,,956.0,
09/30/2006,419.0,701,307.0,15.0,,-46.0,61.0,-604.0,-149.0,-156.0,,-299.0,,968.0,-276.0,0.0,,,-276.0,,,,,,,,,,1244.0,-1635.0,-46.0,0.0,,,,-1585.0,110.0,-1695.0,-4.0,,-248.0,
12/31/2006,889.0,668,177.0,228.0,,-77.0,305.0,-184.0,315.0,54.0,,-553.0,,29.0,-200.0,14.0,,,-214.0,,,-40.0,0.0,-40.0,,,,,269.0,-1122.0,-58.0,0.0,,,,-1065.0,65.0,-1130.0,1.0,,-204.0,
03/31/2007,554.0,516,291.0,-52.0,,-3.0,-49.0,-201.0,17.0,28.0,,-246.0,,-44.0,-179.0,0.0,,,-179.0,,,-3.0,2.0,-5.0,,,,,138.0,-728.0,-58.0,0.0,,,,-669.0,188.0,-857.0,-1.0,,-218.0,
06/30/2007,898.0,610,245.0,72.0,,-3.0,75.0,-29.0,-144.0,-15.0,,130.0,,-127.0,-174.0,0.0,,,-174.0,,,-3.0,3.0,-6.0,,,,,50.0,-470.0,-115.0,-43.0,,,,-312.0,430.0,-742.0,0.0,,301.0,
09/30/2007,1531.0,776,272.0,110.0,,36.0,74.0,373.0,-117.0,-34.0,,524.0,,-648.0,-91.0,61.0,,,-152.0,,,-11.0,4.0,-15.0,,,,,-546.0,-1342.0,-114.0,0.0,,,,-1227.0,182.0,-1409.0,-1.0,,-459.0,
12/31/2007,4406.0,2657,1070.0,366.0,280.0,34.0,52.0,313.0,40.0,11.0,,262.0,,215.0,-625.0,61.0,,,-686.0,,,-19.0,11.0,-30.0,,,,,859.0,-4476.0,-425.0,-43.0,,,,-4009.0,877.0,-4886.0,1.0,,145.0,
03/31/2008,649.0,662,251.0,-133.0,54.0,-74.0,-113.0,-131.0,89.0,-160.0,,-60.0,,391.0,-219.0,0.0,,,-219.0,,,14.0,16.0,-2.0,,,,,596.0,-918.0,-133.0,0.0,,,,-785.0,89.0,-874.0,0.0,,122.0,
06/30/2008,529.0,588,255.0,-53.0,,-7.0,-46.0,-261.0,-149.0,-73.0,,-39.0,,-181.0,-270.0,0.0,,,-270.0,,,-3.0,0.0,-3.0,,,,,92.0,-481.0,-132.0,0.0,,,,-341.0,92.0,-433.0,-8.0,,-133.0,
09/30/2008,1051.0,563,260.0,184.0,121.0,-78.0,141.0,44.0,36.0,76.0,,-68.0,,-119.0,-197.0,0.0,,,-197.0,,,29.0,32.0,-3.0,,,,,49.0,-525.0,-131.0,0.0,,,,-398.0,31.0,-429.0,4.0,,407.0,
12/31/2008,1101.0,107,293.0,-45.0,38.0,-23.0,-60.0,746.0,889.0,200.0,,-343.0,,-1273.0,-77.0,0.0,,,-77.0,,,6.0,7.0,-1.0,,,,,-1202.0,-506.0,-141.0,0.0,,,,-369.0,17.0,-386.0,4.0,,-678.0,
03/31/2009,251.0,17,240.0,-5.0,50.0,3.0,-58.0,-1.0,-218.0,279.0,,-62.0,0.0,363.0,-43.0,0.0,0.0,0.0,-43.0,-43.0,0.0,1.0,3.0,-2.0,-104.0,0.0,-104.0,0.0,509.0,-224.0,-141.0,0.0,0.0,0.0,0.0,-83.0,18.0,-101.0,0.0,0.0,390.0,
06/30/2009,557.0,260,233.0,83.0,47.0,6.0,30.0,-19.0,-116.0,37.0,,60.0,0.0,143.0,-47.0,0.0,0.0,0.0,-47.0,-47.0,0.0,40.0,43.0,-3.0,-51.0,0.0,-51.0,0.0,201.0,-371.0,-139.0,0.0,0.0,0.0,0.0,-232.0,19.0,-251.0,0.0,0.0,329.0,
09/30/2009,834.0,538,229.0,99.0,46.0,71.0,-18.0,-32.0,-186.0,-53.0,,207.0,0.0,-950.0,-226.0,0.0,0.0,0.0,-226.0,-226.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,-740.0,-355.0,-138.0,0.0,0.0,0.0,0.0,-217.0,34.0,-251.0,0.0,0.0,-471.0,
12/31/2009,1000.0,655,224.0,84.0,44.0,66.0,-26.0,37.0,156.0,-86.0,,-33.0,0.0,-651.0,-436.0,0.0,0.0,0.0,-436.0,-436.0,0.0,-2.0,2.0,-4.0,0.0,0.0,0.0,0.0,-213.0,-461.0,-149.0,0.0,0.0,0.0,0.0,-312.0,39.0,-351.0,0.0,0.0,-112.0,
03/31/2010,710.0,658,224.0,62.0,47.0,-11.0,26.0,-234.0,-251.0,-74.0,,91.0,0.0,-51.0,-219.0,0.0,0.0,0.0,-219.0,-219.0,0.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,169.0,-624.0,-149.0,0.0,0.0,0.0,0.0,-475.0,29.0,-504.0,0.0,0.0,35.0,
06/30/2010,562.0,769,228.0,56.0,49.0,-7.0,14.0,-491.0,-188.0,-73.0,,-230.0,0.0,204.0,-283.0,0.0,0.0,0.0,-283.0,-283.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,420.0,-845.0,-147.0,0.0,0.0,0.0,0.0,-698.0,52.0,-750.0,0.0,0.0,-79.0,
09/30/2010,1318.0,859,224.0,39.0,48.0,-27.0,18.0,196.0,-29.0,-66.0,,291.0,0.0,-662.0,-396.0,0.0,0.0,0.0,-396.0,-396.0,0.0,19.0,23.0,-4.0,-59.0,0.0,-59.0,0.0,-226.0,-701.0,-143.0,0.0,,0.0,,-558.0,42.0,-600.0,0.0,0.0,-45.0,
12/31/2010,1230.0,942,236.0,-314.0,47.0,-175.0,-186.0,366.0,237.0,-91.0,,220.0,0.0,-548.0,-301.0,0.0,0.0,0.0,-301.0,-301.0,0.0,54.0,56.0,-2.0,8.0,148.0,-140.0,0.0,-309.0,-456.0,-153.0,0.0,0.0,0.0,0.0,-303.0,297.0,-600.0,0.0,0.0,226.0,
03/31/2011,516.0,666,231.0,57.0,57.0,31.0,-31.0,-438.0,-44.0,-158.0,,-236.0,0.0,63.0,-194.0,0.0,0.0,0.0,-194.0,-194.0,0.0,18.0,19.0,-1.0,0.0,0.0,0.0,0.0,239.0,-555.0,-153.0,0.0,0.0,0.0,0.0,-402.0,369.0,-771.0,0.0,0.0,24.0,
06/30/2011,629.0,672,226.0,22.0,54.0,-46.0,14.0,-291.0,-102.0,-84.0,,-105.0,0.0,-542.0,-276.0,0.0,0.0,0.0,-276.0,-276.0,0.0,43.0,45.0,-2.0,0.0,0.0,0.0,0.0,-309.0,3071.0,-150.0,3497.0,0.0,3497.0,0.0,-264.0,188.0,-452.0,-12.0,0.0,3158.0,
09/30/2011,1140.0,601,225.0,101.0,92.0,6.0,3.0,213.0,22.0,22.0,,169.0,0.0,-4696.0,-193.0,0.0,0.0,0.0,-193.0,-193.0,0.0,10.0,11.0,-1.0,-5390.0,0.0,-5390.0,0.0,877.0,636.0,-148.0,1200.0,1200.0,0.0,0.0,-416.0,34.0,-450.0,0.0,0.0,-2920.0,
12/31/2011,970.0,298,333.0,-20.0,66.0,-110.0,24.0,359.0,236.0,203.0,0.0,-80.0,0.0,-996.0,-152.0,0.0,0.0,0.0,-152.0,-152.0,0.0,80.0,82.0,-2.0,-35.0,0.0,-35.0,0.0,-889.0,-563.0,-193.0,-200.0,0.0,0.0,-200.0,-170.0,130.0,-300.0,0.0,0.0,-589.0,
03/31/2012,449.0,265,329.0,65.0,69.0,-4.0,0.0,-210.0,63.0,-91.0,,-182.0,0.0,270.0,-103.0,0.0,0.0,0.0,-103.0,-103.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,371.0,-518.0,-195.0,-300.0,-300.0,0.0,0.0,-23.0,277.0,-300.0,0.0,0.0,201.0,
06/30/2012,675.0,446,327.0,140.0,64.0,21.0,55.0,-238.0,-151.0,-32.0,,-55.0,0.0,321.0,-146.0,0.0,0.0,0.0,-146.0,-146.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,438.0,-997.0,-195.0,-575.0,-575.0,0.0,0.0,-227.0,73.0,-300.0,0.0,0.0,-1.0,
09/30/2012,1204.0,784,327.0,41.0,66.0,119.0,-144.0,52.0,18.0,37.0,,-3.0,0.0,-1440.0,-149.0,0.0,0.0,0.0,-149.0,-149.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,-1311.0,254.0,-194.0,992.0,0.0,1492.0,-500.0,-534.0,66.0,-600.0,-10.0,0.0,18.0,
12/31/2012,1085.0,264,317.0,13.0,64.0,-72.0,21.0,491.0,381.0,91.0,,19.0,0.0,-189.0,-96.0,0.0,0.0,0.0,-96.0,-96.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,-102.0,-690.0,-235.0,0.0,0.0,0.0,0.0,-455.0,145.0,-600.0,0.0,0.0,206.0,
03/31/2013,360.0,362,313.0,130.0,75.0,26.0,29.0,-445.0,-112.0,57.0,,-390.0,0.0,22.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,-405.0,-232.0,0.0,0.0,0.0,0.0,-173.0,506.0,-679.0,0.0,0.0,-23.0,
06/30/2013,674.0,660,306.0,50.0,75.0,-40.0,15.0,-342.0,-160.0,-20.0,,-162.0,0.0,310.0,-97.0,0.0,0.0,0.0,-97.0,-97.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,-1197.0,-309.0,-514.0,0.0,986.0,-1500.0,-367.0,354.0,-721.0,-7.0,0.0,-213.0,
09/30/2013,1151.0,629,300.0,98.0,71.0,12.0,15.0,124.0,-30.0,-6.0,,160.0,0.0,-212.0,-124.0,0.0,0.0,0.0,-124.0,-124.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-91.0,-684.0,-308.0,0.0,0.0,0.0,0.0,-376.0,358.0,-734.0,0.0,0.0,255.0,
12/31/2013,1199.0,511,295.0,54.0,66.0,52.0,-64.0,339.0,318.0,-5.0,0.0,26.0,0.0,-123.0,-107.0,0.0,0.0,0.0,-107.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-884.0,-326.0,0.0,0.0,0.0,0.0,-558.0,176.0,-734.0,0.0,0.0,192.0,
03/31/2014,462.0,487,310.0,52.0,78.0,0.0,-26.0,-387.0,-149.0,17.0,,-255.0,0.0,-305.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-228.0,-219.0,-325.0,498.0,0.0,498.0,0.0,-388.0,332.0,-720.0,-4.0,0.0,-62.0,
06/30/2014,775.0,683,307.0,40.0,77.0,-57.0,20.0,-255.0,-165.0,-30.0,,-60.0,0.0,802.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,-1926.0,-323.0,-1000.0,0.0,0.0,-1000.0,-603.0,140.0,-743.0,0.0,0.0,-349.0,
09/30/2014,1383.0,826,308.0,30.0,62.0,-27.0,-5.0,219.0,42.0,-7.0,,184.0,0.0,-383.0,-103.0,0.0,0.0,0.0,-103.0,-103.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,-286.0,-910.0,-319.0,0.0,,,0.0,-591.0,79.0,-670.0,0.0,0.0,90.0,
12/31/2014,1272.0,825,305.0,-109.0,60.0,23.0,-192.0,251.0,223.0,-33.0,0.0,61.0,0.0,-491.0,-125.0,0.0,,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-366.0,-888.0,-356.0,0.0,0.0,,0.0,-533.0,165.0,-698.0,1.0,0.0,-107.0,
03/31/2015,609.0,656,296.0,72.0,78.0,1.0,-7.0,-415.0,-154.0,-60.0,,-201.0,0.0,158.0,-123.0,0.0,0.0,0.0,-123.0,-123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,-724.0,-356.0,0.0,0.0,0.0,0.0,-368.0,302.0,-670.0,0.0,0.0,43.0,
06/30/2015,820.0,696,291.0,53.0,84.0,-57.0,26.0,-220.0,-40.0,-41.0,,-139.0,0.0,-174.0,-125.0,0.0,0.0,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,-704.0,-354.0,248.0,0.0,498.0,-250.0,-595.0,59.0,-654.0,-3.0,0.0,-58.0,
09/30/2015,1409.0,798,285.0,36.0,66.0,-50.0,20.0,290.0,-47.0,114.0,,223.0,0.0,389.0,-139.0,0.0,0.0,0.0,-139.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,-1849.0,-348.0,-750.0,0.0,0.0,-750.0,-751.0,39.0,-790.0,0.0,0.0,-51.0,
12/31/2015,1446.0,836,261.0,-91.0,58.0,51.0,-200.0,440.0,318.0,80.0,,42.0,0.0,-675.0,-64.0,100.0,100.0,0.0,-164.0,-164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-611.0,-904.0,-386.0,0.0,0.0,0.0,0.0,-518.0,109.0,-627.0,0.0,0.0,-133.0,
03/31/2016,653.0,711,249.0,96.0,72.0,24.0,0.0,-403.0,-100.0,-114.0,,-189.0,0.0,573.0,-124.0,0.0,0.0,0.0,-124.0,-124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,-945.0,-383.0,0.0,0.0,0.0,0.0,-562.0,68.0,-630.0,0.0,0.0,281.0,
