Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,420.022003,,-214.764008,,205.257996,,-154.591995,,,,,50.666,-21.738,,12.469,,,,9.269,28.928,-12.439,,,16.489,0.0,,,16.489,0.0,16.489,0.0,,16.489,16.489,,390.391998,0.0425,0.0425,,390.391998,0.0425,0.0425,0.0425,
06/30/1990,457.769989,,-232.302994,,225.466995,,-161.699997,,,,,63.766998,1.500999,,13.383,,,,-14.884,65.267998,-28.065001,,,37.202999,0.0,,,37.202997,0.0,37.202999,0.0,,37.202999,37.202999,,390.328003,0.095,0.095,,390.328003,0.095,0.095,0.095,
09/30/1990,502.785004,,-249.776001,,253.009003,,-163.432999,,,,,89.575996,28.589,,14.994,,,,-43.583,118.164996,-50.811001,,,67.353996,0.0,,,67.353995,0.0,67.353996,0.0,,67.353996,67.353996,,390.424011,0.1725,0.1725,,390.424011,0.1725,0.1725,0.1725,
12/31/1990,558.060974,,-243.815994,,314.24498,,-193.100998,,,,,121.143997,-30.917999,,14.781,,,,16.136999,90.225998,-38.797001,,,51.429001,0.0,,,51.428997,0.0,51.429001,0.0,,51.429001,51.429001,,390.488008,0.13125,0.13125,0.13125,390.488008,0.13125,0.13125,0.13125,
03/31/1991,428.450989,,-220.205994,,208.244995,,-159.934998,,,,,48.310001,-26.114,,12.954,,,,13.16,22.196001,-9.478,,,12.718,0.0,,,12.718001,0.0,12.718,0.0,,12.718,12.718,,390.528015,0.0325,0.0325,,390.528015,0.0325,0.0325,0.0325,
06/30/1991,456.923004,,-231.423004,,225.5,,-167.268997,,,,,58.230999,2.63,,11.703,,,,-14.333,60.860999,-25.987,,,34.874001,0.0,,,34.874,0.0,34.874001,0.0,,34.874001,34.874001,,390.824005,0.08875,0.08875,,390.824005,0.08875,0.08875,0.08875,
09/30/1991,489.519989,,-255.789993,,233.729996,,-165.580002,,,,,68.150002,27.939,,11.824,,,,-39.763,96.089002,-41.029999,,,55.058998,0.0,,,55.059003,0.0,55.058998,0.0,,55.058998,55.058998,,390.447998,0.14125,0.14125,,390.447998,0.14125,0.14125,0.14125,
12/31/1991,568.117981,,-271.005005,,297.112976,,-202.229996,,,,,94.883003,-15.722,,10.506,,,,5.216,79.161003,-33.801998,,,45.359001,0.0,,,45.359005,0.0,45.359001,0.0,,45.359001,45.359001,,390.368008,0.11625,0.11625,0.11625,390.368008,0.11625,0.11625,0.11625,
03/31/1992,454.808014,,-238.194,,216.614014,,-170.962997,,,,,45.651001,-24.072,,10.125,,,,13.947,21.579001,-9.214,,,12.365,124.587006,,,-112.222004,0.0,-112.222,0.0,,-112.222,-112.222,,390.936005,-0.2875,0.03125,,390.936005,-0.2875,0.03125,0.03125,
06/30/1992,484.274994,,-245.897003,,238.377991,,-174.0,,,,,64.377998,-0.164001,,9.208,,,,-9.044,64.213998,-27.42,,,36.793999,0.0,,,36.793998,0.0,36.793999,0.0,,36.793999,36.793999,,391.191986,0.09375,0.09375,,391.191986,0.09375,0.09375,0.09375,
09/30/1992,532.723999,,-272.306,,260.417999,,-183.787003,,,,,76.630997,26.866001,,9.459,,,,-36.325001,103.496998,-44.193001,,,59.304001,0.0,,,59.303997,0.0,59.304001,0.0,,59.304001,59.304001,,391.0,0.1525,0.1525,,391.0,0.1525,0.1525,0.1525,
12/31/1992,578.684021,,-282.674011,,296.01001,,-198.563995,,,,,97.445999,-19.449,,8.765,,,,10.684,77.996999,-33.305,,,44.692001,0.0,,,44.691999,0.0,44.692001,-0.001937,,44.690064,44.690064,,391.287992,0.11375,0.11375,0.11375,391.287992,0.11375,0.11375,0.11375,
03/31/1993,466.946991,,-245.520004,,221.426987,,-169.268997,,,,,52.158001,-25.544,,8.199,,,,17.344999,26.614001,-11.364,,,15.25,0.0,,,15.250001,0.0,15.25,0.0,,15.25,15.25,,392.503998,0.03875,0.03875,,392.503998,0.03875,0.03875,0.03875,
06/30/1993,490.907013,,-248.563004,,242.344009,,-177.531998,,,,,64.811996,6.936,,7.812,,,,-14.748,71.747997,-28.570999,,,43.176998,0.0,,,43.176998,0.0,43.176998,0.0,,43.176998,43.176998,,391.864014,0.11,0.11,,391.864014,0.11,0.11,0.11,
09/30/1993,554.968994,,-284.837006,,270.131989,,-180.406006,,,,,89.725998,-198.530005,,7.941,,,,190.589005,-108.804007,16.936001,,,-91.867996,0.0,,,-91.868006,0.0,-91.867996,0.0,,-91.867996,-91.867996,,393.056,-0.23375,-0.23375,,393.056,-0.23375,-0.23375,-0.23375,
12/31/1993,682.630005,,-349.661011,,332.968994,,-246.953003,,,,,86.015999,-9.295,,12.39,,,,-3.095,76.720999,-31.839001,,,44.882,0.0,,,44.881998,0.0,44.882,0.0,,44.882,44.882,,394.728,0.11375,0.11375,0.11375,394.728,0.11375,0.11375,0.11375,
03/31/1994,559.773987,,-295.854004,,263.919983,,-230.341003,,,,,33.578999,-8.125,,11.348,,,,-3.223,25.453999,-10.487,,,14.967,0.0,,,14.966999,0.0,14.967,0.0,,14.967,14.967,,395.559998,0.0375,0.0375,,395.559998,0.0375,0.0375,0.0375,
06/30/1994,648.278992,,-321.643005,,326.635986,,-237.647003,,,,,88.988998,-7.287,,12.698,,,,-5.411,81.701998,-33.660999,,,48.041,0.0,,,48.040999,0.0,48.041,0.0,,48.041,48.041,,395.536011,0.12125,0.12125,,395.536011,0.12125,0.12125,0.12125,
09/30/1994,855.517029,,-430.420013,,425.097015,,-263.536987,,,,,161.559998,-8.222,,14.224,,,,-6.002,153.337997,-63.175999,,,90.162003,0.0,,,90.161999,0.0,90.162003,0.0,,90.162003,90.162003,,396.29599,0.2275,0.2275,,396.29599,0.2275,0.2275,0.2275,
12/31/1994,697.299011,,-200.389008,,496.910003,,-405.378998,,,,,91.530998,-6.585,,13.476,,,,-6.891,84.945998,-34.997002,,,49.949001,0.0,,,49.948996,0.0,49.949001,0.0,,49.949001,49.949001,,397.088016,0.12625,0.12625,0.12625,397.088016,0.12625,0.12625,0.12625,
03/31/1995,568.547974,,-281.299988,,287.247986,,-256.100006,,,,,31.148001,-7.421,,12.79,,,,-5.369,23.727001,-9.776,,,13.951,0.0,,,13.951001,0.0,13.951,0.0,,13.951,13.951,,397.432007,0.035,0.035,0.035,397.432007,0.035,0.035,0.035,
06/30/1995,712.781982,,-324.338989,,388.442993,,-287.686005,,,,,100.757004,-10.893,,16.289,,,,-5.396,89.864004,-37.022999,,,52.841,0.0,,,52.841005,0.0,52.841,0.0,,52.841,52.841,,398.640015,0.1325,0.1325,0.1325,398.640015,0.1325,0.1325,0.1325,
09/30/1995,904.351013,,-365.511993,,538.83902,,-346.022003,,,,,192.817001,-12.847,,16.32,,,,-3.473,179.970002,-74.148003,,,105.821999,0.0,,,105.821999,0.0,105.821999,0.0,,105.821999,105.821999,,395.600006,0.2675,0.2675,0.2675,399.839996,0.265,0.265,0.265,
12/31/1995,749.60199,,-369.196991,,380.404999,,-302.475006,,,,,77.93,14.779999,,13.367,,,,-28.146999,92.709999,-38.196999,,,54.513,0.0,,,54.513,0.0,54.513,0.0,,54.513,54.513,,396.455992,0.1375,0.1375,0.1375,401.056,0.1375,0.1375,0.1375,
03/31/1996,583.851013,,-293.188995,,290.662018,,-257.226013,,,,,33.436001,-6.177,,11.419,,,,-5.242,27.259001,-11.067,,,16.191999,0.0,,,16.192001,0.0,16.191999,0.0,,16.191999,16.191999,,402.824005,0.04,0.04,0.04,402.824005,0.04,0.04,0.04,
06/30/1996,710.934021,,-327.075989,,383.858032,,-279.93399,,,,,103.924004,-7.684,,12.412,,,,-4.728,96.240004,-39.074001,,,57.166,0.0,,,57.166003,0.0,57.166,0.0,,57.166,57.166,,401.164001,0.1425,0.1425,0.1425,401.243988,0.14,0.14,0.14,
09/30/1996,949.008972,,-397.774994,,551.233978,,-350.233002,,,,,201.001007,-8.228,,13.075,,,,-4.847,192.773007,-78.264999,,,114.508003,0.0,,,114.508008,0.0,114.508003,0.0,,114.508003,114.508003,,394.855988,0.29,0.29,0.29,397.90799,0.2875,0.2875,0.2875,
12/31/1996,830.903015,,-426.988007,,403.915008,,-319.268005,,,,,84.647003,413.888,,10.75,,,,-424.638,498.535003,-190.667999,,,307.867004,0.0,,,307.867004,0.0,307.867004,0.0,,307.867004,307.867004,,397.247984,0.775,0.775,0.16,399.303984,0.77,0.77,0.155,
03/31/1997,652.934998,,-325.596008,,327.338989,,-294.604004,,,,,32.735001,-7.758,,11.384,,,,-3.626,24.977001,-9.991,,,14.986,0.0,,,14.986001,0.0,14.986,0.0,,14.986,14.986,,397.171997,0.035,0.035,0.035,399.588013,0.035,0.035,0.035,
06/30/1997,836.651978,,-371.484009,,465.167969,,-347.406006,,,,,117.762001,-9.169,,14.234,,,,-5.065,108.593001,-43.437,,,65.155998,0.0,,,65.156001,0.0,65.155998,0.0,,65.155998,65.155998,,397.59201,0.165,0.165,0.165,400.428009,0.165,0.165,0.165,
