Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,Pretax Income (Loss),Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,0.0,,22.83,22.83,,,,,,
06/30/1990,,,0.0,,64.718999,64.718999,,,,,,
09/30/1990,,,0.0,,37.867001,37.867001,,,,,,
12/31/1990,,,0.0,,56.909001,56.909001,,,,,,
03/31/1991,,,0.0,,39.348999,39.348999,,,,,,
06/30/1991,,,0.0,,78.417,78.417,,,,,,
09/30/1991,,,0.0,,74.632004,74.632004,,,,,,
12/31/1991,,,0.0,,16.01,16.01,,,,,,
03/31/1992,,,0.0,,100.416,100.416,,,,,,
06/30/1992,,,0.0,,68.845001,68.845001,,,,,,
09/30/1992,,,0.0,,113.630997,113.630997,,,,,,
12/31/1992,,,0.0,,76.278999,76.278999,,,,,,
03/31/1993,,,0.0,,-27.421,-27.421,,,,,,
06/30/1993,,,0.0,,127.216003,127.216003,,,,,,
09/30/1993,,,0.0,,187.509003,187.509003,,,,,,
12/31/1993,,,0.0,,31.548,31.548,,,,,,
03/31/1994,,,0.0,,150.985001,150.985001,,,,,,
06/30/1994,,,0.0,,46.801998,46.801998,,,,,,
09/30/1994,,,0.0,,58.382,58.382,,,,,,
01/01/1995,,,0.0,,93.728996,93.728996,,,,,,
03/31/1995,,,0.0,,134.813004,134.813004,,,,,,
06/30/1995,,,0.0,,117.912003,117.912003,,,,,,
09/30/1995,,,0.0,,154.324997,154.324997,,,,,,
12/31/1995,,,0.0,,75.136002,75.136002,,,,,,
03/31/1996,,,0.0,,140.024002,140.024002,,,,,,
06/30/1996,,,0.0,,111.443001,111.443001,,,,,,
09/30/1996,,,0.0,,119.309998,119.309998,,,,,,
12/31/1996,,,0.0,,142.780975,142.780975,,,,,,
03/31/1997,,,0.0,,131.322,131.322,,,,,,
06/30/1997,,,0.0,,-7.861,-7.861,,,,,,
09/30/1997,,,0.0,,171.217998,171.217998,,,,,,
12/31/1997,,,0.0,,639.127015,639.127015,,,,,,
03/31/1998,,,128.100006,,122.017,122.017,,,,,,
06/30/1998,,,132.199997,,148.628,148.628,,,,,,
09/30/1998,,,130.699997,,113.422997,113.422997,,,,,,
12/31/1998,,,139.399994,,125.582003,125.582003,,,,,,
03/31/1999,,,155.699997,,145.038,145.038,,,,,,
06/30/1999,,,151.800003,,148.327,148.327,,,,,,
09/30/1999,,,131.399994,,132.296,132.296,,,,,,
12/31/1999,,,36.599998,,34.604,34.604,,,,,,
03/31/2000,,,170.600006,,170.199,170.199,,,,,,
06/30/2000,,,173.0,,163.587,163.587,,,,,,
09/30/2000,,,190.699997,,138.605,138.605,,32.922732362822,,,,
12/31/2000,,,184.800003,,148.926,148.926,,26.3858093126386,,,,
03/31/2001,,,178.600006,,160.185,160.185,,3.02351623740202,,,,
06/30/2001,,,168.100006,,141.699,141.699,,0.0,,,,
09/30/2001,,,143.199997,,119.034,119.034,,-1.20160213618158,,,,
12/31/2001,,,199.100006,,169.201,169.201,,18.3908045977012,,,,
03/31/2002,,,162.0,,85.59,85.59,,-6.66666666666667,,,,
06/30/2002,,,127.099998,,48.533,48.533,,-22.3638470451912,,,,
09/30/2002,,,73.0,,-136.405,-136.405,,-30.5555555555555,,,,
12/31/2002,,,112.199997,,51.027,51.027,,-3.22580645161291,,,,
03/31/2003,,,104.800003,,41.575,41.575,,-7.23270440251573,,,,
06/30/2003,,,153.300003,,142.686,142.686,,0.820633059788981,,,,
09/30/2003,,,156.0,,133.297,133.297,,9.70996216897856,,,,
12/31/2003,,,178.699997,,194.321,194.321,,163.44676180022,,,,
03/31/2004,,,175.300003,,130.444,130.444,,7.06401766004414,,,,
06/30/2004,,,181.399994,,186.976,186.976,,7.9913606911447,,,,
09/30/2004,,,178.199997,,199.663,199.663,,6.26992561105208,,,,
12/31/2004,,,189.899994,,189.858,189.858,,9.18367346938776,,,,
03/31/2005,,,172.5,,178.988,178.988,,-2.0,,,,
06/30/2005,,,218.600006,,197.976,197.976,,26.5182186234818,,,,
09/30/2005,,193.0,228.199997,,228.964,228.964,,24.1642788920726,,,18.2383404145078,
12/31/2005,,184.0,232.300003,,225.31,225.31,,20.4044117647059,,,26.2500016304348,
03/31/2006,,194.0,221.800003,,221.0,221.0,,14.3641354071363,,,14.3298984536082,
06/30/2006,,327.5,351.399994,8.17477420892934,349.0,349.0,,8.96309314586996,,,7.29770809160305,
09/30/2006,,330.0,371.100006,26.4138193138501,364.0,364.0,,10.82910321489,,,12.4545472727273,
12/31/2006,,346.0,375.200012,4.19989816756492,382.0,382.0,,8.41423948220065,,,8.4393098265896,
03/31/2007,,348.333,379.100006,3.85274493813131,396.0,396.0,,6.00155884645364,,,8.83264175372416,
06/30/2007,,370.0,386.700012,1.7186358203415,376.0,376.0,,4.83271375464684,,,4.51351675675676,
09/30/2007,,374.0,352.899994,-1.08840385182999,330.0,330.0,,-6.04515659140568,,,-5.6417128342246,
12/31/2007,,364.75,312.0,-5.67540176632403,112.5,112.5,,-14.6431199411332,,,-14.4619602467443,
03/31/2008,,347.6,333.0,-6.96645779579801,289.0,289.0,,-1.99081163859112,,,-4.20023014959724,
