Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/27/1989,397.600006,,-315.200012,,82.399994,,-117.400002,,,,-35.0,8.6,,,,0.0,-8.6,-26.4,3.5,-22.9,-1.0,,,-21.9,0.0,-21.9,-2.5,,-24.4,-24.4,,205.0,-0.12,-0.125,,205.0,-0.12,-0.125,-0.125,
11/26/1989,416.799988,,-308.200012,,108.599976,,-112.599998,,,,-4.0,5.2,,,,0.0,-5.2,1.2,0.0,1.2,-1.2,,,2.4,0.0,2.4,-2.5,,-0.1,-0.1,,205.0,0.0,-0.005,,205.0,,-0.005,-0.005,
02/25/1990,404.299988,,-301.700012,,102.599976,,-119.699997,,,,-17.1,6.5,,,,0.0,-6.5,-10.6,0.0,-10.6,-0.4,,,-10.2,0.0,-10.2,-2.5,,-12.7,-12.7,,205.399994,-0.06,-0.06,,205.399994,-0.06,-0.06,-0.06,
05/27/1990,456.299988,,-326.0,,130.299988,,-127.0,,,,3.3,0.1,,,,0.0,-0.1,3.4,-0.4,3.0,-1.7,,,4.7,0.0,4.7,-2.5,,2.2,2.2,,206.376998,0.01,0.0,0.0,206.376998,0.01,0.0,0.0,
08/26/1990,442.700012,,-340.700012,,102.0,,-124.300003,,,,-22.299999,-142.899994,,,,0.0,142.899994,-165.199993,-0.3,-165.5,0.0,,,-165.499993,0.0,-165.5,-2.5,,-168.0,-168.0,,206.399994,-0.815,-0.815,,206.399994,-0.815,-0.815,-0.815,
11/25/1990,427.399994,,-319.5,,107.899994,,-107.099998,,,,0.8,3.2,,,,0.0,-3.2,4.0,-0.5,3.5,0.0,,,3.5,0.0,3.5,-2.5,,1.0,1.0,,206.600006,0.005,0.005,,206.600006,0.005,0.005,0.005,
02/24/1991,386.799988,,-300.5,,86.299988,,-102.300003,,,,-16.0,21.200001,,,,0.0,-21.200001,5.200001,-0.2,5.0,0.0,,,5.000001,0.0,5.0,-2.5,,2.5,2.5,,206.800003,0.01,0.01,,206.800003,0.01,0.01,0.01,
05/26/1991,444.899994,,-333.600006,,111.299988,,-106.800003,,,,4.5,2.5,,,,0.0,-2.5,7.0,-0.3,6.7,1.1,,,5.6,0.0,5.6,-2.5,,3.1,3.1,,207.503006,0.02,0.025,0.025,207.503006,0.02,0.025,0.025,
08/25/1991,411.0,,-317.100006,,93.899994,,-114.400002,,,,-20.5,-147.199997,,,,0.0,147.199997,-167.699997,-0.3,-168.0,0.0,,,-167.999997,0.0,-168.0,-2.5,,-170.5,-170.5,,207.600006,-0.82,-0.82,,207.600006,-0.82,-0.82,-0.82,
11/24/1991,413.200012,,-300.600006,,112.600006,,-108.199997,,,,4.4,1.3,,,,0.0,-1.3,5.7,0.2,5.9,0.0,,,5.9,0.0,5.9,-2.5,,3.4,3.4,,207.800003,0.015,0.015,,207.800003,0.015,0.015,0.015,
