Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/04/1996,51.02,,-36.125999,,14.894001,,-15.293,,,,-0.399,0.0,,0.0,,0.0,0.0,-0.399,0.2,-0.199,0.0,,,-0.199,0.0,-0.199,,,-0.199,-0.199,,,,,,,,,,
08/03/1996,57.431,,-39.379002,,18.051998,,-16.226999,,,,1.825,-1.151,,1.151,,0.0,0.0,0.674,-0.3,0.374,0.0,,,0.374,0.0,0.374,,,0.374,0.374,,,,,,,,,,
11/02/1996,87.688004,,-56.730999,,30.957005,,-21.732,,,,9.225,-2.643,,2.643,,0.0,0.0,6.582,-2.6,3.982,0.0,,,3.982001,0.0,3.982,0.0,0.0,3.982,3.982,,91.889999,0.045,0.045,0.045,91.889999,0.045,0.045,0.045,
02/01/1997,139.233002,,-79.370003,,59.862999,,-24.521,,,,35.341999,-1.125,,1.125,,0.0,0.0,34.216999,-13.7,20.517,0.0,,,20.516999,0.0,20.517,0.0,0.0,20.517,20.517,,102.099998,0.2,0.2,0.2,102.099998,0.2,0.2,0.2,
05/03/1997,74.316002,,-50.375,,23.941002,,-21.961,,,,1.98,-1.035,,1.035,,0.0,0.0,0.945,-0.38,0.565,0.0,,,0.565,0.0,0.565,0.0,,0.565,0.565,,102.043998,0.005,0.005,0.005,102.136002,0.005,0.005,0.005,
08/02/1997,86.639999,,-58.854,,27.785999,,-23.195999,,,,4.59,-1.167,,1.167,,0.0,0.0,3.423,-1.37,2.053,0.0,,,2.053,0.0,2.053,0.0,,2.053,2.053,,102.010002,0.02,0.02,0.02,102.643998,0.02,0.02,0.02,
11/01/1997,148.516006,,-95.526001,,52.990005,,-34.581001,,,,18.409,-1.076,,1.076,,0.0,0.0,17.333,-6.93,10.403,0.0,,,10.403,0.0,10.403,0.0,,10.403,10.403,,102.014,0.1,0.1,0.1,103.188004,0.1,0.1,0.1,
01/31/1998,212.145004,,-115.781998,,96.363006,,-37.216999,,,,59.146,-0.305,,0.305,,0.0,0.0,58.841,-23.540001,35.300999,0.0,,,35.300999,0.0,35.300999,0.0,,35.300999,35.300999,,103.199996,0.345,0.345,0.345,104.0,0.34,0.34,0.34,
05/02/1998,134.229996,,-85.018997,,49.210999,,-38.872002,,,,10.339,0.169,,,,0.0,-0.169,10.508,-4.2,6.308,0.0,,,6.308,0.0,6.308,0.0,,6.308,6.308,,102.414001,0.06,0.06,0.06,104.952003,0.06,0.06,0.06,
08/01/1998,147.126999,,-91.932999,,55.194,,-38.096001,,,,17.098,0.57,,,,0.0,-0.57,17.668,-7.07,10.598,0.0,,,10.597999,0.0,10.598,0.0,,10.598,10.598,,103.269997,0.1,0.1,0.1,106.232002,0.1,0.1,0.1,
