Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
06/30/1989,,0.316,0.299,0.066,-0.391,0.29,,,,,,,,,,,,,,,,,
09/30/1989,,0.232,0.309,0.165,0.711,1.417,,,,,,,,,,,,,,,,,
12/31/1989,,0.668,0.453,0.181,-0.624,0.678,,,,,,,,,,,,,,,,,
03/31/1990,,0.585,0.514,0.957,-0.379,1.677,,,,,,,,,,,,,,,1.677,,
06/30/1990,,0.492,0.496,0.05,-0.441,0.597,,,,,,,,,,,,,,,,,
09/30/1990,,0.147,0.425,0.207,-0.222,0.557,,,,,,,,,,,,,,,,,
12/31/1990,,0.274,0.446,0.183,-0.344,0.559,,,,,,,,,,,,,,,,,
03/31/1991,,0.092,0.501,0.236,0.438,1.267,,,,,,,,,,,,,,,1.267,,
06/30/1991,,0.217,0.399,0.108,-0.021,0.703,,,,,,,,,,,,,,,,,
09/30/1991,,0.334,0.465,0.062,-0.073,0.788,,,,,,,,,,,,,,,,,
12/31/1991,,0.618,0.39011,0.283,-0.914292,0.377,,,,,,,,,,,,,,,,,
04/01/1992,,0.725,1.716,0.516,0.33,3.287,,,,,,,,,,,,,,,,,
06/30/1992,,0.419,0.906,0.424,-1.282,0.467,,,,,,,,,,,,,,,,,
09/30/1992,,0.584,0.907,-0.29,-1.091,0.11,,,,,,,,,,,,,,,,,
12/31/1992,,0.723,0.992,0.113,0.46,2.288,,,,,,,,,,,,,,,,,
03/31/1993,,-1.52,0.99,1.316,-0.317,0.469,,,,,,,,,,,,,,,,,
06/30/1993,,0.037,1.638,-0.736,2.71,3.649,,,,,,,,,,,,,,,,,
09/30/1993,,0.827,1.813,0.376,-1.585,1.431,,,,,,,,,,,,,,,,,
12/31/1993,,-0.625,1.962,-2.418,1.085,0.004,,,,,,,,,,,,,,,,,
03/31/1994,,-14.221,4.643,4.655,9.927,6.439,,,,,,,,,,,,,,,6.439,,
06/30/1994,,0.415,1.273,0.165,-10.647,-8.794,,,,,,,,,,,,,,,,,
09/30/1994,,1.221,1.093,-3.134,3.402,2.582,,,,,,,,,,,,,,,,,
12/31/1994,,1.564,1.11,2.669,-1.493,3.85,,,,,,,,,,,,,,,,,
03/31/1995,,1.478,1.504,0.3,0.781,4.063,,,,,,,,,,,,,,,4.063,,
