Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1542.352051,154.945999,120.584999,34.361,383.498993,,,676.210022,,,,,10.109,,,,1224.764038,203.531006,368.519012,-164.988007,0.0,,114.056999,,,,,,,,114.056999,317.588005,,204.841003,204.841003,,,,,,,,,,81.671997,,,81.671997,286.513,16.712,,,,,20.32,,,,20.32,37.032,323.545,0.0,130.257004,,,-110.748001,,1181.119949,1200.628952,18.177999,1218.806952,1542.351952,
12/31/1992,1707.302979,180.028997,168.018997,12.01,403.152008,,,787.692017,,,,,8.886,,,,1379.759033,210.820999,383.94101,-173.119995,0.0,,116.723,,,,,,,,116.723,327.543999,,240.630005,240.630005,,,,0.823,,,,,,80.36099,,,80.36099,321.813995,13.043,,,,,37.153,,,,37.153,50.196,372.009995,0.0,124.163002,,,0.0,,1192.208984,1316.371986,18.921,1335.292986,1707.302981,
03/31/1993,1751.746948,170.405006,91.439003,78.966003,446.972992,,,790.169983,,,,,12.544,,,,1420.092041,211.319,386.546997,-175.227997,0.0,,120.335999,,,,,,,,120.335999,331.654999,,246.759995,246.759995,,,,,,,,,,118.936996,,,118.936996,365.696991,13.536,,,,,13.397,,,,13.397,26.933001,392.629992,0.0,124.842003,,,,,1214.708008,1339.550011,19.566999,1359.11701,1751.747002,
06/30/1993,1770.759033,172.362999,118.904999,53.458,454.138,,,797.197021,,,,,11.516,,,,1435.213989,214.794006,393.391998,-178.598007,0.0,,120.750999,,,,,,,,120.750999,335.545006,,255.432007,255.432007,,,,,,,,,,95.322998,,,95.322998,350.755005,13.521,,,,,13.397,,,,13.397,26.918,377.673005,0.0,125.277,,,,,1247.697021,1372.974022,20.112,1393.086021,1770.759027,
09/30/1993,1828.464966,199.738998,126.768997,72.970001,462.766998,,,812.833984,,,,,12.444,,,,1487.784058,221.141998,403.122986,-181.981003,0.0,,119.539001,,,,,,,,119.539001,340.681,,267.169006,267.169006,,,,,,,,,,109.126984,,,109.126984,376.29599,13.216,,,,,14.347,,,,14.347,27.563,403.85899,0.0,125.670998,,,,,1277.795044,1403.466042,21.139999,1424.606041,1828.465031,
12/31/1993,1870.755981,187.830002,123.231003,64.598999,428.911011,,,879.153992,,,,,10.299,,,,1506.19397,231.197998,416.299011,-185.100998,0.0,,133.363998,,,,,,,,133.363998,364.561996,,258.949005,258.949005,,,,0.797,,,,,,93.72598,,,93.72598,353.471985,12.265,,,,,37.98,,,,37.98,50.245,403.716985,0.0,126.848,,,0.0,,1318.415039,1445.263039,21.775999,1467.039038,1870.756023,
03/31/1994,1947.603027,208.079006,150.117004,57.962002,487.817993,,,870.750977,,,,,13.672,,,,1580.319946,234.350998,422.575012,-188.223999,0.0,,132.932007,,,,,,,,132.932007,367.283005,,276.64801,276.64801,,,,,,,,,,121.625,,,121.625,398.27301,13.148,,,,,37.98,,,,37.98,51.127999,449.40101,0.0,128.093994,,,0.0,,1347.534058,1475.628052,22.573999,1498.202051,1947.603061,
06/30/1994,1962.759033,182.422005,117.970001,64.452003,498.807007,,,893.270996,,,,,12.427,,,,1586.927002,241.401001,432.914001,-191.513,0.0,,134.431,,,,,,,,134.431,375.832001,,281.045013,281.045013,,,,0.0,,,,,,95.978973,,,95.978973,377.023987,13.148,,,,,37.98,,,,37.98,51.127999,428.151986,0.0,128.257996,,,0.0,,1382.749023,1511.007019,23.6,1534.607019,1962.759006,
09/30/1994,1954.713989,146.330002,110.952003,35.377998,517.301025,,,894.39502,,,,,11.996,,,,1570.021973,247.020004,439.475006,-192.455002,0.0,,137.671997,,,,,,,,137.671997,384.692001,,286.549011,286.549011,,,,,,,,,,104.339996,,,104.339996,390.889008,12.899,,,,,20.365,,,,20.365,33.264,424.153008,0.0,123.321999,,,0.0,,1383.037964,1506.359962,24.201,1530.560963,1954.71397,
12/31/1994,2029.470947,82.410004,82.410004,0.0,487.394989,,,1004.580017,,,,,21.396,,,,1595.781006,258.032013,450.113007,-192.080994,0.0,,175.658005,,,,,,,,175.658005,433.690018,,316.588989,316.588989,,,,0.933,,,,,,104.886001,,,104.886001,422.40799,11.431,,,,,44.540001,,,,44.540001,55.971001,478.378991,0.0,122.626999,,,0.0,,1403.537964,1526.164963,24.927,1551.091963,2029.470954,
03/31/1995,2071.945068,40.087002,40.087002,0.0,557.120972,,,996.66803,,,,,29.127001,,,,1623.003052,270.690002,466.72699,-196.037003,0.0,,178.251999,,,,,,,,178.251999,448.942001,,288.256989,288.256989,,,,0.0,,,,,,142.798004,,,142.798004,431.054993,11.193,,,,,44.540001,,,,44.540001,55.733001,486.787993,0.0,125.512001,,,0.0,,1433.91394,1559.425941,25.731001,1585.156942,2071.944936,
06/30/1995,2129.500977,32.705002,32.705002,0.0,569.210999,,,1025.776001,,,,,31.931,,,,1659.623047,278.109009,478.600006,-200.490997,0.0,,191.768997,,,,,,,,191.768997,469.878006,,339.846008,339.846008,,,,,,,,,,110.631989,,,110.631989,450.477997,11.184,,,,,44.540001,,,,44.540001,55.724001,506.201998,0.0,126.613998,,,0.0,,1470.172974,1596.786972,26.511999,1623.298971,2129.500969,
09/30/1995,2181.625977,29.923,29.923,0.0,581.036987,,,1050.025024,,,,,35.09,,,,1696.074951,295.095001,501.339996,-205.244995,0.0,,190.455994,,,,,,,,190.455994,485.550995,,340.545013,340.545013,,,,,,,,,,116.185974,,,116.185974,456.730988,10.875,,,,,44.540001,,,,44.540001,55.415001,512.145988,0.0,133.468002,,,0.0,,1508.446045,1641.914047,27.566,1669.480047,2181.626036,
12/31/1995,2274.13208,44.254002,44.254002,0.0,565.304993,,,1127.456055,,,,,26.945999,,,,1763.96106,303.239014,513.036011,-209.796997,0.0,,206.932007,,,,,,,,206.932007,510.171021,,331.70401,331.70401,,,,45.59,,,,,,98.229977,,,98.229977,475.523987,60.606998,,,,,58.689999,,,,58.689999,119.296997,594.820984,0.0,121.913002,,,0.0,,1528.968994,1650.881996,28.429001,1679.310997,2274.131981,
03/31/1996,2364.674072,73.679001,73.679001,0.0,631.383972,,,1120.314941,,,,,20.948,,,,1846.32605,309.695007,526.76001,-217.065002,0.0,,208.653,,,,,,,,208.653,518.348007,,397.403992,397.403992,,,,0.0,,,,,,144.138,,,144.138,541.541992,60.549999,,,,,58.689999,,,,58.689999,119.239998,660.78199,0.0,126.942001,,,0.0,,1547.672974,1674.614975,29.277,1703.891975,2364.673965,
06/30/1996,2399.909912,60.521999,60.521999,0.0,647.505981,,,1139.583008,,,,,22.662001,,,,1870.272949,317.623993,542.19397,-224.570007,0.0,,212.013,,,,,,,,212.013,529.636993,,448.714996,448.714996,,,,,,,,,,112.09903,,,112.09903,560.814026,60.540001,,,,,58.691002,,,,58.691002,119.231003,680.045029,0.0,127.386002,,,0.0,,1561.965942,1689.351944,30.513,1719.864944,2399.909973,
09/30/1996,2473.618896,74.219002,74.219002,0.0,640.96698,,,1188.05603,,,,,22.135,,,,1925.376953,334.119995,568.835022,-234.714996,0.0,,214.121994,,,,,,,,214.121994,548.241989,,504.119995,504.119995,,,,0.0,,,,,,121.559998,,,121.559998,625.679993,60.206001,,,,,58.689999,,,,58.689999,118.896,744.575993,0.0,120.396004,,,0.0,,1574.630981,1695.026985,34.015999,1729.042984,2473.618977,
12/31/1996,2521.631104,67.373001,67.373001,0.0,622.835999,,,1233.819946,,,,,13.613,,,,1937.641968,345.994995,580.786011,-234.791,0.0,,237.994003,,,,,,,,237.994003,583.988998,,401.84201,401.84201,,,,47.0,,,,,,119.537018,,,119.537018,568.379028,110.240997,,,,,75.388,,,,75.388,185.628998,754.008026,0.0,180.048004,,,0.0,,1552.005981,1732.053986,35.569,1767.622986,2521.631012,
03/31/1997,2597.831055,76.002998,76.002998,0.0,680.676025,,,1236.686035,,,,,17.605,,,,2010.969971,351.174988,593.961975,-242.787003,0.0,,235.686005,,,,,,,,235.686005,586.860992,,379.389008,379.389008,,,,85.0,,,,,,148.44101,,,148.44101,612.830017,110.287003,,,,,75.388,,,,75.388,185.675003,798.50502,0.0,180.016006,,,0.0,,1582.034058,1762.050064,37.276001,1799.326065,2597.831085,
06/30/1997,2616.468018,75.081001,75.081001,0.0,691.638,,,1232.656006,,,,,19.521999,,,,2018.896973,358.549011,610.478027,-251.929001,0.0,,239.022003,,,,,,,,239.022003,597.571014,,402.076996,402.076996,,,,85.0,,,,,,104.004974,,,104.004974,591.08197,110.276001,,,,,75.388,,,,75.388,185.664001,776.745972,0.0,180.089996,,,0.0,,1621.095947,1801.185944,38.535999,1839.721943,2616.467915,
09/30/1997,2640.788086,53.987,53.987,0.0,709.596985,,,1249.165039,,,,,19.360001,,,,2032.109009,367.740997,626.523987,-258.78299,0.0,,240.938004,,,,,,,,240.938004,608.679001,,430.621002,430.621002,,,,20.0,,,,,,120.207001,,,120.207001,570.828003,159.942001,,,,,75.388,,,,75.388,235.330002,806.158005,0.0,178.694,,,0.0,,1615.649048,1794.343048,40.286999,1834.630047,2640.788052,
12/31/1997,2754.363037,72.822998,72.822998,0.0,686.551025,,,1321.597046,,,1321.597046,,12.58,,,,2093.551025,372.514008,631.14801,-258.634003,0.0,,288.298004,62.091,,,,,,,226.207005,660.812012,,405.140991,405.140991,,,,36.669998,,,,,,115.126999,,,115.126999,556.937988,209.490005,,,,,89.049004,,,,89.049004,298.539009,855.476997,0.0,178.947998,,,0.0,,1680.5,1859.447998,39.417999,1898.865997,2754.342995,
06/30/1998,2873.031982,64.839996,64.839996,0.0,781.848022,,,1331.442017,,,1331.442017,,30.267,,,,2208.396973,375.278015,651.958984,-276.681,0.0,,289.356995,,,,,,,,289.356995,664.63501,,457.906006,457.906006,,,,20.0,,,,,,122.903992,,,122.903992,600.809998,209.427994,,,,,89.049004,,,,89.049004,298.476997,899.286995,0.0,178.688995,,,0.0,,1744.682007,1923.371002,50.374001,1973.745003,2873.031998,
09/30/1998,3183.009033,93.112999,93.112999,0.0,817.674011,,,1404.317993,,,1404.317993,,33.909,,,,2349.013916,389.247986,688.297974,-299.049988,0.0,,444.747009,220.270004,,,,,,,224.477005,833.994995,,473.165985,473.165985,,,,164.0,,,,,,135.22403,,,135.22403,772.390015,260.800995,,,,,89.049004,,,,89.049004,349.849998,1122.240013,0.0,179.891998,,,0.0,,1829.019043,2008.911041,51.858002,2060.769043,3183.009056,
12/31/1998,3600.379883,84.972,84.972,0.0,907.560974,,,1660.233032,,,1660.233032,,30.591,,,,2683.356934,404.007996,759.58197,-355.574005,0.0,,513.015015,344.733002,,,,,,,168.282013,917.02301,,509.532013,509.532013,,,,156.315994,,,,,,152.560989,,,152.560989,818.408997,588.640015,,,,,94.956001,,,,94.956001,683.596016,1502.005013,0.0,199.494003,,,0.0,,1853.838013,2053.332016,45.042999,2098.375015,3600.380028,
03/31/1999,3867.903076,148.796997,148.796997,0.0,990.153015,990.153015,,1680.375,0.0,0.0,1680.375,0.0,39.384998,,,,2858.709961,416.813995,786.106018,-369.291992,0.0,,592.379028,398.747986,398.747986,0.0,,,,,193.631042,1009.193024,,541.08197,541.08197,,,,259.027008,,,,,,174.360016,,,174.360016,974.468994,672.070007,,,,,94.956001,,,,94.956001,767.026009,1741.495003,0.0,184.563995,,,0.0,1896.594971,-2.328003,2078.830963,47.577,2126.407963,3867.902966,
06/30/1999,3874.204102,113.232002,113.232002,0.0,1033.43396,1033.43396,,1678.828979,0.0,0.0,1678.828979,0.0,32.300999,,,,2857.795898,416.899994,796.278992,-379.378998,0.0,,599.507996,402.429993,402.429993,0.0,,,,,197.078003,1016.40799,,599.656006,599.656006,,,,190.115997,,,,,,149.538971,,,149.538971,939.310974,666.104004,,,,,94.956001,,,,94.956001,761.060005,1700.370979,0.0,183.671005,,,0.0,1942.359985,3.204956,2129.235947,44.597,2173.832947,3874.203926,
09/30/1999,3877.883057,76.495003,76.495003,0.0,1041.633057,1041.633057,,1698.081055,0.0,0.0,1698.081055,0.0,41.213001,,,,2857.422119,414.320007,806.04303,-391.722992,0.0,,606.140991,412.868011,412.868011,0.0,,,,,193.27298,1020.460999,,612.304016,612.304016,,,,157.860992,,,,,,151.350983,,,151.350983,921.515991,674.625,,,,,94.956001,,,,94.956001,769.581001,1691.096992,0.0,177.809998,,,0.0,1956.035034,3.48999,2137.335022,49.451,2186.786022,3877.883015,
12/31/1999,3929.672119,45.735001,45.735001,0.0,1006.663025,,,1771.78894,0.0,0.0,1771.78894,0.0,71.015999,,,,2895.202881,413.542999,816.564026,-403.020996,0.0,,620.926025,440.299011,440.299011,0.0,,,,,180.627014,1034.469025,,581.01001,581.01001,,,,133.056,133.056,0.0,0.0,,,201.946014,,,201.946014,916.012024,702.416992,702.416992,0.0,0.0,,87.466003,,,,87.466003,789.882996,1705.89502,0.0,177.276001,,,0.0,,2000.240967,2177.516968,46.259998,2223.776966,3929.671986,
03/31/2000,4063.995117,80.459,80.459,0.0,1108.07605,1108.07605,,1743.234985,0.0,0.0,1743.234985,0.0,55.532001,,,,2987.302002,411.09201,820.73999,-409.64801,0.0,,665.601013,436.957001,436.957001,0.0,,,,,228.644012,1076.693024,,626.062988,626.062988,,,,168.345001,,,,,,195.17099,,,195.17099,989.578979,723.994995,,,,,96.931,,,,96.931,820.925995,1810.504974,0.0,176.856995,,,0.0,2042.661011,-10.385986,2209.132019,44.358002,2253.490021,4063.994995,
06/30/2000,4021.633057,53.223999,53.223999,0.0,1122.953003,1122.953003,,1733.618042,0.0,0.0,1733.618042,0.0,42.255001,,,,2952.050049,408.753998,827.828003,-419.074005,0.0,,660.828979,432.200012,432.200012,0.0,,,,,228.628967,1069.582977,,663.023987,663.023987,,,,170.304001,,,,,,143.604996,,,143.604996,976.932983,699.812988,,,,,87.466003,,,,87.466003,787.278992,1764.211975,0.0,174.953995,,,0.0,2048.334961,-10.119019,2213.169937,44.250999,2257.420937,4021.632912,
09/30/2000,4004.112061,40.928001,40.928001,0.0,1087.833984,1087.833984,,1758.56604,0.0,0.0,1758.56604,0.0,51.390999,,,,2938.718994,404.518005,836.447021,-431.928986,0.0,,660.875,430.277008,430.277008,0.0,,,,,230.597992,1065.393005,,650.893982,650.893982,,,,158.649994,,,,,,170.089996,,,170.089996,979.633972,676.437988,,,,,87.466003,,,,87.466003,763.903992,1743.537964,0.0,173.076996,,,0.0,2056.301025,-13.08606,2216.291962,44.282001,2260.573963,4004.111927,
12/31/2000,4142.11377,27.738001,27.738001,0.0,1031.661987,,,1864.333984,0.0,0.0,1864.333984,0.0,95.747002,,,,3019.480957,395.26001,832.202026,-436.941986,0.0,,727.372986,451.434998,451.434998,0.0,,,,,275.937988,1122.632996,,635.499023,635.499023,,,,151.451996,151.451996,0.0,0.0,,,201.361969,,,201.361969,988.312988,770.580994,770.580994,0.0,0.0,,77.814003,,,,77.814003,848.394997,1836.707985,0.0,172.389999,,,0.0,,2088.416016,2260.806015,44.599998,2305.406013,4142.113998,
03/31/2001,4190.679199,49.186001,49.186001,0.0,1094.723022,1094.723022,,1865.894043,0.0,0.0,1865.894043,0.0,71.219002,,,,3081.021973,380.326996,818.929993,-438.602997,0.0,,729.330017,444.954987,444.954987,0.0,,,,,284.375031,1109.657013,,603.419983,603.419983,,,,166.936005,,,,,,202.420013,,,202.420013,972.776001,822.606018,,,,,77.814003,,,,77.814003,900.420021,1873.196022,0.0,172.009003,,,0.0,2131.86792,-31.468018,2272.408905,45.074001,2317.482906,4190.678928,
06/30/2001,4151.237793,45.685001,45.685001,0.0,1131.432983,1131.432983,,1796.781006,0.0,0.0,1796.781006,0.0,58.896,,,,3032.794922,370.725006,821.215027,-450.48999,0.0,,747.718018,453.447998,453.447998,0.0,,,,,294.27002,1118.443024,,628.617981,628.617981,,,,198.046005,,,,,,152.909012,,,152.909012,979.572998,709.939026,,,,,72.859001,,,,72.859001,782.798027,1762.371025,0.0,172.589005,,,0.0,2187.251953,-16.637939,2343.203018,45.664001,2388.86702,4151.238045,
09/30/2001,4103.624023,108.914001,108.914001,0.0,1085.418945,1085.418945,,1763.517944,0.0,0.0,1763.517944,0.0,53.015999,,,,3010.866943,359.872009,812.254028,-452.381989,0.0,,732.88501,451.19101,451.19101,0.0,,,,,281.694,1092.757019,,606.129028,606.129028,,,,163.882996,,,,,,234.878967,,,234.878967,1004.890991,627.258972,,,,,58.175999,,,,58.175999,685.434971,1690.325962,0.0,183.339005,,,0.0,2226.1521,-42.498047,2366.993057,46.305,2413.298058,4103.62402,
12/31/2001,4206.645996,85.769997,85.769997,0.0,1010.728027,,,1890.036987,0.0,0.0,1890.036987,0.0,159.677002,,,,3146.211914,345.131989,687.065002,-341.933014,0.0,,715.302002,442.078003,442.078003,0.0,,,,,273.223999,1060.43399,,644.083984,644.083984,,,,57.189999,57.189999,0.0,0.0,,,217.907047,,,217.907047,919.18103,835.580017,835.580017,0.0,0.0,,60.985001,,,,60.985001,896.565018,1815.746048,0.0,189.554001,,,0.0,,2155.569092,2345.123093,45.777,2390.900093,4206.646141,
03/31/2002,3755.024902,56.358002,56.358002,0.0,1088.017944,1088.017944,,1864.094971,,,1864.094971,,59.564999,,,,3068.035889,337.434998,787.150024,-449.714996,0.0,,349.553986,60.051998,60.051998,0.0,,,,,289.501987,686.988983,,613.392029,613.392029,,,,50.75,,,,,,238.84198,,,238.84198,902.984009,735.460999,,,,,60.985001,,,,60.985001,796.445999,1699.430008,0.0,209.501007,,,0.0,1843.115967,-43.131958,2009.485016,46.110001,2055.595016,3755.025024,
06/30/2002,3827.47998,24.549,24.549,0.0,1112.717041,1112.717041,,1921.480957,,,1921.480957,,74.907997,,,,3133.655029,332.576996,789.265015,-456.687988,0.0,,361.247986,59.362999,59.362999,0.0,,,,,301.884987,693.824982,,689.987,689.987,,,,44.782001,,,,,,224.71397,,,224.71397,959.482971,675.406982,,,,,81.898003,,,,81.898003,757.304985,1716.787956,0.0,224.906998,,,0.0,1888.578979,-49.699951,2063.786026,46.905998,2110.692024,3827.47998,
09/30/2002,3860.559082,39.599998,39.599998,0.0,1084.27002,1084.27002,,1967.400024,,,1967.400024,,65.654999,,,,3156.925049,333.002991,792.572998,-459.570007,0.0,,370.631012,59.828999,59.828999,0.0,,,,,310.802013,703.634003,,690.900024,690.900024,,,,43.779999,,,,,,232.061005,,,232.061005,966.741028,675.265991,,,,,80.847,,,,80.847,756.112991,1722.854019,0.0,222.604996,,,0.0,1931.938965,-64.11499,2090.42897,47.276001,2137.704971,3860.55899,
12/31/2002,4061.054932,19.995001,19.995001,0.0,1039.843018,,,2144.787109,,,2144.787109,,172.362,,,,3376.987061,333.050995,693.78302,-360.731995,0.0,,351.016998,58.705002,58.705002,0.0,,,,,292.311996,684.067993,,735.182983,735.182983,,,,116.904999,116.904999,0.0,0.0,,,258.842072,,,258.842072,1110.930054,674.796021,674.796021,0.0,0.0,,97.912003,,,,97.912003,772.708023,1883.638077,0.0,218.751999,,,0.0,1971.779053,-60.522095,2130.008957,47.408001,2177.416958,4061.055035,
03/31/2003,3977.558105,25.030001,25.030001,0.0,1110.333984,1110.333984,,2057.916992,,,2057.916992,,77.880997,,,,3271.162109,346.519989,823.840027,-477.320007,0.0,,359.876007,58.931999,58.931999,0.0,,,,,300.944008,706.395996,,596.255005,596.255005,,,,172.539993,,,,,,235.639023,,,235.639023,1004.434021,674.732971,,,,,99.441002,,,,99.441002,774.173973,1778.607994,0.0,173.848007,,,0.0,1988.733032,-11.598022,2150.983017,47.966999,2198.950016,3977.55801,
06/30/2003,4021.49292,21.941999,21.941999,0.0,1138.389038,1138.389038,,2044.33606,,,2044.33606,,84.776001,,,,3289.443115,338.981995,825.916992,-486.934998,0.0,,393.067993,58.297001,58.297001,0.0,,,,,334.770992,732.049988,,624.476013,624.476013,,,,130.817993,,,,,,225.794006,,,225.794006,981.088013,671.682007,,,,,100.597,,,,100.597,772.279007,1753.36702,0.0,173.936005,,,0.0,2028.124023,17.506958,2219.566986,48.558998,2268.125984,4021.493004,
09/30/2003,4052.148926,31.476,31.476,0.0,1132.837036,1132.837036,,2083.143066,,,2083.143066,,77.885002,,,,3325.341064,346.959991,833.534973,-486.575012,0.0,,379.847992,58.162998,58.162998,0.0,,,,,321.684994,726.807983,,667.846008,667.846008,,,,30.009001,,,,,,271.947969,,,271.947969,969.802979,671.65802,,,,,102.777,,,,102.777,774.43502,1744.237999,0.0,173.968002,,,0.0,2065.144043,19.670898,2258.782944,49.127998,2307.910942,4052.148941,
12/31/2003,4116.497,15.393,15.393,0.0,1084.874,,,2140.811,,,2140.811,,176.548,,,,3417.626,342.992,721.861,-378.869,0.0,,355.879,58.028,58.028,0.0,,,,,297.851,698.871,,706.609,706.609,,,,52.525,52.525,0.0,0.0,,,257.797,,,257.797,1016.931,625.108,625.108,0.0,0.0,,114.533,,,,114.533,739.641,1756.572,0.0,206.898,,,0.0,2138.238,-32.853,2312.283,47.642,2359.925,4116.497,
