Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,2325.579769,-36.699001,0,0.0,781.940002,3070.82077,,,1.320454,0.254636,,,,1.649227,2324.40077,3069.641771,24.26334,,
06/30/1990,2278.371918,-39.455002,0,0.0,736.382996,2975.299911,,,1.305889,0.247499,,,,1.547862,2278.224014,2975.152008,23.505995,,
09/30/1990,1746.212554,-27.983999,0,0.0,769.093994,2487.322549,,,1.42441,0.309206,,,,1.320278,1753.883225,2494.99322,19.763688,,
12/31/1990,2061.973093,-41.398998,0,0.0,784.224976,2804.799071,0.918644,7.454649,1.36025,0.279601,5.814176,,10.074384,1.419649,2062.643283,2805.469261,22.359111,,
03/31/1991,2548.754919,-33.833,0,0.0,798.326996,3313.248914,1.063735,9.232955,1.299948,0.24095,7.271797,,11.942864,1.610667,2548.487437,3312.981432,26.405194,,
06/30/1991,2447.086647,-30.066999,0,0.0,827.806976,3244.826624,1.04288,9.701493,1.325996,0.255116,7.586085,,12.84505,1.556844,2446.860065,3244.600042,25.856918,,
09/30/1991,2368.57734,-50.626999,0,0.0,834.069,3152.019341,1.007379,8.840749,1.330765,0.264614,7.21111,,11.7814,1.464119,2368.58598,3152.027982,25.118186,,
12/31/1991,3058.965634,-60.286999,0,0.0,824.47699,3823.155625,1.20114,11.775362,1.24982,0.215654,9.730286,,14.72835,1.721263,3058.672549,3822.86254,30.464356,,
03/31/1992,2935.266154,-60.59,0,0.0,848.408997,3723.085151,1.156172,10.140998,1.268398,0.227878,7.863319,,12.861331,1.636145,2934.544246,3722.363242,29.648799,,
06/30/1992,3257.375162,-51.139,0,0.0,738.651001,3944.887163,1.204159,11.631166,1.211063,0.187243,7.240624,,14.06733,1.71846,3257.334991,3944.846992,31.411952,,
09/30/1992,3407.306196,-62.923,0,0.0,812.355011,4156.738207,1.259759,11.666667,1.219949,0.195431,6.934901,,14.222351,1.764477,3406.737298,4156.169309,33.091104,,
12/31/1992,3596.173978,-73.122002,0,0.0,838.923004,4361.974981,1.323922,11.542339,1.212949,0.192326,6.563536,,14.004299,1.781745,3595.757943,4361.558945,34.72066,,
03/31/1993,4140.13308,-57.125,0,0.0,843.80899,4926.817071,1.493827,13.839286,1.190014,0.171269,7.715488,,16.333109,1.955136,4139.123887,4925.807878,39.196092,,
06/30/1993,3670.0903,-63.521999,0,0.0,812.348999,4418.917299,1.320832,9.49187,1.204035,0.183834,6.820475,,11.364037,1.689807,3669.569221,4418.396221,35.142773,,
09/30/1993,3861.638796,-83.087997,0,0.0,805.352997,4583.903796,1.334683,9.650157,1.187036,0.175692,7.290167,,11.388807,1.706734,3860.119312,4582.384311,36.427163,,
12/31/1993,3461.259945,-67.833,0,0.0,918.435028,4311.861973,1.226116,8.124077,1.245749,0.213002,6.805198,,10.056164,1.554165,3460.929945,4311.531973,34.258104,,
03/31/1994,3329.327229,-41.151001,0,0.0,974.107971,4262.284199,1.204984,8.366298,1.280224,0.228541,7.158354,,10.410466,1.381966,3328.375598,4261.332569,33.845919,,
06/30/1994,3503.373663,-39.41,0,0.0,984.540985,4448.504649,1.261341,9.827739,1.269777,0.22132,7.033498,,12.019055,1.504776,3502.928696,4448.059681,35.315684,,
09/30/1994,3244.242445,-47.347,0,0.0,951.552002,4148.447447,1.174669,9.73535,1.278711,0.229375,6.048305,,11.892019,1.41823,3243.881947,4148.086948,32.9268,,
12/31/1994,3273.504,-63.504002,0,0.0,982.908997,4192.908995,1.185418,10.970464,1.280863,0.234422,5.568117,,13.337327,1.481866,3274.804052,4194.209047,33.302429,,
03/31/1995,3448.100255,-46.814999,0,0.0,1230.324982,4631.610238,1.294912,10.906375,1.343235,0.265637,5.718651,,14.314621,1.457593,3447.388478,4630.898461,36.771068,,
