Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/1995,3618.103033,-58.058998,0,0.0,1251.072998,4811.117033,1.322469,11.262255,1.329735,0.260038,5.76453,,14.309942,1.389401,3617.586161,4810.600161,38.188317,,
09/30/1995,4133.325076,-55.34,0,0.0,1087.199005,5165.184081,1.403401,11.760753,1.249644,0.210486,6.504655,,13.644547,1.430647,4133.521843,5165.380848,41.003937,,
12/31/1995,4346.275362,-65.476997,0,0.0,1067.544983,5348.343348,1.43669,12.147887,1.230558,0.199603,7.617247,,13.405747,1.342912,4345.965035,5348.033021,42.454246,,
03/31/1996,4222.105404,-50.93,0,0.0,1144.219971,5315.395374,1.397773,10.947712,1.258944,0.215265,8.274586,,11.959436,1.40846,4237.75,5331.03997,42.174633,,
06/30/1996,4459.018858,-45.625,0,0.0,1148.276978,5561.670835,1.443469,11.560458,1.247286,0.206463,9.484675,,12.421764,1.47483,4474.9375,5577.589478,44.122735,,
09/30/1996,4411.925011,-57.252998,0,0.0,1191.989014,5546.661026,1.421783,11.326861,1.257197,0.214902,9.002522,,12.357081,1.418598,4427.5,5562.236015,44.001912,,
12/31/1996,4981.271711,-55.498001,0,0.0,1233.493988,6159.267698,1.553265,13.058775,1.236485,0.200266,9.000396,,14.031789,1.496661,4988.84375,6166.839737,48.763877,,
03/31/1997,5052.640076,-48.764999,0,0.0,1302.844025,6306.719101,1.575595,12.987013,1.248203,0.20658,9.373185,,14.340851,1.572883,5076.000061,6330.079086,49.928109,,
06/30/1997,5898.638921,-80.497002,0,0.0,1341.177979,7159.319898,1.764224,14.774526,1.213724,0.187333,15.39748,,15.874148,1.638051,5924.643821,7185.324798,56.665741,,
09/30/1997,6693.900162,-92.300003,0,841.599976,3022.899902,10466.100037,2.505376,17.905406,1.563528,0.288828,14.785426,,22.915841,2.278806,6731.0,10503.199875,82.866982,,
12/31/1997,6883.499851,-391.399994,0,841.700012,2359.900024,9693.699894,2.058416,16.142384,1.408252,0.243447,13.635814,,22.543489,1.77485,6937.125149,9747.325191,68.652267,,
03/31/1998,7717.462333,-122.300003,0,841.799988,2443.0,10879.962318,2.060593,18.782216,1.409785,0.224541,13.661069,,25.297826,1.937695,7750.256417,10912.756402,77.053559,,
06/30/1998,6408.108696,-56.4,0,841.9,3247.3,10440.908696,1.78514,17.587209,1.629328,0.311017,9.881067,,27.32793,1.84169,6434.175,10466.975,73.930742,,
09/30/1998,5682.006377,-55.0,0,842.0,2669.799927,9138.806304,1.436108,15.85076,1.608377,0.292139,13.115394,,27.258863,1.646157,5811.237246,9268.037172,67.049201,,
12/31/1998,5852.381381,-74.900002,0,842.093994,2615.600037,9235.17541,1.431344,18.040966,1.57802,0.283221,13.401793,,26.24375,1.656296,5869.556119,9252.350148,67.756238,,
03/31/1999,5512.748983,-136.6,0,,3200.1,8576.248983,1.312818,15.612934,1.555712,0.373135,14.050211,,23.902589,1.57846,5523.7625,8587.2625,62.909098,,
06/30/1999,5802.4375,-149.0,0,842.3,2385.4,8881.1375,1.345851,17.65,1.530587,0.268592,11.341001,,24.48618,1.787489,5934.8125,9013.5125,67.537167,,
09/30/1999,3640.0,-86.9,0,842.4,2314.1,6709.6,1.009813,14.43299,1.843297,0.344894,9.113828,,22.078315,1.472081,3668.0,6737.6,51.612308,,
12/31/1999,3202.393048,-112.3,0,,3158.6,6248.693048,0.930266,15.260736,1.951257,0.505482,8.189637,,24.776737,1.455181,3221.3125,6267.6125,48.537527,,
03/31/2000,3389.852248,-105.3,0,842.7,3210.8,7338.052248,1.082181,27.669271,2.164712,0.437555,9.296912,,44.881054,1.718352,3405.3125,7353.5125,57.50015,,
06/30/2000,2536.638936,-94.4,0,842.8,3206.9,6491.938936,0.947894,30.576923,2.559268,0.493982,7.770124,,54.325849,1.547616,2538.0375,6493.3375,50.865452,,
09/30/2000,3478.0265,-165.3,0,842.9,2386.3,6541.9265,0.936541,43.253968,1.880931,0.36477,6.753305,,43.935034,1.525245,3479.825,6543.725,51.255359,,
12/31/2000,4201.425,-186.3,0,,1973.5,5988.625,0.858572,136.979167,1.425379,0.329541,4.418997,,52.256763,1.275315,4198.1375,5985.3375,46.859351,,
03/31/2001,3600.840375,-247.2,0,843.0,1061.7,5258.340375,0.75356,216.826923,1.460309,0.201908,4.018909,,,1.355941,3599.54375,5257.04375,41.162466,,
06/30/2001,3769.215,-179.4,0,843.2,1080.8,5513.815,0.792283,,1.462855,0.196017,5.899652,,,1.49151,3776.0,5520.6,43.154222,,
09/30/2001,3876.174,-151.7,0,843.3,1065.0,5632.774,0.821236,,1.453179,0.189072,5.550078,,,1.496367,3882.24,5638.84,44.074914,,
12/31/2001,3978.88295,-269.3,0,843.400024,1940.0,6492.982974,0.946154,,1.631861,0.298784,6.089265,,,1.786437,3963.8998,6477.999824,50.832463,,
03/31/2002,4094.90424,-284.7,0,843.5,1072.8,5726.50424,0.836939,,1.398446,0.187339,4.922638,,,1.641491,4104.324,5735.924,44.806224,,
06/30/2002,3947.742,-126.1,0,843.5996,1072.9995,5738.2411,0.828651,,1.45355,0.186991,4.447215,,74.715708,1.553185,3957.009,5747.5081,44.900165,,
09/30/2002,4061.484,-181.3,0,843.7,1127.8,5851.684,0.834608,22.471894,1.440775,0.192731,4.630962,,23.16572,1.441941,4071.018,5861.218,45.787825,,
12/31/2002,4791.25532,-188.5,0,0.0,1967.6,6570.35532,0.929908,16.050926,1.371322,0.299466,7.694525,,22.65632,1.482615,4610.10457,6389.20457,47.543745,,
03/31/2003,4836.351,-215.3,0,843.9,1311.8,6776.751,1.019597,16.341121,1.401212,0.193574,7.380474,,21.418235,1.485478,4850.339,6790.739,49.000369,,
06/30/2003,4887.665,-199.2,0,844.0,1124.6,6657.065,1.075768,15.615044,1.362013,0.168933,6.510577,,20.603729,1.291556,4905.31,6674.71,48.065451,,
09/30/2003,4895.975,-267.4,0,0.0,1952.7,6581.275,1.139792,23.256579,1.344222,0.296705,12.490558,,30.051484,1.334024,4895.975,6581.275,47.518231,,
12/31/2003,5395.698,-197.4,0,0.0,1965.5,7163.798,1.202544,20.382199,1.327687,0.274366,9.002008,,21.119688,1.426114,5419.056,7187.156,51.686854,,
03/31/2004,6002.303868,-317.5,0,0.0,1951.300049,7636.103917,1.239225,16.02974,1.272195,0.255536,11.753277,,15.73157,1.379678,6036.8,7670.600049,54.85707,,
06/30/2004,6111.599731,-382.100006,0,0.0,1951.300049,7680.799774,1.204302,12.290503,1.256758,0.254049,10.945988,,12.368438,1.520529,6164.400269,7733.600311,55.297337,,
09/30/2004,5788.420139,-327.600006,0,0.0,1332.900024,6793.720158,1.034965,11.327543,1.173674,0.196196,5.361206,5.361206,12.379228,1.824209,6048.625,7053.925018,53.578233,,
12/31/2004,6632.311836,-251.899994,0,0.0,1332.900024,7713.311866,1.245006,12.379147,1.16299,0.172805,5.52886,5.52886,13.714993,1.96723,6681.49608,7762.49611,60.754594,,
03/31/2005,6205.654074,-354.799988,0,0.0,1332.900024,7183.754111,1.144347,10.658643,1.157614,0.185544,4.838522,4.838522,13.347741,1.80062,6244.621851,7222.721888,56.387394,,
06/30/2005,6944.652166,-380.0,0,0.0,1332.900024,7897.55219,1.251097,11.890591,1.137213,0.168774,5.386776,5.386776,16.522075,1.867608,6993.557834,7946.457859,61.796182,,
09/30/2005,6593.191815,-343.299988,0,0.0,1307.0,7556.891827,1.193596,10.781818,1.146166,0.172955,5.395082,5.395082,11.109809,1.88564,6756.641919,7720.341931,61.170876,,
12/31/2005,6982.529602,-556.299988,0,0.0,1307.0,7733.229614,1.217659,11.056751,1.107511,0.169011,7.57343,7.791667,11.18974,1.874904,7051.200172,7801.900185,62.574382,,
03/31/2006,5984.815997,-376.6,0,0.0,1292.0,6900.215997,1.089754,9.582061,1.152954,0.187241,7.304908,7.678852,10.039598,1.724321,6175.83,7091.23,57.889807,,
06/30/2006,6555.966481,-545.8,0,0.0,1274.7,7284.866481,1.166624,10.116697,1.111181,0.174979,8.835496,9.455953,10.411414,1.846701,6705.65,7434.55,62.615059,,
09/30/2006,6802.72722,-624.5,0,0.0,1274.7,7452.92722,1.202861,9.236677,1.095579,0.171033,9.656552,10.665322,8.724016,1.745457,6853.559,7503.759,64.562489,,
12/31/2006,6586.515,-287.6,0,0.0,1250.0,7548.915,1.200165,9.225664,1.146117,0.165587,10.362272,11.070414,8.578312,1.913928,6899.265,7861.665,71.689601,,
03/31/2007,7054.866,-292.4,0,0.0,1250.0,8012.466,1.282077,9.754772,1.135736,0.156007,11.627436,12.728302,9.378984,1.956646,7088.081,8045.681,75.446949,,
06/30/2007,6481.266,-695.5,0,0.0,1250.0,7035.766,1.116576,9.223704,1.085554,0.177664,9.881694,11.309703,8.365952,1.745891,6618.238,7172.738,67.586609,,
09/30/2007,5889.364,-665.8,0,0.0,704.0,5927.564,0.925864,9.164671,1.006486,0.118767,7.490919,8.520287,7.602365,1.598804,6170.976,6209.176,61.617089,,
12/31/2007,4994.496,-532.0,0,0.0,704.0,5166.496,0.82815,8.824089,1.034438,0.136263,6.771292,7.964384,7.299373,1.513282,5167.104,5339.104,57.597503,,
03/31/2008,3940.424,-374.6,0,0.0,504.0,4069.824,0.654418,6.954041,1.032839,0.123838,5.384077,6.116357,6.10077,1.2148,3957.976,4087.376,45.32098,,
06/30/2008,6037.684,-544.3,0,0.0,504.0,5997.384,0.970105,10.728435,0.993325,0.084037,8.160816,8.956667,9.516636,1.758403,6077.98,6037.68,66.711724,,
