Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,14.234,573.920004,601.117004,-27.197001,0,0.0,0,0.0,0.0,588.153992,8.038,23.896999,0.0,17.136999,,637.226013,,23.93,5.126,3.195,1.931,256.863007,,,4.035,289.95401,0.0,2.193,377.609985,-32.530998,347.271987,637.226013,
06/30/1994,,0.0,12.342,623.791975,654.586975,-30.795,0,0.0,0,0.0,0.0,636.133972,5.03,32.125,0.0,19.198,,692.487,,36.016998,5.234,3.213,2.021,301.653992,,,3.977,346.881989,0.0,2.112,377.609985,-34.117001,345.604985,692.487,
09/30/1994,,0.0,12.432,649.647007,684.294006,-34.646999,0,0.0,0,0.0,0.0,662.078979,33.551998,38.164001,0.0,20.959,,754.754028,,28.701,7.014,3.065,3.949,286.554993,,,3.531,325.800995,0.0,2.614,460.695007,-34.355999,428.953008,754.754028,
12/31/1994,,0.0,8.418,685.655014,723.713013,-38.057999,0,0.0,0,0.0,0.0,694.072998,40.432999,16.764999,0.0,23.629999,,774.901001,,19.316,6.663,3.472,3.191,298.640015,,,3.564,328.183014,0.0,1.334,481.304993,-35.921001,446.717991,774.901001,
03/31/1995,,0.0,9.465,715.696018,758.39502,-42.699001,0,0.0,0,0.0,0.0,725.161011,7.805,16.152,0.0,23.881001,,772.999023,,19.723,6.578,4.135,2.443,298.497009,,,3.794,328.59201,0.0,1.165,481.332001,-38.09,444.407001,772.999023,
06/30/1995,,0.0,11.317,793.163002,840.414001,-47.250999,0,0.0,0,0.0,0.0,804.47998,35.411999,19.489,0.0,27.48,,886.861023,,31.997999,6.738,3.896,2.842,300.233002,,,3.57,342.539001,0.0,5.703,578.01001,-39.390999,544.322011,886.861023,
09/30/1995,,0.0,17.158001,874.731022,926.934021,-52.202999,0,0.0,0,0.0,0.0,891.888977,59.695,20.479,0.0,31.353001,,1003.416016,,35.549,8.103,4.147,3.956,412.644989,,,5.164,461.460999,0.0,5.8,578.067993,-41.912998,541.954995,1003.416016,
12/31/1995,,0.0,67.771004,907.164024,963.499023,-56.334999,0,0.0,0,0.0,0.0,974.934998,5.727,22.747,0.0,42.179001,,1045.588013,,32.916,12.837,3.872,8.965,454.820007,,,5.49,506.062988,0.0,4.736,578.528992,-43.740002,539.52499,1045.588013,
03/31/1996,,0.0,68.156998,1019.195061,1080.96106,-61.765999,0,0.0,0,0.0,0.0,1087.352051,12.09,25.674,0.0,37.785,,1162.901001,,34.75,9.873,4.624,5.249,450.354004,,,5.086,500.062988,0.0,16.362,692.403015,-45.926998,662.838017,1162.901001,
06/30/1996,,0.0,73.164001,1040.858032,1110.108032,-69.25,0,0.0,0,0.0,0.0,1114.021973,0.286,25.733999,0.0,37.75,,1177.791992,,35.861,11.786,4.362,7.424,431.855988,,,7.663,487.165985,0.0,12.78,725.830017,-47.984001,690.626016,1177.791992,
