Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,0.0,222.301994,343.438995,-121.137001,0.0,0.0,0.0,0.0,0.0,222.302002,20.097,15.454,106.139,23.695,0.0,387.687012,,6.014,22.566999,0.0,22.566999,234.782004,,,3.207,266.570007,0.0,0.0,198.438995,-77.321999,121.116997,387.687012,
06/30/1994,,0.0,0.0,224.743004,348.337006,-123.594002,0.0,0.0,0.0,0.0,0.0,224.742996,17.513,16.798,101.153,23.406,0.0,383.613007,,4.98,22.320999,0.0,22.320999,234.628998,,,3.238,265.167999,0.0,0.0,198.639999,-80.195,118.445,383.613007,
09/30/1994,,0.0,0.0,231.660988,357.752991,-126.092003,0.0,0.0,0.0,0.0,0.0,231.660995,25.377001,16.091999,97.082001,24.99,0.0,395.201996,,4.72,34.424,0.0,34.424,234.251007,,,3.268,276.662994,0.0,0.0,198.667999,-80.128998,118.539001,395.201996,
12/31/1994,,0.0,7.35,237.126999,365.832001,-128.705002,0.0,0.0,0.0,0.0,0.0,244.477005,23.559,16.705,87.206001,21.591,0.0,393.537994,,4.275,34.275002,0.0,34.275002,234.160004,,,4.14,276.850006,0.0,0.0,199.050003,-82.362,116.688004,393.537994,
03/31/1995,,0.0,71.230003,238.938004,370.208008,-131.270004,45.0,45.0,0.0,0.0,0.0,355.167999,17.676001,17.455,75.603996,21.634001,0.0,487.536987,,7.266,56.167,0.0,56.167,293.962997,,,15.628,373.023987,0.0,0.0,199.992996,-85.480003,114.512993,487.536987,
06/30/1995,,0.0,69.771004,243.292999,377.237,-133.944,45.0,45.0,0.0,0.0,0.0,358.063995,18.034,19.33,76.890999,22.923,0.0,495.242004,,5.658,46.074001,0.0,46.074001,233.804001,,,15.61,301.145996,0.0,0.0,280.096985,-86.000999,194.095985,495.242004,
09/30/1995,,0.0,70.681999,243.602005,380.286011,-136.684006,45.0,45.0,0.0,0.0,0.0,359.283997,21.120001,19.263,78.477997,23.295,0.0,501.440002,,4.836,55.981998,0.0,55.981998,233.537003,,,13.168,307.52301,0.0,0.0,280.097992,-86.181,193.916992,501.440002,
12/31/1995,,0.0,114.760002,242.981018,382.476013,-139.494995,0.0,0.0,0.0,0.0,0.0,357.740997,19.127001,21.462,70.997002,22.169001,0.0,491.496002,,6.545,43.875,0.0,43.875,233.352997,,,13.449,297.221985,0.0,0.0,280.200989,-85.927002,194.273987,491.496002,
03/31/1996,,0.0,112.016998,241.647003,383.975006,-142.328003,17.0,17.0,0.0,0.0,0.0,370.664001,25.672001,32.283001,29.356001,13.767,0.0,471.742004,,6.926,13.839,0.0,13.839,243.177994,,,11.716,275.658997,0.0,0.0,280.877014,-84.793999,196.083015,471.742004,
06/30/1996,,0.0,111.143997,248.281006,393.506012,-145.225006,17.0,17.0,0.0,0.0,0.0,376.424988,16.747999,25.378,31.653999,22.254,0.0,472.459015,,7.733,13.633,0.0,13.633,243.0,,,11.601,275.96701,0.0,0.0,281.108002,-84.615997,196.492004,472.459015,
