Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,8.828,621.498016,803.882019,-182.384003,48.631001,48.631001,0.0,0.0,0.0,678.95697,20.156,0.0,0.0,4.321,,703.434021,,0.0,10.469,0.0,10.469,46.519001,,,0.0,56.987999,160.625,191.707001,308.223999,-14.111,646.445,703.432983,
06/30/1994,,0.0,8.849,653.424988,842.497986,-189.072998,43.818001,43.818001,0.0,0.0,0.0,706.09198,12.012,0.0,0.0,4.583,,722.687012,,0.0,12.278,0.0,12.278,49.651001,,,0.0,61.929001,190.625,175.334,307.343994,-12.546,660.756994,722.685974,
09/30/1994,,0.0,8.875,743.844009,939.867004,-196.022995,24.216999,24.216999,0.0,0.0,0.0,776.935974,16.888,0.0,0.0,5.364,,799.187988,,0.0,15.374,0.0,15.374,46.375999,,,20.653999,82.403999,220.625,163.533005,343.712006,-11.086,716.78401,799.187988,
12/31/1994,,0.0,0.0,764.973022,967.718018,-202.744995,23.062,23.062,0.0,0.0,0.0,788.034973,20.150999,0.0,0.0,12.123,,820.309021,,0.0,14.061,0.0,14.061,77.235001,,,0.0,91.295998,222.774994,141.227005,375.243988,-10.233,729.012987,820.309021,
03/31/1995,,0.0,0.0,878.269028,1089.150024,-210.880997,20.545,20.545,0.0,0.0,0.0,898.814026,20.532,0.0,0.0,12.991,,932.336975,,0.0,14.893,0.0,14.893,87.119003,,,0.0,102.012001,277.649994,133.893005,428.248993,-9.467,830.324992,932.336975,
06/30/1995,,0.0,0.0,994.006027,1213.655029,-219.649002,14.352,14.352,0.0,0.0,0.0,1008.357971,89.759003,0.0,0.0,18.74,,1116.857056,,0.0,34.16,0.0,34.16,58.497002,,,0.0,92.656998,335.149994,131.535995,566.190002,-8.676,1024.199992,1116.857056,
09/30/1995,,0.0,0.0,1144.708969,1375.261963,-230.552994,10.103,10.103,0.0,0.0,0.0,1154.812012,14.697,0.0,0.0,20.552,,1190.061035,,0.0,22.636,0.0,22.636,110.689003,,,0.0,133.324997,363.619995,133.794998,566.375,-7.054,1056.735993,1190.061035,
12/31/1995,,0.0,416.216003,1171.16803,1413.134033,-241.966003,23.698999,23.698999,0.0,0.0,0.0,1611.083008,80.435997,0.0,0.0,245.942001,,1937.46106,,0.0,32.533001,0.0,32.533001,158.052002,,,0.0,190.585007,536.119995,112.373001,1107.939941,-9.557,1746.875937,1937.46106,
03/31/1996,,0.0,382.612,1390.587967,1644.81897,-254.231003,26.347,26.347,0.0,0.0,0.0,1799.546997,68.525002,0.0,0.0,246.138,,2114.209961,,0.0,36.187,0.0,36.187,120.839001,,,0.0,157.026001,704.505005,127.528,1133.281006,-8.13,1957.184011,2114.209961,
06/30/1996,,0.0,408.964996,1520.16507,1788.21106,-268.04599,25.959999,25.959999,0.0,0.0,0.0,1955.089966,19.827,0.0,0.0,247.878998,,2222.795898,,0.0,36.738998,0.0,36.738998,121.07,,,0.0,157.809006,734.572021,125.917,1209.213013,-4.715,2064.987034,2222.795898,
