Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,2087.899902,116.599998,116.599998,0.0,474.5,,,0.0,0.0,0.0,0.0,,244.800003,,,,,,,835.900024,306.899994,,,12.8,,932.299988,186.899994,,,,745.399994,1251.999982,,0.0,0.0,,,,364.799988,,,,,,1089.600037,,,,1089.600037,1454.400024,0.0,,,,,777.799988,,,777.799988,777.799988,2232.200012,0.0,268.600006,,,-906.5,,191.700012,-446.199982,301.899994,-144.299988,2087.900024,
06/30/1998,1816.3,247.9,247.9,0.0,425.4,425.4,,0.0,0.0,0.0,0.0,,176.5,,,,,,,849.8,303.2,,,0.0,,663.3,321.9,188.0,133.9,,341.4,966.5,,0.0,0.0,,,,0.0,,,,,,995.6,,,,995.6,995.6,0.0,,,,,772.6,,,772.6,772.6,1768.2,0.0,252.0,,,0.0,-298.9,-206.8,-253.7,301.8,48.1,1816.3,
09/30/1998,1669.3,156.4,156.4,0.0,375.3,375.3,,0.0,0.0,0.0,0.0,,168.1,,,,,,,699.8,298.7,,,0.0,,670.8,322.7,189.9,132.8,,348.1,969.5,,0.0,0.0,,,,1.5,,,,,,941.5,,,,941.5,943.0,0.0,,,,,751.3,,,751.3,751.3,1694.3,0.0,252.6,,,-110.6,-261.9,-207.0,-326.9,301.9,-25.0,1669.3,
12/31/1998,1789.199951,90.599998,90.599998,0.0,445.200012,,,0.0,0.0,0.0,0.0,,228.199997,,,,,,,764.0,298.299988,680.5,-382.200012,0.0,,726.900024,191.800003,,,,535.100021,1025.200012,,0.0,0.0,,,,36.900002,,,,,,1315.79995,,,,1315.79995,1352.699951,0.0,,,,,505.799988,,,505.799988,505.799988,1858.499939,0.0,252.800003,,,-168.100006,,-455.699982,-370.999985,301.700012,-69.299973,1789.199966,
03/31/1999,1821.3,70.9,70.9,,518.2,518.2,,0.0,0.0,0.0,0.0,0.0,212.3,,,,,,,801.4,293.0,,,0.0,,726.9,325.4,179.0,146.4,,401.5,1019.9,,,,,,,64.3,,,,,,1310.4,,,,1310.4,1374.7,0.0,,,,,512.5,,,512.5,512.5,1887.2,,241.2,,,-215.1,-180.9,-213.1,-367.9,302.0,-65.9,1821.3,
06/30/1999,1720.0,76.4,76.4,,441.4,441.4,,,,,,,188.0,,,,,,,705.8,285.4,,,,,728.8,324.9,171.1,153.8,,403.9,1014.2,,,,,,,129.2,,,,,,1234.5,,,,1234.5,1363.7,0.0,,,,,516.1,,,516.1,516.1,1879.8,,237.6,,,-326.7,-144.9,-227.9,-461.9,302.1,-159.8,1720.0,
09/30/1999,1713.2,70.8,70.8,0.0,426.0,426.0,,0.0,0.0,0.0,0.0,0.0,192.8,,,,,,,689.6,277.7,727.998,-450.298,0.0,,745.9,168.5,168.5,0.0,,577.4,1023.6,,0.0,0.0,,,,102.6,,,,,,1240.3,,,,1240.3,1342.9,0.0,,,,,502.2,,,502.2,502.2,1845.1,0.0,234.8,,,-329.8,-108.7,-229.9,-433.6,301.7,-131.9,1713.2,
12/31/1999,1785.7,113.2,113.2,0.0,454.4,454.4,,0.0,0.0,0.0,0.0,0.0,217.4,,,,,,,785.0,280.0,672.0,-392.0,0.0,,720.7,323.7,167.5,156.2,,397.0,1000.7,,,,,,,127.3,,,,,,1287.5,,,,1287.5,1414.8,300.0,,,,,487.5,,,487.5,787.5,2202.3,0.0,239.0,,,-330.2,-105.9,-219.5,-416.6,,-416.6,1785.7,
03/31/2000,1811.4,70.0,70.0,0.0,508.0,508.0,,0.0,0.0,0.0,0.0,0.0,219.9,,,,,,,797.9,275.7,,,0.0,,737.8,324.4,174.1,150.3,,413.4,1013.5,,0.0,0.0,,,,38.9,,,,,,1326.7,,,,1326.7,1365.6,,,,,,476.1,,,476.1,476.1,1841.7,0.0,232.1,,,-301.5,-39.0,-224.0,-332.4,302.1,-30.3,1811.4,
06/30/2000,1428.4,54.8,54.8,0.0,332.2,332.2,,0.0,0.0,0.0,0.0,0.0,108.6,,,,,,,495.6,221.4,,,0.0,,711.4,283.9,148.8,135.1,,427.5,932.8,,,,,,,291.9,291.9,0.0,0.0,,,681.4,,,,681.4,973.3,0.0,0.0,0.0,0.0,,455.2,,,455.2,455.2,1428.5,0.0,228.2,,,-291.4,-0.1,-239.3,-302.6,302.5,-0.1,1428.4,
09/30/2000,297.0,22.6,22.6,0.0,87.8,87.8,,0.0,0.0,0.0,0.0,0.0,57.9,,,,,,,168.3,42.9,,,0.0,,85.8,14.2,,,,71.6,128.7,,107.3,107.3,,,,0.0,,,,,,112.7,,,,112.7,220.0,195.5,,,,,142.6,,,142.6,338.1,558.1,0.0,1.7,,,-0.1,-258.7,-4.0,-261.1,0.0,-261.1,297.0,
12/31/2000,398.3,119.1,119.1,0.0,101.0,101.0,,0.0,0.0,0.0,0.0,0.0,57.5,,,,,,,277.6,43.4,115.4,-72.0,0.0,,77.3,13.7,,,,63.6,120.7,,135.4,135.4,,,,0.0,0.0,0.0,0.0,,,117.7,,,,117.7,253.1,300.0,300.0,0.0,0.0,,127.7,,,127.7,427.7,680.8,0.0,9.6,,,-67.0,-223.2,-1.9,-282.5,0.0,-282.5,398.3,
03/31/2001,399.6,99.0,99.0,0.0,123.7,123.7,,0.0,0.0,0.0,0.0,0.0,57.1,,,,,,,279.8,42.3,,,0.0,,77.5,13.1,,,,64.4,119.8,,143.2,143.2,,,,0.0,0.0,0.0,0.0,,,150.4,,,,150.4,293.6,300.0,300.0,0.0,0.0,,129.9,,,129.9,429.9,723.5,0.0,17.4,,,-155.7,-182.3,-3.3,-323.9,0.0,-323.9,399.6,
06/30/2001,462.0,164.4,164.4,0.0,117.5,117.5,,0.0,0.0,0.0,0.0,0.0,56.0,,,,,,,337.9,42.0,,,0.0,,82.1,12.4,,,,69.7,124.1,,142.1,142.1,,,,0.0,0.0,0.0,0.0,,,145.5,,,,145.5,287.6,300.0,300.0,0.0,0.0,,130.9,,,130.9,430.9,718.5,0.0,36.4,,,-155.7,-133.9,-3.3,-256.5,0.0,-256.5,462.0,
09/30/2001,473.5,174.7,174.7,0.0,112.4,112.4,,0.0,0.0,0.0,0.0,0.0,59.1,,,,,,,346.2,42.7,,,0.0,,84.6,11.7,,,,72.9,127.3,,203.4,203.4,,,,0.0,0.0,0.0,0.0,,,135.6,,,,135.6,339.0,300.0,300.0,0.0,0.0,,130.1,,,130.1,430.1,769.1,0.0,26.6,,,-228.7,-91.1,-2.4,-295.6,0.0,-295.6,473.5,
12/31/2001,505.4,163.2,163.2,0.0,148.4,148.4,,0.0,0.0,0.0,0.0,0.0,59.6,,,,,,,371.2,42.9,123.4,-80.5,0.0,,91.3,16.3,6.0,10.3,,75.0,134.2,,236.9,236.9,,,,0.0,0.0,0.0,0.0,,,122.4,,,,122.4,359.3,300.0,300.0,0.0,0.0,,150.2,,,150.2,450.2,809.5,0.0,45.4,,,-307.5,-39.3,-2.7,-304.1,0.0,-304.1,505.4,
06/30/2002,663.6,78.5,78.5,0.0,177.6,177.6,,0.0,0.0,0.0,0.0,0.0,55.5,,,,,,,311.6,45.7,,,0.0,,306.3,213.0,125.2,87.8,,93.3,352.0,,173.1,173.1,,,,0.0,0.0,0.0,0.0,,,173.3,,,,173.3,346.4,300.0,300.0,0.0,0.0,,159.9,,,159.9,459.9,806.3,0.0,86.1,,,-326.7,98.0,-0.1,-142.7,0.0,-142.7,663.6,
09/30/2002,634.4,69.9,69.9,0.0,151.7,151.7,,0.0,0.0,0.0,0.0,0.0,60.2,,,,,,,281.8,45.7,,,0.0,,306.9,212.3,126.2,86.1,,94.6,352.6,,165.2,165.2,,,,0.0,0.0,0.0,0.0,,,159.0,,,,159.0,324.2,324.5,324.5,0.0,0.0,,166.2,,,166.2,490.7,814.9,0.0,42.7,,,-382.3,158.7,0.4,-180.5,0.0,-180.5,634.4,
12/31/2002,630.8,39.9,39.9,0.0,178.1,178.1,,0.0,0.0,0.0,0.0,0.0,54.3,,,,,,,272.3,50.6,131.5,-80.9,0.0,,334.4,210.7,126.3,84.4,,123.7,385.0,,1.3,1.3,,,,107.1,107.1,0.0,0.0,,,353.6,,,,353.6,462.0,300.0,300.0,0.0,0.0,,195.8,,,195.8,495.8,957.8,0.0,47.2,,,-597.7,221.8,1.7,-327.0,0.0,-327.0,630.8,
03/31/2003,684.9,57.8,57.8,0.0,223.2,223.2,,0.0,0.0,0.0,0.0,0.0,50.1,,,,,,,331.1,49.3,,,0.0,,304.5,208.6,126.1,82.5,,95.9,353.8,,155.8,155.8,,,,93.1,93.1,0.0,0.0,,,203.3,,,,203.3,452.2,300.0,300.0,0.0,0.0,,204.6,,,204.6,504.6,956.8,0.0,51.1,,,-632.1,307.0,2.1,-271.9,0.0,-271.9,684.9,
06/30/2003,720.9,81.2,81.2,0.0,237.2,237.2,,0.0,0.0,0.0,0.0,0.0,50.3,,,,,,,368.7,48.4,,,0.0,,303.8,207.2,126.3,80.9,,96.6,352.2,,149.8,149.8,,,,,0.0,0.0,0.0,,,200.1,,,,200.1,349.9,300.0,300.0,0.0,0.0,,210.5,,,210.5,510.5,860.4,0.0,60.6,,,-604.8,401.3,3.4,-139.5,0.0,-139.5,720.9,
09/30/2003,787.0,179.9,179.9,0.0,207.8,207.8,,0.0,0.0,0.0,0.0,0.0,50.4,,,,,,,438.1,47.1,,,0.0,,301.8,205.6,126.4,79.2,,96.2,348.9,,175.6,175.6,,,,0.0,0.0,0.0,0.0,,,184.4,,,,184.4,360.0,300.0,300.0,0.0,0.0,,217.2,,,217.2,517.2,877.2,0.0,69.2,,,-644.7,480.1,5.2,-90.2,0.0,-90.2,787.0,
12/31/2003,941.4,269.1,269.1,,270.3,270.3,,,,,,,29.6,,,,,,,569.0,46.8,144.8,-98.0,,,325.6,203.8,126.4,77.4,,121.8,372.4,,1.5,1.5,,,,0.0,,,,,,430.6,,,,430.6,432.1,300.0,,,,,241.4,,,241.4,541.4,973.5,,78.1,,,-677.2,558.9,8.1,-32.1,,-32.1,941.4,
03/31/2004,1056.5,368.1,368.1,0.0,281.5,281.5,,0.0,0.0,0.0,0.0,0.0,30.4,,,,,,,680.0,48.0,,,0.0,,328.5,203.0,127.2,75.8,,125.5,376.5,,158.7,158.7,,,,0.0,0.0,0.0,0.0,,,252.3,,,,252.3,411.0,300.0,300.0,0.0,0.0,,245.9,,,245.9,545.9,956.9,0.0,100.0,,,-660.4999,651.2,8.8999,99.6,0.0,99.6,1056.5,
06/30/2004,1001.3,332.3,332.3,0.0,295.8,295.8,,0.0,0.0,0.0,0.0,0.0,26.6,,,,,,,654.7,46.3,,,0.0,,300.3,201.1,127.1,74.0,,99.2,346.6,,181.9,181.9,,,,0.0,0.0,0.0,0.0,,,248.0,,,,248.0,429.9,300.0,300.0,0.0,0.0,,209.3,,,209.3,509.3,939.2,0.0,111.8,,,-800.2,743.5001,6.9999,62.1,0.0,62.1,1001.3,
09/30/2004,1134.0,451.0,451.0,0.0,285.5,285.5,,0.0,0.0,0.0,0.0,0.0,53.0,,,,,,,789.5001,44.2,,,0.0,,300.3,199.9,127.5,72.4,,100.4,344.5,,236.6,236.6,,,,0.0,0.0,0.0,0.0,,,234.0,,,,234.0,470.6,300.3,300.3,0.0,0.0,,215.6,,,215.6,515.9,986.5,0.0,123.6,,,-811.1,827.9,7.1,147.5,0.0,147.5,1134.0,
12/31/2004,1376.0,606.1,606.1,0.0,358.4,358.4,,0.0,0.0,0.0,0.0,0.0,58.1,,,,,,,1022.6,45.2,162.3,-117.1,0.0,,308.2,202.4,131.7,70.7,,105.8,353.4,,2.9,2.9,,,,300.0,300.0,0.0,0.0,,,534.3,,,,534.3,837.2,0.0,0.0,0.0,0.0,,221.3,,,221.3,221.3,1058.5,0.0,145.7,,,-777.2,939.3,9.7,317.5,0.0,317.5,1376.0,
03/31/2005,1559.0,777.0,777.0,0.0,364.6,364.6,,0.0,0.0,0.0,0.0,0.0,63.7,,,,,,,1205.3,44.8,,,0.0,,308.9,200.9,131.8,69.1,,108.0,353.7,,238.0,238.0,,,,300.0,300.0,0.0,0.0,,,297.3,,,,297.3,835.3,0.0,0.0,0.0,0.0,,228.9,,,228.9,228.9,1064.2,0.0,179.5,,,-739.5,1046.8,8.0,494.8,0.0,494.8,1559.0,
06/30/2005,1724.3,930.8,930.8,0.0,379.4,379.4,,0.0,0.0,0.0,0.0,0.0,60.5,,,,,,,1370.7,45.7,,,0.0,,307.9,199.1,131.7,67.4,,108.8,353.6,,251.7,251.7,,,,300.0,300.0,0.0,0.0,,,291.5,,,,291.5,843.2,0.0,0.0,0.0,0.0,,239.0,,,239.0,239.0,1082.2,0.0,201.8,,,-737.4,1175.5,2.2,642.1,0.0,642.1,1724.3,
09/30/2005,1555.1,818.4,736.7,81.7,336.8,336.8,,0.0,0.0,0.0,0.0,0.0,42.8,,,,,,,1198.0,47.2,,,0.0,,309.9,197.5,131.6,65.9,,112.4,357.1,,244.5,244.5,,,,0.0,0.0,0.0,0.0,,,261.3,,,,261.3,505.8,300.0,300.0,0.0,0.0,,251.7,,,251.7,551.7,1057.5,0.0,223.0,,,-1029.8,1305.6,-1.2,497.6,0.0,497.6,1555.1,
12/31/2005,1457.2,580.5,486.0,94.5,421.8,421.8,,0.0,0.0,0.0,0.0,0.0,49.5,,,,,,,1051.8,55.4,190.3,-134.9,0.0,,350.0,222.9,152.1,70.8,,127.1,405.4,,6.8,6.8,,,,0.0,0.0,0.0,0.0,,,572.1,,,,572.1,578.9,300.0,300.0,0.0,0.0,,268.9,,,268.9,568.9,1147.8,0.0,244.3,,,-1353.2,1419.2,-0.9,309.4,0.0,309.4,1457.2,
03/31/2006,1502.4,605.0,495.9,109.1,422.8,422.8,,0.0,0.0,0.0,0.0,0.0,35.0,,,,,,,1062.8,58.3,,,0.0,,381.3,222.8,153.7,69.1,,158.5,439.6,,205.2,205.2,,,,0.0,0.0,0.0,0.0,,,344.9,,,,344.9,550.1,300.0,300.0,0.0,0.0,,270.1,,,270.1,570.1,1120.2,0.0,281.1,,,-1464.6,1565.4,0.3,382.2,0.0,382.2,1502.4,
06/30/2006,1131.1,230.3,223.2,7.1,424.6,424.6,,0.0,0.0,0.0,0.0,0.0,24.9,,,,,,,679.8,60.0,,,0.0,,391.3,220.6,154.0,66.6,,170.7,451.3,,192.2,192.2,,,,0.0,0.0,0.0,0.0,,,334.9,,,,334.9,527.1,300.0,300.0,0.0,0.0,,283.4,,,283.4,583.4,1110.5,0.0,306.7,,,-2011.1,1717.5,7.5,20.6,0.0,20.6,1131.1,
