Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/2000,1191.5,,,-700.599976,,490.900024,,-276.0,,,214.899994,-27.8,26.4,26.4,,0.0,,1.4,187.099994,-74.800003,112.300003,0.0,,,112.299991,0.0,112.300003,0.0,0.0,112.300003,112.300003,,118.699997,0.95,0.95,0.96,121.300003,0.93,0.93,0.94,
12/31/2000,962.2,,,-563.6,,398.6,,-270.9,,,127.7,-21.9,24.9,24.9,,0.0,,-3.0,105.8,-42.3,63.5,0.0,,,63.5,0.0,63.5,0.0,0.0,63.5,63.5,,123.0,0.53,0.53,0.538,123.0,0.52,0.52,0.528,
04/07/2001,1072.300049,,,-630.400024,,441.900024,,-266.899994,,,175.0,-15.699999,22.799999,22.799999,,0.0,,-7.1,159.300001,-62.900002,96.400002,0.0,,,96.399999,0.0,96.400002,0.0,0.0,96.400002,96.400002,,120.699997,0.8,0.8,0.8,130.399994,0.75,0.75,0.75,
07/07/2001,878.400024,,,-532.400024,,346.0,,-239.5,,,106.5,-14.899999,22.299999,22.299999,,0.0,,-7.4,91.600001,-36.200001,55.400002,0.0,,,55.4,0.0,55.400002,0.0,0.0,55.400002,55.400002,,121.300003,0.46,0.46,0.5,133.699997,0.43,0.43,0.47,
10/06/2001,1234.599976,,,-842.5,,392.099976,,-283.299988,,,108.800003,-15.2,23.1,23.1,,0.0,,-7.9,93.600003,-40.5,53.099998,0.0,,,53.100003,0.0,53.099998,0.0,0.0,53.099998,53.099998,,125.400002,0.42,0.42,0.85,135.399994,0.41,0.41,0.85,
12/31/2001,888.5,,,-565.1,,323.4,,-258.6,,,64.8,-16.4,16.4,16.4,,0.0,,-6.9,55.3,-24.0,31.3,0.0,,,31.3,0.0,31.3,0.0,0.0,31.3,31.3,,125.4,0.249601,0.249601,0.249601,135.3,0.231338,0.231338,0.231338,
04/06/2002,1120.300049,,,-678.5,,441.800049,,-265.5,,,176.300003,-40.599998,16.0,16.299999,-0.3,0.0,,24.599999,135.700005,-51.200001,84.5,13.800001,,,70.700003,0.0,70.699997,0.0,0.0,70.699997,70.699997,,126.199997,0.56,0.67,0.81,137.300003,0.53,0.63,0.77,
07/06/2002,966.099976,,,-582.799988,,383.299988,,-267.600006,,,115.699997,-8.9,14.2,14.9,-0.7,0.0,,-5.3,106.799997,-40.299999,66.5,0.0,,,66.499998,0.0,66.5,0.0,0.0,66.5,66.5,,128.399994,0.52,0.52,0.56,139.800003,0.49,0.49,0.53,
10/05/2002,1277.5,,,-793.1,,484.4,,-262.7,,,221.7,-13.4,14.1,16.6,-2.5,,,-0.7,208.3,-78.5,129.8,,,,129.8,,129.8,0.0,0.0,129.8,129.8,,129.4,1.0,1.0,1.06,139.7,0.95,0.95,1.01,
12/31/2002,954.8,,,-602.6,,352.2,,-297.5,,,54.7,28.1,13.8,14.9,-1.1,0.0,,-41.9,82.8,-31.2,51.6,0.0,,,51.6,0.0,51.6,0.0,0.0,51.6,51.6,,139.5,0.4,0.4,0.51,139.5,0.39,0.39,0.5,
04/05/2003,1226.7,,,-752.8,,473.9,,-272.4,,,201.5,-6.0,14.1,15.0,-0.9,0.0,,-8.1,195.5,-73.7,121.8,0.0,,,121.8,0.0,121.8,0.0,0.0,121.8,121.8,,128.4,0.95,0.95,0.95,137.4,0.9,0.9,0.9,
07/05/2003,974.700012,,,-603.200012,,371.5,,-249.399994,,,122.099998,-8.0,,14.8,-0.6,0.0,,-6.2,114.099998,-43.0,71.099998,0.0,,,71.099998,0.0,71.099998,0.0,0.0,71.099998,71.099998,,127.800003,0.56,0.56,0.56,136.699997,0.54,0.54,0.54,
10/04/2003,1171.099976,,,-752.099976,,419.0,,-264.399994,,,154.600006,-3.9,,14.7,-0.8,0.0,,-10.0,150.700006,-56.799999,93.900002,0.0,,,93.900007,0.0,93.900002,0.0,0.0,93.900002,93.900002,,126.599998,0.74,0.74,0.74,135.699997,0.71,0.71,0.71,
12/31/2003,966.6,,,-630.5,,336.1,,-270.7,,,65.4,1.3,13.1,14.3,-1.2,0.0,,-14.4,66.7,-24.9,41.8,0.0,,,41.8,0.0,41.8,0.0,0.0,41.8,41.8,,136.0,0.33,0.33,0.33,136.0,0.33,0.33,0.33,
04/03/2004,1205.0,,,-756.5,,448.5,,-299.7,,,148.8,2.2,11.7,13.0,-1.3,0.0,,-13.9,151.0,-56.6,94.4,0.0,,,94.4,0.0,94.4,0.0,0.0,94.4,94.4,,125.2,0.75,0.75,0.75,130.1,0.73,0.73,0.73,
07/03/2004,1042.6,,,-639.2,,403.4,,-278.8,,,124.6,-0.4,10.9,11.0,-0.1,0.0,,-10.5,124.2,-46.6,77.6,0.0,,,77.6,0.0,77.6,0.0,0.0,77.6,77.6,,124.7,0.62,0.62,0.62,127.1,0.61,0.61,0.61,
10/02/2004,1283.0,,,-834.5,,448.5,,-297.2,,,151.3,1.9,11.9,12.1,-0.2,0.0,,-13.8,153.2,-57.4,95.8,0.0,,,95.8,0.0,95.8,0.0,0.0,95.8,95.8,,123.0,0.78,0.78,0.78,125.0,0.77,0.77,0.77,
12/31/2004,1062.0,,,-714.2,,347.8,,-301.2,,,46.6,8.0,14.8,15.3,-0.3,0.0,,-23.0,54.6,-20.5,34.1,0.0,,,34.1,0.0,34.0,0.0,0.0,34.0,34.0,,121.5,0.28,0.28,0.28,123.8,0.28,0.28,0.28,
04/02/2005,1349.3,,,-850.6,,498.7,,-340.4,,,158.3,-18.0,18.9,19.4,-0.5,0.0,,-0.9,140.3,-53.3,87.0,0.0,,,87.0,0.0,87.0,0.0,0.0,87.0,87.0,,121.2,0.72,0.72,0.72,122.7,0.71,0.71,0.71,
07/02/2005,1176.4,,,-741.9,,434.5,,-329.1,,,105.4,-17.0,17.9,18.2,-0.3,0.0,,-0.9,88.4,-33.6,54.8,0.0,,,54.8,0.0,54.8,0.0,0.0,54.8,54.8,,118.9,0.46,0.46,0.48,120.2,0.46,0.46,0.48,
10/01/2005,1327.5,,,-866.1,,461.4,,-321.8,,,139.6,-18.5,19.5,19.6,-0.1,0.0,,-1.0,121.1,-44.3,76.8,0.0,,,76.8,0.0,76.8,0.0,0.0,76.8,76.8,,116.5,0.66,0.66,0.76,117.6,0.65,0.65,0.76,
12/31/2005,1221.0,,,-785.2,,435.8,,-341.9,,,93.9,-18.4,18.8,19.0,-0.2,0.0,,-0.4,75.5,-19.8,55.7,0.0,,,55.7,0.0,55.7,0.0,0.0,55.7,55.7,,116.4,0.48,0.48,0.51,116.4,0.48,0.48,0.51,
04/01/2006,1215.3,,,-765.0,,450.3,,-319.6,,,130.7,-59.5,15.3,16.3,-1.0,0.0,,44.2,71.2,-47.3,23.9,-1.9,,,25.8,0.0,25.8,0.0,0.0,25.8,25.8,,113.3,0.23,0.21,0.66,115.5,0.22,0.21,0.66,
07/01/2006,923.900024,,,-586.700012,,337.200012,,-280.5,,,56.700001,-9.3,,12.0,-1.8,0.0,,-0.9,47.400001,-17.0,30.4,-6.2,,,36.600001,0.0,36.599998,0.0,0.0,36.599998,36.599998,,113.300003,0.33,0.27,0.27,113.5,0.32,0.27,0.27,
09/30/2006,1077.5,,,-704.599976,,372.900024,,-270.899994,,,102.0,-9.0,,10.6,-0.5,0.0,,-1.1,93.0,-34.599998,58.400002,-4.6,,,63.000001,0.0,63.0,0.0,0.0,63.0,63.0,,110.5,0.57,0.53,0.6,112.400002,0.56,0.52,0.59,
12/31/2006,870.3,,,-617.9,,252.4,,-225.3,,,27.1,-483.8,,11.6,-0.2,0.0,,472.4,-456.7,169.0,-287.7,-18.2,,,-269.5,0.0,-269.5,0.0,0.0,-269.5,-269.5,,107.4,-2.51,-2.65,0.127,107.4,-2.51,-2.65,0.127,
04/07/2007,1078.5,,,-713.400024,,365.099976,,-281.799988,,,83.300003,-13.7,,14.6,-0.3,0.0,,-0.6,69.600003,-25.200001,44.400002,-3.4,,,47.800002,0.0,47.799999,0.0,0.0,47.799999,47.799999,,106.800003,0.45,0.42,0.48,109.099998,0.44,0.41,0.47,
07/07/2007,903.900024,,,-613.700012,,290.200012,,-263.100006,,,27.1,-111.0,,13.5,-0.4,0.0,,97.9,-83.9,32.799999,-51.099998,-4.0,,,-47.1,0.0,-47.099998,0.0,0.0,-47.099998,-47.099998,,107.099998,-0.44,-0.48,0.17,107.099998,-0.44,-0.48,0.17,
10/06/2007,1027.599976,,,-701.099976,,326.5,,-286.200012,,,40.299999,7.2,,13.7,-1.0,0.0,,-19.9,47.499999,90.900002,138.399994,-261.700012,,,400.100013,0.0,400.100006,0.0,0.0,400.100006,400.100006,,99.699997,4.01,1.39,0.53,100.699997,3.97,1.37,0.51,
12/31/2007,838.5,,,-580.9,,257.6,,-269.2,269.2,0.0,-11.6,-80.0,5.7,7.7,-2.0,0.0,,74.3,-91.6,5.8,-85.8,4.0,,,-89.8,0.0,-89.8,0.0,0.0,-89.8,-89.8,,84.8,-1.06,-1.01,0.09,84.8,-1.06,-1.01,0.09,
04/05/2008,975.4,,,-654.7,,320.7,0.0,-280.8,280.8,0.0,39.9,-9.4,9.7,12.2,-2.5,,,-0.3,30.5,-11.0,19.5,,,,19.5,,19.5,0.0,0.0,19.5,19.5,,84.6,0.23,0.23,0.23,85.4,0.23,0.23,0.23,
07/05/2008,829.400024,,,-547.0,,282.400024,,-256.899994,,,25.5,-9.3,,12.0,-2.2,0.0,,-0.5,16.2,-5.6,10.6,0.0,,,10.6,0.0,10.6,0.0,0.0,10.6,10.6,,83.800003,0.13,0.13,0.21,84.900002,0.13,0.13,0.2,
10/04/2008,964.700012,,,-641.400024,,323.299988,,-271.5,,,51.799999,-10.9,,12.1,-1.6,0.0,,0.4,40.899999,-14.6,26.299999,-1.0,,,27.299999,0.0,27.299999,0.0,0.0,27.299999,27.299999,,81.599998,0.33,0.32,0.3795,83.0,0.33,0.32,0.3795,
12/31/2008,846.9,,,-597.0,,249.9,,-260.1,260.1,0.0,-10.2,-850.3,11.6,12.8,-1.2,0.0,,838.7,-860.5,37.7,-822.8,0.1,,,-822.9,0.0,-822.9,0.0,0.0,-822.9,-822.9,,163.2,-20.16,-20.16,-0.04,81.6,-10.08,-10.08,-0.04,
04/04/2009,891.1,879.4,11.7,-597.8,597.8,293.3,0.0,-279.6,279.6,0.0,13.7,-13.2,12.9,13.8,-0.9,,0.3,0.0,0.5,-0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,22.306972,22.006972,81.7,0.0,0.0,0.273035,81.7,0.0,0.0,0.269363,
07/04/2009,803.9,793.4,10.5,-521.8,521.8,282.1,0.0,-240.0,240.0,0.0,42.1,-22.0,19.8,20.6,-0.8,,0.2,2.0,20.1,-7.0,13.1,0.0,0.0,0.0,13.1,0.0,13.1,0.0,-0.5,12.6,19.349213,6.749213,81.7,0.15,0.15,0.236832,81.8,0.15,0.15,0.232509,
10/03/2009,855.7,843.9,11.8,-551.3,551.3,304.4,0.0,-243.5,243.5,0.0,60.9,-13.8,11.5,12.1,-0.6,,2.3,0.0,47.1,-16.5,30.6,0.0,0.0,0.0,30.6,-0.2,30.4,0.0,-1.3,29.1,36.147368,7.047368,81.7,0.36,0.36,0.44244,81.8,0.36,0.36,0.44244,
12/31/2009,776.7,762.8,13.9,-510.6,510.6,266.1,0.0,-394.9,245.6,149.3,-128.8,-9.0,8.5,,,,0.9,-0.4,-137.8,7.5,-130.3,0.0,0.0,0.0,-130.3,-0.1,-130.4,0.0,5.5,-124.9,20.974667,145.874667,81.8,-1.53,-1.53,0.256414,81.8,-1.53,-1.53,0.253309,
04/03/2010,887.3,876.1,11.2,-561.1,561.1,326.2,0.0,-249.9,249.9,0.0,76.3,-13.8,12.0,12.4,-0.4,,1.8,0.0,62.5,-23.1,39.4,0.0,0.0,0.0,39.4,-0.2,39.2,0.0,-1.7,37.5,38.640732,1.140732,82.0,0.46,0.46,0.471228,82.4,0.45,0.45,0.463844,
10/02/2010,1022.1,1009.9,12.2,-679.5,679.5,342.6,0.0,-282.5,282.5,0.0,60.1,-13.7,14.2,,,,-0.5,0.0,46.4,-17.2,29.2,0.0,0.0,0.0,29.2,-0.1,29.1,0.0,-1.3,27.8,43.300007,15.500007,82.9,0.34,0.34,0.522316,82.9,0.34,0.34,0.522316,
12/31/2010,873.7,858.4,15.3,-604.3,604.3,269.4,0.0,-316.2,278.6,37.6,-46.8,-17.9,18.3,,,,-0.4,0.0,-64.7,24.7,-40.0,0.0,0.0,0.0,-40.0,-0.1,-40.1,0.0,1.8,-38.3,-0.324269,37.975731,81.9,-0.47,-0.47,-0.003959,81.9,-0.47,-0.47,-0.006316,
04/02/2011,961.3,949.0,12.3,-630.6,630.6,330.7,0.0,-269.5,269.5,0.0,61.2,-19.8,21.1,21.3,-0.2,,-1.3,0.0,41.4,-15.5,25.9,0.0,0.0,0.0,25.9,-0.2,25.7,0.0,-0.8,24.9,30.72,5.82,82.2,0.3,0.3,0.373723,83.4,0.3,0.3,0.369784,
07/02/2011,887.4,876.7,10.7,-564.3,564.3,323.1,0.0,-278.2,278.2,0.0,44.9,-36.3,37.0,37.3,-0.3,,-0.7,0.0,8.6,-3.2,5.4,0.0,0.0,0.0,5.4,-0.2,5.2,0.0,-0.2,5.0,26.90511,21.90511,81.7,0.06,0.06,0.329316,83.2,0.06,0.06,0.323283,
10/01/2011,1043.0,1030.1,12.9,-671.1,671.1,371.9,0.0,-311.5,311.5,0.0,60.4,-0.2,0.7,0.9,-0.2,,-0.5,0.0,60.2,-19.0,41.2,0.0,0.0,0.0,41.2,-0.2,41.0,0.0,-1.4,39.6,39.854706,0.254706,78.6,0.5,0.5,0.507057,80.4,0.49,0.49,0.493168,
12/31/2011,893.6,878.1,15.5,-574.0,574.0,319.6,0.0,-345.5,314.0,31.5,-25.9,-13.2,14.5,,,,-1.3,0.0,-39.1,18.2,-20.9,0.0,0.0,0.0,-20.9,-0.2,-21.1,0.0,0.7,-20.4,9.755915,30.155915,76.0,-0.27,-0.27,0.128367,76.0,-0.27,-0.27,0.126788,
03/31/2012,936.0,923.4,12.6,-592.5,592.5,343.5,0.0,-303.3,303.3,0.0,40.2,-41.8,42.7,42.9,-0.2,,-0.9,0.0,-1.6,0.6,-1.0,0.0,0.0,0.0,-1.0,-0.2,-1.2,0.0,0.2,-1.0,23.974314,24.974314,76.1,-0.01,-0.01,0.315037,76.1,-0.01,-0.01,0.315037,
06/30/2012,854.8,844.3,10.5,-528.6,528.6,326.2,0.0,-304.5,304.5,0.0,21.7,-8.4,8.8,9.0,-0.2,,-0.4,0.0,13.3,-4.9,8.4,0.0,0.0,0.0,8.4,-0.3,8.1,0.0,-0.2,7.9,17.547586,9.647586,75.2,0.11,0.11,0.233346,76.0,0.1,0.1,0.226942,
