Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1990,58.246998,,,,,,,,,,,,,,,,,,,,,,,,,,2.469,,,2.469,2.469,,86.626663,0.0275,0.0275,,86.626663,0.0275,0.0275,0.0275,
09/30/1990,91.352997,,,,,,,,,,,,,,,,,,,,,,,,,,8.436,,,8.436,8.436,,86.626678,0.0975,0.0975,,86.626678,0.0975,0.0975,0.0975,
12/31/1990,64.240997,,,,,,,,,,,,,,,,,,,,,,,,,,2.262,,,2.262,2.262,,86.627998,0.025,0.025,,86.627998,0.025,0.025,0.025,
03/31/1991,78.130997,,,-49.195,,28.935997,,-16.753,,,12.183,-0.946,,0.946,,0.0,,0.0,11.237,-1.392,9.845,0.0,,,9.845,0.0,9.845,0.0,,9.845,9.845,,86.626678,0.08,0.08,,86.626678,0.08,0.08,0.08,
06/30/1991,70.339996,,,-45.247002,,25.092995,,-16.809,,,8.284,-1.044,,1.044,,0.0,,0.0,7.24,-1.379,5.861,0.0,,,5.861,0.0,5.861,0.0,,5.861,5.861,,95.531998,0.0475,0.0475,,95.531998,0.0475,0.0475,0.0475,
09/30/1991,109.847,,,-68.550003,,41.296997,,-18.083,,,23.214001,-0.599,,0.599,,0.0,,0.0,22.615001,-9.203,13.412,0.0,,,13.412001,0.0,13.412,0.0,,13.412,13.412,,104.795998,0.1325,0.1325,,104.795998,0.1325,0.1325,0.1325,
12/31/1991,75.748001,,,-50.132,,25.616001,,-16.472,,,9.144,-0.117,,0.279,,0.0,,-0.162,9.027,-4.062,4.965,0.0,,,4.965,0.0,4.965,0.0,,4.965,4.965,,98.8078,0.0875,0.0875,,98.8078,0.0875,0.0875,0.0875,
04/05/1992,106.427002,,,-68.975998,,37.451004,,-20.112,,,17.339001,-0.287,,0.287,,0.0,,0.0,17.052001,-6.788,10.264,0.0,,,10.264001,0.0,10.264,0.0,,10.264,10.264,,103.678841,0.1,0.1,,103.678841,0.1,0.1,0.1,
07/05/1992,99.061996,,,-65.279999,,33.781998,,-21.308001,,,12.474,-0.331,,0.331,,0.0,,0.0,12.143,-4.891,7.252,0.0,,,7.252,0.0,7.252,0.0,,7.252,7.252,,103.528236,0.07,0.07,,103.528236,0.07,0.07,0.07,
10/04/1992,138.701996,,,-88.675003,,50.026993,,-21.681999,,,28.344999,-0.273,,0.273,,0.0,,0.0,28.071999,-10.668,17.403999,0.0,,,17.403999,0.0,17.403999,0.0,,17.403999,17.403999,,104.010719,0.1675,0.1675,,104.010719,0.1675,0.1675,0.1675,
12/31/1992,92.380997,,,-62.912998,,29.467999,,-20.073999,,,9.394,-0.044,,0.265,,0.0,,-0.221,9.35,-2.967,6.383,0.0,,,6.383,0.0,6.383,0.0,,6.383,6.383,,100.891998,0.06,0.06,,100.891998,0.06,0.06,0.06,
04/04/1993,145.076004,,,-98.470001,,46.606003,,-25.806,,,20.799999,0.019,,,,0.0,,-0.019,20.818999,-7.953,12.866,-1.376,,,14.241999,0.0,14.242,0.0,,14.242,14.242,,103.756287,0.1375,0.125,,103.756287,0.1375,0.125,0.125,
07/04/1993,121.633003,,,-83.594002,,38.039001,,-24.264,,,13.775,0.06,,,,0.0,,-0.06,13.835,-5.349,8.486,0.0,,,8.486,0.0,8.486,0.0,,8.486,8.486,,104.503998,0.08,0.08,,104.503998,0.08,0.08,0.08,
10/03/1993,165.707001,,,-109.581001,,56.125999,,-23.882999,,,32.243,0.061,,,,0.0,,-0.061,32.304,-12.677,19.627001,0.0,,,19.627,0.0,19.627001,0.0,,19.627001,19.627001,,104.82,0.1875,0.1875,,104.82,0.1875,0.1875,0.1875,
12/31/1993,108.736,,,-72.097,,36.639,,-24.532,,,12.107,-0.046,,0.716,,0.0,,-0.67,12.061,-4.681,7.38,0.0,,,7.38,0.0,7.38,0.0,,7.38,7.38,,105.875999,0.07,0.07,,105.875999,0.07,0.07,0.07,
04/03/1994,161.733994,,,-111.424004,,50.30999,,-26.608999,,,23.701,-0.047,,,,0.0,,0.047,23.654,-8.875,14.779,0.0,,,14.779,0.0,14.779,0.0,,14.779,14.779,,106.484001,0.14,0.14,,106.484001,0.14,0.14,0.14,
07/03/1994,135.679993,,,-93.416,,42.263992,,-26.856001,,,15.408,-0.253,,,,0.0,,0.253,15.155,-5.686,9.469,0.0,,,9.469,0.0,9.469,0.0,,9.469,9.469,,106.540001,0.09,0.09,,106.540001,0.09,0.09,0.09,
10/02/1994,193.718002,,,-133.748993,,59.969009,,-29.313999,,,30.655001,2.464,,,,0.0,,-2.464,33.119001,-12.426,20.693001,0.0,,,20.693001,0.0,20.693001,0.0,,20.693001,20.693001,,105.372002,0.1975,0.1975,,105.372002,0.1975,0.1975,0.1975,
12/31/1994,142.125,,,-99.986,,42.139,,-24.041,,,18.098,-2.681,,1.212,,0.0,,1.469,15.417,-5.438,9.979,0.0,,,9.978999,0.0,9.979,0.0,,9.979,9.979,,105.028,0.095,0.095,,105.028,0.095,0.095,0.095,
04/02/1995,191.987,,,-132.949997,,59.037003,,-31.945,,,27.091999,-0.318,,,,0.0,,0.318,26.773999,-10.046,16.728001,0.0,,,16.728,0.0,16.728001,0.0,,16.728001,16.728001,,104.907997,0.16,0.16,0.16,104.907997,0.16,0.16,0.16,
07/02/1995,156.302994,,,-107.308998,,48.993996,,-33.537998,,,15.456,1.702,,0.207,,0.0,,-1.909,17.158,-6.438,10.72,0.0,,,10.72,0.0,10.72,0.0,,10.72,10.72,,105.475998,0.1025,0.1025,0.1025,105.475998,0.1025,0.1025,0.1025,
10/01/1995,243.505005,,,-174.128998,,69.376007,,-34.241001,,,35.134998,2.33,,0.694,,0.0,,-3.024,37.464998,-13.487,23.978001,0.0,,,23.977998,0.0,23.978001,0.0,,23.978001,23.978001,,106.872002,0.225,0.225,0.225,106.872002,0.225,0.225,0.225,
12/31/1995,184.570007,,,-132.024994,,52.545013,,-39.410999,,,13.134,5.137,,1.007,,0.0,,-6.144,18.271,-6.212,12.059,0.0,,,12.059,0.0,12.059,0.0,,12.059,12.059,,107.503998,0.1125,0.1125,0.1125,107.503998,0.1125,0.1125,0.1125,
03/31/1996,260.351013,,,-187.557007,,72.794006,,-40.141998,,,32.652,-0.521,,0.521,,0.0,,,32.131,-11.792,20.339001,0.0,,,20.339001,0.0,20.339001,0.0,,20.339001,20.339001,,104.304001,0.195,0.195,0.195,107.064003,0.19,0.19,0.19,
06/30/1996,193.274994,,,-132.242996,,61.031998,,-42.157001,,,18.875,2.196,,0.463,,0.0,,-2.659,21.071,-7.733,13.338,0.0,,,13.338,0.0,13.338,0.0,,13.338,13.338,,106.704002,0.125,0.125,0.125,107.931999,0.125,0.125,0.125,
09/29/1996,309.019012,,,-213.522003,,95.497009,,-49.917999,,,45.578999,3.202,,1.007,,0.0,,-4.209,48.780999,-17.903,30.878,0.0,,,30.877999,0.0,30.878,0.0,,30.878,30.878,,104.671997,0.295,0.295,0.295,105.267998,0.29,0.29,0.29,
12/31/1996,258.397003,,,-183.927994,,74.469009,,-54.355,,,20.114,-1.049,,1.049,,0.0,,,19.065,-9.461,16.319,0.0,,,9.604,0.0,16.319,0.0,,16.319,16.319,,105.283996,0.155,0.155,0.155,107.510002,0.15,0.15,0.15,
03/30/1997,317.98999,,,-214.884003,,103.105988,,-55.631001,,,47.474998,-0.362,,0.362,,0.0,,,47.112998,-17.573,29.540001,0.0,,,29.539999,0.0,29.540001,0.0,,29.540001,29.540001,,104.167999,0.28,0.28,0.28,107.989998,0.27,0.27,0.27,
06/29/1997,262.988007,,,-178.542007,,84.445999,,-56.632,,,27.813999,3.034,,0.267,,0.0,,-3.301,30.847999,-11.568,19.280001,0.0,,,19.279999,0.0,19.280001,0.0,,19.280001,19.280001,,103.933998,0.19,0.19,0.19,108.029999,0.18,0.18,0.18,
09/28/1997,445.971985,,,-303.308014,,142.663971,,-67.818001,,,74.846001,3.455,,1.081,,0.0,,-4.536,78.301,-29.363001,48.938,0.0,,,48.938,0.0,48.938,0.0,,48.938,48.938,,104.372002,0.47,0.47,0.47,108.634003,0.45,0.45,0.45,
12/31/1997,345.507996,,,-243.414993,,102.093002,,-70.603996,,,31.489,6.858,,1.874,,0.0,,-8.732,38.347001,-14.38,23.966999,0.0,,,23.967001,0.0,23.966999,0.0,,23.966999,23.966999,,101.987999,0.23,0.23,0.23,106.629997,0.22,0.22,0.22,
03/29/1998,380.151001,,,-252.561005,,127.589996,,-67.193001,,,60.396999,2.384,,1.239,,0.0,,-3.623,62.780999,-24.171,38.610001,0.0,,,38.61,0.0,38.610001,0.0,,38.610001,38.610001,,100.732002,0.38,0.38,0.38,104.325996,0.37,0.37,0.37,
06/28/1998,305.360992,,,-201.085999,,104.274994,,-66.404999,,,37.869999,2.842,,0.351,,0.0,,-3.193,40.711999,-15.674,25.038,0.0,,,25.037999,0.0,25.038,0.0,,25.038,25.038,,100.841003,0.25,0.25,0.25,105.084999,0.24,0.24,0.24,
09/27/1998,495.72699,,,-324.723999,,171.002991,,-78.342003,,,92.661003,3.434,,1.156,,0.0,,-4.59,96.095003,-36.997002,59.098,0.0,,,59.098002,0.0,59.098,0.0,,59.098,59.098,,100.886002,0.59,0.59,0.59,104.426003,0.57,0.57,0.57,
12/31/1998,488.192993,,,-322.295013,,165.89798,,-110.767998,,,55.130001,-2.907,,9.099,,0.0,,-6.192,52.223001,-20.105,32.118,0.0,,,32.118001,0.0,32.118,0.0,,32.118,32.118,,103.83226,0.31,0.31,0.31,106.545998,0.3,0.3,0.3,
04/04/1999,579.094971,,,-364.765991,,214.328979,,-118.460999,,,95.867996,-6.689,7.789,7.789,,0.0,,-1.1,89.178996,-34.778999,54.398998,0.0,,,54.399997,0.0,54.398998,0.0,,54.398998,54.398998,,103.595001,0.53,0.53,0.53,107.167,0.51,0.51,0.51,
07/04/1999,510.38501,,,-303.936005,,206.449005,,-137.863007,,,68.585999,-16.315,9.807,9.807,,0.0,,6.508,52.270998,-20.386,31.885,0.0,,,31.884999,0.0,31.885,0.0,,31.885,31.885,,108.525002,0.29,0.29,0.33,113.113998,0.28,0.28,0.32,
10/03/1999,1146.697021,,,-668.245972,,478.45105,,-287.423004,,,191.028,-63.866999,24.789,24.789,,0.0,,39.077999,127.161001,-52.136002,75.025002,0.0,,,75.025,0.0,75.025002,0.0,,75.025002,75.025002,,122.382004,0.61,0.61,0.8,126.252998,0.59,0.59,0.75,
12/31/1999,905.366,,,-539.952,,365.414,,-267.253,,,98.161,-52.172,25.615,25.615,,0.0,,26.557,45.989,-18.899,27.09,0.0,,,27.09,0.0,27.09,0.0,,27.09,27.09,,121.898,0.23,0.23,0.41,125.466,0.22,0.22,0.4,
04/02/2000,1082.400024,,,-644.599976,,437.800049,,-294.0,,,143.800003,-26.1,26.4,26.4,,0.0,,-0.3,117.700003,-47.099998,70.599998,0.0,,,70.600005,0.0,70.599998,0.0,0.0,70.599998,70.599998,,119.300003,0.59,0.59,0.59,122.0,0.58,0.58,0.58,
07/02/2000,906.599976,,,-527.700012,,378.899963,,-260.700012,,,118.199997,-25.7,26.1,26.1,,0.0,,-0.4,92.499997,-37.0,55.5,0.0,,,55.499997,0.0,55.5,0.0,0.0,55.5,55.5,,118.5,0.47,0.47,0.47,121.599998,0.46,0.46,0.46,
