Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,94.152002,114.527996,114.527996,,0.124773,0.058719,0.05149,0.045,0.045,,0.045,0.045,0.045,,0.033337,,0.574507,0.252602,,
06/30/1990,123.492004,94.812,94.812,,0.061037,-0.019955,-0.029121,-0.04,-0.04,,-0.04,-0.04,-0.04,,-0.006423,,0.383831,0.527046,,
09/30/1990,144.551994,122.879997,122.879997,,0.043555,-0.028499,-0.036548,-0.036667,-0.036667,,-0.036667,-0.036667,-0.036667,,-0.03833,,0.27422,0.420859,,
12/31/1990,150.852,147.702,147.702,,0.036486,-0.04723,-0.051536,-0.06,-0.06,,-0.06,-0.06,-0.06,,-0.018612,,0.484309,0.70603,,
03/31/1991,176.483997,154.379997,154.379997,,0.046068,-0.029317,-0.036067,-0.0275,-0.0275,,-0.0275,-0.0275,-0.0275,,-0.035354,,0.933263,1.16478,,
06/30/1991,177.060001,203.616005,203.616005,,0.064843,-0.006714,-0.010711,0.0025,0.0025,,0.0025,0.0025,0.0025,,-0.018938,,0.813001,1.165594,,
09/30/1991,177.299995,203.85601,203.85601,,0.07181,-0.002987,-0.008844,0.004167,0.004167,,0.004167,0.004167,0.004167,,0.013353,,0.853503,1.173785,,
12/31/1991,177.708,177.504,177.504,,0.099733,0.010834,0.003949,0.025,0.025,,0.025,0.025,0.025,,0.008636,,0.81361,1.193992,,
03/31/1992,178.547997,178.259995,178.259995,,0.066386,-0.025278,-0.032116,-0.015833,-0.015833,,-0.015833,-0.015833,-0.015833,,0.02088,,0.758362,1.17686,,
06/30/1992,178.631996,178.547997,178.547997,,0.083832,-0.023753,-0.030681,-0.019167,-0.019167,,-0.019167,-0.019167,-0.019167,,-0.014203,,0.672265,1.15748,,
09/30/1992,179.040001,178.704002,178.704002,,0.102695,-0.030402,-0.038572,-0.023333,-0.023333,,-0.023333,-0.023333,-0.023333,,-0.046155,,0.585361,1.13359,,
12/31/1992,182.82,180.93,180.93,,0.091803,-0.045957,-0.054922,-0.375833,-0.375833,,-0.375833,-0.375833,-0.375833,,0.019024,,0.545022,0.73289,,
03/31/1993,183.384487,182.963997,182.963997,,0.085776,-0.051223,-0.059318,-0.0525,-0.0525,,-0.0525,-0.0525,-0.0525,,-0.056946,,0.129995,0.680586,,
06/30/1993,462.167999,366.251999,366.251999,,0.074031,-0.978946,-0.985859,-1.095,-1.095,,-1.095,-1.095,-1.095,,-0.023563,,0.079692,0.342142,,
