Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,1830.400024,56.0,56.0,0.0,262.100006,,,425.399994,,,,,191.100006,,,,,,,934.599976,463.600006,931.099976,-467.5,0.0,,432.200012,,,,432.200012,895.800018,,177.100006,177.100006,,,,185.199997,,,,,,491.699997,,,491.699997,854.0,510.700012,,,,,245.0,,,,245.0,755.700012,1609.700012,18.0,953.900024,,,-659.0,,-92.200012,220.700012,,220.700012,1830.400024,
06/30/1990,1838.699951,49.400002,49.400002,0.0,274.600006,,,430.700012,,,,,180.699997,,,,,,,935.400024,462.100006,944.599976,-482.5,0.0,,441.200012,,,,441.200012,903.300018,,170.100006,170.100006,,,,153.5,,,,,,527.399994,,,527.399994,851.0,491.600006,,,,,242.899994,,,,242.899994,734.5,1585.5,18.0,959.700012,,,-659.0,,-65.5,253.200012,,253.200012,1838.700012,
09/30/1990,1913.199951,58.299999,58.299999,0.0,324.200012,,,469.5,,,,,184.899994,,,,,,,1036.900024,472.700012,982.0,-509.299988,0.0,,403.600006,,,,403.600006,876.300018,,210.5,210.5,,,,139.399994,,,,,,551.500031,,,551.500031,901.400024,463.899994,,,,,247.199997,,,,247.199997,711.099991,1612.500015,18.0,971.700012,,,-657.299988,,-31.700012,300.700012,,300.700012,1913.200027,
12/31/1990,2059.199951,380.200012,380.200012,0.0,294.899994,,,377.5,,,,,121.5,,,,,,,1174.099976,472.099976,991.099976,-519.0,0.0,,413.0,,,,413.0,885.099976,,278.0,278.0,,,,207.100006,,,,,,617.300018,,,617.300018,1102.400024,334.799988,,,,,190.5,,,,190.5,525.299988,1627.700012,18.0,990.900024,,,-657.299988,,41.799988,393.400024,38.099998,431.500022,2059.200034,
03/31/1991,1951.199951,315.0,315.0,0.0,299.399994,,,376.0,,,,,97.099998,,,,,,,1087.5,458.899994,968.799988,-509.899994,0.0,,404.799988,,,,404.799988,863.699982,,229.0,229.0,,,,259.700012,,,,,,751.399963,,,751.399963,1240.099976,313.0,,,,,223.5,,,,223.5,536.5,1776.599976,18.0,942.099976,,,-668.700012,,-116.799988,174.599976,,174.599976,1951.199951,
06/30/1991,1928.199951,273.399994,273.399994,0.0,297.899994,,,384.5,,,,,112.099998,,,,,,,1067.900024,453.200012,965.599976,-512.400024,0.0,,407.100006,,,,407.100006,860.300018,,220.699997,220.699997,,,,253.300003,,,,,,728.800049,,,728.800049,1202.800049,300.0,,,,,220.300003,,,,220.300003,520.300003,1723.100052,0.0,658.200012,,,-351.899994,,-101.200012,205.100006,,205.100006,1928.200058,
09/30/1991,1769.5,80.800003,80.800003,0.0,334.399994,,,409.399994,,,,,133.699997,,,,,,,958.299988,460.399994,989.799988,-529.400024,0.0,,350.799988,,,,350.799988,811.199982,,259.899994,259.899994,,,,344.0,,,,,,562.600006,,,562.600006,1166.5,208.600006,,,,,227.899994,,,,227.899994,436.5,1603.0,0.0,665.5,,,-351.600006,,-147.399994,166.5,,166.5,1769.5,
12/31/1991,1728.5,116.400002,116.400002,0.0,303.200012,,,365.5,,,,,110.5,,,,,,,895.599976,475.299927,1028.699951,-553.400024,0.0,,357.600006,,,,357.600006,832.899933,,315.899994,315.899994,,,,144.0,,,,,,571.00003,,,571.00003,1030.900024,208.100006,,,,,195.800003,,,,195.800003,403.900009,1434.800033,0.0,676.099976,,,-351.799988,,-72.700012,251.599976,42.099998,293.699974,1728.500007,
03/31/1992,1713.800049,71.699997,71.699997,0.0,301.5,,,393.299988,,,,,130.300003,,,,,,,896.799988,465.799988,1016.299988,-550.5,0.0,,351.200012,,,,351.200012,817.0,,237.399994,237.399994,,,,232.800003,,,,,,574.200027,,,574.200027,1044.400024,193.899994,,,,,294.100006,,,,294.100006,488.0,1532.400024,0.0,680.200012,,,-351.399994,,-147.399994,181.400024,,181.400024,1713.800049,
06/30/1992,1780.400024,104.400002,104.400002,0.0,301.5,,,403.5,,,,,135.800003,,,,,,,945.200012,471.799988,1037.300049,-565.5,0.0,,363.399994,,,,363.399994,835.199982,,229.0,229.0,,,,255.100006,,,,,,587.200043,,,587.200043,1071.300049,187.399994,,,,,299.700012,,,,299.700012,487.100006,1558.400055,0.0,682.599976,,,-355.5,,-105.100006,221.999969,,221.999969,1780.400024,
09/30/1992,1820.099976,90.699997,90.699997,0.0,335.100006,,,416.100006,,,,,143.5,,,,,,,985.400024,469.0,1043.5,-574.5,0.0,,365.700012,,,,365.700012,834.700012,,249.0,249.0,,,,245.699997,,,,,,586.999954,,,586.999954,1081.699951,184.100006,,,,,310.200012,,,,310.200012,494.300018,1575.999969,0.0,685.400024,,,-356.700012,,-84.599976,244.100037,,244.100037,1820.100006,
12/31/1992,1735.699951,147.399994,147.399994,0.0,316.299988,,,332.200012,,,,,107.400002,,,,,,,903.299988,482.300048,1048.900024,-566.599976,0.0,,350.100006,,,,350.100006,832.400054,,365.200012,365.200012,,,,37.299999,,,,,,600.299977,,,600.299977,1002.799988,177.699997,,,,,244.699997,,,,244.699997,422.399994,1425.199982,0.0,697.5,,,-357.899994,,-29.100006,310.5,0.0,310.5,1735.699982,
03/31/1993,1790.099976,69.5,69.5,0.0,329.200012,,,362.0,,,,,122.900002,,,,,,,883.599976,483.0,1059.599976,-576.599976,0.0,,423.5,,,,423.5,906.5,,265.200012,265.200012,,,,149.399994,,,,,,584.699982,,,584.699982,999.299988,174.699997,,,,,426.200012,,,,426.200012,600.900009,1600.199997,0.0,686.599976,,,-357.600006,,-139.100006,189.899963,,189.899963,1790.09996,
06/30/1993,1816.599976,53.900002,53.900002,0.0,324.0,,,383.100006,,,,,138.699997,,,,,,,899.700012,490.100006,1078.900024,-588.799988,0.0,,426.799988,,,,426.799988,916.899994,,253.600006,253.600006,,,,183.399994,,,,,,548.099976,,,548.099976,985.099976,166.899994,,,,,441.600006,,,,441.600006,608.5,1593.599976,0.0,689.299988,,,-357.5,,-108.799988,223.0,0.0,223.0,1816.599976,
09/30/1993,1938.699951,68.900002,68.900002,0.0,358.100006,,,460.5,,,,,144.300003,,,,,,,1031.800049,484.399994,1080.599976,-596.200012,0.0,,422.5,,,,422.5,906.899994,,311.299988,311.299988,,,,184.600006,,,,,,569.100006,,,569.100006,1065.0,166.600006,,,,,462.200012,,,,462.200012,628.800018,1693.800018,0.0,692.299988,,,-357.299988,,-90.100006,244.899994,0.0,244.899994,1938.700012,
12/31/1993,1958.0,231.800003,231.800003,0.0,329.299988,,,374.899994,,,,,145.800003,,,,,,,1081.800049,480.5,1070.5,-590.0,0.0,,395.700012,,,,395.700012,876.200012,,378.0,378.0,,,,70.400002,,,,,,610.299949,,,610.299949,1058.699951,123.699997,,,,,461.600006,,,,461.600006,585.300003,1643.999954,0.0,695.599976,,,-356.899994,,-24.700012,313.99997,0.0,313.99997,1957.999924,
03/31/1994,1976.400024,103.599998,103.599998,0.0,351.5,,,442.700012,,,,,152.800003,,,,,,,1050.599976,487.799988,1096.0,-608.200012,0.0,,438.0,,,,438.0,925.799988,,312.899994,312.899994,,,,195.300003,,,,,,608.999954,,,608.999954,1117.199951,125.800003,,,,,513.099976,,,,513.099976,638.899979,1756.09993,0.0,697.5,,,-403.399994,,-73.800018,220.299988,0.0,220.299988,1976.399918,
06/30/1994,1965.5,75.300003,75.300003,0.0,332.899994,,,443.799988,,,,,309.299988,,,,,,,1161.300049,499.100006,1110.599976,-611.5,0.0,,305.100006,,,,305.100006,804.200012,,291.200012,291.200012,,,,234.0,,,,,,594.200012,,,594.200012,1119.400024,124.699997,,,,,528.0,,,,528.0,652.699997,1772.100021,0.0,698.900024,,,-452.399994,,-53.100006,193.400024,0.0,193.400024,1965.500046,
09/30/1994,1955.0,84.699997,84.699997,0.0,367.799988,,,504.600006,,,,,165.300003,,,,,,,1122.400024,519.799988,1144.800049,-625.0,0.0,,312.799988,,,,312.799988,832.599976,,309.600006,309.600006,,,,192.399994,,,,,,619.199951,,,619.199951,1121.199951,121.300003,,,,,535.099976,,,,535.099976,656.399979,1777.59993,0.0,701.099976,,,-492.899994,,-30.800018,177.399963,0.0,177.399963,1954.999893,
12/31/1994,1978.300049,214.800003,214.800003,0.0,373.700012,,,412.799988,,,,,149.0,,,,,,,1150.300049,528.400024,1146.699951,-618.299988,0.0,,299.600006,,,,299.600006,828.00003,,408.0,408.0,,,,61.200001,,,,,,671.799999,,,671.799999,1141.0,116.5,,,,,535.200012,,,,535.200012,651.700012,1792.700012,0.0,703.799988,,,-543.5,,25.299988,185.599976,0.0,185.599976,1978.299988,
03/31/1995,1956.300049,98.5,98.5,0.0,370.600006,,,494.299988,,,,,158.600006,,,,,,,1122.0,535.200012,1176.599976,-641.400024,0.0,,299.100006,,,,299.100006,834.300018,,312.700012,312.700012,,,,178.0,,,,,,643.799988,,,643.799988,1134.5,115.0,,,,,551.299988,,,,551.299988,666.299988,1800.799988,0.0,706.700012,,,-578.0,,26.799988,155.5,,155.5,1956.299988,
06/30/1995,2037.199951,111.699997,111.699997,0.0,387.100006,,,510.299988,,,,,178.600006,,,,,,,1187.699951,545.599976,1206.300049,-660.700012,0.0,,303.899994,,,,303.899994,849.499969,,296.600006,296.600006,,,,201.100006,,,,,,674.299988,,,674.299988,1172.0,114.199997,,,,,558.299988,,,,558.299988,672.499985,1844.499985,0.0,709.099976,,,-598.700012,,82.299988,192.699951,,192.699951,2037.199936,
09/30/1995,2092.5,98.199997,98.199997,0.0,399.399994,,,545.799988,,,,,206.800003,,,,,,,1250.199951,531.099976,1183.900024,-652.799988,0.0,,311.200012,,,,311.200012,842.299988,,320.700012,320.700012,,,,230.399994,,,,,,703.300018,,,703.300018,1254.400024,114.300003,,,,,553.200012,,,,553.200012,667.500015,1921.90004,0.0,710.900024,,,-625.599976,,85.299988,170.600037,,170.600037,2092.500076,
12/31/1995,2052.800049,151.399994,151.399994,0.0,402.0,,,466.299988,,,,,195.300003,,,,,,,1215.0,537.799988,1169.5,-631.700012,0.0,,300.0,,,,300.0,837.799988,,419.700012,419.700012,,,,47.299999,,,,,,778.300038,,,778.300038,1245.300049,114.199997,,,,,454.100006,,,,454.100006,568.300003,1813.600052,0.0,716.299988,,,-647.299988,,123.700012,192.700012,46.5,239.200012,2052.800064,
03/31/1996,2072.699951,82.099998,82.099998,0.0,403.200012,,,531.599976,,,,,211.899994,,,,,,,1228.800049,527.5,1158.5,-631.0,0.0,,316.399994,,,,316.399994,843.899994,,298.0,298.0,,,,257.299988,,,,,,757.700012,,,757.700012,1313.0,113.199997,,,,,500.700012,,,,500.700012,613.900009,1926.900009,0.0,719.200012,,,-692.299988,,118.899963,145.799988,,145.799988,2072.699997,
06/30/1996,2108.0,72.900002,72.900002,0.0,409.899994,,,551.099976,,,,,213.600006,,,,,,,1247.5,531.5,1168.599976,-637.099976,0.0,,329.0,,,,329.0,860.5,,298.700012,298.700012,,,,312.200012,,,,,,731.0,,,731.0,1341.900024,105.800003,,,,,500.399994,,,,500.399994,606.199997,1948.100021,0.0,723.599976,,,-726.400024,,162.700012,159.899963,,159.899963,2107.999985,
09/30/1996,2214.899902,67.400002,67.400002,0.0,450.5,,,613.900024,,,,,215.600006,,,,,,,1347.400024,546.200012,1197.599976,-651.400024,0.0,,321.299988,,,,321.299988,867.5,,333.100006,333.100006,,,,349.299988,,,,,,781.600006,,,781.600006,1464.0,105.0,,,,,502.700012,,,,502.700012,607.700012,2071.700012,0.0,726.299988,,,-770.5,,187.400024,143.200012,,143.200012,2214.900024,
12/31/1996,2222.399902,184.5,184.5,0.0,437.0,,,530.0,,,,,198.100006,,,,,,,1349.599976,566.599976,1224.900024,-658.299988,0.0,,306.200012,,,,306.200012,872.799988,,469.299988,469.299988,,,,97.099998,,,,,,824.900063,,,824.900063,1391.300049,104.5,,,,,443.799988,,,,443.799988,548.299988,1939.600037,0.0,737.099976,,,-773.5,,278.100082,241.700058,41.099998,282.800056,2222.400093,
03/31/1997,2217.0,106.0,106.0,0.0,431.899994,,,578.900024,,,,,211.199997,,,,,,,1328.0,563.799988,1228.800049,-665.0,0.0,,325.200012,,,,325.200012,889.0,,359.200012,359.200012,,,,312.899994,,,,,,750.399994,,,750.399994,1422.5,103.800003,,,,,479.399994,,,,479.399994,583.199997,2005.699997,0.0,746.200012,,,-802.599976,,267.699951,211.299988,,211.299988,2216.999985,
06/30/1997,2341.800049,116.400002,116.400002,0.0,445.100006,,,617.400024,,,,,225.5,,,,,,,1404.400024,600.200012,1283.300049,-683.099976,0.0,,337.200012,,,,337.200012,937.400024,,356.100006,356.100006,,,,374.799988,,,,,,774.100006,,,774.100006,1505.0,103.800003,,,,,483.299988,,,,483.299988,587.099991,2092.099991,0.0,762.599976,,,-834.599976,,321.699951,249.699951,,249.699951,2341.799942,
09/30/1997,2406.100098,85.699997,85.699997,0.0,499.0,,,656.700012,,,,,223.699997,,,,,,,1465.099976,606.700012,1271.699951,-665.0,0.0,,334.299988,,,,334.299988,941.0,,390.899994,390.899994,,,,357.200012,,,,,,807.700043,,,807.700043,1555.800049,103.199997,,,,,520.099976,,,,520.099976,623.299973,2179.100021,0.0,765.799988,,,-861.799988,,323.0,227.0,,227.0,2406.100021,
12/31/1997,2272.899902,141.899994,141.899994,0.0,444.799988,,,564.799988,,,,,192.5,,,,,,,1344.0,611.0,1281.599976,-670.599976,0.0,,317.899994,,,,317.899994,928.899994,,476.0,476.0,,,,132.100006,,,,,,747.800018,,,747.800018,1355.900024,102.199997,,,,,492.299988,,,,492.299988,594.499985,1950.400009,0.0,776.799988,,,-882.400024,,390.600037,285.0,37.5,322.5,2272.900009,
03/31/1998,2307.600098,84.800003,84.800003,0.0,478.0,,,598.5,,,,,210.399994,,,,,,,1371.699951,604.400024,1298.599976,-694.200012,0.0,,331.5,,,,331.5,935.900024,,382.0,382.0,,,,201.100006,,,,,,800.700043,,,800.700043,1383.800049,201.699997,,,,,531.099976,,,,531.099976,732.799973,2116.600021,0.0,786.900024,,,-906.799988,,310.899963,191.0,,191.0,2307.600021,
06/30/1998,2329.699951,88.0,88.0,0.0,468.100006,,,588.299988,155.600006,0.0,432.700012,,218.5,,,,,,,1362.900024,603.099976,1303.0,-699.900024,0.0,,363.700012,,,,363.700012,966.799988,,341.299988,341.299988,,,,238.199997,,,,,,786.300064,,,786.300064,1365.800049,201.300003,,,,,535.5,,,,535.5,736.800003,2102.600052,0.0,793.900024,,,-930.5,,363.700012,227.100037,,227.100037,2329.700089,
09/30/1998,2464.5,97.199997,97.199997,0.0,503.799988,,,641.400024,156.600006,0.0,484.799988,,229.0,,,,,,,1471.400024,624.099976,1347.800049,-723.700012,0.0,,369.0,0.0,,,369.0,993.099976,,357.700012,357.700012,,,,294.5,,,,,,861.799988,,,861.799988,1514.0,201.100006,,,,,545.700012,,,,545.700012,746.800018,2260.800018,0.0,845.0,,,-967.700012,,326.400024,203.700012,,203.700012,2464.500031,
12/31/1998,2433.5,105.599998,105.599998,0.0,492.600006,,,538.400024,140.600006,0.0,397.799988,,204.800003,,,,,,,1341.400024,669.900024,1392.800049,-722.900024,0.0,,422.200012,0.0,,,422.200012,1092.100037,,416.899994,416.899994,,,,55.299999,,,,,,857.300007,,,857.300007,1329.5,201.0,,,,,581.799988,,,,581.799988,782.799988,2112.299988,0.0,867.799988,,,-1000.5,,417.799988,285.099976,36.099998,321.199974,2433.499962,
03/31/1999,2399.8,138.9,138.9,0.0,479.2,479.2,,523.6,159.8,0.0,363.8,,196.2,,,,,,,1337.9,648.5,1355.4,-706.9,0.0,,413.4,0.0,,,413.4,1061.9,,333.8,333.8,,,,291.8,,,,,,851.8,,,851.8,1477.4,204.1,,,,,609.7,,,,609.7,813.8,2291.2,0.0,878.9,,,-1050.5,623.1,-342.9,108.6,,108.6,2399.8,
06/30/1999,2372.6,73.8,73.8,0.0,471.4,471.4,,535.4,163.1,0.0,372.3,,202.0,,,,,,,1282.6,665.5,1376.3,-710.8,0.0,,424.5,0.0,,,424.5,1090.0,,286.1,286.1,,,,312.5,,,,,,840.1,,,840.1,1438.7,204.5,,,,,607.0,,,,607.0,811.5,2250.2,0.0,892.4,,,-1126.0,697.5,-341.5,122.4,,122.4,2372.6,
09/30/1999,2526.6,101.3,101.3,0.0,500.5,500.5,,577.5,166.5,0.0,411.0,0.0,219.0,,,,,,,1398.3,699.0,1435.4,-736.4,0.0,,429.3,0.0,0.0,0.0,429.3,1128.3,,342.3,342.3,,,,395.7,,,,,,912.7,,,912.7,1650.7,204.7,,,,,610.0,,,,610.0,814.7,2465.4,0.0,897.4,,,-1228.7,738.8,489.9,897.4,,897.4,3362.8,
12/31/1999,2528.6,117.4,117.4,0.0,495.6,,,523.5,156.9,0.0,366.6,0.0,201.3,,,,,,,1337.8,734.8,1472.0,-737.2,0.0,,456.0,0.0,,,456.0,1190.8,,435.9,435.9,,,,306.0,,,,,,970.9,,,970.9,1712.8,701.4,,,,,487.8,,,,487.8,1189.2,2902.0,0.0,907.5,,,-1801.1,,487.5,-406.1,32.7,-373.4,2528.6,
03/31/2000,2589.7,92.3,92.3,0.0,503.2,503.2,,604.8,172.4,0.0,432.4,0.0,201.9,,,,,,,1402.2,729.3,1474.0,-744.7,0.0,,458.2,0.0,,,458.2,1187.5,,370.5,370.5,,,,504.3,,,,,,885.6,,,885.6,1760.4,701.2,,,,,520.4,,,,520.4,1221.6,2982.0,0.0,909.8,,,-1818.0,868.2,-352.3,-392.3,,-392.3,2589.7,
06/30/2000,2618.199951,75.900002,75.900002,0.0,496.799988,,,645.200012,180.600006,0.0,464.600006,0.0,202.100006,,,,,,,1420.0,731.099976,1472.199951,-741.099976,0.0,,467.100006,0.0,,,467.100006,1198.199982,,361.296997,361.296997,,,,117.400002,,,,,,868.10305,,,868.10305,1346.800049,1092.800049,,,,,524.599976,,,,524.599976,1617.400024,2964.200073,0.0,922.200012,,,-1843.199951,,575.0,-345.999939,,-345.999939,2618.200134,
09/30/2000,2759.100098,94.0,94.0,0.0,532.099976,,,694.400024,185.600006,0.0,508.799988,0.0,214.0,,,,,,,1534.5,741.5,1488.5,-747.0,0.0,,483.100006,0.0,,,483.100006,1224.600006,,377.600006,377.600006,,,,193.0,,,,,,882.599945,,,882.599945,1453.199951,1104.599976,,,,,514.599976,,,,514.599976,1619.199951,3072.399902,0.0,933.099976,,,-1848.199951,,601.799927,-313.300049,,-313.300049,2759.099854,
12/31/2000,2826.4,122.7,122.7,0.0,499.0,,,610.6,168.0,0.0,442.6,0.0,313.4,,,,,,,1545.7,768.4,1523.1,-754.7,0.0,,512.3,0.0,0.0,0.0,512.3,1280.7,,391.3,391.3,,,,105.4,,,,,,862.6,,,862.6,1359.3,1108.2,,,,,574.7,,,,574.7,1682.9,3042.2,0.0,882.0,,,-1869.2,,740.7,-246.5,30.7,-215.8,2826.4,
03/31/2001,2761.8,92.5,92.5,0.0,490.1,490.1,,662.9,175.4,0.0,487.5,0.0,218.6,,,,,,,1464.1,761.1,1512.7,-751.6,0.0,,536.6,,0.0,,536.6,1297.7,,362.2,362.2,,,,120.0,,,,,,806.9,,,806.9,1289.1,1144.4,,,,,552.2,,,,552.2,1696.6,2985.7,0.0,930.7,,,-1910.8,1176.3,-420.1,-223.9,0.0,-223.9,2761.8,
06/30/2001,2837.8,151.7,151.7,0.0,477.9,477.9,,686.5,181.4,0.0,505.1,0.0,230.9,,,,,,,1547.0,763.5,1520.7,-757.2,0.0,,527.3,,,,527.3,1290.8,,348.9,348.9,,,,145.6,,,,,,834.5,,,834.5,1329.0,1139.0,,,,,511.1,,,,511.1,1650.1,2979.1,0.0,982.1,,,-1970.3,1269.1,-422.2,-141.3,0.0,-141.3,2837.8,
09/30/2001,2958.3,185.1,185.1,0.0,514.1,514.1,,728.2,188.5,0.0,539.7,0.0,237.7,,,,,,,1665.1,763.4,1539.1,-775.7,0.0,,529.8,,0.0,,529.8,1293.2,,350.5,350.5,,,,79.6,,,,,,874.7,,,874.7,1304.8,1251.1,,,,,518.9,,,,518.9,1770.0,3074.8,0.0,1003.2,,,-1999.9,1324.6,-444.4,-116.5,,-116.5,2958.3,
12/31/2001,3193.1,508.5,508.5,0.0,519.5,,,612.5,167.0,0.0,445.5,,248.6,,,,,,,1889.1,774.9,1554.6,-779.7,0.0,,529.1,0.0,0.0,0.0,529.1,1304.0,,404.1,404.1,,,,88.8,,,,,,968.1,,,968.1,1461.0,1236.3,,,,,541.4,,,,541.4,1777.7,3238.7,0.0,1027.1,,,-2002.1,,900.4,-74.6,29.0,-45.6,3193.1,
03/31/2002,3053.3,352.7,352.7,,506.5,506.5,,672.5,172.1,,500.4,,262.5,,,,,,,1794.2,753.7,1544.4,-790.7,,,505.4,,0.0,,505.4,1259.1,,349.6,349.6,,,,85.5,,,,,,899.2,,,899.2,1334.3,1228.1,,,,,569.1,,,,569.1,1797.2,3131.5,,1060.8,,,-2059.5,1438.9,-518.4,-78.2,,-78.2,3053.3,
06/30/2002,3127.9,429.4,429.4,0.0,492.1,492.1,,668.9,168.5,0.0,500.4,0.0,246.1,,,,,,,1836.5,748.9,1538.7,-789.8,0.0,,542.5,,0.0,,542.5,1291.4,,322.4,322.4,,,,79.3,,,,,,906.5,,,906.5,1308.2,1263.2,,,,,596.2,,,,596.2,1859.4,3167.6,0.0,1080.2,,,-2111.7,1546.2,-554.4,-39.7,0.0,-39.7,3127.9,
09/30/2002,3187.4,346.2,346.2,,512.4,512.4,,700.6,175.6,,525.0,,266.3,,,,,,,1825.5,734.2,1521.2,-787.0,,,627.7,,,,627.7,1361.9,,327.0,327.0,,,,70.6,,,,,,947.7,,,947.7,1345.3,1300.3,,,,,604.3,,,,604.3,1904.6,3249.9,,1083.3,,,-2145.3,1589.3,-589.8,-62.5,,-62.5,3187.4,
