Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,620.099976,-341.600006,278.499969,-248.800003,29.700001,-8.1,-0.2,2.6,24.0,-10.8,13.2,0.0,0.0,13.2,0,13.2,,,13.2,,0.195,0.195,68.199997,0.195,0.195,0.195,68.199997,
06/30/1990,668.299988,-368.600006,299.699982,-278.100006,21.6,-10.9,-0.1,3.1,13.700001,-6.9,6.8,0.0,0.0,6.8,0,6.8,,,6.800001,,0.11,0.11,62.400002,0.11,0.11,0.11,62.400002,
09/29/1990,669.0,-374.799988,294.200012,-263.5,30.700001,-14.7,0.1,-6.3,9.800001,-5.6,4.2,0.0,0.0,4.2,0,4.2,,,4.200001,,0.07,0.07,61.799999,0.07,0.07,0.07,61.799999,
12/29/1990,764.0,-410.0,354.0,-297.5,56.5,-15.9,-0.7,11.7,51.6,-23.799999,27.799999,0.0,0.0,27.799999,0,27.799999,,,27.800001,,0.455,0.455,61.400002,0.455,0.455,0.455,61.400002,
03/30/1991,650.400024,-355.200012,295.200012,-266.399994,28.799999,-15.7,0.6,2.4,16.1,-7.2,8.9,0.0,0.0,8.9,0,8.9,,,8.9,,0.145,0.145,61.799999,0.145,0.145,0.145,61.799999,
06/29/1991,711.200012,-378.5,332.700012,-275.200012,57.5,-14.1,0.3,1.6,45.3,-17.799999,27.5,0.0,0.0,27.5,0,27.5,,,27.5,,0.44,0.44,62.400002,0.44,0.44,0.44,62.400002,
09/28/1991,669.400024,-366.799988,302.600037,-266.899994,35.700001,-13.0,0.1,4.0,26.800001,-8.5,18.299999,0.0,0.0,18.299999,0,18.299999,,,18.300001,,0.29,0.29,63.599998,0.29,0.29,0.29,63.599998,
12/28/1991,784.700012,-414.0,370.700012,-287.299988,83.400002,-12.9,0.0,1.2,71.700002,-24.1,47.599998,0.0,0.0,47.599998,0,47.599998,,,47.600002,,0.74,0.74,64.400002,0.74,0.74,0.74,64.400002,
03/28/1992,678.400024,-364.399994,314.000031,-279.600006,34.400002,-8.9,0.4,2.2,28.100002,-9.0,19.1,-83.900002,0.0,-64.800003,0,-64.800003,,,19.100002,,0.29,-0.985,65.800003,0.29,0.29,-0.985,65.800003,
06/27/1992,731.5,-385.700012,345.799988,-293.299988,52.5,-8.4,0.3,1.6,46.0,-16.6,29.4,0.0,0.0,29.4,0,29.4,,,29.4,,0.445,0.445,66.400002,0.445,0.445,0.445,66.400002,
09/26/1992,712.900024,-395.399994,317.500031,-287.5,30.0,-9.5,0.4,-133.199997,-112.299997,17.6,-94.699997,0.0,0.0,-94.699997,0,-94.699997,,,-94.699997,,-1.445,-1.445,65.599998,-1.445,-1.445,-1.445,65.599998,
12/26/1992,823.200012,-433.5,389.700012,-309.299988,80.400002,-8.3,-2.5,2.5,72.100001,-21.299999,50.799999,0.0,0.0,50.799999,0,50.799999,,,50.800002,,0.78,0.775,65.599998,0.78,0.78,0.775,65.599998,
03/27/1993,706.099976,-365.5,340.599976,-300.700012,39.900002,-7.5,0.4,0.5,33.300002,-9.3,24.0,0.0,0.0,24.0,0,24.0,,,24.000001,,0.36,0.36,66.400002,0.36,0.36,0.36,66.400002,
06/26/1993,763.200012,-388.5,374.700012,-311.399994,63.299999,-7.7,0.4,-0.3,55.699999,-14.7,41.0,0.0,0.0,41.0,0,41.0,,,41.0,,0.61,0.61,67.0,0.61,0.61,0.61,67.0,
09/25/1993,744.799988,-395.299988,349.5,-302.0,47.5,-8.6,0.7,1.9,41.5,-8.6,32.900002,0.0,0.0,32.900002,0,32.900002,,,32.899999,,0.49,0.49,67.400002,0.49,0.49,0.49,67.400002,
12/31/1993,883.200012,-454.899994,428.300018,-322.5,105.800003,-8.3,-0.7,3.2,100.000003,-24.6,75.400002,0.0,0.0,75.400002,0,75.400002,,,75.400003,,1.105,1.105,67.400002,1.105,1.105,1.105,67.400002,
04/02/1994,489.700012,-319.0,170.700012,-159.600006,11.1,,,,,,11.1,26.700001,,37.799999,0,37.799999,,,,0.16,0.16,0.56,66.800003,0.16,0.16,0.56,66.800003,
07/02/1994,500.399994,-321.0,179.399994,-165.0,14.4,,,,,,14.4,42.5,,56.900002,0,56.900002,,,,0.22,0.22,0.86,66.300003,0.22,0.22,0.86,66.300003,
