Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,,43063.398438,17361.699219,3729.300049,16945.099609,4029.199951,648.0,350.100006,105.099998,4536.299805,887.5,1542.300049,3408.800049,53543.398438,,15286.400391,5421.299805,20788.599609,1258.400024,42754.699219,2460.0,2727.5,0.0,0.0,47942.199219,0.0,0.0,0.0,788.799988,4812.399902,5601.19989,53543.399109,
06/30/1993,,44842.601562,18816.099609,3688.300049,17159.699219,4112.799805,704.799988,360.899994,94.699997,4548.5,869.900024,1575.199951,3667.300049,55598.199219,,15188.200195,5568.299805,21162.5,1570.5,43489.5,422.0,2543.5,850.0,0.0,47305.0,0.0,0.0,0.0,3084.5,5208.700195,8293.200195,55598.200195,
09/30/1993,,45914.800781,19208.900391,3682.600098,17595.099609,4329.600098,717.700012,380.899994,96.5,4706.200195,824.0,1583.0,3935.699951,57060.199219,,15405.5,5787.5,21441.199219,1924.5,44558.699219,320.100006,2712.899902,850.0,0.0,48441.699127,0.0,0.0,0.0,3092.300049,5526.200195,8618.500244,57060.199371,
12/31/1993,,48791.199219,31627.199219,3563.199951,7933.100098,4554.5,721.599976,391.600006,80.699997,4585.100098,821.700012,1511.0,3568.300049,59358.0,,15682.900391,5728.700195,21753.5,2281.5,45446.601562,0.0,2761.699951,850.0,,49058.301513,0.0,0.0,0.0,3099.899902,7199.799805,10299.699707,59358.00122,
03/31/1994,,47453.101562,30253.199219,3457.0,8084.200195,4507.299805,751.799988,399.600006,134.399994,4640.299805,810.299988,1648.900024,4732.399902,59419.398438,,16755.699219,5650.700195,21894.300781,2467.199951,46767.898438,0.0,2936.5,850.0,,50554.398438,0.0,0.0,0.0,3107.0,5758.0,8865.0,59419.398438,
07/01/1994,,47346.699219,30043.199219,3424.199951,8166.399902,4551.399902,751.400024,410.100006,84.5,4696.399902,805.700012,1792.599976,5058.0,59783.898438,,16522.900391,5800.600098,22337.0,2607.0,47267.5,,2839.600098,857.200012,,50964.30011,0.0,0.0,0.0,3114.199951,5705.399902,8819.599853,59783.899963,
09/30/1994,,48039.398438,30558.599609,3321.800049,8112.100098,4809.299805,812.799988,424.799988,112.300003,4853.0,795.099976,1926.900024,5222.799805,60949.5,,16823.900391,5973.200195,22727.099609,2773.300049,48297.5,0.0,3008.800049,862.0,,52168.300049,0.0,0.0,0.0,3121.199951,5660.0,8781.199951,60949.5,
12/31/1994,,48178.699219,30838.699219,3234.100098,8008.100098,4851.899902,814.200012,431.700012,67.900002,4892.799805,787.900024,2073.899902,5368.200195,61369.398438,,16933.400391,5907.799805,23197.900391,2799.899902,48839.0,0.0,3235.199951,869.200012,,52943.399963,0.0,0.0,0.0,3128.100098,5297.899902,8426.0,61369.399963,
03/31/1995,,49048.699219,31634.5,3229.300049,7946.100098,4998.700195,798.900024,441.200012,52.5,5109.399902,763.099976,1996.0,5723.700195,62693.398438,,16802.599609,5761.299805,23474.900391,2938.300049,48977.101562,,3213.699951,869.200012,,53060.001526,0.0,0.0,0.0,3136.199951,6497.200195,9633.400146,62693.401672,
06/30/1995,,52393.699219,34588.0,3280.899902,7939.399902,5334.299805,802.799988,448.299988,75.599998,5623.100098,767.099976,1955.699951,5071.700195,65886.898438,,17171.599609,5980.399902,24015.5,3178.0,50345.5,0.0,3415.800049,1224.0,,54985.300049,0.0,0.0,0.0,3141.0,7760.600098,10901.600098,65886.900147,
09/30/1995,,54421.199219,44072.398438,3349.300049,0.0,5728.799805,807.5,463.200012,62.799999,5867.100098,735.299988,2005.300049,5073.0,68164.703125,,17495.0,6194.799805,24734.199219,3420.5,51844.5,,3507.0,1224.599976,,56576.099976,0.0,0.0,0.0,3138.100098,8450.5,11588.600098,68164.700073,
12/31/1995,,56505.0,45820.0,3280.0,0.0,6150.0,786.0,469.0,90.0,5514.0,724.0,2004.0,5192.0,70029.0,,17687.0,6188.0,25217.0,3798.0,52890.0,0.0,3231.0,1228.0,,57349.0,0.0,0.0,0.0,3139.0,9541.0,12680.0,70029.0,
03/31/1996,,55973.0,45290.0,3268.0,0.0,6165.0,774.0,476.0,43.0,5529.0,720.0,2200.0,5934.0,70399.0,,18001.0,6134.0,25249.0,4240.0,53624.0,112.0,3205.0,1228.0,,58169.0,0.0,0.0,0.0,3139.0,9091.0,12230.0,70399.0,
06/30/1996,,56370.0,46597.0,3227.0,0.0,5325.0,735.0,486.0,152.0,5611.0,714.0,2375.0,6442.0,71664.0,,18150.0,6267.0,25610.0,4602.0,54629.0,231.0,3177.0,1226.0,,59263.0,0.0,0.0,0.0,3139.0,9262.0,12401.0,71664.0,
09/30/1996,,56346.0,46490.0,3265.0,0.0,5370.0,719.0,502.0,164.0,5602.0,701.0,2470.0,6930.0,72213.0,,17391.0,6231.0,25878.0,4928.0,54428.0,192.0,3635.0,1229.0,,59484.0,0.0,0.0,0.0,3138.0,9591.0,12729.0,72213.0,
12/31/1996,,61020.0,48373.0,5837.0,0.0,5561.0,738.0,511.0,116.0,2862.0,714.0,2614.0,7182.0,74508.0,,17382.0,6174.0,26407.0,5539.0,55502.0,152.0,3418.0,1234.0,,60306.0,0.0,750.0,0.0,3138.0,10314.0,14202.0,74508.0,
03/31/1997,,57616.0,47994.0,3152.0,0.0,5222.0,732.0,516.0,129.0,5687.0,709.0,2774.0,7500.0,74415.0,,17411.0,6111.0,26352.0,5735.0,55609.0,98.0,3511.0,1234.0,,60452.0,0.0,750.0,0.0,3138.0,10075.0,13963.0,74415.0,
06/30/1997,,59816.0,49578.0,3073.0,0.0,5924.0,716.0,525.0,182.0,5757.0,718.0,2767.0,7866.0,77106.0,,17480.0,6143.0,26834.0,6647.0,57104.0,175.0,3523.0,1236.0,,62038.0,0.0,750.0,0.0,3144.0,11174.0,15068.0,77106.0,
09/30/1997,,61673.0,50982.0,3038.0,0.0,6393.0,720.0,540.0,167.0,5994.0,727.0,2795.0,8634.0,79990.0,,17532.0,6335.0,27055.0,7332.0,58254.0,235.0,4216.0,1238.0,,63943.0,0.0,750.0,0.0,3144.0,12153.0,16047.0,79990.0,
12/31/1997,,62548.0,51547.0,3002.0,0.0,6765.0,686.0,548.0,220.0,5718.0,741.0,2826.0,8865.0,80918.0,,17403.0,6233.0,27471.0,7582.0,58689.0,856.0,4173.0,840.0,,64558.0,0.0,750.0,0.0,3125.0,12485.0,16360.0,80918.0,
03/31/1998,,64889.0,53629.0,3066.0,0.0,6968.0,673.0,553.0,263.0,5767.0,754.0,2886.0,9977.0,84536.0,,17374.0,6223.0,27666.0,8555.0,59818.0,251.0,6033.0,1497.0,,67599.0,0.0,750.0,0.0,3111.0,13076.0,16937.0,84536.0,
06/30/1998,,64885.0,53653.0,3164.0,0.0,6858.0,651.0,559.0,301.0,5862.0,762.0,2943.0,10370.0,85123.0,,17357.0,6333.0,28003.0,9159.0,60852.0,250.0,5462.0,1341.0,,67905.0,0.0,750.0,0.0,3113.0,13355.0,17218.0,85123.0,
09/30/1998,,65644.0,56025.0,3182.0,0.0,5842.0,0.0,595.0,260.0,5932.0,775.0,2877.0,9909.0,85397.0,,17267.0,6505.0,28334.0,8839.0,60945.0,224.0,5539.0,1341.0,,68049.0,0.0,750.0,0.0,3117.0,13481.0,17348.0,85397.0,
12/31/1998,,66525.0,56037.0,3458.0,0.0,6421.0,0.0,609.0,258.0,5765.0,803.0,3096.0,11244.0,87691.0,,16881.0,6425.0,28734.0,10098.0,62138.0,393.0,5356.0,1353.0,461.0,69701.0,0.0,750.0,0.0,3111.0,14129.0,17990.0,87691.0,
