Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/2010,11172.05672,-52.635,285.173,188.903,5419.705,-20.134,16993.06872,14.06463,21.001706,1.521033,0.318936,76.952301,11193.09016,17014.10216,54.726773,,
12/31/2010,13646.326593,-1036.701,285.173,188.68,4646.345,,17729.823593,14.130592,19.444263,1.299238,0.262064,53.611555,11992.98815,16076.48515,47.798959,,
03/31/2011,15403.978349,-3988.622,285.173,189.915,7697.302,,19587.746349,15.172303,20.844991,1.271603,0.392965,61.256501,14188.0424,18371.8104,48.244621,,
06/30/2011,14937.249494,-276.205,285.173,175.74,7577.129,,22699.086494,15.365585,20.449738,1.51963,0.333808,48.981249,15105.6399,22867.4769,55.75521,,
09/30/2011,14296.74899,-44.86,285.173,189.275,7659.462,,22385.79899,13.978474,17.282128,1.565796,0.342157,36.520577,14327.12876,22416.17876,54.896824,,
12/31/2011,16929.517865,-33.506,295.5,187.14,7722.619,,25101.270865,14.604265,19.565444,1.482693,0.307658,46.579495,16975.1139,25146.8669,61.427954,,
03/31/2012,16550.82689,-347.425,0.0,185.171,7707.926,,24096.49889,13.071329,17.281441,1.455909,0.319877,36.389761,16244.14306,23789.81506,57.450172,,
06/30/2012,18958.081126,-169.636,0.0,183.709,7641.998,,26614.152126,14.657372,19.508195,1.403842,0.28714,41.882832,18616.77465,26272.84565,61.979628,,
09/30/2012,19125.517739,-96.476,0.0,209.854,7909.647,34.911,27183.453739,14.752858,19.618756,1.421319,0.290973,41.227279,19161.00544,27218.94144,63.22025,,
12/31/2012,20466.120056,-247.673,0.0,202.54,8693.82,34.598,29149.405056,15.443058,18.815561,1.424276,0.29825,35.012618,20272.45948,28955.74448,64.320307,,
03/31/2013,22657.219055,-47.547,0.0,200.793,8545.59,30.502,31386.557055,16.154489,19.605925,1.385278,0.272269,36.08708,22667.00418,31396.34218,69.069983,,
06/30/2013,20593.013626,-53.114,0.0,201.701,8766.901,28.734,29537.235626,14.80768,17.995707,1.434333,0.296808,33.5223,20694.78464,29639.00664,65.176084,,
09/30/2013,18668.038375,-49.414,0.0,210.019,8560.592,27.165,27416.400375,13.226651,15.9438,1.468628,0.312243,29.84033,18676.3941,27424.7561,60.140309,,
12/31/2013,16596.810735,-300.556,0.0,207.834,8661.627,29.126,25194.841735,11.998235,14.271528,1.518053,0.343786,25.95167,16584.83792,25182.86892,55.135692,,
03/31/2014,17767.51683,-49.738,0.0,207.82,8450.347,29.077,26405.02283,12.46293,14.848706,1.48614,0.320028,26.421854,17753.17446,26390.68046,57.647382,,
06/30/2014,18982.746857,-54.07,0.0,212.463,8674.029,27.375,27842.543857,12.994947,15.499604,1.466729,0.311539,27.708242,18976.37144,27836.16844,60.693243,,
09/30/2014,18232.668401,-83.531,0.0,263.049,9214.637,28.58,27655.403401,12.610487,15.154999,1.516805,0.333195,27.146541,18232.48911,27655.22411,60.232328,,
12/31/2014,20242.628136,-183.81,0.0,261.802,9721.269,25.941,30067.830136,13.267488,16.673828,1.485372,0.323311,32.60329,20242.88056,30068.08256,65.400923,,
03/31/2015,19945.033017,-137.17,0.0,262.376,9986.763,29.064,30086.066017,12.81852,22.392097,1.508449,0.33194,71.208275,19914.6248,30055.6578,65.180083,,
06/30/2015,16866.879592,-115.77,0.0,294.21,11213.358,33.745,28292.422592,11.698388,21.799069,1.677395,0.396338,76.775599,16853.00582,28278.54882,61.174602,,
09/30/2015,17300.450643,-120.498,0.0,292.705,11144.88,31.741,28649.278643,11.555157,23.523931,1.655985,0.389011,121.284243,17268.5785,28617.4065,61.685424,,
12/31/2015,17800.279934,-340.442,0.0,402.674,11069.003,82.252,29013.766934,12.108509,26.40527,1.629961,0.381509,,17782.97664,28996.46364,62.329719,,
03/31/2016,15212.414382,-94.665,0.0,399.578,10935.944,77.994,26531.265382,11.506252,18.370234,1.744054,0.412191,,15190.81596,26509.66696,56.821265,,
06/30/2016,16533.955457,-116.45,0.0,395.258,10755.449,73.727,27641.939457,12.358822,19.819798,1.671829,0.389099,,16679.0165,27787.0005,59.149296,,
09/30/2016,17753.775869,-132.891,0.0,392.322,10920.535,66.827,29000.568869,13.746469,22.045333,1.633487,0.376563,,17754.33825,29001.13125,61.990846,,
12/31/2016,13911.381853,-94.73,0.0,393.713,9189.495,62.729,23462.588853,11.018926,17.969219,1.686575,0.391666,37.375868,13915.2012,23466.4082,50.125009,,
03/31/2017,14652.997386,-764.114,0.0,332.127,8141.452,58.937,22421.399386,10.671724,17.305256,1.530158,0.363111,23.048953,14863.41144,22631.81344,47.863338,,
06/30/2017,14985.383834,-391.965,0.0,326.894,7485.326,55.435,22461.073834,11.110527,18.921217,1.498865,0.333258,32.531583,14984.09444,22459.78444,47.903739,,
09/30/2017,13053.240627,-133.887,0.0,322.798,7466.203,50.547,20758.901627,10.672579,18.501662,1.590326,0.359663,39.054848,13051.57425,20757.23525,44.258759,,
12/31/2017,12242.882482,-55.306,0.0,293.933,7880.466,,20361.975482,11.016132,21.817976,1.663168,0.387019,49.163447,12237.49232,20356.58532,43.375432,,
03/31/2018,10911.716861,-86.021,0.0,274.632,7965.591,45.501,19111.419861,10.412633,21.207977,1.751459,0.416797,,10911.01485,19110.71785,40.686382,,
06/30/2018,12131.001279,-91.381,0.0,273.229,7403.042,,19715.891279,10.680158,21.153482,1.625248,0.375486,308.953871,12133.87662,19718.76662,41.963916,,
09/30/2018,12368.195595,-78.864,0.0,569.207,6798.253,,19656.791595,10.636625,21.2863,1.589301,0.345848,115.057635,12373.50576,19662.10176,41.830415,,
12/31/2018,13336.477217,-110.79,0.0,568.152,5567.908,,19361.747217,10.484574,19.44966,1.451789,0.287573,18.246984,13403.77458,19429.04458,40.548459,,
03/31/2019,14959.171941,-120.117,0.0,562.183,5916.707,,21317.944941,11.819362,21.974884,1.425075,0.277546,19.696327,14996.8003,21355.5733,44.604854,,
06/30/2019,15705.652516,-130.521,0.0,564.868,6445.436,,22585.435516,12.371094,25.251911,1.438045,0.28538,23.074806,15310.07322,22189.85622,45.98868,,
09/30/2019,17631.441794,-124.99,0.0,590.225,6756.729,,24853.405794,13.02855,28.199534,1.409607,0.271863,29.816049,17501.56289,24723.52689,50.224301,,
12/31/2019,17414.990034,-144.232,0.0,582.416,6508.224,40.402,24401.800034,12.216886,29.568442,1.401195,0.266711,535.949924,17251.99371,24238.80371,48.299198,,
03/31/2020,12834.524234,-783.542,0.0,576.935,6545.912,,19173.829234,8.933105,26.574807,1.493926,0.341398,72.865506,12283.82325,18623.12825,35.630135,,
06/30/2020,14836.041214,-730.957,0.0,570.048,6905.816,,21580.948214,9.620385,28.437031,1.45463,0.319996,65.746865,14841.52852,21586.43552,40.089598,,
09/12/2020,15013.72636471,-730.957,0.0,570.048,6905.816,,21758.63336471,9.69959387741992,28.6711653066466,1.44924936262686,0.317382800851842,66.288186997773,15019.2388013153,21764.1458013153,40.0895983100662,,
09/30/2020,,,,,,,,9.05711182560551,20.1966963355734,,,583.732618771563,,,,,
12/31/2020,,,,,,,,8.93281223277267,19.8256282778064,,,350.420069326816,,,,,
