Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1994,813.52651,-16.025999,0.0,20.07,243.669004,,1061.239515,,,1.304493,0.229608,,812.916496,1060.629501,19.893516,,
06/30/1994,820.071769,-9.572,0.0,19.871,243.346006,,1073.716776,,,1.309296,0.226639,,820.102502,1073.747509,20.130428,,
09/30/1994,796.796111,-2.633,0.0,19.653,247.897001,,1061.713112,,,1.332478,0.233488,,796.826026,1061.743028,19.903887,,
12/31/1994,805.361727,-2.928,0.0,19.476999,271.463,,1093.373727,11.044625,11.986644,1.357618,0.24828,21.877538,805.391893,1093.403893,20.449124,,
03/31/1995,844.579148,-2.063,0.0,19.455,224.762004,,1086.733152,10.643082,11.609405,1.286716,0.206824,20.707173,822.123359,1064.277363,19.059475,,
06/30/1995,913.40802,-2.455,0.0,19.219,237.123002,,1167.295022,11.37393,12.4731,1.277956,0.203139,15.132359,913.023987,1166.910989,20.447292,,
09/30/1995,966.995734,-2.07,0.0,18.945999,265.208996,,1249.080729,11.966897,13.110818,1.291713,0.212323,15.738234,966.928021,1249.013016,21.878385,,
12/31/1995,1003.661729,-2.0,0.0,18.719,299.084001,,1319.46473,12.483582,13.683845,1.314651,0.226671,16.43865,1003.345644,1319.148644,23.088555,,
03/31/1996,902.947529,-24.115999,0.0,18.733999,380.384995,,1277.950523,11.842634,12.910547,1.41531,0.297652,15.755576,901.120511,1276.123506,22.29113,,
06/30/1996,967.575874,-14.972,0.0,18.353001,380.108994,,1351.065868,12.000301,13.037024,1.396341,0.28134,22.963252,967.342522,1350.832516,23.563254,,
09/30/1996,935.60455,-17.209,0.0,17.877001,379.807009,,1316.07956,11.327058,12.313273,1.406662,0.28859,22.223566,935.260869,1315.735879,22.946177,,
12/31/1996,1003.715096,-2.811,0.0,17.604,379.504002,,1398.012097,11.612071,12.581329,1.392838,0.27146,23.053909,1003.624973,1397.921975,24.374658,,
03/31/1997,950.952506,-10.862,0.0,17.631001,389.138988,,1346.860495,11.011229,11.938771,1.416328,0.288923,21.324918,1043.868141,1439.77613,23.45793,,
06/30/1997,1012.168525,-3.356,0.0,17.384001,443.265014,,1469.461539,11.900208,12.91857,1.451795,0.301651,23.338864,1012.097996,1469.391011,25.587893,,
09/30/1997,1113.171222,-3.02,57.810001,17.040001,393.62699,,1578.628215,12.537552,13.645566,1.418136,0.249347,24.839555,1112.938776,1578.395769,27.476386,,
12/31/1997,1142.554529,-4.084,57.810001,22.344999,452.858005,,1671.483534,13.00735,14.200616,1.462935,0.270932,25.798879,1096.222158,1625.151163,27.658624,,
03/31/1998,1143.559919,-3.185,57.81,21.479,477.552,,1697.215919,12.668627,13.882135,1.484151,0.281374,26.051696,1227.100724,1780.756724,27.410419,,
06/30/1998,1116.604846,-2.089,57.81,21.174,600.236,,1793.735846,12.797134,14.065648,1.60642,0.334629,26.581347,1143.505813,1820.636812,28.965752,,
09/30/1998,1022.562288,-83.027,187.847,20.83,585.93,,1734.142288,11.558945,12.818816,1.695879,0.337879,22.592333,1117.676967,1829.256967,27.98201,,
12/31/1998,952.634986,-4.504,187.847,23.389999,709.044987,,1868.412972,11.565611,12.887029,1.96131,0.379491,21.434866,1041.164286,1956.942272,30.155148,,
03/31/1999,892.520063,-4.252,187.847,42.91,779.859993,,1898.885056,10.86095,12.277724,2.127554,0.410694,21.319738,894.671235,1901.036228,30.583596,,
06/30/1999,925.304457,-5.416,187.847,40.514,830.002,,1978.251457,10.48358,11.353015,2.137947,0.419563,21.735205,917.965125,1970.912125,30.866603,,
09/30/1999,1351.823831,-8.199,187.847,39.400002,812.166008,,2383.03784,11.990007,13.114295,1.762832,0.340811,24.747778,930.720034,1961.934043,23.137165,,
12/31/1999,1227.676409,-7.696,275.040985,40.403999,1179.506958,,2714.932352,12.077551,13.356024,2.21144,0.434452,28.214418,1057.99673,2545.252673,26.399061,,
03/31/2000,1300.006382,-4.957,274.525,40.492,1177.219,,2787.285382,10.986514,12.170436,2.144055,0.422353,26.226116,1304.94375,2792.22275,27.269701,,
06/30/2000,1387.918268,-7.177,274.526001,40.016998,1180.898979,,2876.183246,10.057266,11.541666,2.0723,0.410578,23.363659,1391.485881,2879.75086,28.2189,,
09/30/2000,1509.749303,-4.904,274.524994,39.723999,1156.557999,,2975.652295,9.373591,10.852599,1.970958,0.388674,24.0282,1511.674888,2977.577879,29.194814,,
12/31/2000,1519.860766,-58.623001,274.487,39.543999,1158.927979,,2934.196742,8.905322,10.292646,1.930569,0.394973,21.987566,1523.625,2937.960976,28.837881,,
03/31/2001,1732.033691,-6.213,274.487,42.136,1111.83,,3154.273691,9.629958,11.142851,1.821139,0.352484,24.256181,1736.46656,3158.70656,30.886513,,
06/30/2001,1901.75099,-16.131,274.487,41.909,991.669,,3193.68499,9.770505,,1.679339,0.310509,24.865577,1836.5816,3128.5156,28.884634,,
09/30/2001,2144.110189,-9.836,274.487,67.685,1076.148,,3552.594189,10.878607,,1.656908,0.302919,29.214692,2138.7428,3547.2268,31.854064,,
12/31/2001,2041.773306,-8.408,274.487,69.968002,1057.751983,,3435.572291,10.445739,,1.682641,0.307882,28.35426,2031.489666,3425.288651,30.464223,,
03/31/2002,2320.115085,-6.617,274.487,69.767,1144.893,,3802.645085,11.453371,,1.63899,0.301078,30.287653,2312.36375,3794.89375,33.230519,,
06/30/2002,2500.084201,-8.916,274.487,69.49,1182.66,,4017.805201,11.950427,,1.607068,0.294355,30.668864,2472.1554,3989.8764,34.471608,,
09/30/2002,2513.830004,-11.714,274.487,69.175,1288.503,,4134.281004,12.079781,13.911473,1.644614,0.311663,28.675436,2488.5216,4108.9726,35.030287,,
12/31/2002,2277.701038,-8.495,274.487,71.535004,1333.848022,,3949.076064,11.231921,13.02947,1.733799,0.337762,28.74564,2288.118638,3959.493664,33.202253,,
03/31/2003,2033.378748,-13.44,274.487,67.366,1329.557,,3691.348748,10.61785,12.288234,1.815377,0.360182,27.417453,4003.4674,5661.4374,30.271409,,
06/30/2003,2682.595997,-11.559,186.843,68.228,1391.429,,4317.536997,12.249618,14.086535,1.609462,0.322274,32.909561,5185.1646,6820.1056,34.080363,,
09/30/2003,3025.976002,-9.706,96.51,67.766,1479.284,,4659.830002,12.95801,14.781614,1.539943,0.317454,32.458885,5971.1554,7605.0094,35.957665,,
12/31/2003,,,,,,,,,,,,,3327.908,,,,
03/31/2004,3736.166311,-28.132,285.173,117.355,1216.971,,5327.533311,13.857473,16.371706,1.425936,0.22843,29.971046,3755.41,5346.777,40.353983,,
06/30/2004,3190.214329,-11.549,285.173,117.187,1292.671,,4873.696329,12.208016,13.658506,1.527702,0.265234,26.716018,3193.85824,4877.34024,36.725952,,
09/30/2004,3458.836342,-11.369,285.173,125.26,1390.294,,5248.194342,12.66664,12.78208,1.517329,0.264909,31.368648,3473.184,5262.542,39.450566,,
12/31/2004,3700.998825,-16.962,285.173,121.781,1487.291,,5578.281825,13.63583,13.572099,1.507237,0.266622,32.999774,3718.98852,5596.27152,41.735388,,
03/31/2005,,,,,,,,,,,,,3157.39563,,,,
06/30/2005,3667.427575,-18.89,285.173,120.436,1565.709,,5619.855575,12.846089,13.907917,1.53237,0.278603,33.626459,3656.18656,5608.61456,41.435282,,
09/30/2005,3666.819619,-38.174,285.173,140.903,1854.112,,5908.833619,13.262006,16.354098,1.611433,0.313786,33.256041,3674.28365,5916.29765,43.492573,,
12/31/2005,3481.112608,-21.342,285.173,149.284,1956.946,,5851.173608,13.835505,17.062944,1.680834,0.334454,33.810673,3485.51496,5855.57596,42.962126,,
03/31/2006,,,,,,,,,,,,,3886.7104,,,,
06/30/2006,3664.695929,-21.476,285.173,157.714,2196.489,,6282.595929,14.38478,17.774359,1.714357,0.349615,33.776126,3668.51408,6286.41408,45.841897,,
09/30/2006,,,,,,,,,,,,,4271.7969,,,,
12/31/2006,7312.417168,-60.687,295.5,161.765,6094.269,,13803.264168,25.805751,,1.887647,0.441509,33.057989,6765.15952,13256.00652,69.503172,,
03/31/2007,,,,,,,,,,,,,7418.90127,,,,
06/30/2007,,,,,,,,,,,,,5989.20432,,,,
09/30/2007,,,,,,,,,,,,,6868.5119,,,,
12/31/2007,7540.957168,-96.269,285.173,339.271,7402.411,,15471.543168,16.84711,22.600481,2.051668,0.478453,26.266807,7544.37326,15474.95926,71.357025,,
03/31/2008,7364.35967,-154.0,285.173,313.738,7570.94,,15380.21067,16.198238,21.779664,2.088465,0.492252,31.159954,7349.98971,15365.84071,70.611017,,
06/30/2008,7523.461989,-216.789,295.5,273.036,6593.43,,14468.638989,14.593736,19.762364,1.923136,0.455705,22.140973,7510.30919,14455.48619,61.174949,,
09/30/2008,10109.785123,-117.052,295.5,248.241,5950.338,,16486.812123,16.231954,21.901061,1.630778,0.360915,36.1373,9851.19266,16228.21966,65.443109,,
12/31/2008,7042.512378,-57.562,295.5,206.569,5937.456,,13424.475378,12.708167,17.031749,1.906205,0.442286,30.108902,7016.72921,13398.69221,52.935325,,
03/31/2009,4533.454464,-66.376,285.173,201.65,5984.223,,10938.124464,10.048039,13.38213,2.412757,0.547098,24.586409,4523.60055,10928.27055,43.067714,,
06/30/2009,5832.613274,-49.484,285.173,180.029,5509.843,,11758.174274,10.384355,13.881994,2.015936,0.468597,37.786858,5626.83498,11552.39598,42.717681,,
09/30/2009,8424.989139,-144.366,285.173,179.673,5683.468,,14428.937139,12.530416,19.008128,1.712636,0.393894,103.368034,8185.49688,14189.44488,49.22115,,
12/31/2009,8964.960867,-112.259,295.5,178.072,5656.143,,14982.416867,13.016485,21.123923,1.671219,0.377519,113.770346,8971.52202,14988.97802,51.039042,,
03/31/2010,9700.891365,-44.604,285.173,183.617,5658.999,,15784.076365,13.504006,21.469033,1.627075,0.358526,96.336593,9704.871,15788.056,53.69347,,
06/30/2010,9934.253783,-96.26,285.173,181.117,5370.498,,15674.781783,13.303646,20.695486,1.577852,0.34262,103.474151,9547.19325,15287.72125,50.885726,,
