Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,3682.300049,78.400001,62.700001,15.7,409.700012,,,470.200012,,,,,47.299999,,,1005.599976,930.099976,1389.199951,-459.100006,280.299988,1466.300049,,,,1466.300049,2676.700012,,303.899994,303.899994,,,,30.799999,,,,,216.800007,,,216.800007,551.5,1846.0,,,,252.199997,,,,252.199997,2098.199997,2649.699997,23.5,672.900024,,,-373.299988,,567.499985,890.600021,142.0,1032.600021,3682.300018,
06/30/1990,3778.100098,113.600002,70.900002,42.700001,429.0,,,488.0,,,,,62.099998,,,1092.699951,947.400024,1428.800049,-481.399994,249.0,1489.0,,,,1489.0,2685.400024,,329.600006,329.600006,,,,30.9,,,,,204.499994,,,204.499994,565.0,1915.0,,,,249.600006,,,,249.600006,2164.600006,2729.600006,33.0,347.799988,,,-49.700001,,572.100025,903.200012,145.300003,1048.500015,3778.100021,
09/30/1990,3448.600098,140.0,68.099998,71.900002,332.5,,,236.699997,,,,,249.0,,,958.200012,588.5,947.900024,-359.399994,198.300003,1703.599976,,,,1703.599976,2490.399979,,242.5,242.5,,,,16.0,,,,,215.399994,,,215.399994,473.899994,1796.800049,,,,212.399994,,,,212.399994,2009.200043,2483.100037,39.599998,347.100006,,,-45.5,,478.700012,819.900017,145.600006,965.500023,3448.60006,
12/31/1990,3347.300049,80.0,50.799999,29.200001,309.5,,,221.5,,,,,287.0,,,898.0,599.400024,984.700012,-385.299988,187.399994,1662.5,,,,1662.5,2449.300018,,220.5,220.5,,,,44.099998,,,,,194.500008,,,194.500008,459.100006,1643.400024,,,,243.399994,,,,243.399994,1886.800018,2345.900024,46.0,341.700012,,,-39.099998,,505.399986,854.0,147.399994,1001.399994,3347.300018,
03/31/1991,2436.600098,358.300007,329.100006,29.200001,285.700012,,,224.5,,,,,71.0,,,939.5,586.200012,982.099976,-395.899994,187.800003,723.099976,,,,723.099976,1497.099991,,213.199997,213.199997,,,,274.0,,,,,179.300003,,,179.300003,666.5,998.599976,,,,209.199997,,,,209.199997,1207.799973,1874.299973,0.0,411.700012,,,-19.1,,21.7,414.300012,148.0,562.300012,2436.599985,
06/30/1991,2296.899902,182.300007,162.100006,20.200001,308.100006,,,236.100006,,,,,79.900002,,,806.400024,584.5,985.900024,-401.399994,187.399994,718.599976,,,,718.599976,1490.499969,,223.699997,223.699997,,,,121.900002,,,,,137.799995,,,137.799995,483.399994,1033.199951,,,,209.199997,,,,209.199997,1242.399948,1725.799942,0.0,410.600006,,,-19.700001,,30.6,421.500006,149.600006,571.100012,2296.899954,
09/30/1991,2234.199951,150.699994,145.399994,5.3,327.700012,,,228.800003,,,,,76.5,,,783.700012,585.5,1000.799988,-415.299988,157.199997,707.799988,,,,707.799988,1450.499985,,226.399994,226.399994,,,,87.699997,,,,,153.000015,,,153.000015,467.100006,988.400024,,,,176.100006,,,,176.100006,1164.500031,1631.600037,0.0,407.799988,,,-16.0,,59.099998,450.899986,151.699997,602.599983,2234.20002,
12/31/1991,2123.0,105.099998,105.099998,0.0,297.700012,,,219.300003,,,,,31.700001,,,653.799988,589.599976,1015.299988,-425.700012,258.799988,620.799988,,,,620.799988,1469.199951,,207.100006,207.100006,,,,110.199997,,,,,133.999985,,,133.999985,451.299988,895.900024,,,,159.399994,,,,159.399994,1055.300018,1506.600006,0.0,407.700012,,,-13.7,,67.900001,461.900013,154.5,616.400013,2123.000019,
03/31/1992,2088.300049,139.0,139.0,0.0,253.399994,,,211.199997,,,,,35.299999,,,638.900024,577.599976,1016.900024,-439.299988,254.5,617.299988,,,,617.299988,1449.399963,,207.699997,207.699997,,,,109.0,,,,,120.400009,,,120.400009,437.100006,883.799988,,,,152.100006,,,,152.100006,1035.899994,1473.0,0.0,404.799988,,,-7.8,,62.399999,459.399986,155.899994,615.29998,2088.29998,
06/30/1992,2050.5,95.199997,95.199997,0.0,284.600006,,,230.899994,,,,,38.5,,,649.200012,575.599976,1030.0,-454.399994,213.699997,612.0,,,,612.0,1401.299973,,236.800003,236.800003,,,,51.099998,,,,,131.999992,,,131.999992,419.899994,846.599976,,,,145.600006,,,,145.600006,992.199982,1412.099976,0.0,403.899994,,,-6.4,,82.700003,480.199997,158.199997,638.399994,2050.499969,
09/30/1992,2102.399902,111.699997,111.699997,0.0,314.600006,,,228.100006,,,,,42.400002,,,696.799988,577.799988,1049.900024,-472.100006,216.100006,611.700012,,,,611.700012,1405.600006,,242.699997,242.699997,,,,33.599998,,,,,171.599998,,,171.599998,447.899994,868.299988,,,,142.600006,,,,142.600006,1010.899994,1458.799988,0.0,403.899994,,,-6.4,,85.9,483.399994,160.199997,643.599991,2102.399979,
12/31/1992,2062.800049,132.5,132.5,0.0,280.899994,,,215.600006,,,,,41.799999,,,670.799988,576.099976,1056.300049,-480.200012,210.899994,605.0,,,,605.0,1391.999969,,211.100006,211.100006,,,,108.699997,,,,,162.699997,,,162.699997,482.5,791.799988,,,,148.899994,,,,148.899994,940.699982,1423.199982,0.0,403.399994,,,-5.8,,80.899999,478.499992,161.100006,639.599998,2062.79998,
03/31/1993,2175.699951,238.5,115.5,123.0,264.899994,,,219.399994,,,,,47.299999,,,770.099976,568.099976,1065.300049,-497.200012,226.399994,611.099976,,,,611.099976,1405.599945,,204.800003,204.800003,,,,232.5,,,,,159.799973,,,159.799973,597.099976,794.099976,,,,165.600006,,,,165.600006,959.699982,1556.799957,0.0,402.100006,,,-3.6,,56.899999,455.400005,163.5,618.900005,2175.699963,
06/30/1993,2315.399902,320.600006,197.600006,123.0,306.5,,,231.399994,,,,,45.599998,,,904.099976,568.099976,1079.699951,-511.600006,233.800003,609.400024,,,,609.400024,1411.300003,,243.699997,243.699997,,,,305.100006,,,,,171.600021,,,171.600021,720.400024,778.299988,,,,170.0,,,,170.0,948.299988,1668.700012,0.0,402.299988,,,-3.6,,81.299997,479.999985,166.699997,646.699982,2315.399994,
09/30/1993,2316.300049,300.100006,177.100006,123.0,338.799988,,,220.800003,,,,,45.5,,,905.200012,568.0,1088.199951,-520.200012,236.300003,606.799988,,,,606.799988,1411.099991,,262.700012,262.700012,,,,285.299988,,,,,167.700012,,,167.700012,715.700012,765.200012,,,,167.5,,,,167.5,932.700012,1648.400024,0.0,402.5,,,-6.8,,101.8,497.5,170.399994,667.899994,2316.300018,
12/31/1993,2103.199951,93.0,93.0,0.0,324.100006,,,222.699997,,,,,51.400002,,,691.200012,572.799988,1106.900024,-534.099976,238.5,600.700012,,,,600.700012,1412.0,,232.899994,232.899994,,,,90.0,,,,,149.800018,,,149.800018,472.700012,749.299988,,,,191.300003,,,,191.300003,940.599991,1413.300003,0.0,404.399994,,,-7.5,,120.099998,516.999992,172.899994,689.899986,2103.199989,
03/31/1994,2046.699951,50.900002,50.900002,0.0,287.399994,,,227.399994,,,,,52.700001,,,618.400024,575.099976,1127.699951,-552.599976,238.100006,615.099976,,,,615.099976,1428.299957,,197.899994,197.899994,,,,94.5,,,,,129.899994,,,129.899994,422.299988,747.599976,,,,186.800003,,,,186.800003,934.399979,1356.699966,0.0,404.899994,,,-31.4,,121.700003,495.199997,194.800003,690.0,2046.699966,
06/30/1994,2090.800049,75.099998,75.099998,0.0,318.5,,,240.800003,,,,,50.700001,,,685.099976,580.299988,1149.900024,-569.599976,213.600006,611.799988,,,,611.799988,1405.699982,,253.899994,253.899994,,,,90.0,,,,,138.700012,,,138.700012,482.600006,737.900024,,,,176.899994,,,,176.899994,914.800018,1397.400024,0.0,404.899994,,,-39.5,,129.599998,494.999992,198.399994,693.399986,2090.800011,
09/30/1994,2123.699951,77.5,77.5,0.0,338.200012,,,245.300003,,,,,50.900002,,,711.900024,590.099976,1166.199951,-576.099976,208.699997,613.0,,,,613.0,1411.799973,,238.100006,238.100006,,,,90.0,,,,,146.0,,,146.0,474.100006,735.099976,,,,173.300003,,,,173.300003,908.399979,1382.499985,0.0,409.899994,,,-42.599998,,170.700005,538.0,203.199997,741.199997,2123.699982,
