Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1994,2135.399902,71.300003,71.300003,0.0,362.5,,,233.600006,,,,,40.299999,,,707.700012,613.799988,1205.199951,-591.400024,222.600006,591.299988,,,,591.299988,1427.699982,,238.699997,238.699997,,,,90.0,,,,,154.400009,,,154.400009,483.100006,723.0,,,,170.5,,,,170.5,893.5,1376.600006,0.0,413.200012,,,-50.0,,189.399994,552.600006,206.199997,758.800003,2135.400009,
03/31/1995,2122.399902,101.5,101.5,0.0,290.399994,,,261.100006,,,,,43.799999,,,696.799988,624.799988,1230.199951,-605.400024,208.100006,592.700012,,,,592.700012,1425.600006,,243.100006,243.100006,,,,90.0,,,,,131.0,,,131.0,464.100006,738.599976,,,,177.600006,,,,177.600006,916.199982,1380.299988,0.0,415.399994,,,-55.099998,,173.799995,534.099991,208.0,742.099991,2122.399979,
06/30/1995,2297.0,116.300003,116.300003,0.0,333.899994,,,289.100006,,,,,55.200001,,,794.5,661.0,1284.699951,-623.700012,236.899994,604.599976,,,,604.599976,1502.499969,,268.899994,268.899994,,,,46.900002,,,,,150.700005,,,150.700005,466.5,868.700012,,,,181.899994,,,,181.899994,1050.600006,1517.100006,0.0,416.200012,,,-62.900002,,209.000008,562.300018,217.600006,779.900024,2297.000031,
09/30/1995,2388.899902,83.5,83.5,0.0,392.600006,,,284.899994,,,,,58.799999,,,819.799988,685.0,1328.800049,-643.799988,237.0,647.099976,,,,647.099976,1569.099976,,281.399994,281.399994,,,,91.199997,,,,,157.900009,,,157.900009,530.5,849.700012,,,,180.5,,,,180.5,1030.200012,1560.700012,0.0,422.600006,,,-64.900002,,248.299995,606.0,222.199997,828.199997,2388.900009,
12/31/1995,2363.300049,53.299999,53.299999,0.0,378.5,,,267.100006,,,,,62.200001,,,761.099976,697.5,1356.800049,-659.299988,253.699997,651.0,,,,651.0,1602.199997,,248.600006,248.600006,,,,93.800003,,,,,165.199997,,,165.199997,507.600006,828.200012,,,,174.399994,,,,174.399994,1002.600006,1510.200012,0.0,427.799988,,,-66.0,,266.0,627.799988,225.300003,853.099991,2363.300003,
03/31/1996,2351.300049,73.0,73.0,0.0,341.799988,,,273.799988,,,,,65.5,,,754.099976,695.700012,1365.599976,-669.900024,256.0,645.5,,,,645.5,1597.200012,,244.699997,244.699997,,,,94.199997,,,,,157.300018,,,157.300018,496.200012,820.299988,,,,170.699997,,,,170.699997,990.999985,1487.199997,0.0,435.799988,,,-69.800003,,270.5,636.499985,227.600006,864.099991,2351.299988,
06/30/1996,2409.300049,65.900002,65.900002,0.0,380.600006,,,302.899994,,,,,56.700001,,,806.099976,705.700012,1391.599976,-685.900024,257.200012,640.299988,,,,640.299988,1603.200012,,271.200012,271.200012,,,,103.400002,,,,,157.399986,,,157.399986,532.0,827.799988,,,,171.100006,,,,171.100006,998.899994,1530.899994,0.0,447.399994,,,-89.300003,,288.400009,646.5,231.899994,878.399994,2409.299988,
09/30/1996,2514.899902,159.199997,159.199997,0.0,428.799988,,,314.600006,,,,,73.300003,,,975.900024,716.0,1417.0,-701.0,193.5,629.5,,,,629.5,1539.0,,301.0,301.0,,,,140.399994,,,,,154.300018,,,154.300018,595.700012,866.799988,,,,169.300003,,,,169.300003,1036.099991,1631.800003,0.0,448.600006,,,-131.899994,,329.5,646.200012,236.899994,883.100006,2514.900009,
12/31/1996,2080.600098,4.7,4.7,0.0,125.400002,,,64.0,23.799999,,40.200001,,404.0,,,598.099976,383.600006,830.599976,-447.0,176.600006,922.299988,,,,922.299988,1482.5,,100.800003,100.800003,,,,85.5,,,,,83.499985,,,83.499985,269.799988,821.700012,,,,115.900002,,,,115.900002,937.600014,1207.400002,0.0,456.299988,,,-160.100006,,346.0,642.199982,231.0,873.199982,2080.599984,
03/31/1997,2408.800049,80.300003,80.300003,0.0,360.899994,,,324.0,,,,,70.900002,,,836.099976,745.700012,1471.199951,-725.5,172.0,655.0,,,,655.0,1572.700012,,247.5,247.5,,,,96.0,,,,,147.899994,,,147.899994,491.399994,885.700012,,,,171.899994,,,,171.899994,1057.600006,1549.0,0.0,458.399994,,,-185.199997,,343.199997,616.399994,243.399994,859.799988,2408.799988,
06/30/1997,2447.600098,59.700001,59.700001,0.0,386.700012,,,345.100006,,,,,72.5,,,864.0,754.599976,1491.400024,-736.799988,170.5,658.5,,,,658.5,1583.599976,,282.299988,282.299988,,,,95.0,,,,,163.799988,,,163.799988,541.099976,866.299988,,,,171.399994,,,,171.399994,1037.699982,1578.799957,0.0,466.100006,,,-199.100006,,357.200012,624.200012,244.600006,868.800018,2447.599976,
09/30/1997,2493.5,79.300003,79.300003,0.0,469.399994,,,335.100006,,,,,78.800003,,,962.599976,751.0,1498.0,-747.0,173.699997,606.200012,,,,606.200012,1530.900009,,293.899994,293.899994,,,,143.800003,,,,,227.099991,,,227.099991,664.799988,797.799988,,,,209.5,,,,209.5,1007.299988,1672.099976,0.0,470.700012,,,-205.100006,,306.600006,572.200012,249.199997,821.400009,2493.499985,
12/31/1997,2029.699951,52.400002,52.400002,0.0,131.699997,,,69.900002,,,,,306.799988,,,560.799988,406.600006,878.200012,-471.600006,157.0,905.299988,,,,905.299988,1468.899994,,97.800003,97.800003,,,,282.5,,,,,109.699997,,,109.699997,490.0,604.700012,,,,173.800003,,,,173.800003,778.500015,1268.500015,0.0,478.200012,,,-223.300003,,284.800003,539.700012,221.5,761.200012,2029.700027,
03/31/1998,1496.5,170.300003,170.300003,0.0,128.5,,,78.199997,,,,,47.200001,,,424.200012,409.799988,889.299988,-479.5,155.5,507.0,,,,507.0,1072.299988,,118.699997,118.699997,,,,0.0,,,,,92.199997,,,92.199997,210.899994,604.700012,,,,172.899994,,,,172.899994,777.600006,988.5,0.0,486.799988,,,-243.699997,,43.099991,286.199982,221.800003,507.999985,1496.499985,
06/30/1998,1551.199951,159.199997,159.199997,0.0,168.600006,,,79.099998,,,,,42.900002,,,449.799988,432.5,917.700012,-485.200012,165.399994,503.5,,,,503.5,1101.399994,,144.699997,144.699997,,,,0.0,,,,,97.100006,,,97.100006,241.800003,608.900024,,,,167.600006,,,,167.600006,776.500031,1018.300034,0.0,493.399994,,,-246.800003,,60.0,306.599991,226.300003,532.899994,1551.200027,
09/30/1998,1558.0,134.100006,134.100006,0.0,182.5,,,75.300003,,,,,46.299999,,,438.200012,463.0,960.700012,-497.700012,155.5,501.299988,,,,501.299988,1119.799988,,142.600006,142.600006,,,,0.0,,,,,108.899994,,,108.899994,251.5,597.0,,,,169.399994,,,,169.399994,766.399994,1017.899994,0.0,493.399994,,,-260.5,,76.0,308.899994,231.199997,540.099991,1557.999985,
12/31/1998,1569.300049,147.600006,147.600006,0.0,170.699997,,,80.0,,,,,30.799999,,,429.100006,499.299988,1006.5,-507.200012,160.0,480.899994,,,,480.899994,1140.199982,,138.300003,138.300003,,,,0.0,,,,,94.899994,,,94.899994,233.199997,603.599976,,,,172.399994,,,,172.399994,775.999969,1009.199966,0.0,499.799988,,,-259.100006,,85.700012,326.399994,233.699997,560.099991,1569.299957,
04/03/1999,1449.199951,122.300003,122.300003,0.0,165.100006,,,73.5,,,,,37.599998,,,398.5,469.5,960.799988,-491.299988,153.5,427.700012,0.0,,,427.700012,1050.700012,,145.899994,145.899994,,,,150.0,,,,,73.700012,,,73.700012,369.600006,580.200012,,,,157.399994,,,,157.399994,737.600006,1107.200012,0.0,499.799988,,,-488.0,,93.0,104.799988,237.199997,341.999985,1449.199997,
07/03/1999,2879.800049,123.800003,123.800003,0.0,270.0,,,119.0,,,,,35.299999,,,548.099976,835.796997,1343.800049,-508.0,59.799999,1436.099976,0.0,,,1436.099976,2331.696972,,201.800003,201.800003,,,,363.299988,,,,,200.699997,,,200.699997,765.799988,802.900024,,,,135.699997,,,,135.699997,938.600021,1704.400009,0.0,1633.800049,,,-509.600006,,51.200012,1175.400055,0.0,1175.400055,2879.800064,
10/02/1999,2846.0,116.5,116.5,0.0,252.600006,,,106.699997,,,,,39.799999,,,515.599976,842.299988,1375.900024,-533.599976,60.700001,1427.400024,0.0,,,1427.400024,2330.400013,,181.199997,181.199997,,,,331.899994,,,,,193.999985,,,193.999985,707.099976,803.0,,,,145.800003,,,,145.800003,948.800003,1655.899979,0.0,1633.800049,,,-517.700012,,74.0,1190.100037,0.0,1190.100037,2846.000015,
12/31/1999,2864.300049,114.5,114.5,0.0,265.100006,,,112.099998,54.200001,,57.900002,,46.299999,,,538.0,831.700012,1384.5,-552.799988,47.900002,1446.699951,0.0,,,1446.699951,2326.299965,,192.199997,192.199997,,,,373.299988,,,,,173.599991,,,173.599991,739.099976,809.0,,,,174.0,,,,174.0,983.0,1722.099976,0.0,1634.400024,,,-546.599976,,54.399963,1142.200012,0.0,1142.200012,2864.299988,
04/01/2000,2855.800049,111.900002,111.900002,0.0,245.600006,,,115.699997,,,,,55.400002,,,528.599976,819.099976,1397.0,-577.900024,61.299999,1446.800049,0.0,,,1446.800049,2327.200024,,190.699997,190.699997,,,,399.299988,,,,,163.200027,,,163.200027,753.200012,808.599976,,,,173.399994,,,,173.399994,981.999969,1735.199982,0.0,1634.199951,,,-576.900024,,63.300049,1120.599976,0.0,1120.599976,2855.799957,
07/01/2000,2911.399902,103.699997,103.699997,0.0,308.200012,,,127.300003,,,,,35.799999,,,575.0,836.296875,1433.099976,-596.799988,55.799999,1444.300049,1408.0,,,36.300049,2336.396923,,201.100006,201.100006,,,,432.399994,,,,,167.099976,,,167.099976,800.599976,808.700012,,,,153.5,,,,153.5,962.200012,1762.799988,0.0,1634.0,,,-580.700012,,95.300018,1148.600006,0.0,1148.600006,2911.399994,
09/30/2000,2847.800049,99.900002,99.900002,0.0,273.700012,,,120.099998,55.5,,64.599998,,29.700001,,,523.400024,838.700012,1454.0,-615.299988,50.299999,1435.400024,0.0,,,1435.400024,2324.400036,,168.5,168.5,,,,414.100006,,,,,141.199982,,,141.199982,723.799988,808.599976,,,,150.600006,,,,150.600006,959.199982,1682.999969,0.0,1634.0,,,-580.599976,,111.399963,1164.799988,0.0,1164.799988,2847.799957,
12/31/2000,3335.600098,51.200001,51.200001,0.0,203.0,,,164.0,81.300003,,82.699997,,58.799999,,,477.0,1004.700012,1646.800049,-642.099976,48.400002,1805.5,0.0,,,1805.5,2858.600014,,199.100006,199.100006,,,,513.299988,510.399988,2.9,2.9,,174.600006,,,174.600006,887.0,860.099976,860.099976,0.0,0.0,135.100006,,,,135.100006,995.199982,1882.199982,0.0,1546.800049,,,-220.199997,,122.899994,1449.500046,3.9,1453.400046,3335.600028,
03/31/2001,3340.199951,50.0,50.0,0.0,194.199997,194.199997,,169.0,77.739998,0.0,91.260002,0.0,74.199997,,,487.399994,1000.0,1663.699951,-663.700012,0.0,1852.800049,1735.599976,,,117.200073,2852.800049,,206.100006,206.100006,,,,308.399994,,,,,145.200012,,,145.200012,659.700012,1086.5,,,,135.100006,,,,135.100006,1221.600006,1881.300018,0.0,1541.199951,,,-207.899994,156.5,-30.900009,1458.899948,0.0,1458.899948,3340.199966,
06/30/2001,3473.399902,100.699997,100.699997,0.0,246.600006,246.600006,,189.5,83.300003,0.0,106.120003,0.0,69.300003,,,606.099976,1015.700012,1712.699951,-697.0,0.0,1851.599976,1723.300049,,,128.299927,2867.299988,,248.199997,248.199997,,,,331.600006,,,,,158.900009,,,158.900009,738.700012,1084.900024,,,,147.600006,,,,147.600006,1232.500031,1971.200043,0.0,1540.900024,,,-205.899994,192.100006,-24.900013,1502.200024,0.0,1502.200024,3473.400066,
09/29/2001,3417.800049,86.599998,86.599998,0.0,212.199997,212.199997,,181.199997,81.540001,0.0,99.660004,0.0,59.599998,,,539.599976,1035.5,1764.800049,-729.299988,125.900002,1716.800049,1716.800049,,,0.0,2878.20005,,251.899994,251.899994,,,,244.800003,,,,,149.599991,,,149.599991,646.299988,1090.599976,,,,156.199997,,,,156.199997,1246.799973,1893.09996,0.0,1543.099976,,,-211.199997,225.100006,-32.300009,1524.699976,0.0,1524.699976,3417.799936,
12/31/2001,3419.300049,64.400002,64.400002,0.0,197.100006,,,173.399994,78.300003,0.0,95.099998,0.0,45.900002,,,480.799988,1067.099976,1821.0,-753.900024,0.0,1871.400024,1749.300049,,,122.099976,2938.5,,216.5,216.5,,,,255.199997,,,,,181.000015,,,181.000015,652.700012,1083.400024,,,,252.899994,,,,252.899994,1336.300018,1989.000031,0.0,1546.699951,,,-245.800003,,129.400002,1430.29995,0.0,1430.29995,3419.29998,
03/30/2002,3470.800049,65.900002,65.900002,0.0,233.100006,,,172.100006,75.723999,0.0,96.375999,0.0,60.0,,,531.099976,1070.5,1849.0,-778.5,0.0,1869.199951,1749.599976,,,119.599976,2939.699951,,215.699997,215.699997,,,,585.299988,,,,,157.599991,,,157.599991,958.599976,809.0,,,,256.899994,,,,256.899994,1065.899994,2024.499969,0.0,1711.699951,,,-228.800003,,-36.599991,1446.299957,0.0,1446.299957,3470.799927,
06/29/2002,3585.800049,82.800003,82.800003,0.0,267.700012,,,188.600006,84.870003,0.0,103.730003,0.0,60.5,,,599.599976,1104.0,1913.099976,-809.099976,0.0,1882.199951,1753.300049,,,128.899902,2986.199951,,232.899994,232.899994,,,,540.599976,,,,,188.700043,,,188.700043,962.200012,819.0,,,,299.200012,,,,299.200012,1118.200012,2080.400024,0.0,1768.599976,,,-225.0,,-38.200012,1505.399963,0.0,1505.399963,3585.799988,
09/28/2002,3576.800049,115.400002,115.400002,0.0,230.0,,,179.899994,,,,,50.5,,,575.799988,1106.400024,1922.099976,-815.700012,0.0,1894.599976,1751.099976,,,143.5,3001.0,,208.5,208.5,,,,298.600006,,,,,186.999969,,,186.999969,694.099976,1080.099976,,,,309.799988,,,,309.799988,1389.899963,2083.999939,0.0,1539.099976,,,-278.299988,,231.999989,1492.799976,0.0,1492.799976,3576.799915,
12/31/2002,3562.600098,113.800003,113.800003,0.0,202.600006,,,170.199997,79.699997,0.0,90.5,0.0,63.299999,,,549.900024,1130.800049,1977.800049,-847.0,0.0,1881.900024,1757.699951,,,124.200073,3012.700073,,197.899994,197.899994,,,,303.100006,,,,,197.0,,,197.0,698.0,1080.699951,,,,335.299988,,,,335.299988,1415.999939,2113.999939,0.0,1538.699951,,,-322.600006,,232.500008,1448.599953,0.0,1448.599953,3562.599892,
03/29/2003,3525.0,92.199997,92.199997,0.0,169.100006,,,179.0,82.339996,0.0,96.660004,0.0,86.699997,,,527.0,1116.800049,1994.800049,-878.0,0.0,1881.199951,1757.699951,,,123.5,2998.0,,205.699997,205.699997,,,,201.600006,,,,,165.999985,,,165.999985,573.299988,1222.599976,,,,334.700012,,,,334.700012,1557.299988,2130.599976,0.0,1536.699951,,,-370.799988,,228.499985,1394.399948,0.0,1394.399948,3524.999924,
06/28/2003,3536.600098,72.599998,72.599998,0.0,202.199997,,,199.300003,87.692001,0.0,111.608002,0.0,79.300003,,,553.400024,1112.5,2023.800049,-911.299988,0.0,1870.699951,1759.300049,,,111.399902,2983.199951,,223.600006,223.600006,,,,268.5,,,,,170.100006,,,170.100006,662.200012,1073.599976,,,,343.899994,,,,343.899994,1417.499969,2079.699982,0.0,1535.400024,,,-367.299988,340.299988,-51.5,1456.900024,0.0,1456.900024,3536.600006,
09/27/2003,3511.0,86.0,86.0,0.0,198.899994,,,188.100006,82.764,0.0,105.335999,0.0,69.099998,,,542.099976,1094.0,2044.0,-950.0,0.0,1874.900024,1763.699951,,,111.200073,2968.900024,,208.5,208.5,,,,196.600006,,,,,148.800018,,,148.800018,553.900024,1071.699951,,,,360.399994,,,,360.399994,1432.099945,1985.999969,0.0,1534.699951,,,-364.299988,402.700012,-48.100024,1524.999951,0.0,1524.999951,3510.999921,
01/03/2004,3580.699951,69.0,69.0,0.0,268.799988,,,169.800003,78.5,0.0,91.300003,0.0,52.599998,,,560.200012,1129.800049,2115.600098,-985.799988,0.0,1890.699951,1766.599976,,,124.099976,3020.5,,204.100006,204.100006,,,,199.899994,199.099994,0.8,0.8,,195.5,,,195.5,599.5,1078.400024,1068.200025,10.2,10.2,337.700012,,,,337.700012,1416.100037,2015.600037,0.0,1534.5,,,-371.600006,439.799988,-37.599981,1565.1,0.0,1565.1,3580.700037,
04/03/2004,3600.100098,71.0,71.0,0.0,228.100006,228.100006,,190.5,83.82,0.0,106.68,0.0,77.900002,,,567.500122,1106.699951,2122.199951,-1015.5,0.0,1925.900024,1785.199951,1762.099976,23.099976,140.700073,3032.599976,,211.899994,211.899994,,,,173.399994,,,,,167.0,,,167.0,552.299988,1085.5,,,,340.700012,,,,340.700012,1426.200012,1978.5,0.0,1985.699951,,,-321.299988,449.299988,-492.100006,1621.599945,0.0,1621.599945,3600.099945,
07/03/2004,3554.600098,74.599998,74.599998,0.0,222.199997,222.199997,,193.699997,85.227997,0.0,108.472,0.0,60.200001,,,550.700012,1092.099976,2146.699951,-1054.599976,0.0,1911.800049,1786.0,1763.099976,22.900024,125.800049,3003.900024,,240.600006,240.600006,,,,280.700012,,,,,183.699982,,,183.699982,705.0,1012.599976,,,,341.799988,,,,341.799988,1354.399963,2059.399963,0.0,2036.699951,,,-503.399994,500.700012,-538.800018,1495.199951,0.0,1495.199951,3554.599915,
