Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1994,,,,,,,88.070136,84.492361,,59.045139,59.045139,59.045139,,0.0,113.683781,,
06/30/1994,,,,,,,85.869141,83.14351,,61.267773,61.267773,61.267773,,0.0,73.679488,,
09/30/1994,,,,,,,86.252145,82.934023,,60.144518,60.144518,60.144518,,0.0,91.93803,,
12/31/1994,,,,,,,83.51748,80.012681,,52.916139,52.916139,52.916139,,0.0,100.941294,,
03/31/1995,,13.287604,7.676875,7.850042,11.480141,,88.98701,84.935062,88.091173,50.545452,50.545452,50.545452,,0.0,122.733823,-3.02078,
06/30/1995,,11.53185,6.383107,6.509254,10.126574,,86.504083,82.473909,-85.265232,47.917744,47.917744,47.917744,,0.0,130.817336,-3.553809,
09/30/1995,,9.972045,5.623641,5.753828,9.821401,,54.90049,51.93391,,25.137063,25.137063,25.137063,,0.0,181.714968,-8.148653,
12/31/1995,,7.237172,3.997103,4.083197,8.127461,,37.331998,33.951082,,6.553135,6.553135,6.553135,,0.0,776.560508,-48.963847,
03/31/1996,,7.644883,3.965892,4.06921,7.982367,,90.404038,86.088152,94.861657,52.130394,52.130394,52.130394,,0.0,110.25189,-0.783745,
06/30/1996,,8.568132,4.556646,4.653795,8.401546,,91.48776,87.658962,97.797526,58.587447,58.587447,58.587447,,0.0,87.734857,1.050894,
09/30/1996,,9.718513,5.401719,5.529679,9.264568,,84.845039,80.253057,581.009096,52.480807,52.480807,52.480807,,0.0,113.24665,-1.287377,
12/31/1996,,11.955964,6.988084,7.131333,10.721526,,90.551388,85.253419,301.796987,61.05149,61.05149,61.05149,,0.0,69.522445,3.643886,
03/31/1997,,11.74251,6.924327,7.075647,10.32109,,92.057457,84.821051,82.391271,59.303519,59.303519,59.303519,,0.0,98.768573,0.1446,
06/30/1997,,11.752973,7.123209,7.26532,10.2401,,92.861015,85.868387,79.016228,64.657415,64.657415,64.657415,,0.0,96.344735,0.429602,
09/30/1997,,12.389757,7.349594,7.538099,10.330382,,92.569643,85.220109,100.779334,63.43553,63.43553,63.43553,,0.0,99.379937,0.076824,
12/31/1997,,11.685817,7.411825,7.564009,10.181744,,98.013379,85.404419,85.859631,65.634502,65.634502,65.634502,,0.0,99.660258,0.039702,
03/31/1998,,11.105725,6.931554,7.081856,9.383908,,94.28531,83.977198,80.974877,63.172524,63.172524,63.172524,,0.0,98.053546,0.216168,
06/30/1998,,11.499676,6.75861,6.894209,9.111174,,94.904789,83.686688,75.143282,63.642644,63.642644,60.050089,,0.0,99.496656,0.057883,
09/30/1998,,12.012194,6.833538,7.000328,9.207598,,94.384019,81.600027,72.368769,62.038933,62.038933,55.598556,,0.0,97.521761,0.297691,
12/31/1998,,11.305523,6.893538,7.033682,9.146304,,89.611164,81.157139,69.165822,67.856739,67.856739,61.629428,,0.0,94.498421,0.621982,
03/31/1999,,11.569423,6.801229,6.947406,,,94.844482,80.311745,69.097723,67.383894,67.383894,57.587701,,,,,
06/30/1999,,11.935697,6.68467,6.821858,,,94.767317,79.287936,68.345865,58.945456,58.945456,48.621762,,,,,
09/30/1999,,12.256517,6.745689,6.887408,,,94.645785,79.856557,74.444323,57.21897,57.21897,47.409251,,,,,
12/31/1999,,11.261253,6.452117,6.581292,,,97.959243,76.279908,57.898455,53.163172,53.163172,43.249238,,0.0,109.143128,-1.029631,
03/31/2000,,11.03035,6.175206,6.290745,,,95.368536,77.804577,67.206964,52.025727,52.025727,42.372297,,,,,
06/30/2000,,10.819881,6.121241,6.240896,,,94.214048,77.077254,27.846365,52.946031,52.946031,42.995255,,,,,
09/30/2000,,10.395109,5.875728,5.986419,,,94.671824,75.011244,-279.60445,51.455728,51.455728,41.333093,,,,,
12/31/2000,,9.87027,5.60551,5.708673,,,89.758695,64.695779,-10944.657995,43.857882,43.849,33.853442,,0.0,145.588867,-4.499744,
