Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/27/1992,6883.878906,2468.396057,1782.535034,685.861023,787.156982,,,503.446014,,,,,233.960007,,,,,3992.958984,2421.910889,4067.486084,-1645.574951,421.803986,,,,47.205002,,,,,,,47.205002,2890.919876,,211.098007,211.098007,,,,167.042999,,,,,,912.832016,,,912.832016,1290.973022,352.678009,,,,,539.622986,,,,539.622986,892.300995,2183.274017,0.0,1646.602051,,,0.0,,3054.00293,4700.60498,0.0,4700.60498,6883.878998,
09/26/1992,7342.225098,2402.649963,1392.500977,1010.148987,964.870972,,,548.482971,,,,,240.658997,,,,,4156.663086,2612.554932,4347.817871,-1735.262939,465.859009,,,,107.148003,,,,,,,107.148003,3185.561943,,272.321014,272.321014,,,,245.371994,,,,,,1031.985947,,,1031.985947,1549.678955,274.863007,,,,,440.536987,,,,440.536987,715.399994,2265.078949,0.0,1757.503052,,,0.0,,3319.643066,5077.146118,0.0,5077.146118,7342.225067,
12/26/1992,8088.587891,2835.385009,1842.447021,992.937988,1069.151001,,,535.231995,,,,,251.186005,,,,,4690.954102,2815.927979,4647.729004,-1831.801025,495.946014,,,,85.760002,,,,,,,85.760002,3397.633995,,280.52301,280.52301,,,,311.839996,,,,,,1249.508942,,,1249.508942,1841.871948,249.028,,,,,553.054016,,,,553.054016,802.082016,2643.953964,,1775.536011,,,0.0,,3669.0979,5444.633911,,5444.633911,8088.587875,
03/27/1993,9072.944336,3307.835938,2051.753906,1256.082031,1240.569946,,,526.992981,,,,,340.058014,,,,,5415.457031,3020.884033,4977.678223,-1956.793945,538.026978,,,,98.575996,,,,,,,98.575996,3657.487007,,323.941986,323.941986,,,,287.720001,,,,,,1223.518066,,,1223.518066,1835.180054,311.654999,,,,,547.515991,,,,547.515991,859.17099,2694.351044,,2162.659912,,,0.0,,4215.933105,6378.593018,,6378.593018,9072.944061,
06/26/1993,9459.693359,3120.86499,1716.937012,1403.927979,1320.144043,,,611.320007,,,,,348.84201,,,,,5401.170898,3297.480957,5391.217773,-2093.737061,660.697021,,,,100.344002,,,,,,,100.344002,4058.52198,,334.803009,334.803009,,,,271.216003,,,,,,1313.740021,,,1313.740021,1919.759033,316.165009,,,,,820.409973,,,,820.409973,1136.574982,3056.334015,0.0,2135.720947,,,0.0,,4267.638184,6403.359131,0.0,6403.359131,9459.693146,
09/25/1993,10460.549805,3294.773926,1532.97998,1761.793945,1477.072998,,,722.887024,,,,,329.834015,,,,,5824.567871,3600.103027,5743.916992,-2143.813965,931.190979,,,,104.688004,,,,,,,104.688004,4635.98201,,391.987,391.987,,,,369.450012,,,,,,1364.871094,,,1364.871094,2126.308105,416.674988,,,,,904.862,,,,904.862,1321.536987,3447.845093,0.0,2201.8479,,,0.0,,4810.856934,7012.704834,0.0,7012.704834,10460.549927,
12/31/1993,11344.0,3136.0,1659.0,1477.0,1448.0,,,838.0,,,,,380.0,,,,,5802.0,3996.0,6313.0,-2317.0,1416.0,,,,130.0,,,,,,,130.0,5542.0,,427.0,427.0,,,,497.0,,,,,,1509.0,,,1509.0,2433.0,426.0,,,,,985.0,,,,985.0,1411.0,3844.0,0.0,2194.0,,,0.0,,5306.0,7500.0,0.0,7500.0,11344.0,
04/02/1994,11926.0,2887.0,1422.0,1465.0,1531.0,,,989.0,,,,,413.0,,,,,5820.0,4295.0,6774.0,-2479.0,1636.0,,,,175.0,,,,,,,175.0,6106.0,,524.0,524.0,,,,397.0,,,,,,1440.0,,,1440.0,2361.0,429.0,,,,,994.0,,,,994.0,1423.0,3784.0,0.0,2253.0,,,0.0,,5889.0,8142.0,0.0,8142.0,11926.0,
07/02/1994,12286.0,2320.0,1012.0,1308.0,1588.0,,,1197.0,,,,,421.0,,,,,5526.0,4646.0,7319.0,-2673.0,1947.0,,,,167.0,,,,,,,167.0,6760.0,,543.0,543.0,,,,539.0,,,,,,1523.0,,,1523.0,2605.0,303.0,,,,,1050.0,,,,1050.0,1353.0,3958.0,0.0,2245.0,,,0.0,,6083.0,8328.0,0.0,8328.0,12286.0,
10/01/1994,13272.0,2291.0,1186.0,1105.0,1909.0,,,1378.0,,,,,477.0,,,,,6055.0,4905.0,7819.0,-2914.0,2113.0,,,,199.0,,,,,,,199.0,7217.0,,500.0,500.0,,,,640.0,,,,,,1656.0,,,1656.0,2796.0,392.0,,,,,1032.0,,,,1032.0,1424.0,4220.0,0.0,2334.0,,,0.0,,6718.0,9052.0,0.0,9052.0,13272.0,
12/31/1994,13816.0,2410.0,1180.0,1230.0,1978.0,,,1169.0,,,,,610.0,,,,,6167.0,5367.0,8516.0,-3149.0,2127.0,,,,155.0,,,,,,,155.0,7649.0,,575.0,575.0,,,,517.0,,,,,,1932.0,,,1932.0,3024.0,392.0,,,,,1133.0,,,,1133.0,1525.0,4549.0,0.0,2306.0,,,0.0,,6961.0,9267.0,0.0,9267.0,13816.0,
04/01/1995,14910.0,2510.0,1290.0,1220.0,2340.0,,,1324.0,,,,,650.0,,,,,6824.0,5824.0,9236.0,-3412.0,2028.0,,,,234.0,,,,,,,234.0,8086.0,,714.0,714.0,,,,639.0,,,,,,1923.0,,,1923.0,3276.0,404.0,,,,,1223.0,,,,1223.0,1627.0,4903.0,0.0,2324.0,,,0.0,,7683.0,10007.0,0.0,10007.0,14910.0,
07/01/1995,15473.0,1988.0,1023.0,965.0,2884.0,,,1527.0,,,,,605.0,,,,,7004.0,6320.0,9977.0,-3657.0,1920.0,,,,229.0,,,,,,,229.0,8469.0,,736.0,736.0,,,,507.0,,,,,,2130.0,,,2130.0,3373.0,411.0,,,,,1022.0,,,,1022.0,1433.0,4806.0,0.0,2395.0,,,0.0,,8272.0,10667.0,0.0,10667.0,15473.0,
09/30/1995,17002.0,1954.0,1327.0,627.0,3361.0,,,2110.0,,,,,599.0,,,,,8024.0,6901.0,10881.0,-3980.0,1827.0,,,,250.0,,,,,,,250.0,8978.0,,941.0,941.0,,,,927.0,,,,,,2294.0,,,2294.0,4162.0,401.0,,,,,1313.0,,,,1313.0,1714.0,5876.0,0.0,2449.0,,,0.0,,8677.0,11126.0,0.0,11126.0,17002.0,
12/30/1995,17504.0,2458.0,1463.0,995.0,3116.0,,,2004.0,,,,,519.0,,,,,8097.0,7471.0,11792.0,-4321.0,1653.0,,,,283.0,,,,,,,283.0,9407.0,,864.0,864.0,,,,346.0,,,,,,2409.0,,,2409.0,3619.0,400.0,,,,,1345.0,,,,1345.0,1745.0,5364.0,0.0,2583.0,,,0.0,,9557.0,12140.0,0.0,12140.0,17504.0,
03/30/1996,18219.0,3425.0,1955.0,1470.0,3101.0,,,1544.0,,,,,562.0,,,,,8632.0,7864.0,12535.0,-4671.0,1430.0,,,,293.0,,,,,,,293.0,9587.0,,761.0,761.0,,,,426.0,,,,,,2323.0,,,2323.0,3510.0,398.0,,,,,1410.0,,,,1410.0,1808.0,5318.0,0.0,2646.0,,,0.0,,10255.0,12901.0,0.0,12901.0,18219.0,
06/29/1996,19300.0,4715.0,2809.0,1906.0,2900.0,,,1479.0,,,,,531.0,,,,,9625.0,8142.0,13216.0,-5074.0,1327.0,,,,206.0,,,,,,,206.0,9675.0,,756.0,756.0,,,,241.0,,,,,,2516.0,,,2516.0,3513.0,399.0,,,,,1504.0,,,,1504.0,1903.0,5416.0,0.0,2747.0,,,0.0,,11137.0,13884.0,0.0,13884.0,19300.0,
09/28/1996,21072.0,5820.0,3513.0,2307.0,3488.0,,,1370.0,,,,,537.0,,,,,11215.0,8258.0,13621.0,-5363.0,1407.0,,,,192.0,,,,,,,192.0,9857.0,,790.0,790.0,,,,409.0,,,,,,2807.0,,,2807.0,4006.0,702.0,,,,,1400.0,,,,1400.0,2102.0,6108.0,0.0,2830.0,,,0.0,,12134.0,14964.0,0.0,14964.0,21072.0,
12/28/1996,23735.0,7994.0,4165.0,3829.0,3723.0,,,1293.0,,,,,674.0,,,,,13684.0,8487.0,14262.0,-5775.0,1353.0,,,,211.0,,,,,,,211.0,10051.0,,969.0,969.0,,,,389.0,,,,,,3505.0,,,3505.0,4863.0,728.0,,,,,1272.0,,,,1272.0,2000.0,6863.0,0.0,2897.0,,,0.0,,13975.0,16872.0,0.0,16872.0,23735.0,
03/29/1997,25102.0,8499.0,3824.0,4675.0,3984.0,,,1373.0,,,,,725.0,,,,,14581.0,8732.0,14902.0,-6170.0,1473.0,,,,316.0,,,,,,,316.0,10521.0,,1044.0,1044.0,,,,713.0,,,,,,3744.0,,,3744.0,5501.0,481.0,,,,,2012.0,,,,2012.0,2493.0,7994.0,0.0,2996.0,,,0.0,,14112.0,17108.0,0.0,17108.0,25102.0,
06/28/1997,25147.0,7887.0,4002.0,3885.0,3950.0,,,1443.0,,,,,909.0,,,,,14189.0,9172.0,15833.0,-6661.0,1455.0,,,,331.0,,,,,,,331.0,10958.0,,1022.0,1022.0,,,,181.0,,,,,,3432.0,,,3432.0,4635.0,468.0,,,,,2638.0,,,,2638.0,3106.0,7741.0,0.0,3001.0,,,0.0,,14405.0,17406.0,0.0,17406.0,25147.0,
09/27/1997,27201.0,8960.0,4985.0,3975.0,3921.0,,,1507.0,,,,,752.0,,,,,15140.0,9745.0,16812.0,-7067.0,1815.0,,,,501.0,,,,,,,501.0,12061.0,,1197.0,1197.0,,,,297.0,,,,,,3670.0,,,3670.0,5164.0,386.0,,,,,1705.0,,,,1705.0,2091.0,7255.0,0.0,3389.0,,,0.0,,16557.0,19946.0,0.0,19946.0,27201.0,
12/27/1997,28880.0,9927.0,4102.0,5825.0,3438.0,,,1697.0,,,,,805.0,,,,,15867.0,10666.0,18127.0,-7461.0,1839.0,,,,508.0,,,,,,,508.0,13013.0,,1407.0,1407.0,,,,322.0,,,,,,4291.0,,,4291.0,6020.0,448.0,,,,,3117.0,,,,3117.0,3565.0,9585.0,0.0,3311.0,,,0.0,,15984.0,19295.0,0.0,19295.0,28880.0,
03/28/1998,30229.0,10609.0,5073.0,5536.0,3092.0,,,1821.0,,,,,750.0,,,,,16272.0,11137.0,19013.0,-7876.0,2082.0,,,,738.0,,,,,,,738.0,13957.0,,1324.0,1324.0,,,,365.0,,,,,,4165.0,,,4165.0,5854.0,441.0,,,,,2349.0,,,,2349.0,2790.0,8644.0,0.0,4955.0,,,0.0,,16630.0,21585.0,0.0,21585.0,30229.0,
06/27/1998,28418.0,7698.0,1887.0,5811.0,3126.0,,,1703.0,250.0,988.0,465.0,,841.0,,,,,13368.0,12003.0,20303.0,-8300.0,2040.0,,,,1007.0,0.0,,,,,,1007.0,15050.0,,1092.0,1092.0,,,,242.0,,,,,,2920.0,,,2920.0,4254.0,472.0,,,,,1959.0,,,,1959.0,2431.0,6685.0,0.0,4853.0,,,0.0,,16880.0,21733.0,0.0,21733.0,28418.0,
09/26/1998,29388.0,8687.0,2900.0,5787.0,3636.0,,,1578.0,258.0,879.0,441.0,,812.0,,,,,14713.0,11863.0,20748.0,-8885.0,1789.0,,,,1023.0,0.0,,,,,,1023.0,14675.0,,1205.0,1205.0,,,,192.0,,,,,,3859.0,,,3859.0,5256.0,583.0,,,,,1750.0,,,,1750.0,2333.0,7589.0,0.0,4775.0,,,0.0,,17024.0,21799.0,0.0,21799.0,29388.0,
12/26/1998,31471.0,7626.0,2038.0,5588.0,3527.0,,,1582.0,,,,,740.0,,,,,13475.0,11609.0,21068.0,-9459.0,5365.0,,,,1022.0,,,,,,,1022.0,17996.0,,1244.0,1244.0,,,,159.0,,,,,,4401.0,,,4401.0,5804.0,702.0,,,,,1588.0,,,,1588.0,2290.0,8094.0,0.0,4822.0,,,0.0,,18555.0,23377.0,0.0,23377.0,31471.0,
03/27/1999,33093.0,10589.0,2503.0,8086.0,3319.0,,,1708.0,232.0,797.0,679.0,,833.0,,,,,16449.0,11492.0,21520.0,-10028.0,3867.0,,,,1285.0,0.0,,,,,,1285.0,16644.0,,1449.0,1449.0,,,,182.0,,,,,,4585.0,,,4585.0,6216.0,699.0,,,,,1452.0,,,,1452.0,2151.0,8367.0,0.0,5025.0,,,0.0,,19701.0,24726.0,0.0,24726.0,33093.0,
06/26/1999,32801.0,10609.0,3599.0,7010.0,3265.0,,,1763.0,222.0,947.0,594.0,,836.0,,,,,16473.0,11412.0,21998.0,-10586.0,3453.0,,,,1463.0,,,,,,,1463.0,16328.0,,1354.0,1354.0,,,,135.0,,,,,,3628.0,,,3628.0,5117.0,666.0,,,,,1546.0,,,,1546.0,2212.0,7329.0,0.0,4819.0,,,0.0,,20653.0,25472.0,0.0,25472.0,32801.0,
09/25/1999,38938.0,11891.0,3512.0,8379.0,3494.0,,,1626.0,204.0,840.0,582.0,,905.0,,,,,17916.0,11594.0,22858.0,-11264.0,4959.0,,,,4469.0,3114.0,,,,,,1355.0,21022.0,,1566.0,1566.0,,,,164.0,,,,,,4659.0,,,4659.0,6389.0,884.0,,,,,2483.0,,,,2483.0,3367.0,9756.0,0.0,7215.0,,,0.0,,21967.0,29182.0,0.0,29182.0,38938.0,
12/25/1999,43849.0,11788.0,3695.0,8093.0,3700.0,,,1478.0,183.0,755.0,540.0,0.0,853.0,,,,,17819.0,11715.0,23557.0,-11842.0,7911.0,,,,6404.0,4934.0,4124.0,810.0,,,,1470.0,26030.0,,1370.0,1370.0,,,,230.0,230.0,0.0,0.0,,,5499.0,,,5499.0,7099.0,955.0,955.0,0.0,0.0,,3260.0,,,,3260.0,4215.0,11314.0,0.0,7316.0,,,,21428.0,3791.0,32535.0,0.0,32535.0,43849.0,
04/01/2000,47811.0,11216.0,6204.0,5012.0,3678.0,,,1537.0,224.0,796.0,517.0,0.0,977.0,,,,,17408.0,11879.0,24119.0,-12240.0,10972.0,,,,7552.0,5978.0,5978.0,0.0,,,,1574.0,30403.0,,1760.0,1760.0,,,,373.0,373.0,0.0,0.0,,,4957.0,,,4957.0,7090.0,868.0,868.0,0.0,0.0,,3750.0,,,,3750.0,4618.0,11708.0,0.0,7748.0,,,,,28355.0,36103.0,0.0,36103.0,47811.0,
07/01/2000,48520.0,13644.0,7308.0,6336.0,4333.0,,,1607.0,232.0,863.0,512.0,0.0,966.0,,,,,20550.0,12324.0,24902.0,-12578.0,7775.0,,,,7871.0,6240.0,6240.0,0.0,,,,1631.0,27970.0,,1968.0,1968.0,,,,385.0,385.0,0.0,0.0,,,5983.0,,,5983.0,8336.0,870.0,870.0,0.0,0.0,,2694.0,,,,2694.0,3564.0,11900.0,0.0,7941.0,,,,,28679.0,36620.0,0.0,36620.0,48520.0,
09/30/2000,49013.0,14007.0,6434.0,7573.0,4574.0,,,1936.0,334.0,926.0,676.0,0.0,993.0,,,,,21510.0,13414.0,26037.0,-12623.0,6318.0,,,,7771.0,6163.0,6163.0,0.0,,,,1608.0,27503.0,,2360.0,2360.0,,,,336.0,336.0,0.0,0.0,,,5829.0,,,5829.0,8525.0,610.0,610.0,0.0,0.0,,2173.0,,,,2173.0,2783.0,11308.0,0.0,8643.0,,,,,29062.0,37705.0,0.0,37705.0,49013.0,
12/30/2000,47945.0,13473.0,2976.0,10497.0,4129.0,4129.0,,2241.0,384.0,1057.0,800.0,0.0,1307.0,,,,,21150.0,15013.0,28253.0,-13240.0,3712.0,,1915.0,,8070.0,6905.0,5941.0,964.0,,,,1165.0,26795.0,,2387.0,2387.0,,,,378.0,,,,,,5885.0,,,5885.0,8650.0,707.0,,,,,1266.0,,,,1266.0,1973.0,10623.0,0.0,8486.0,,,0.0,28738.0,98.0,37322.0,0.0,37322.0,47945.0,
03/31/2001,46249.0,11603.0,2861.0,8742.0,3432.0,3432.0,,2652.0,406.0,1367.0,879.0,0.0,1052.0,,,,,18739.0,16774.0,30774.0,-14000.0,2300.0,,1159.0,,8436.0,7105.0,6071.0,1034.0,,,,1331.0,27510.0,,2369.0,2369.0,,,,479.0,479.0,0.0,0.0,,,4539.0,,,4539.0,7387.0,704.0,704.0,0.0,0.0,,1240.0,,,,1240.0,1944.0,9331.0,0.0,8712.0,,,,28321.0,-115.0,36918.0,0.0,36918.0,46249.0,
06/30/2001,45624.0,10565.0,3205.0,7360.0,2904.0,2904.0,,2826.0,379.0,1431.0,1016.0,0.0,1010.0,,,,,17305.0,17828.0,32614.0,-14786.0,1743.0,,649.0,,8748.0,7254.0,6277.0,977.0,,,,1494.0,28319.0,,2030.0,2030.0,,,,411.0,411.0,0.0,0.0,,,4372.0,,,4372.0,6813.0,928.0,928.0,0.0,0.0,,1145.0,,,,1145.0,2073.0,8886.0,0.0,9094.0,,,,27941.0,-297.0,36738.0,0.0,36738.0,45624.0,
09/29/2001,44231.0,9158.0,4864.0,4294.0,3043.0,3043.0,,2351.0,297.0,1308.0,746.0,0.0,2315.0,,,,,16867.0,18138.0,33521.0,-15383.0,1414.0,,165.0,,7812.0,5602.0,4714.0,888.0,,,,2210.0,27364.0,,1792.0,1792.0,,,,302.0,302.0,0.0,0.0,,,4099.0,,,4099.0,6193.0,972.0,972.0,0.0,0.0,,1164.0,,,,1164.0,2136.0,8329.0,0.0,8965.0,,,,27211.0,-274.0,35902.0,0.0,35902.0,44231.0,
12/29/2001,44395.0,11550.0,7970.0,3580.0,2607.0,,,2253.0,237.0,1316.0,700.0,0.0,1223.0,,,,,17633.0,18121.0,34356.0,-16235.0,1474.0,,,,7167.0,5127.0,4330.0,797.0,,,,2040.0,26762.0,,1769.0,1769.0,,,,409.0,409.0,0.0,0.0,,,4392.0,,,4392.0,6570.0,1050.0,1050.0,0.0,0.0,,945.0,,,,945.0,1995.0,8565.0,0.0,8833.0,,,,27150.0,-153.0,35830.0,0.0,35830.0,44395.0,
03/30/2002,44389.0,10848.0,6524.0,4324.0,2883.0,2883.0,,2480.0,265.0,1301.0,914.0,0.0,1278.0,,,,,17489.0,18314.0,34829.0,-16515.0,1734.0,,129.0,,6852.0,5369.0,4338.0,1031.0,,,,1483.0,26900.0,,1925.0,1925.0,,,,412.0,,,,,,4268.0,,,4268.0,6605.0,1064.0,,,,,860.0,,,,860.0,1924.0,8529.0,0.0,8828.0,,,0.0,27173.0,-141.0,35860.0,0.0,35860.0,44389.0,
06/29/2002,43498.0,10607.0,6068.0,4539.0,2907.0,2907.0,,2505.0,242.0,1393.0,870.0,0.0,1182.0,,,,,17201.0,18176.0,35543.0,-17367.0,1534.0,,96.0,,6587.0,5197.0,4338.0,859.0,,,,1390.0,26297.0,,1658.0,1658.0,,,,383.0,383.0,0.0,0.0,,,3707.0,,,3707.0,5748.0,1081.0,1081.0,0.0,0.0,,1089.0,,,,1089.0,2170.0,7918.0,0.0,8628.0,,,0.0,27049.0,-97.0,35580.0,0.0,35580.0,43498.0,
09/28/2002,43636.0,9615.0,6678.0,2937.0,3089.0,3089.0,,2481.0,286.0,1520.0,675.0,0.0,2860.0,,,,,18045.0,17970.0,36161.0,-18191.0,1238.0,,56.0,,6383.0,5107.0,4334.0,773.0,,,,1276.0,25591.0,,1621.0,1621.0,,,,317.0,317.0,0.0,0.0,,,4343.0,,,4343.0,6281.0,1000.0,1000.0,0.0,0.0,,1048.0,,,,1048.0,2048.0,8329.0,0.0,8249.0,,,0.0,27123.0,-65.0,35307.0,0.0,35307.0,43636.0,
12/28/2002,44224.0,10786.0,7404.0,3382.0,2574.0,2574.0,,2276.0,223.0,1365.0,688.0,0.0,3289.0,,,,,18925.0,17847.0,36912.0,-19065.0,1234.0,,56.0,,6218.0,5164.0,4330.0,834.0,,,,1054.0,25299.0,,1543.0,1543.0,,,,436.0,436.0,0.0,0.0,,,4616.0,,,4616.0,6595.0,929.0,929.0,0.0,0.0,,1232.0,,,,1232.0,2161.0,8756.0,0.0,7641.0,,,0.0,27847.0,-20.0,35468.0,0.0,35468.0,44224.0,
03/30/2003,43806.0,12435.0,7134.0,5301.0,2964.0,2964.0,,2164.0,248.0,1355.0,561.0,,1513.0,,,,,19076.0,17589.0,37405.0,-19816.0,1188.0,,,,5953.0,5071.0,4328.0,743.0,,,,882.0,24730.0,,1631.0,1631.0,,,,393.0,,,,,,4255.0,,,4255.0,6279.0,829.0,,,,,1297.0,,,,1297.0,2126.0,8405.0,0.0,7180.0,,,,28227.0,-6.0,35401.0,0.0,35401.0,43806.0,
06/28/2003,44465.0,13636.0,8382.0,5254.0,2850.0,2850.0,,2152.0,245.0,1315.0,592.0,,1464.0,,,,,20102.0,17292.0,37926.0,-20634.0,1282.0,,,,5789.0,4980.0,4314.0,666.0,,,,809.0,24363.0,,1603.0,1603.0,,,,385.0,,,,,,4711.0,,,4711.0,6699.0,914.0,,,,,1362.0,,,,1362.0,2276.0,8975.0,0.0,6733.0,,,,28729.0,28.0,35490.0,0.0,35490.0,44465.0,
