Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,4160.399902,740.5,603.0,137.5,663.099976,,,383.899994,,,,,336.200012,,,2123.699951,1650.0,2468.699951,-818.700012,15.8,370.899994,,,,370.899994,2036.699994,,184.899994,184.899994,,,1046.400024,,,,,880.000031,880.000031,2111.300049,184.399994,,,,340.700012,,340.700012,525.100006,2636.400055,,280.600006,,,-1656.0,,2899.400024,1524.000031,,1524.000031,4160.400085,
12/31/1992,4156.600098,529.099991,406.299988,122.800003,735.900024,,,393.399994,,,,,354.600006,,,2013.0,1748.5,2579.5,-831.0,,395.100006,,,,395.100006,2143.600006,,239.699997,239.699997,,,946.0,,,,,783.499954,783.499954,1969.199951,184.100006,,,,406.399994,,406.399994,590.5,2559.699951,,299.0,,,-1655.599976,,2953.5,1596.900024,,1596.900024,4156.599975,
03/31/1993,4015.699951,283.500008,160.600006,122.900002,744.900024,,,412.799988,,,,,370.299988,,,1811.5,1797.599976,2649.600098,-852.0,0.0,406.600006,,,,406.600006,2204.199982,,232.600006,232.600006,,,1059.5,,,,,791.200043,791.200043,2083.300049,184.100006,,,,382.799988,,382.799988,566.899994,2650.200043,0.0,293.299988,,,-1930.400024,,3002.599976,1365.499939,0.0,1365.499939,4015.699982,
06/30/1993,4317.0,318.300003,76.300003,242.0,906.5,,,431.600006,,,,,389.600006,,,2046.0,1861.599976,2739.199951,-877.599976,0.0,409.399994,,,,409.399994,2270.999969,,235.300003,235.300003,,,1183.900024,,,,,805.600021,805.600021,2224.800049,184.600006,,,,421.0,,421.0,605.600006,2830.400055,0.0,302.5,,,-1944.699951,,3128.799927,1486.599976,0.0,1486.599976,4317.000031,
09/30/1993,4244.700195,368.100006,113.5,254.600006,709.099976,,,426.0,,,,,424.100006,,,1927.300049,1906.699951,2757.899902,-851.200012,0.0,410.700012,,,,410.700012,2317.399963,,202.800003,202.800003,,,1135.400024,,,,,808.600021,808.600021,2146.800049,184.300003,,,,443.399994,,443.399994,627.699997,2774.500046,0.0,305.0,,,-2070.100098,,3235.300049,1470.199951,0.0,1470.199951,4244.699997,
12/31/1993,4316.899902,429.399994,222.199997,207.199997,687.099976,,,404.600006,,,,,379.399994,,,1900.5,1967.699951,2838.899902,-871.200012,,448.700012,,,,448.700012,2416.399963,,249.0,249.0,,,1076.0,,,,,807.399902,807.399902,2132.399902,182.300003,,,,420.299988,,420.299988,602.599991,2734.999893,,332.399994,,,-2069.899902,,3319.399902,1581.899994,,1581.899994,4316.899887,
03/31/1994,4270.200195,226.799995,110.599998,116.199997,791.0,,,428.799988,,,,,389.100006,,,1835.699951,1988.400024,2881.899902,-893.5,,446.100006,,,,446.100006,2434.500031,,228.699997,228.699997,,,911.799988,,,,,787.000015,787.000015,1927.5,181.5,,,,427.299988,,427.299988,608.799988,2536.299988,,337.5,,,-2101.399902,,3497.799927,1733.900024,,1733.900024,4270.200012,
06/30/1994,4414.600098,215.399994,100.699997,114.699997,819.299988,,,470.299988,,,,,418.399994,,,1923.400024,2023.099976,2946.600098,-923.5,,468.100006,,,,468.100006,2491.199982,,231.0,231.0,,,820.099976,,,,,884.599976,884.599976,1935.699951,181.5,,,,476.600006,,476.600006,658.100006,2593.799957,,340.299988,,,-2174.5,,3655.0,1820.799988,,1820.799988,4414.599945,
09/30/1994,4411.0,250.900009,135.100006,115.800003,709.900024,,,473.5,,,,,447.100006,,,1881.400024,2053.800049,3001.800049,-948.0,0.0,475.799988,,,,475.799988,2529.600037,,206.100006,206.100006,,,724.599976,,,,,982.700043,982.700043,1913.400024,186.699997,,,,468.799988,,468.799988,655.499985,2568.900009,0.0,372.600006,,,-2328.199951,,3797.699951,1842.100006,0.0,1842.100006,4411.000015,
12/31/1994,4325.700195,160.599998,115.599998,45.0,627.900024,,,466.299988,92.400002,193.800003,180.100006,,484.299988,,,1739.099976,2082.300049,3049.699951,-967.400024,0.0,504.299988,,,,504.299988,2586.600037,,285.200012,285.200012,,,782.299988,,,,,961.300049,961.300049,2028.800049,185.800003,,,,536.700012,,536.700012,722.500015,2751.300064,0.0,384.799988,,,-2671.600098,,3861.200074,1574.399964,0.0,1574.399964,4325.700028,
03/31/1995,4563.0,126.199997,126.199997,0.0,784.900024,,,493.200012,,,,,533.599976,,,1937.900024,2095.800049,3103.199951,-1007.400024,0.0,529.299988,,,,529.299988,2625.100037,,256.799988,256.799988,,,820.400024,,,,,969.799988,969.799988,2047.0,185.899994,,,,569.700012,,569.700012,755.600006,2802.600006,0.0,395.200012,,,-2686.100098,,4051.300049,1760.399963,0.0,1760.399963,4562.999969,
06/30/1995,4606.799805,226.800003,226.800003,0.0,814.200012,,,474.399994,,,,,536.599976,,,2052.0,2007.800049,3013.199951,-1005.400024,0.0,547.0,,,,547.0,2554.800049,,274.5,274.5,,,752.0,,,,,1032.0,1032.0,2058.5,186.300003,,,,566.700012,,566.700012,753.000015,2811.500015,0.0,507.700012,,,-2685.399902,,3972.999878,1795.299988,0.0,1795.299988,4606.800003,
09/30/1995,4554.200195,336.700012,336.700012,0.0,557.0,,,468.100006,,,,,568.099976,,,1929.900024,2023.099976,3050.100098,-1027.0,0.0,601.200012,,,,601.200012,2624.299988,,282.200012,282.200012,,,791.799988,,,,,1145.399902,1145.399902,2219.399902,86.300003,,,,553.0,,553.0,639.300003,2858.699905,0.0,527.5,,,-2939.699951,,4107.699951,1695.5,0.0,1695.5,4554.199905,
12/31/1995,4664.600098,321.799994,321.399994,0.4,569.299988,,,502.0,,,,,563.200012,,,1956.300049,2098.899902,3136.0,-1037.099976,0.0,609.400024,,,,609.400024,2708.299926,,374.200012,374.200012,,,841.299988,,,,,1146.600098,1146.600098,2362.100098,87.099998,,,,592.5,,592.5,679.599998,3041.700096,0.0,552.5,,,-3167.5,,4237.900024,1622.900024,0.0,1622.900024,4664.60012,
03/31/1996,4977.5,356.799988,356.799988,0.0,712.099976,,,522.099976,90.800003,220.600006,210.699997,,607.200012,,,2198.199951,2102.300049,3156.5,-1054.199951,0.0,677.0,,,,677.0,2779.300049,,321.700012,321.700012,,,733.700012,,,,,1329.700073,1329.700073,2385.100098,87.0,,,,600.599976,,600.599976,687.599976,3072.700073,0.0,624.799988,,,-3165.399902,,4445.399902,1904.799988,0.0,1904.799988,4977.500061,
06/30/1996,5157.100098,497.600006,497.600006,0.0,635.900024,,,532.0,107.0,212.300003,212.699997,,657.299988,,,2322.800049,2138.699951,3219.100098,-1080.400024,0.0,695.599976,,,,695.599976,2834.299927,,337.0,337.0,,,717.900024,,,,,1388.099976,1388.099976,2443.0,46.900002,,,,573.400024,,573.400024,620.300026,3063.300026,0.0,642.900024,,,-3171.5,,4622.400024,2093.800049,0.0,2093.800049,5157.100075,
09/30/1996,5196.299805,437.200012,437.200012,0.0,571.200012,,,574.099976,131.699997,187.399994,255.0,,674.0,,,2256.5,2179.699951,3284.899902,-1105.199951,0.0,760.099976,,,,760.099976,2939.799927,,312.899994,312.899994,,,562.299988,,,,,1420.600067,1420.600067,2295.800049,42.0,,,,618.099976,,618.099976,660.099976,2955.900024,0.0,653.400024,,,-3210.800049,,4797.800049,2240.400024,0.0,2240.400024,5196.300049,
12/31/1996,5398.100098,535.099976,535.099976,0.0,542.0,,,594.099976,124.400002,173.0,296.700012,,693.400024,,,2364.600098,2246.300049,3362.5,-1116.199951,0.0,787.200012,,,,787.200012,3033.500061,,560.599976,560.599976,,,855.099976,,,,,1183.400146,1183.400146,2599.100098,46.400002,,,,692.700012,,692.700012,739.100014,3338.200112,0.0,679.700012,,,-3559.800049,,4940.0,2059.899963,0.0,2059.899963,5398.100075,
03/31/1997,5856.299805,757.099976,757.099976,0.0,755.700012,,,575.900024,133.300003,193.5,249.100006,,723.400024,,,2812.100098,2249.199951,3374.800049,-1125.599976,0.0,795.0,,,,795.0,3044.199951,,548.700012,548.700012,,,1035.5,,,,,1215.19989,1215.19989,2799.399902,46.0,,,,714.400024,,714.400024,760.400024,3559.799927,0.0,700.099976,,,-3561.300049,,5157.700073,2296.5,0.0,2296.5,5856.299927,
06/30/1997,6536.5,699.200012,699.200012,0.0,834.599976,,,729.0,151.899994,215.0,362.100006,,841.200012,,,3104.0,2411.5,3570.199951,-1158.699951,0.0,1021.0,,,,1021.0,3432.5,,586.299988,586.299988,,,1051.5,,,,,1535.700012,1535.700012,3173.5,64.699997,,,,746.5,,746.5,811.199997,3984.699997,0.0,1032.0,,,-3560.5,,5080.300049,2551.800049,0.0,2551.800049,6536.500046,
09/30/1997,6448.0,732.0,732.0,0.0,588.0,,,750.0,210.0,199.0,341.0,,886.0,,,2956.0,2439.0,3628.0,-1189.0,0.0,1053.0,,,,1053.0,3492.0,,667.0,667.0,,,761.0,,,,,1509.0,1509.0,2937.0,64.0,,,,744.0,,744.0,808.0,3745.0,0.0,1048.0,,,-3616.0,,5271.0,2703.0,0.0,2703.0,6448.0,
12/31/1997,6507.0,714.0,714.0,0.0,645.0,,,713.0,188.0,191.0,334.0,,848.0,,,2920.0,2526.0,3750.0,-1224.0,0.0,1061.0,481.0,,,580.0,3587.0,,803.0,803.0,,,581.0,,,,,1507.0,1507.0,2891.0,46.0,,,,749.0,,749.0,795.0,3686.0,0.0,1111.0,,,-3719.0,,5429.0,2821.0,0.0,2821.0,6507.0,
03/31/1998,6651.0,622.0,622.0,0.0,794.0,,,721.0,176.0,214.0,331.0,,898.0,,,3035.0,2505.0,3765.0,-1260.0,0.0,1111.0,481.0,,,630.0,3616.0,,786.0,786.0,,,449.0,,,,,1449.0,1449.0,2684.0,46.0,,,,773.0,,773.0,819.0,3503.0,0.0,1176.0,,,-3762.0,,5734.0,3148.0,0.0,3148.0,6651.0,
06/30/1998,6965.0,707.0,707.0,0.0,840.0,,,745.0,186.0,187.0,372.0,,988.0,,,3280.0,2538.0,3835.0,-1297.0,0.0,1147.0,524.0,,,623.0,3685.0,,853.0,853.0,,,316.0,,,,,1586.0,1586.0,2755.0,46.0,,,,763.0,,763.0,809.0,3564.0,0.0,1210.0,,,-3812.0,,6003.0,3401.0,0.0,3401.0,6965.0,
09/30/1998,7216.0,937.0,937.0,0.0,680.0,,,804.0,191.0,207.0,406.0,,1021.0,,,3442.0,2581.0,3924.0,-1343.0,0.0,1193.0,563.0,,,630.0,3774.0,,861.0,861.0,,,138.0,,,,,1697.0,1697.0,2696.0,46.0,,,,780.0,,780.0,826.0,3522.0,0.0,1270.0,,,-3852.0,,6276.0,3694.0,0.0,3694.0,7216.0,
12/31/1998,7840.0,1259.0,1259.0,0.0,704.0,,,841.0,184.0,174.0,483.0,,1154.0,,,3958.0,2675.0,4068.0,-1393.0,0.0,1207.0,565.0,,,642.0,3882.0,,1003.0,1003.0,,,558.0,,,,,1471.0,1471.0,3032.0,4.0,,,,802.0,,802.0,806.0,3838.0,0.0,1380.0,,,-3942.0,,6564.0,4002.0,0.0,4002.0,7840.0,
03/31/1999,8303.0,1496.0,1496.0,0.0,1084.0,1084.0,,835.0,203.0,237.0,395.0,0.0,992.0,,,4407.0,2685.0,4035.0,-1350.0,0.0,1211.0,562.0,,,649.0,3896.0,,928.0,928.0,,,832.0,,,,,1458.0,1458.0,3218.0,0.0,,,,827.0,,827.0,827.0,4045.0,0.0,1463.0,,,-4106.0,7178.0,-277.0,4258.0,0.0,4258.0,8303.0,
06/30/1999,8619.0,1523.0,1523.0,0.0,1018.0,1018.0,,861.0,212.0,248.0,401.0,0.0,1058.0,,,4460.0,2741.0,4153.0,-1412.0,0.0,1418.0,551.0,,,867.0,4159.0,,914.0,914.0,,,749.0,,,,,1548.0,1548.0,3211.0,0.0,,,,1010.0,,1010.0,1010.0,4221.0,0.0,1508.0,,,-4375.0,7541.0,-276.0,4398.0,0.0,4398.0,8619.0,
09/30/1999,9060.0,1665.0,1665.0,0.0,1068.0,1068.0,,965.0,239.0,328.0,398.0,0.0,1092.0,,,4790.0,2826.0,4277.0,-1451.0,0.0,1444.0,570.0,,,874.0,4270.0,,954.0,954.0,,,695.0,,,,,1661.0,1661.0,3310.0,0.0,,,,1010.0,,1010.0,1010.0,4320.0,0.0,1555.0,,,-4428.0,7875.0,-262.0,4740.0,0.0,4740.0,9060.0,
12/31/1999,9375.0,1876.0,1876.0,0.0,1022.0,1022.0,,958.0,254.0,267.0,437.0,0.0,1053.0,,,4909.0,2939.0,4386.0,-1447.0,0.0,1527.0,588.0,,,939.0,4466.0,,966.0,966.0,,,728.0,,,,,1515.0,1515.0,3209.0,6.0,,,,995.0,,995.0,1001.0,4210.0,0.0,1690.0,,,-4488.0,8196.0,-233.0,5165.0,0.0,5165.0,9375.0,
03/31/2000,9490.0,1772.0,1772.0,0.0,1178.0,1178.0,,972.0,272.0,287.0,413.0,0.0,1015.0,,,4937.0,2964.0,4444.0,-1480.0,0.0,1589.0,605.0,,,984.0,4553.0,,1032.0,1032.0,,,650.0,650.0,0.0,0.0,,1538.0,1538.0,3220.0,0.0,0.0,0.0,0.0,1027.0,,1027.0,1027.0,4247.0,0.0,1706.0,,,-4843.0,8639.0,-259.0,5243.0,0.0,5243.0,9490.0,
06/30/2000,10123.0,2039.0,2039.0,0.0,1416.0,1416.0,,951.0,282.0,287.0,382.0,0.0,1066.0,,,5472.0,3029.0,4544.0,-1515.0,0.0,1622.0,623.0,,,999.0,4651.0,,996.0,996.0,,,857.0,857.0,0.0,0.0,,1683.0,1683.0,3536.0,0.0,0.0,0.0,0.0,964.0,,964.0,964.0,4500.0,0.0,1777.0,,,-4932.0,9068.0,-290.0,5623.0,0.0,5623.0,10123.0,
09/30/2000,10227.0,2181.0,2181.0,0.0,1202.0,1202.0,,934.0,277.0,256.0,401.0,0.0,1072.0,,,5389.0,3126.0,4672.0,-1546.0,0.0,1712.0,657.0,,,1055.0,4838.0,,1039.0,1039.0,,,715.0,715.0,0.0,0.0,,1700.0,1700.0,3454.0,0.0,0.0,0.0,0.0,968.0,,968.0,968.0,4422.0,0.0,1811.0,,,-5131.0,9452.0,-327.0,5805.0,0.0,5805.0,10227.0,
12/31/2000,10805.0,2397.0,2397.0,0.0,1413.0,1413.0,,951.0,231.0,261.0,459.0,0.0,959.0,,,5720.0,3362.0,4927.0,-1565.0,0.0,1723.0,627.0,,,1096.0,5085.0,,1031.0,1031.0,,,994.0,994.0,0.0,0.0,,1620.0,1620.0,3645.0,109.0,109.0,0.0,0.0,932.0,,932.0,1041.0,4686.0,0.0,1989.0,,,-5369.0,9817.0,-318.0,6119.0,0.0,6119.0,10805.0,
03/31/2001,11082.0,2474.0,2474.0,0.0,1454.0,1454.0,,981.0,295.0,297.0,389.0,0.0,1021.0,,,5930.0,3415.0,5031.0,-1616.0,0.0,1737.0,643.0,,,1094.0,5152.0,,1047.0,1047.0,,,975.0,975.0,0.0,0.0,,1617.0,1617.0,3639.0,0.0,0.0,0.0,0.0,1028.0,,1028.0,1028.0,4667.0,0.0,2015.0,,,-5404.0,10176.0,-372.0,6415.0,0.0,6415.0,11082.0,
06/30/2001,11410.0,2560.0,2560.0,0.0,1614.0,1614.0,,975.0,312.0,316.0,347.0,0.0,983.0,,,6132.0,3517.0,5174.0,-1657.0,0.0,1761.0,632.0,,,1129.0,5278.0,,1036.0,1036.0,,,879.0,879.0,0.0,0.0,,1636.0,1636.0,3551.0,0.0,0.0,0.0,0.0,1031.0,,1031.0,1031.0,4582.0,0.0,2030.0,,,-5404.0,10575.0,-373.0,6828.0,0.0,6828.0,11410.0,
09/30/2001,11862.0,2654.0,2654.0,0.0,1684.0,1684.0,,1012.0,305.0,352.0,355.0,0.0,1034.0,,,6384.0,3654.0,5371.0,-1717.0,0.0,1824.0,702.0,,,1122.0,5478.0,,1075.0,1075.0,,,716.0,716.0,0.0,0.0,,1847.0,1847.0,3638.0,0.0,0.0,0.0,0.0,1029.0,,1029.0,1029.0,4667.0,0.0,2036.0,,,-7195.0,10941.0,1413.0,7195.0,0.0,7195.0,11862.0,
12/31/2001,12174.0,2716.0,2716.0,0.0,1789.0,,,945.0,300.0,346.0,299.0,0.0,1069.0,,,6519.0,3814.0,5567.0,-1753.0,0.0,1841.0,660.0,219.0,441.0,1181.0,5655.0,,1075.0,1075.0,,,565.0,565.0,0.0,0.0,,2277.0,2277.0,3917.0,112.0,112.0,0.0,0.0,1020.0,,1020.0,1132.0,5049.0,0.0,2127.0,,,-5428.0,,10426.0,7125.0,0.0,7125.0,12174.0,
03/31/2002,12919.0,2800.0,2800.0,0.0,2113.0,2113.0,,997.0,348.0,359.0,290.0,0.0,1313.0,,,7223.0,3869.0,5663.0,-1794.0,0.0,1827.0,648.0,219.0,429.0,1179.0,5696.0,,1178.0,1178.0,,,722.0,722.0,0.0,0.0,,2469.0,2469.0,4369.0,0.0,0.0,0.0,0.0,1129.0,,1129.0,1129.0,5498.0,0.0,2138.0,,,-5429.0,11213.0,-501.0,7421.0,0.0,7421.0,12919.0,
06/30/2002,13307.0,3160.0,3160.0,0.0,2275.0,2275.0,,1095.0,327.0,393.0,375.0,0.0,1047.0,,,7577.0,3966.0,5829.0,-1863.0,0.0,1764.0,642.0,223.0,419.0,1122.0,5730.0,,1136.0,1136.0,,,911.0,911.0,0.0,0.0,,2368.0,2368.0,4415.0,0.0,0.0,0.0,0.0,1066.0,,1066.0,1066.0,5481.0,0.0,2144.0,,,-5428.0,11596.0,-486.0,7826.0,0.0,7826.0,13307.0,
09/30/2002,13597.0,3310.0,3310.0,0.0,2048.0,2048.0,,1146.0,318.0,435.0,393.0,0.0,1300.0,,,7804.0,4078.0,5991.0,-1913.0,0.0,1715.0,602.0,229.0,373.0,1113.0,5793.0,,1109.0,1109.0,,,1154.0,1154.0,0.0,0.0,,2284.0,2284.0,4547.0,0.0,0.0,0.0,0.0,1074.0,,1074.0,1074.0,5621.0,0.0,2147.0,,,-5428.0,11774.0,-517.0,7976.0,0.0,7976.0,13597.0,
12/31/2002,14136.0,4002.0,3521.0,481.0,1808.0,,,1300.0,311.0,449.0,540.0,0.0,1162.0,,,8272.0,4236.0,6208.0,-1972.0,0.0,1628.0,661.0,232.0,429.0,967.0,5864.0,,1063.0,1063.0,,,1423.0,1423.0,0.0,0.0,,2243.0,2243.0,4729.0,21.0,21.0,0.0,0.0,1244.0,,1244.0,1265.0,5994.0,0.0,2218.0,,,-5439.0,11840.0,-477.0,8142.0,0.0,8142.0,14136.0,
03/31/2003,13705.0,3878.0,3340.0,538.0,1454.0,1454.0,,1359.0,352.0,460.0,547.0,0.0,1116.0,,,7807.0,4269.0,6304.0,-2035.0,0.0,1629.0,652.0,230.0,422.0,977.0,5898.0,,1021.0,1021.0,,,1223.0,1223.0,0.0,0.0,,2164.0,2164.0,4408.0,0.0,0.0,0.0,0.0,1208.0,,1208.0,1208.0,5616.0,0.0,2224.0,,,-5438.0,11764.0,-461.0,8089.0,0.0,8089.0,13705.0,
06/30/2003,14123.0,4111.0,3632.0,479.0,1429.0,1429.0,,1549.0,352.0,585.0,612.0,0.0,1053.0,,,8142.0,4352.0,6482.0,-2130.0,0.0,1629.0,640.0,233.0,407.0,989.0,5981.0,,1064.0,1064.0,,,1878.0,1878.0,0.0,0.0,,1826.0,1826.0,4768.0,0.0,0.0,0.0,0.0,1228.0,,1228.0,1228.0,5996.0,0.0,2226.0,,,-5436.0,11696.0,-359.0,8127.0,0.0,8127.0,14123.0,
09/30/2003,14338.0,4306.0,3659.0,647.0,1273.0,1273.0,,1614.0,387.0,645.0,582.0,0.0,1111.0,,,8304.0,4416.0,6612.0,-2196.0,0.0,1618.0,633.0,234.0,399.0,985.0,6034.0,,972.0,972.0,,,2556.0,2556.0,0.0,0.0,,2457.0,2457.0,5985.0,0.0,0.0,0.0,0.0,740.0,,740.0,740.0,6725.0,0.0,2229.0,,,-5436.0,11181.0,-361.0,7613.0,0.0,7613.0,14338.0,
12/31/2003,15271.0,4805.0,4218.0,587.0,1329.0,,,1651.0,339.0,648.0,664.0,0.0,1465.0,,,9250.0,4527.0,6817.0,-2290.0,0.0,1494.0,619.0,212.0,407.0,875.0,6021.0,,1030.0,1030.0,,,1023.0,1023.0,0.0,0.0,,2752.0,2752.0,4805.0,2410.0,2410.0,0.0,0.0,719.0,,719.0,3129.0,7934.0,0.0,2287.0,,,-5442.0,10918.0,-426.0,7337.0,0.0,7337.0,15271.0,
03/31/2004,14604.0,4641.0,3932.0,709.0,1518.0,1518.0,,1595.0,315.0,712.0,568.0,0.0,982.0,,,8736.0,4489.0,6806.0,-2317.0,0.0,1379.0,605.0,216.0,389.0,774.0,5868.0,,1061.0,1061.0,,,803.0,803.0,0.0,0.0,,2457.0,2457.0,4321.0,2410.0,2410.0,0.0,0.0,719.0,,719.0,3129.0,7450.0,0.0,2297.0,,,-5441.0,10765.0,-467.0,7154.0,0.0,7154.0,14604.0,
06/30/2004,14890.0,4987.0,4155.0,832.0,1532.0,1532.0,,1525.0,315.0,640.0,570.0,0.0,1017.0,,,9061.0,4489.0,6823.0,-2334.0,0.0,1340.0,584.0,216.0,368.0,756.0,5829.0,,965.0,965.0,,,1305.0,1305.0,0.0,0.0,,2521.0,2521.0,4791.0,2410.0,2410.0,0.0,0.0,695.0,,695.0,3105.0,7896.0,0.0,2303.0,,,-5439.0,10618.0,-488.0,6994.0,0.0,6994.0,14890.0,
