Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/30/2008,,,,215.4,,,,,,10.987626,,,,5.176801,
06/30/2009,34.355,23.254,,57.609,,,1.539968,1.042364,,2.582333,0.164661,0.111455,,0.276116,
09/30/2009,32.33,15.385,,47.715,1.871,1.871,1.383125,0.658193,,2.041317,0.165272,0.078648,,0.24392,
12/31/2009,25.497,7.501,,32.998,2.76,2.76,1.047687,0.308221,,1.355907,0.116505,0.034275,,0.15078,
03/31/2010,19.251,,,19.251,3.515,3.515,0.756453,,,0.756453,0.08084,,,0.08084,
06/30/2010,27.504,0.802,,28.306,3.152,3.152,1.0285,0.02999,,1.05849,0.100197,0.002922,,0.103119,
09/30/2010,1.998,,,1.998,3.338,3.338,0.073425,,,0.073425,0.007081,,,0.007081,
03/31/2011,,,,,1.829,1.829,,,,,,,,,
06/30/2011,,,,,1.237,1.237,,,,,,,,,
09/30/2011,400.217,,,400.217,0.624,0.624,13.291247,,,13.291247,1.035042,,,1.035042,
12/31/2011,451.136,,,451.136,,,14.265887,0.0,0.0,14.265887,1.248029,0.0,0.0,1.248029,
03/31/2012,523.262,0.0,0.0,523.262,,,15.354396,0.0,0.0,15.354396,1.448512,0.0,0.0,1.448512,
06/30/2012,381.17,0.0,0.0,381.17,,,11.186775,0.0,0.0,11.186775,0.964871,0.0,0.0,0.964871,
09/30/2012,414.529,0.0,0.0,414.529,,,11.495666,0.0,0.0,11.495666,1.10423,0.0,0.0,1.10423,
12/31/2012,391.345,0.0,0.0,391.345,,,10.643051,0.0,0.0,10.643051,1.051579,0.0,0.0,1.051579,
03/31/2013,375.678,0.0,0.0,375.678,,,10.024726,0.0,0.0,10.024726,0.966784,0.0,0.0,0.966784,
06/30/2013,429.505,0.0,0.0,429.505,,,11.072927,0.0,0.0,11.072927,1.057537,0.0,0.0,1.057537,
09/30/2013,429.916,0.0,0.0,429.916,,,10.521534,0.0,0.0,10.521534,0.879445,0.0,0.0,0.879445,
12/31/2013,457.0,4.0,0.0,461.0,,,3.597575,0.031489,0.0,3.629064,0.709385,0.006209,0.0,0.715594,
03/31/2014,487.0,1.0,,488.0,,,3.679359,0.007555,,3.686914,0.738763,0.001517,,0.74028,
06/30/2014,583.0,0.0,,583.0,,,4.305761,0.0,0.0,4.305761,0.851319,0.0,0.0,0.851319,
09/30/2014,894.0,0.0,,894.0,,,6.991476,0.0,0.0,6.991476,1.328657,0.0,0.0,1.328657,
12/31/2014,780.0,0.0,0.0,780.0,,,6.211675,0.0,0.0,6.211675,1.14279,0.0,0.0,1.14279,
03/31/2015,769.0,0.0,0.0,769.0,,,6.154954,0.0,0.0,6.154954,1.157644,0.0,0.0,1.157644,
06/30/2015,806.0,0.0,0.0,806.0,,,6.456781,0.0,0.0,6.456781,1.277257,0.0,0.0,1.277257,
09/30/2015,714.0,0.0,0.0,714.0,,,5.753425,0.0,0.0,5.753425,1.084184,0.0,0.0,1.084184,
12/31/2015,777.0,0.0,0.0,777.0,,,5.223529,0.0,0.0,5.223529,0.99632,0.0,0.0,0.99632,
03/31/2016,829.0,,,829.0,,,5.484981,0.0,0.0,5.484981,1.047246,0.0,0.0,1.047246,
06/30/2016,954.0,0.0,0.0,954.0,,,6.209725,0.0,0.0,6.209725,1.268212,0.0,0.0,1.268212,
09/30/2016,943.0,0.0,0.0,943.0,,,6.053409,0.0,0.0,6.053409,1.235976,0.0,0.0,1.235976,
12/31/2016,955.0,0.0,,955.0,,,6.048132,0.0,,6.048132,1.164592,0.0,,1.164592,
03/31/2017,553.0,0.0,0.0,553.0,,,3.494692,0.0,0.0,3.494692,0.695921,0.0,0.0,0.695921,
06/30/2017,486.0,0.0,0.0,486.0,,,3.050273,0.0,0.0,3.050273,0.60505,0.0,0.0,0.60505,
09/30/2017,750.0,0.0,0.0,750.0,,,4.68194,0.0,0.0,4.68194,0.947951,0.0,0.0,0.947951,
12/31/2017,750.0,0.0,0.0,750.0,,,4.415661,0.0,0.0,4.415661,0.958295,0.0,0.0,0.958295,
03/31/2018,900.0,0.0,0.0,900.0,,,5.29225,0.0,0.0,5.29225,1.096732,0.0,0.0,1.096732,
06/30/2018,959.0,0.0,0.0,959.0,,,5.694774,0.0,0.0,5.694774,1.157555,0.0,0.0,1.157555,
09/30/2018,916.0,0.0,0.0,916.0,,,5.434912,0.0,0.0,5.434912,1.049953,0.0,0.0,1.049953,
12/31/2018,135.0,677.0,7.0,819.0,,,0.780257,3.912842,0.040458,4.733557,0.145488,0.729597,0.007544,0.882629,
12/31/2019,144.0,796.0,6.0,946.0,,,0.829302,4.584197,0.034554,5.448053,0.152392,0.84239,0.00635,1.001132,
