Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
06/30/1996,146.835999,62.716999,70.597,0,-2.139,15.805,,51.021,-0.288,51.929001,,-16.987,,-22.862,-62.957001,,,-74.383003,0.0,0.0,,-74.383003,,,,,,,,,,0.0,,,,
09/30/1996,167.856995,104.525002,70.810997,0,-1.813,1.278,,-115.426003,-0.045,31.530001,,11.343,,4.228,61.425999,,,-76.737,0.0,0.0,,-76.737,,,,,,,,,,0.0,,,,
12/31/1996,143.445999,55.433998,71.160004,0,-1.967,13.851,,101.533997,-0.001,-94.487999,,20.48,,42.834999,14.608,-80.0,,-117.087997,0.0,0.0,,-117.087997,,,,-117.087997,,,,,,0.0,,,26.358002,
03/31/1997,156.235992,117.356003,71.556,0,-1.533,-6.889,,-7.236,-0.002,-8.498,,30.698999,,-60.734001,21.517,,,-57.567001,0.0,0.0,0.0,-57.567001,0.0,0.0,6.882,-50.685001,-109.584,-74.238998,-8.44,35.0,-61.880001,0.0,-0.025,0.0,-4.033,
06/30/1997,164.029007,58.724998,72.170998,0,-1.934,15.035,,1.946,-0.222,34.027,,-9.719,,67.759003,-73.759003,,,-72.709,0.0,0.0,0.0,-72.709,0.0,0.0,-17.665001,-90.374001,-62.584999,-74.146004,191.082001,0.0,-179.432007,0.0,-0.089,0.0,11.07,
09/30/1997,198.166,-23.724001,72.385002,0,-1.441,-3.448,,128.852005,-0.005,-206.445007,,-11.109,,168.139999,74.960999,,,-80.393997,0.0,0.0,0.0,-80.393997,0.0,0.0,-6.178,-86.571999,-79.723999,-74.141998,140.485992,0.0,-130.0,0.0,-16.068001,0.0,31.870001,
12/31/1997,242.182999,113.449997,72.964996,0,-0.59,62.939999,,54.084,-0.369,-36.241001,,11.946,,8.131,-44.132999,,,-111.985001,0.0,0.0,0.0,-111.985001,0.0,0.0,-31.938,-143.923004,-103.183998,-73.907997,-131.317001,100.061996,0.0,2.066,-0.087,0.0,-4.924,
03/31/1998,193.880997,108.492996,73.305,0,-1.968,-12.955,,9.061,-0.029,-106.525002,,4.66,,69.305,50.534,,,-64.401001,0.0,0.0,0.0,-64.401001,0.0,0.0,-13.273,-77.674004,-110.786003,-73.223999,108.766998,98.901001,-160.291,0.29,-85.228996,0.0,5.421,
06/30/1998,184.591003,-24.566999,73.790001,0,1.836,-48.916,,176.389008,0.841,105.069,,-9.327,,-28.952,-61.571999,,,-80.123001,0.0,0.0,0.0,-80.123001,0.0,0.0,-59.168999,-139.292007,-17.096001,-72.163002,-107.794998,223.020004,-60.118,0.0,-0.04,0.0,28.202999,
09/30/1998,172.585999,110.795998,93.684998,0,-0.661,-17.479,,13.138,-0.024,-297.335999,,-15.37,,253.082001,32.755001,,,-93.839996,0.0,0.0,0.0,-93.839996,0.0,0.0,-13.014,-106.853996,-73.839996,-157.787994,60.669998,51.119999,-113.335999,0.225,0.0,85.268997,-8.108,
12/31/1998,173.302002,72.763,84.735001,0,,-28.485001,,31.054001,-2.056,252.981003,,-13.444,,-248.899994,24.653999,,,-130.244995,0.0,0.0,0.0,-130.244995,0.0,0.0,-13.261,-143.505997,-8.468,-77.671,-307.054993,412.513,-50.775002,2.857,-0.03,11.692995,21.327999,
03/31/1999,143.563995,128.608994,86.476997,0,-0.775,12.877,,-39.993999,-0.054,182.264999,,21.778,,-235.128006,-12.491,,,-79.142998,0.0,0.0,0.0,-79.142998,0.0,0.0,-41.282001,-120.425003,-30.641001,-72.334,149.110992,6.623,-116.0,1.979,-0.02,0.0,-7.502,
06/30/1999,172.518005,60.423,88.200996,0,-0.504,8.023,,-36.539001,2.301,-3.014,,-16.454,,82.725998,-12.645,,,-95.561996,0.0,0.0,0.0,-95.561996,0.0,0.0,17.827,-77.735001,-110.375999,-72.857002,-215.626999,515.473999,-339.657013,2.3,-0.009,0.0,-15.593,
09/30/1999,188.013,122.927002,88.734001,0,-1.562,-16.617001,0.0,-290.268005,-0.085,-366.386993,0.0,-11.508,0.0,418.971985,31.364,212.442993,,-88.014,0.0,0.0,0.0,-88.014,0.0,0.0,478.360992,390.346985,-597.932983,-73.315002,-473.403992,19.818001,-73.242996,2.216,-0.005,0.0,-19.573,
12/31/1999,100.688004,97.139,90.407997,0,-0.792,91.783997,,-27.791,0.797,68.574997,,3.182,,-204.979996,-17.634001,,,-123.573997,0.0,0.0,0.0,-123.573997,0.0,0.0,-73.480003,-197.054001,377.506989,-72.875999,186.414001,288.03299,-24.291,0.227,0.0,0.0,281.140991,
03/31/2000,184.182007,139.802002,90.135002,0,-0.902,-0.841,,-18.937,-0.03,35.226002,,30.763,,-130.662003,39.627998,,,-106.984001,0.0,0.0,0.0,-106.984001,0.0,0.0,-98.500999,-205.485001,15.988,-72.440002,89.126999,0.0,-0.594,0.0,-0.105,0.0,-5.315,
06/30/2000,45.882,76.389999,93.310997,0,-2.198,10.466,0.0,-17.759001,-15.303,-232.792007,0.0,-3.534,0.0,268.636993,-32.098,-99.237999,,-108.535004,0.0,0.0,0.0,-108.535004,0.0,0.0,-3.962,-112.497002,92.285004,-72.389,107.457001,123.189003,-55.125999,0.0,-10.846,0.0,25.67,
09/30/2000,199.074997,94.884003,94.066002,0,-1.567,-6.211,0.0,22.174999,15.18,-494.690002,0.0,-5.321,0.0,444.268005,37.588001,-1.297,,-117.403,0.0,0.0,0.0,-117.403,0.0,0.0,-8.435,-125.837997,-54.025002,-72.585999,71.850998,3.231,-39.849998,1.77,-18.441,0.0,19.212,
12/31/2000,196.050003,92.974998,96.453003,0,-1.146,43.990002,,5.087,-3.414,-271.053009,,24.500999,,179.313995,-19.381001,48.723999,,-186.651993,0.0,0.0,0.0,-186.651993,0.0,0.0,-136.768005,-323.420013,98.938004,-72.412003,310.028015,0.0,-138.677002,0.0,-0.001,0.0,-28.431999,
03/31/2001,186.160004,121.105003,88.564003,0,-1.143,-1.418,,-12.977,-1.375,-231.528,,-2.605,,209.709,51.117001,-33.289001,,-187.184006,0.0,0.0,0.0,-187.184006,0.0,0.0,-513.937988,-701.122009,609.398987,-72.399002,680.422974,28.148001,-27.599001,0.826,0.0,0.0,94.436996,
06/30/2001,57.217999,83.824997,92.203003,0,-2.076,15.304,0.0,-45.772999,0.493,-3.425,0.0,-44.741001,0.0,89.350998,-71.019997,-56.923,,-189.733002,0.0,0.0,0.0,-189.733002,0.0,0.0,-31.118,-220.850998,109.346001,-72.413002,-155.944,344.328003,-9.491,2.866,0.0,0.0,-54.286999,
09/30/2001,276.425995,129.330002,97.109001,0,-1.944,26.83,0.0,-23.452999,-3.399,120.825996,0.0,-21.438999,0.0,-190.542007,71.377998,71.730003,,-210.511002,0.0,0.0,0.0,-210.511002,0.0,0.0,-30.177999,-240.688995,-21.16,-72.452003,-442.165985,498.184998,-5.314,0.587,0.0,0.0,14.577,
12/31/2001,179.108002,112.518997,100.264,0,-3.465,83.861,0.0,-39.729,2.872,606.309998,0.0,-12.68,0.0,-578.482971,-93.639999,1.279,,-258.730988,0.0,0.0,0.0,-258.730988,0.0,0.0,-121.444,-380.174988,164.352997,-73.525002,-55.183998,70.124001,-89.009003,311.947998,-0.001,0.0,-36.714001,
03/31/2002,284.46701,85.686996,98.566002,0,-2.85,2.594,,-26.112,-0.728,76.442001,,22.459,1.101,-29.497,50.273998,6.531,,-187.677994,0.0,0.0,0.0,-187.677994,0.0,0.0,-18.125,-205.802994,-93.413002,-72.739998,-205.917999,0.0,-30.722,215.968994,-0.002,0.0,-14.749,
06/30/2002,85.39299,45.841,149.016998,0,-4.317,18.185,0.0,17.876991,0.728,-372.546001,0.0,-68.366,-11.04,366.819,-50.273998,-6.531,,-207.729006,0.0,0.0,0.0,-207.729006,0.0,0.0,0.939,-206.790006,126.193002,-74.342002,170.580999,10.43,,19.524006,0.0,0.0,4.796,
09/30/2002,285.55899,131.425995,103.565002,0,-1.635,148.598007,0.0,11.992,-1.34,-41.012001,0.0,-25.08,-25.007,113.217003,-120.601997,-8.563,,-199.634995,0.0,0.0,0.0,-199.634995,0.0,0.0,-31.948,-231.582993,-34.486,-76.327003,-377.131989,628.89502,-101.217003,22.896,-0.001,-131.600006,19.49,
12/31/2002,335.084991,101.054001,110.008003,0,-4.059,-20.91,0.0,91.597,2.404,103.477997,0.0,-12.182,21.205999,-121.917999,169.087006,-104.68,,-263.421997,0.0,0.0,0.0,-263.421997,0.0,0.0,15.639,-247.783005,14.514,-87.498001,-35.320999,0.0,-3.739,9.472,0.0,131.600006,101.816002,
03/31/2003,395.071014,166.942993,100.605003,0,-3.579,18.013,,-15.19,0.035,-57.486,,76.755997,-7.372,135.434998,-22.464001,3.375,,-147.733002,0.0,0.0,0.0,-147.733002,0.0,0.0,-8.06,-155.792999,-201.201996,-78.542999,-341.475006,35.0,0.0,193.968002,0.0,-10.152,38.076,
06/30/2003,7.174,85.511002,102.839996,0,-2.612,6.302,0.0,13.558,-0.412,230.059006,0.0,-76.188004,-10.844,-349.529999,-36.036999,44.527,,-183.335007,0.0,0.0,0.0,-183.335007,0.0,0.0,36.018002,-147.317001,150.970993,-81.849998,81.653,256.197998,-130.488998,25.469,-0.01,0.0,10.828,
09/30/2003,172.453003,112.838997,104.856003,0,-0.92,11.513,0.0,-105.719002,2.9,159.884995,0.0,1.615,-14.689,-148.052994,44.157001,4.069,,-174.149002,0.0,0.0,0.0,-174.149002,0.0,0.0,-8.296,-182.445007,226.404999,-82.583,-73.699997,396.967987,-46.113998,31.834,0.0,0.0,216.412994,
12/31/2003,350.184998,107.912003,105.378998,0,-0.421,49.279999,0.0,86.805,-11.765,-214.595001,0.0,-1.881,33.009998,275.032013,-20.441,-58.130001,,-195.445999,0.0,0.0,0.0,-195.445999,0.0,0.0,-47.284,-242.729996,-424.734985,-82.828003,19.657,0.0,-300.028015,18.802999,0.0,-80.338997,-317.279999,
03/31/2004,483.721008,103.873001,104.857002,0,-0.254,11.627,,61.140999,-1.666,27.156,,82.043999,-43.278999,123.620003,10.047,4.555,,-145.748001,0.0,0.0,0.0,-145.748001,0.0,0.0,4.326,-141.421997,-292.877991,-84.845001,-114.318001,0.0,-114.652,21.094999,0.0,-0.158,49.421001,
06/30/2004,114.358002,59.362,114.331001,0,-0.722,30.311001,0.0,-5.811,-4.252,393.536987,0.0,-126.588997,22.344999,-337.407013,-54.98,24.233,,-163.951004,0.0,0.0,0.0,-163.951004,0.0,0.0,17.701,-146.25,-12.831,-85.416,252.149994,0.0,-204.858994,25.136,0.0,0.158,-44.723,
09/30/2004,40.627998,93.780998,122.098999,0,-0.146,39.710999,0.0,-108.732002,5.918,-62.228001,0.0,-33.957001,-49.189999,52.213001,-43.414001,24.573,,-163.654999,0.0,0.0,0.0,-163.654999,0.0,0.0,25.792,-137.863007,75.791,-85.731003,645.426025,0.0,-504.899994,20.996,0.0,0.0,-21.444,
12/31/2004,190.636002,147.283997,112.477997,0,-1.147,-85.431999,0.0,134.494003,0.0,-380.989014,-86.651001,78.501999,-18.360001,273.052002,70.765999,-53.361,,-218.089996,0.0,0.0,0.0,-218.089996,0.0,54.173,-14.25,-178.167007,-3.113,-86.07,-235.612,39.361,-4.091,283.299011,0.0,0.0,9.356,
03/31/2005,378.976,118.214,153.419,0,-1.987,-20.258,0.0,15.51,0.0,159.607,54.408,0.0,-65.218,-34.719,0.0,0.0,,-242.511,0.0,0.0,0.0,-242.511,-2.155,32.071,40.483,-172.112,-247.297,-92.737,-509.066,4.165,-3.516,353.857,0.0,0.0,-40.433,
06/30/2005,-61.473999,51.566002,166.028,0,1.987,31.351999,0.0,-58.513,0.0,50.182999,-54.408001,-66.418999,-41.846001,-57.855999,-88.091003,4.543,,-281.467987,0.0,0.0,0.0,-281.467987,0.0,27.863001,-0.167,-253.772003,339.31601,-94.338997,415.412994,0.447,-5.971,23.766001,0.0,0.0,24.07,
09/30/2005,198.854004,132.539993,232.199005,0,-1.641,-27.343,0.0,-52.181,0.0,-500.359009,-170.766006,0.0,-274.450989,860.856018,0.0,0.0,,-253.403,0.0,0.0,0.0,-253.403,-17.603001,0.0,-56.591,-327.596985,146.395996,-96.068001,333.412994,49.570999,-135.311996,25.867001,-31.075001,0.0,17.653,
12/31/2005,173.147003,189.975998,21.298,0,-2.272,-24.839001,0.0,-30.933001,0.0,-120.088997,116.467003,0.0,161.309006,-149.429001,11.659,0.0,,-272.341003,0.0,0.0,0.0,-272.341003,0.0,80.150002,69.271004,-122.919998,-60.136002,-96.039001,-314.492004,343.942993,-5.689,12.141,0.0,0.0,-9.909,
03/31/2006,84.596,79.641,163.793,0,-3.065,-14.309,0.0,-151.937,0.0,503.549,67.636,0.0,8.498,-569.21,0.0,0.0,,-298.117,0.0,0.0,0.0,-298.117,-50.646,1.48,53.051,-294.232,211.137,-127.591,166.891,174.069,-13.612,31.865,-20.485,0.0,1.501,
06/30/2006,75.071999,0.783,194.888,0,0.0,61.198002,0.0,211.070999,0.0,189.570007,0.0,-44.630001,-68.913002,-59.584999,-128.664001,-280.645996,,-301.718994,0.0,0.0,0.0,-301.718994,0.0,5.677,-26.948999,-322.990997,221.371994,0.0,254.973999,325.312012,-347.656006,,-11.258,0.0,-26.547001,
