Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1998,125.599503,126.435001,123.502499,,0.992628,0.942815,0.413085,0.273201,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.014,0.106662,0.099423,0.47708,-0.165359,-0.459285,
06/30/1998,129.514503,129.955502,125.945995,,1.002144,0.948462,0.465565,0.289132,0.166667,0.166667,0.166667,0.16,0.16,0.16,0.025333,0.042518,0.036889,1.026217,0.339228,0.05858,
09/30/1998,129.440998,131.5425,127.774498,,1.041428,0.985259,0.484815,0.315517,0.186667,0.186667,0.186667,0.18,0.18,0.18,0.025333,0.187721,0.171951,1.298159,0.500545,0.224133,
12/31/1998,129.306004,131.451004,127.6875,,1.098393,1.039467,0.521312,0.347199,0.213333,0.213333,0.213333,0.206667,0.206667,0.206667,0.025333,0.137437,0.106831,1.435208,0.686016,0.414513,
03/31/1999,128.827503,131.368504,127.501499,,1.107963,1.047713,0.530864,0.347533,0.206667,0.206667,0.206667,0.206667,0.206667,0.206667,0.025333,0.152704,0.143481,1.391869,0.832741,0.563847,
06/30/1999,127.888504,130.416,126.626999,,1.162296,1.100081,0.570281,0.376263,0.24,0.24,0.226667,0.233333,0.233333,0.22,0.028,0.145111,0.043553,1.221822,0.968617,0.609836,
09/30/1999,124.578003,128.462997,124.6035,,1.22145,1.1565,0.607383,0.415382,0.253333,0.253333,0.253333,0.24,0.24,0.24,0.028,0.360568,0.347992,1.179783,0.883599,0.614667,
12/31/1999,122.581501,126.155994,122.284504,,1.28762,1.220621,0.693113,0.47746,0.293333,0.293333,0.293333,0.28,0.28,0.28,0.028,0.403747,0.388635,1.398988,0.969249,0.622157,
03/31/2000,120.813,124.259995,120.085499,,1.406273,1.336414,0.7367,0.51241,0.313333,0.313333,0.313333,0.3,0.3,0.3,0.028,0.304566,0.290601,1.548343,1.042413,0.688775,
06/30/2000,118.505997,122.575504,117.9375,,1.426917,1.354378,0.732261,0.503055,0.31,0.31,0.31,0.3,0.3,0.3,0.036667,0.147078,0.126457,1.029509,0.934771,0.588932,
09/30/2000,117.922997,121.524002,116.598,,1.484588,1.41029,0.802784,0.559984,0.34,0.34,0.34,0.33,0.33,0.33,0.037,0.422589,0.387176,1.163887,1.123538,0.713788,
12/31/2000,117.128998,120.851997,115.639999,,1.474472,1.400337,0.806953,0.575709,0.36,0.36,0.36,0.34,0.34,0.34,0.037,0.57634,0.541093,1.279956,1.262437,0.861367,
03/31/2001,116.706001,120.314003,115.153999,,1.48872,1.419742,0.804488,0.58856,0.36,0.36,0.36,0.35,0.35,0.35,0.037,0.592537,0.577045,1.911059,1.438778,1.053168,
06/30/2001,117.344002,120.452003,115.389,,1.569898,1.503254,0.825902,0.60498,0.37,0.37,0.37,0.36,0.36,0.36,0.046,0.410446,0.397343,0.506059,1.845736,-0.040812,
09/30/2001,116.410004,120.172997,115.296997,,1.614561,1.552634,0.874021,0.650555,0.37,0.37,0.37,0.36,0.36,0.36,0.046,0.919807,0.90312,0.764462,1.952856,0.09659,
12/31/2001,115.370003,119.033997,114.214996,,1.521622,1.403283,0.749306,0.486582,0.36,0.36,0.38,0.34,0.34,0.36,0.046,0.516578,0.500215,0.637176,2.055101,0.218462,
03/31/2002,114.692001,118.191002,113.168999,,1.608895,1.598706,0.837111,0.750868,0.46,0.46,0.46,0.44,0.44,0.44,0.046,0.336108,0.329976,0.737837,2.29404,0.173098,
06/30/2002,114.278,117.710999,112.624001,,1.623597,1.6132,0.826636,0.739833,0.47,0.47,0.47,0.45,0.45,0.45,0.057,0.408883,0.39821,0.667443,2.592293,0.488099,
09/30/2002,113.890999,117.177002,112.161003,,1.544628,1.533626,0.803006,0.718788,0.45,0.45,0.45,0.43,0.43,0.43,0.057,0.620358,0.592568,1.07768,2.886874,0.794303,
12/31/2002,112.560721,116.137,111.546,,2.424542,2.413516,0.783058,0.697461,0.44,0.44,0.44,0.42,0.42,0.42,0.057,0.55699,0.536281,1.331806,3.026962,0.937725,
03/31/2003,109.699997,113.973,109.684998,,1.773761,1.762967,0.797794,0.71224,0.44,0.44,0.44,0.43,0.43,0.43,0.057,0.497516,0.489866,1.075971,2.829909,0.710346,
06/30/2003,108.511002,111.703003,107.306999,,1.827625,1.816545,0.814197,0.726309,0.46,0.45,0.45,0.44,0.43,0.43,0.07,0.354907,0.347955,1.083706,2.948291,0.828377,
09/30/2003,108.654999,111.32,106.900002,,1.903545,1.892582,0.855968,0.756445,0.48,0.47,0.47,0.46,0.45,0.45,0.085,0.77493,0.741618,1.586443,3.328774,1.223901,
12/31/2003,108.664758,111.278,107.502,,2.02319,2.005442,0.938448,0.838031,0.4,0.4,0.52,0.38,0.38,0.5,0.085,0.682062,0.671439,2.139277,3.642883,1.560626,
03/31/2004,108.510002,111.945,108.397003,,2.101811,2.050721,1.002389,0.777328,0.48,0.48,0.48,0.46,0.46,0.46,0.085,-0.037197,-0.050001,2.481476,4.139784,1.468113,
06/30/2004,107.120003,110.918999,107.653999,,1.985221,1.935655,1.000464,0.775327,0.47,0.45,0.48,0.46,0.44,0.47,0.102,-0.175117,-0.192348,1.771397,4.182729,1.507515,
09/30/2004,107.361,109.848,107.591003,,1.914175,1.865937,0.932336,0.715134,0.44,0.44,0.44,0.43,0.43,0.43,0.102,0.177915,0.162895,1.930738,4.23339,1.578422,
12/31/2004,107.008815,108.933,106.823,,1.952594,1.906125,0.83892,0.616712,0.3,0.3,0.3,0.29,0.3,0.3,0.125,2.815751,2.809498,2.394317,4.277713,1.362308,
03/31/2005,106.558407,108.322,106.326,,1.899846,1.899846,0.911847,0.745556,0.07,0.06,0.43,0.06,0.06,0.42,0.125,0.587768,0.577827,2.568657,4.059652,1.048326,
06/30/2005,106.637755,107.857,105.908,,2.055879,2.055879,0.922848,0.743362,0.36,0.36,0.45,0.35,0.35,0.44,0.15,0.504627,0.497791,2.237303,4.279113,1.116771,
09/30/2005,107.180148,108.236,106.109,,2.244221,2.244221,1.173736,1.010753,0.6,0.61,0.48,0.59,0.6,0.47,0.15,0.87429,0.870831,2.752441,4.745832,1.600026,
