Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,206.669998,,,-164.746994,,41.923004,,-25.226999,,,16.695999,-1.6,,1.452,,0.0,,0.148,15.095999,-5.397,9.699,0.0,,,9.698999,0.0,9.699,0.0,,9.699,9.699,,100.872,0.095,0.095,0.095,103.124,0.095,0.095,0.095,
06/30/1997,234.089996,,,-187.061005,,47.028991,,-29.087,,,17.941999,-0.778,,1.583,,0.0,,-0.805,17.163999,-6.099,11.065,0.0,,,11.064999,0.0,11.065,0.0,,11.065,11.065,,102.448,0.105,0.105,0.105,104.404,0.105,0.105,0.105,
09/30/1997,264.959015,,,-209.606995,,55.35202,,-26.65,,,28.702,-11.987,,1.768,,0.0,,10.219,16.715,-7.268,9.447,0.623,,,8.824,0.0,8.824,0.0,,8.824,8.824,,102.58,0.085,0.09,0.17,104.295996,0.085,0.09,0.17,
12/31/1997,299.852997,,,-233.981003,,65.871994,,-38.376999,,,27.495001,6.012,,1.591,,0.0,,-7.603,33.507001,-12.437,21.07,0.0,,,21.070001,0.0,21.07,0.0,,21.07,21.07,,103.099998,0.205,0.205,0.205,103.099998,0.205,0.205,0.205,
03/31/1998,301.85199,,,-237.059998,,64.791992,,-29.493,,,35.299,-1.753,,1.248,,0.0,,0.505,33.546,-12.409,21.136999,0.0,,,21.137,0.0,21.136999,0.0,,21.136999,21.136999,,103.963996,0.205,0.205,0.205,104.514,0.2,0.2,0.2,
06/30/1998,294.842987,,,-222.035004,,72.807983,,-32.928001,,,39.880001,-1.783004,,2.248,,0.0,,-0.464996,38.096997,-14.286,23.811001,0.0,,,23.810997,0.0,23.811001,0.0,,23.811001,23.811001,,103.926002,0.23,0.23,0.23,104.584,0.23,0.23,0.23,
09/30/1998,330.205,,,-252.904,,77.301,,-39.164,,,38.137,-4.714,4.82,5.071,-0.251,0.0,,-0.106,33.423,-12.426,20.997,0.0,,,20.997,0.0,20.997,0.0,,20.997,20.997,,110.466,0.19,0.19,0.19,110.618,0.19,0.19,0.19,
12/31/1998,345.014023,,,-278.341998,,66.672025,,-41.042999,,,25.629026,-21.339026,4.56,5.334,-0.774,0.0,,33.558025,4.29,-1.281,3.009,0.0,,,3.009,0.0,3.009,0.0,0.0,3.009,3.009,,118.964002,0.025294,0.025294,0.025294,119.06,0.025273,0.025273,0.025273,
03/31/1999,203.923,,,-162.459,,41.464,,-31.187,,,10.277,-4.658,4.044,4.21,-0.166,0.0,,0.614,5.619,-2.284,3.335,0.0,,,3.335,0.0,3.335,0.0,,3.335,3.335,,116.396,0.03,0.03,0.03,116.534,0.03,0.03,0.03,
06/30/1999,195.004,,,-165.687,,29.317,,-39.75,,,-10.433,-7.428,3.017,3.671,-0.654,0.0,,4.411,-17.861,5.828,-12.033,0.0,,,-12.033,0.0,-12.033,0.0,,-12.033,-12.033,,143.446,-0.085,-0.085,-0.075,144.172,-0.085,-0.085,-0.075,
