Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch of Investments,Net Ch of Interbank Asset,Net Ch of Interbank Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2012,35.0,494.0,107.0,244.0,-741.0,-721.0,28.0,-48.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0,1825.0,-56.0,0.0,-56.0,2098.0,2701.0,1428.0,1273.0,0.0,-603.0,-550.0,-53.0,0.0,-1658.0,-1658.0,0.0,0.0,1247.0,692.0,555.0,0.0,194.0,-2224.0,-148.0,-3688.0,0.0,-103.0,756.0,-4341.0,1135.0,,,498.0,-21.0,0.0,-364.0,27.0,260.0,
12/31/2012,1044.0,536.0,102.0,252.0,256.0,-290.0,18.0,528.0,-102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.0,0.0,-3773.0,117.0,,,-2998.0,3461.0,1970.0,1491.0,0.0,-6459.0,-3886.0,-2573.0,0.0,-878.0,-878.0,0.0,0.0,-17.0,-692.0,675.0,0.0,3.0,3033.0,-165.0,-304.0,-702.0,473.0,499.0,-574.0,425.0,425.0,0.0,3058.0,19.0,0.0,304.0,3.0,281.0,
03/31/2013,431.0,240.0,101.0,272.0,503.0,309.0,25.0,169.0,-685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-685.0,0.0,1563.0,0.0,0.0,0.0,1329.0,3279.0,1190.0,2089.0,0.0,-1950.0,-724.0,-1226.0,0.0,57.0,57.0,0.0,0.0,-6.0,0.0,-6.0,0.0,183.0,-2465.0,-331.0,-381.0,375.0,0.0,10.0,-766.0,-15.0,0.0,-15.0,-1723.0,-15.0,0.0,-471.0,91.0,234.0,
06/30/2013,1877.0,560.0,106.0,168.0,804.0,944.0,35.0,-175.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,-3354.0,-165.0,0.0,-165.0,-1536.0,3136.0,886.0,2250.0,0.0,-4672.0,-1527.0,-3145.0,0.0,-2059.0,-2059.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,1288.0,-197.0,1076.0,-47.0,0.0,1130.0,-7.0,502.0,,,-273.0,180.0,0.0,-189.0,278.0,249.0,
09/30/2013,-558.0,305.0,106.0,92.0,-458.0,-490.0,25.0,7.0,-603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-603.0,0.0,1774.0,-51.0,0.0,-51.0,1669.0,2333.0,583.0,1750.0,0.0,-664.0,-368.0,-296.0,0.0,-93.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,-1126.0,-192.0,2618.0,1621.0,0.0,1499.0,-502.0,0.0,0.0,0.0,-3594.0,42.0,0.0,90.0,141.0,212.0,
12/31/2013,3589.0,574.0,108.0,60.0,2518.0,1631.0,11.0,876.0,329.0,,0.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,-4223.0,216.0,,,-4038.0,2538.0,204.0,2334.0,0.0,-6576.0,-4780.0,-1796.0,0.0,-982.0,-982.0,0.0,0.0,522.0,522.0,0.0,0.0,59.0,330.0,-192.0,491.0,-675.0,0.0,1525.0,-359.0,0.0,0.0,0.0,-10.0,41.0,,-304.0,167.0,223.0,
03/31/2014,632.0,533.0,104.0,60.0,19.0,120.0,20.0,-121.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,-1665.0,0.0,0.0,0.0,-971.0,2317.0,297.0,2020.0,0.0,-3288.0,-3013.0,-275.0,0.0,-916.0,-916.0,0.0,0.0,-10.0,0.0,-10.0,0.0,232.0,1088.0,-193.0,1031.0,-853.0,0.0,2407.0,-523.0,245.0,245.0,0.0,1.0,4.0,0.0,55.0,47.0,172.0,
06/30/2014,245.0,462.0,103.0,74.0,-286.0,-592.0,36.0,270.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,0.0,-1877.0,0.0,0.0,0.0,79.0,1502.0,429.0,1073.0,0.0,-1423.0,-54.0,-1369.0,0.0,-3163.0,-3163.0,0.0,0.0,1035.0,0.0,1035.0,0.0,172.0,1860.0,-202.0,-823.0,694.0,0.0,0.0,-1517.0,-245.0,,,2882.0,248.0,0.0,228.0,337.0,225.0,
09/30/2014,627.0,557.0,109.0,34.0,-293.0,-304.0,28.0,-17.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,54.0,0.0,0.0,0.0,-595.0,1670.0,565.0,1105.0,0.0,-2265.0,-859.0,-1406.0,0.0,508.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,-1112.0,-209.0,-218.0,-594.0,0.0,1598.0,-1222.0,0.0,0.0,0.0,-691.0,6.0,0.0,-431.0,-124.0,172.0,
12/31/2014,1706.0,588.0,108.0,83.0,742.0,578.0,18.0,146.0,185.0,-101.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,-527.0,0.0,0.0,0.0,862.0,1601.0,575.0,1026.0,0.0,-739.0,-104.0,-635.0,0.0,-1470.0,-1470.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,-871.0,-210.0,1187.0,332.0,0.0,1505.0,-650.0,0.0,0.0,0.0,-1855.0,7.0,0.0,308.0,62.0,196.0,
03/31/2015,-583.0,525.0,107.0,99.0,-582.0,-698.0,23.0,93.0,-732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,0.0,783.0,0.0,0.0,0.0,-829.0,1893.0,696.0,1197.0,0.0,-2722.0,-866.0,-1856.0,0.0,-250.0,-250.0,0.0,0.0,1916.0,0.0,1916.0,0.0,-54.0,-526.0,-210.0,-571.0,-587.0,0.0,18.0,-2.0,-3.0,0.0,-3.0,281.0,-23.0,,-326.0,117.0,144.0,
06/30/2015,629.0,491.0,110.0,97.0,-242.0,-345.0,35.0,68.0,173.0,,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,-122.0,0.0,0.0,0.0,1593.0,3302.0,1037.0,2265.0,0.0,-1709.0,-79.0,-1630.0,0.0,-1454.0,-1454.0,0.0,0.0,-174.0,0.0,-174.0,0.0,-87.0,115.0,-232.0,465.0,730.0,0.0,999.0,-1264.0,3.0,,,-4.0,-117.0,,622.0,323.0,216.0,
09/30/2015,1856.0,529.0,121.0,103.0,1021.0,1051.0,30.0,-60.0,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,-1123.0,0.0,0.0,0.0,-228.0,7763.0,904.0,6859.0,0.0,-7991.0,-1171.0,-6820.0,0.0,-574.0,-574.0,0.0,0.0,-435.0,1307.0,-1742.0,0.0,114.0,-574.0,-248.0,-1080.0,-2137.0,0.0,1249.0,-192.0,59.0,59.0,0.0,923.0,-228.0,0.0,159.0,138.0,158.0,
12/31/2015,1229.0,539.0,123.0,129.0,545.0,417.0,18.0,110.0,-107.0,-698.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,-1387.0,0.0,0.0,0.0,-634.0,2199.0,1154.0,1045.0,0.0,-2833.0,-441.0,-2392.0,0.0,-918.0,-918.0,0.0,0.0,-252.0,-1307.0,1055.0,0.0,417.0,1089.0,-247.0,43.0,1012.0,0.0,6.0,-975.0,0.0,0.0,0.0,1306.0,-13.0,,931.0,77.0,216.0,
03/31/2016,-130.0,564.0,127.0,184.0,-552.0,-585.0,27.0,6.0,-453.0,-307.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.0,0.0,-1781.0,0.0,0.0,0.0,-2234.0,4469.0,1063.0,3406.0,0.0,-6703.0,-1891.0,-4812.0,0.0,525.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,978.0,-248.0,-600.0,537.0,0.0,0.0,-1137.0,451.0,451.0,0.0,1383.0,-8.0,0.0,-933.0,91.0,189.0,
06/30/2016,991.0,584.0,142.0,111.0,-738.0,-873.0,38.0,97.0,892.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-273.0,0.0,0.0,0.0,2110.0,5441.0,1901.0,3540.0,0.0,-3331.0,-1231.0,-2100.0,0.0,-1628.0,-1628.0,0.0,0.0,-789.0,0.0,-789.0,0.0,34.0,-883.0,-271.0,-2895.0,-4052.0,0.0,3028.0,-1871.0,-1.0,,,2116.0,168.0,0.0,-165.0,172.0,206.0,
09/30/2016,-224.0,642.0,141.0,148.0,-268.0,-204.0,31.0,-95.0,-887.0,-964.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,-653.0,0.0,0.0,0.0,-325.0,4630.0,1075.0,3555.0,0.0,-4955.0,-2000.0,-2955.0,0.0,-1420.0,-631.0,0.0,-789.0,789.0,0.0,789.0,0.0,303.0,1236.0,-286.0,1027.0,2592.0,0.0,0.0,-1565.0,-144.0,0.0,-144.0,684.0,-45.0,0.0,359.0,443.0,174.0,
12/31/2016,2478.0,636.0,145.0,129.0,998.0,972.0,19.0,7.0,570.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,-231.0,0.0,1699.0,0.0,0.0,0.0,2814.0,2982.0,,,,-168.0,-2.0,-166.0,0.0,-463.0,-1252.0,0.0,789.0,-785.0,0.0,-785.0,0.0,133.0,-3213.0,-287.0,-3084.0,-2658.0,0.0,850.0,-1276.0,-376.0,,,324.0,210.0,,964.0,138.0,206.0,
03/31/2017,158.0,421.0,137.0,148.0,926.0,499.0,30.0,397.0,-1474.0,-644.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,0.0,-747.0,0.0,0.0,0.0,-1281.0,2050.0,588.0,1462.0,0.0,-3331.0,-2126.0,-1205.0,0.0,333.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,645.0,-286.0,-85.0,613.0,0.0,3947.0,-4645.0,-74.0,0.0,-74.0,1104.0,-14.0,0.0,56.0,21.0,151.0,
06/30/2017,1330.0,675.0,137.0,135.0,-62.0,-105.0,44.0,-1.0,445.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,,-1879.0,0.0,0.0,0.0,-284.0,1843.0,550.0,1293.0,0.0,-2127.0,-733.0,-1394.0,0.0,-1382.0,-1382.0,0.0,0.0,0.0,0.0,0.0,0.0,-213.0,-503.0,-286.0,4200.0,4123.0,0.0,703.0,-626.0,-246.0,0.0,-246.0,-4360.0,189.0,0.0,-1052.0,166.0,196.0,
09/30/2017,1471.0,640.0,139.0,126.0,148.0,105.0,35.0,8.0,418.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,,-576.0,0.0,0.0,0.0,-1327.0,6555.0,2569.0,3986.0,0.0,-7882.0,-5781.0,-2101.0,0.0,928.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,-177.0,-1196.0,-305.0,911.0,1774.0,0.0,850.0,-1713.0,-920.0,0.0,-920.0,-828.0,-54.0,0.0,-301.0,89.0,193.0,
12/31/2017,1676.0,658.0,137.0,138.0,152.0,120.0,23.0,9.0,591.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2208.0,0.0,0.0,0.0,-1156.0,1866.0,1093.0,773.0,0.0,-3022.0,-325.0,-2697.0,0.0,-1109.0,-1109.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,505.0,-302.0,-64.0,-2978.0,0.0,3383.0,-469.0,-373.0,0.0,-373.0,1242.0,2.0,0.0,-27.0,153.0,279.0,
03/31/2018,308.0,788.0,138.0,150.0,-56.0,-90.0,31.0,3.0,-712.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-722.0,0.0,203.0,0.0,0.0,0.0,-222.0,1680.0,626.0,1054.0,0.0,-1902.0,-39.0,-1863.0,0.0,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-483.0,-335.0,-651.0,-617.0,0.0,7.0,-41.0,-344.0,0.0,-344.0,830.0,17.0,0.0,28.0,15.0,256.0,
06/30/2018,1119.0,819.0,136.0,135.0,-379.0,-427.0,45.0,3.0,408.0,-197.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,-1766.0,0.0,0.0,0.0,1603.0,1729.0,633.0,1096.0,0.0,-126.0,0.0,-126.0,0.0,-3342.0,-3342.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,589.0,-334.0,0.0,-745.0,0.0,1748.0,-1003.0,-286.0,0.0,-286.0,1283.0,-74.0,0.0,-58.0,-75.0,363.0,
09/30/2018,1551.0,832.0,139.0,135.0,637.0,593.0,37.0,7.0,-192.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,-600.0,0.0,-1170.0,0.0,0.0,0.0,82.0,1723.0,1660.0,63.0,0.0,-1641.0,0.0,-1641.0,0.0,-700.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,-552.0,-281.0,-356.0,5290.0,6076.0,0.0,15.0,-801.0,-200.0,0.0,-200.0,-4919.0,-96.0,0.0,100.0,26.0,329.0,
12/31/2018,1371.0,798.0,142.0,146.0,144.0,109.0,28.0,7.0,141.0,-339.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,-2230.0,0.0,0.0,0.0,275.0,1367.0,755.0,612.0,0.0,-1092.0,0.0,-1092.0,0.0,-2609.0,-2609.0,0.0,0.0,-296.0,0.0,-296.0,0.0,400.0,1677.0,-353.0,-4163.0,-4474.0,0.0,999.0,-688.0,-375.0,0.0,-375.0,6644.0,-76.0,0.0,818.0,133.0,460.0,
03/31/2019,-745.0,792.0,137.0,155.0,115.0,77.0,32.0,6.0,-1944.0,-445.0,0.0,0.0,0.0,0.0,0.0,0.0,-1499.0,0.0,-586.0,-34.0,0.0,-34.0,-341.0,3184.0,450.0,2658.0,76.0,-3525.0,0.0,-3525.0,0.0,-302.0,-193.0,-109.0,0.0,0.0,0.0,0.0,0.0,91.0,207.0,-352.0,2039.0,1127.0,0.0,2015.0,-1103.0,0.0,0.0,0.0,-1432.0,-48.0,0.0,-1124.0,62.0,419.0,
06/30/2019,934.0,886.0,139.0,172.0,-356.0,-403.0,48.0,-1.0,93.0,-593.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,-2226.0,-30.0,0.0,-30.0,1514.0,3825.0,,,,-2311.0,0.0,-2303.0,-8.0,-3650.0,-3754.0,104.0,0.0,0.0,0.0,0.0,0.0,-60.0,1125.0,-354.0,1764.0,4039.0,0.0,18.0,-2293.0,0.0,0.0,0.0,-141.0,-144.0,0.0,-167.0,262.0,574.0,
09/30/2019,1775.0,825.0,141.0,117.0,-163.0,-205.0,39.0,3.0,855.0,-377.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,-6593.0,0.0,,0.0,-9333.0,2059.0,2000.0,59.0,0.0,-11392.0,0.0,-11392.0,0.0,2887.0,2887.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.0,5135.0,-389.0,2908.0,151.0,0.0,3620.0,-863.0,-45.0,1683.0,-1728.0,2669.0,-8.0,0.0,317.0,85.0,493.0,
12/31/2019,-444.0,721.0,213.0,171.0,-1197.0,-1248.0,46.0,5.0,-352.0,2656.0,0.0,0.0,0.0,0.0,0.0,0.0,-3008.0,0.0,17748.0,0.0,0.0,0.0,9582.0,35008.0,1746.0,33262.0,0.0,-25426.0,0.0,-25426.0,0.0,1716.0,1716.0,0.0,0.0,6256.0,0.0,6256.0,0.0,194.0,-1114.0,-364.0,-2599.0,976.0,0.0,1431.0,-5006.0,0.0,0.0,0.0,1821.0,28.0,0.0,16190.0,34.0,435.0,
03/31/2020,4628.0,1060.0,399.0,893.0,2982.0,2900.0,79.0,3.0,-706.0,-3318.0,0.0,0.0,0.0,0.0,0.0,0.0,2612.0,0.0,-19515.0,-464.0,0.0,-464.0,-661.0,4019.0,2513.0,1506.0,0.0,-4680.0,0.0,-4029.0,-651.0,-18403.0,-18024.0,-379.0,0.0,-62.0,0.0,-62.0,0.0,75.0,32170.0,-679.0,17984.0,-5522.0,0.0,24288.0,-782.0,-503.0,0.0,-503.0,15474.0,-106.0,0.0,17283.0,11.0,758.0,
06/30/2020,-24.0,955.0,420.0,844.0,-2204.0,-2304.0,97.0,3.0,-39.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,-5266.0,0.0,7546.0,-122.0,0.0,-122.0,1912.0,5895.0,,,,-3983.0,,,,5700.0,5249.0,451.0,0.0,-17.0,0.0,-17.0,0.0,73.0,-2673.0,-658.0,-30616.0,-6994.0,0.0,1508.0,-25130.0,2544.0,2544.0,0.0,26073.0,-16.0,0.0,4849.0,61.0,534.0,
