Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-135.0,77.0,117.0,-84.0,,-84.0,-245.0,,,,-245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,225.0,109.0,117.0,32.0,,32.0,-33.0,,,,-33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,267.0,101.0,113.0,57.0,,57.0,-4.0,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,532.0,129.0,126.0,-87.0,,-87.0,364.0,,,,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,,,
03/31/1991,5.0,57.0,126.0,-54.0,,-54.0,-124.0,,,,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,363.0,115.0,116.0,-57.0,,-57.0,189.0,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,109.0,108.0,126.0,65.0,,65.0,-190.0,,,,-190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,389.0,-356.0,133.0,429.0,,429.0,183.0,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0,,,
03/31/1992,-27.0,62.0,131.0,-66.0,,-66.0,-154.0,,,,-154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,363.0,-322.0,133.0,459.0,,459.0,93.0,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,59.0,128.0,136.0,-109.0,,-109.0,-96.0,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,544.0,152.0,127.0,-35.0,,-35.0,300.0,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,,,
03/31/1993,33.0,-9.0,143.0,74.0,,74.0,-175.0,,,,-175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,320.0,154.0,143.0,-32.0,,-32.0,55.0,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,143.632004,43.251999,273.165009,29.224001,,29.224001,-202.009003,,,,-202.009003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,465.368011,151.0,12.835,-70.475992,,-70.475992,372.009003,,,,372.009003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.368011,,,
04/01/1994,-7.0,74.0,143.0,6.0,,6.0,-230.0,,,,-230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1994,388.0,162.0,145.0,14.0,,14.0,67.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,443.0,177.0,143.0,34.0,,34.0,89.0,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/1994,502.0,239.0,146.0,19.0,,19.0,98.0,,,,98.0,,,-337.0,,,,-337.0,,,,,,,,,,337.0,,,,,,,,,,,,502.0,,,
03/31/1995,195.0,121.0,149.0,14.0,,14.0,-89.0,,,,-89.0,,,-235.0,,,,-235.0,,,,,,,,,,235.0,,,,,,,,,,,,,,,
06/30/1995,387.0,19.0,148.0,156.0,,156.0,64.0,,,,64.0,,,-350.0,,,,-350.0,,,,,,,,,,350.0,,,,,,,,,,,,,,,
09/29/1995,382.0,202.0,149.0,-12.0,,-12.0,43.0,,,,43.0,,,-234.0,,,,-234.0,,,,,,,,,,234.0,,,,,,,,,,,,,,,
12/30/1995,603.0,276.0,154.0,-72.0,,-72.0,245.0,,,,245.0,,,-337.0,,,,-337.0,,,,,,,,,,337.0,,,,,,,,,,,,603.0,,,
03/29/1996,-31.0,146.0,156.0,-61.0,,-61.0,-272.0,,,,-272.0,,-338.0,-338.0,,,,-338.0,,,,,,,,,,0.0,,,,,,,,,,,,-369.0,,,
06/28/1996,497.0,234.0,156.0,49.0,,49.0,58.0,,,,58.0,,-256.0,-256.0,,,,-256.0,,,,,,,,,,0.0,,,,,,,,,,,,241.0,,,
09/27/1996,391.0,222.0,149.0,54.0,,54.0,-34.0,,,,-34.0,,-282.0,-282.0,,,,-282.0,,,,,,,,,,0.0,,,,,,,,,,,,109.0,,,
12/31/1996,583.0,253.0,159.0,48.0,,48.0,123.0,,,,123.0,,-347.0,-347.0,,,,-347.0,,,,,,,,,,0.0,,,,,,,,,,,,236.0,,,
03/28/1997,197.0,151.0,159.0,16.0,,16.0,-129.0,,,,-129.0,,-180.0,-186.0,3.0,,,-189.0,,,-10.0,8.0,-18.0,,,,,16.0,-148.0,-57.0,-94.0,,,,0.0,0.0,0.0,3.0,,-131.0,,,
06/27/1997,424.0,227.0,178.0,-31.0,,-31.0,50.0,,,,50.0,,-2577.0,-202.0,20.0,,,-222.0,,,1.0,16.0,-15.0,,,,,-2376.0,2098.0,-56.0,2157.0,,,,0.0,0.0,0.0,-3.0,,-55.0,,,
09/26/1997,398.0,206.0,172.0,4.0,,4.0,16.0,,,,16.0,,-169.0,-262.0,13.0,,,-275.0,,,-3.0,14.0,-17.0,,,,,96.0,-237.0,-57.0,-180.0,,,,0.0,0.0,0.0,0.0,,-8.0,,,
12/26/1997,539.0,215.0,179.0,29.0,,29.0,116.0,,,,116.0,,-422.0,-424.0,15.0,,,-439.0,,,-3.0,7.0,-10.0,,,,,5.0,-40.0,-65.0,40.0,,,,0.0,0.0,0.0,-15.0,,77.0,,,
03/27/1998,68.0,91.0,156.0,-29.0,11.0,-40.0,-150.0,-5.0,,-70.0,-75.0,,-247.0,-290.0,,,,-290.0,,,,,,,,,,43.0,7.0,-66.0,84.0,,,,,,,-11.0,,-172.0,,,
06/26/1998,221.0,151.0,156.0,-2.0,50.0,-52.0,-84.0,-11.0,,-40.0,-33.0,,-365.0,-365.0,,,,-365.0,,,,,,,,,,0.0,155.0,-66.0,248.0,,,,,,,-27.0,,11.0,,,
