Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/1999,217.227,222.3,220.4,,15.589837,1.501815,1.01,1.01,1.0,1.0,1.0,0.99,0.24,2.068966,1.88294,0.837833,25.162618,,
03/31/2000,214.755,217.3,215.8,,16.214087,1.594069,1.1,1.1,1.01,1.1,1.1,1.0,0.24,1.556997,1.316033,1.005797,26.425462,,
06/30/2000,223.183,219.9,216.5,,16.230947,1.191686,0.98,0.98,0.99,0.97,0.97,0.98,0.24,2.771363,2.572748,0.949893,28.174189,,
09/30/2000,225.166,229.3,224.4,,16.893939,1.421569,1.11,1.11,1.11,1.09,1.09,1.09,0.24,3.172906,2.981283,1.043674,29.951236,,
03/31/2001,236.863,235.5,231.5,,16.077754,1.386609,1.04,1.14,1.09,1.02,1.12,1.07,0.25,1.321814,1.187905,1.169452,35.657743,,
06/30/2001,237.953,241.3,237.3,,16.211547,1.243152,0.95,1.0,1.1,0.94,0.98,1.09,0.25,1.584492,1.407501,1.361613,35.633087,28.484617,
09/30/2001,238.088,238.0,238.0,,15.638655,-1.789916,-0.43,-0.43,-0.76,-0.43,-0.43,-0.76,0.25,1.584034,1.298319,1.365041,36.818319,29.749504,
12/31/2001,245.536,247.1,244.1,,15.796805,0.745596,0.59,0.59,1.07,0.58,0.58,1.06,0.26,5.096272,4.817698,1.437671,36.707448,29.808256,
03/31/2002,246.724,249.7,246.1,,16.497359,1.495327,1.19,1.19,1.21,1.17,1.17,1.19,0.26,1.572531,1.446566,1.422642,36.636079,29.644461,
06/30/2002,247.576,250.7,247.4,,16.135812,0.808407,0.75,0.75,1.18,0.74,0.74,1.17,0.26,2.83751,2.59903,1.288493,39.002165,32.034608,
09/30/2002,255.008,250.5,248.9,,16.412214,0.779429,1.06,1.06,1.15,1.06,1.06,1.15,0.26,3.905183,3.752511,1.619557,42.912379,36.15965,
12/31/2002,255.240918,256.3,255.2,,16.77116,2.237461,1.01,1.01,1.17,1.01,1.01,1.17,0.27,2.021944,1.782915,1.477036,42.054386,35.311736,
03/31/2003,255.441,256.1,255.4,,16.957713,-8.711825,-5.46,-5.46,-5.33,-5.46,-5.46,-5.33,0.27,2.61159,2.443226,2.564193,36.963526,30.226158,
06/30/2003,282.199,270.2,268.8,,17.418155,2.34003,1.89,1.89,1.26,1.88,1.88,1.26,0.27,2.488839,2.380952,1.520204,40.747841,34.649308,
09/30/2003,282.718815,284.8,282.5,,17.511504,1.543363,1.21,1.21,1.19,1.2,1.2,1.18,0.27,5.458407,5.451327,1.754393,40.124673,34.04089,
12/31/2003,283.379,285.6,283.0,,16.865724,2.155477,1.6,1.6,1.53,1.59,1.59,1.52,0.28,3.597173,3.54417,1.630325,41.072204,35.002594,
03/31/2004,291.676667,294.9,289.9,,19.772335,3.049327,1.96,2.04,1.73,1.93,2.01,1.7,0.28,0.341497,0.279407,2.187354,46.41098,40.514039,
06/30/2004,293.034686,297.5,292.3,,18.624701,2.18611,1.48,1.48,1.37,1.46,1.46,1.36,0.28,1.820048,1.6182,2.371733,41.889239,36.019627,
09/30/2004,293.546899,297.5,293.2,,18.472033,1.255116,1.68,1.68,1.59,1.66,1.66,1.57,0.28,3.321965,3.154843,2.790014,46.500236,40.640865,
12/31/2004,294.20827,297.0,292.3,,20.872391,3.020869,2.12,2.12,2.02,2.07,2.07,2.01,0.29,3.670886,3.486144,3.901998,48.394289,42.54809,
03/31/2005,296.495212,301.3,294.8,,20.359566,3.314111,2.26,2.26,1.97,2.21,2.21,1.93,0.29,2.259159,2.208277,4.853367,47.929948,42.128842,
06/30/2005,298.743824,303.9,297.1,,20.410636,2.99899,2.03,2.03,2.12,1.98,1.98,2.07,0.29,2.568159,2.228206,3.437728,52.185179,46.427738,
09/30/2005,300.138714,307.0,299.2,,24.421791,2.533422,1.8,1.8,1.86,1.76,1.76,1.81,0.29,5.073529,4.89639,4.934385,51.009747,45.279064,
12/31/2005,302.152,310.0,300.7,,25.640173,2.075158,1.55,1.55,1.94,1.51,1.51,1.88,0.3,2.610575,2.470901,4.213111,50.719505,45.027006,
03/31/2006,302.957,310.9,302.2,,21.651224,3.47452,2.41,2.41,2.64,2.34,2.34,2.56,0.4,4.526803,4.457313,4.601313,50.865304,45.187931,
06/30/2006,304.131201,312.3,303.3,,16.389713,2.228816,1.57,1.57,1.89,1.52,1.52,1.83,0.4,3.811408,3.666337,3.554387,50.580144,44.92469,
09/30/2006,316.6024,316.7,310.0,,23.893548,3.487097,2.45,2.45,2.35,2.39,2.39,2.3,0.4,4.070968,3.906452,4.279816,56.010315,50.577633,
12/31/2006,323.315391,323.9,319.7,,23.7066,3.353144,2.45,2.45,2.45,2.42,2.42,2.42,0.5,5.792931,5.545824,4.404368,58.382621,53.072017,
03/31/2007,316.371,322.7,319.6,,21.14831,3.989362,2.74,2.74,2.64,2.71,2.71,2.61,0.5,4.083229,3.892365,5.657914,59.585107,54.129487,
06/30/2007,317.577,319.6,316.8,,24.179293,2.850379,1.98,1.98,2.41,1.96,1.96,2.39,0.5,5.183081,5.09154,5.11372,58.719618,53.284715,
09/30/2007,313.722,318.0,315.4,,18.46227,3.937857,2.7,2.7,3.36,2.68,2.68,3.33,0.5,5.136335,4.625872,6.222069,60.403797,54.902111,
12/31/2007,313.842,316.1,313.4,,18.104659,2.705807,1.9,1.9,1.9,1.88,1.88,1.88,0.53,4.543714,4.467135,6.407683,61.190026,55.690443,
03/31/2008,314.535,315.7,313.8,,4.920331,0.503505,0.46,0.46,2.52,0.46,0.46,2.51,0.53,1.806883,1.593372,7.147058,56.705931,51.021349,
06/30/2008,303.143,313.1,311.7,,24.071222,2.338787,1.74,1.74,2.23,1.73,1.73,2.22,0.53,5.434713,5.056144,6.874643,55.49856,49.600354,
09/30/2008,300.354,301.1,301.1,,-1.305214,-13.613417,-8.74,-8.74,5.94,-8.74,-8.74,5.94,0.53,2.248422,2.215211,6.535621,41.807334,35.811076,
12/31/2008,300.579,320.9,300.2,,1.882079,-0.969354,-2.71,-2.71,-1.2,-2.71,-2.71,-1.2,0.32,4.177215,3.887408,6.025038,30.833824,27.307297,
03/31/2009,325.435,320.8,320.8,,16.814214,-5.913342,-3.77,-3.77,-3.774938,-3.77,-3.77,-3.776234,0.05,3.148379,2.995636,5.687772,24.152288,20.968857,
06/30/2009,326.729,325.4,325.4,,23.469576,0.42102,-0.06,-0.06,-2.012907,-0.06,-0.06,-2.017591,0.05,2.999385,2.971727,7.829118,32.200998,28.515987,
09/30/2009,383.03,356.1,356.1,,14.686886,-0.95198,-0.79,-0.79,-3.263128,-0.79,-0.79,-3.263128,0.05,2.131424,,6.310211,37.897815,34.754458,
12/31/2009,383.007,416.2,382.7,,16.827802,2.213222,1.29,1.29,1.184609,1.19,1.19,1.089928,0.05,0.59838,0.446825,5.592587,38.915738,35.772192,
03/31/2010,443.927,393.7,393.7,,15.892812,1.663703,-0.42,-0.42,-0.988062,-0.42,-0.42,-0.991501,0.05,1.239522,1.239522,4.683202,38.934329,36.222172,
06/30/2010,444.111,480.2,443.9,,7.35526,0.621762,0.15,0.37,0.556432,0.14,0.34,0.38,0.05,1.603965,1.603965,6.750565,41.284724,38.918198,
09/30/2010,444.366,495.3,444.1,,14.866021,2.353074,1.48,1.47,1.384823,1.34,1.34,1.259241,0.05,2.353074,2.353074,3.841428,45.802334,43.437167,
12/31/2010,444.549,497.8,444.3,,13.346838,1.996399,1.37,1.289669,1.451497,1.24,1.169691,1.314126,0.05,2.394778,,4.638409,44.438296,42.074102,
03/31/2011,445.108,508.2,444.6,,14.17004,1.158345,1.1,0.74,0.211426,0.99,0.67,0.207584,0.1,1.066127,1.066127,5.205478,45.928179,43.566955,
06/30/2011,445.286,482.4,445.1,,12.134352,-0.049427,0.05,0.23,0.451584,0.05,0.21,0.415224,0.1,1.100876,1.100876,4.262429,47.427945,45.101351,
09/30/2011,445.514,473.4,445.3,,10.15046,0.24927,0.11,0.11,0.141702,0.11,0.1,0.08,0.1,1.482147,1.482147,5.811265,49.886199,47.560795,
12/31/2011,442.539,489.6,445.1,,12.666816,0.460571,0.24,0.262862,-0.062907,0.23,0.227958,-0.068203,0.1,1.460346,1.460346,5.832254,47.295267,45.022021,
03/31/2012,440.865,469.0,440.7,,17.383708,0.285909,0.2,0.2,-0.957908,0.18,0.19,-0.957908,0.1,2.586794,2.586794,4.670364,46.993978,44.7121,
06/30/2012,435.599,485.8,438.2,,10.417618,-0.362848,-0.26,-0.27,2.344135,-0.26,-0.27,2.089407,0.1,0.219078,0.219078,5.367322,49.139231,46.829768,
09/30/2012,436.066,461.7,435.8,,14.529601,0.139972,0.01,-0.04,1.250574,0.01,-0.04,0.9,0.1,2.239559,2.239559,6.203189,52.317768,50.010778,
12/31/2012,436.306,436.2,436.2,,17.652453,-0.300321,-0.105456,-0.103164,0.077946,-0.105456,-0.103164,0.077946,0.1,1.075195,1.075195,5.548858,50.173502,48.674554,
03/31/2013,435.336,436.3,436.3,,20.683016,2.493697,-0.58,-0.57,1.411873,-0.58,-0.57,1.411873,0.1,0.426312,0.426312,4.559696,46.777661,45.633717,
06/30/2013,453.927,489.0,451.4,,10.487373,0.746566,-0.42,0.52,0.611431,-0.42,0.48,0.47,0.1,0.491803,0.491803,3.833215,41.88559,40.788497,
09/30/2013,448.493,490.6,452.1,,10.754258,1.194426,0.65,0.81,1.19885,0.6,0.74,1.100783,0.15,1.094891,1.094891,3.170618,42.203557,41.093172,
12/31/2013,453.29,486.1,451.1,,10.58967,1.281312,0.7,0.851252,0.793616,0.65,0.794003,0.740516,0.15,0.740412,0.598537,3.150301,41.706193,40.607558,
03/31/2014,452.486,478.6,449.8,,10.253446,1.56514,1.1,1.04,0.878168,1.03,0.97,0.821651,0.15,0.7759,0.702534,2.839867,43.7008,42.600213,
06/30/2014,450.751,467.9,450.6,,10.244119,0.5415,-1.04,0.33,0.30182,-1.04,0.32,0.290079,0.15,0.357301,0.357301,3.354402,43.101402,41.996579,
09/30/2014,433.569,450.8,437.2,,10.908051,1.34721,0.89,0.89,1.214547,0.86,0.86,1.177214,0.18,0.880604,0.782251,1.014833,43.441759,42.293153,
12/31/2014,424.416,442.6,429.6,,10.747207,1.496741,0.89,0.803073,0.791434,0.86,0.776403,0.765106,0.18,2.306797,2.157821,0.940115,44.107668,42.934291,
03/31/2015,421.389,433.7,422.6,,10.925225,1.701372,1.11,1.11,1.079035,1.08,1.08,1.054637,0.18,1.057738,0.920492,1.186552,45.271709,44.089903,
06/30/2015,416.345,428.1,418.7,,11.189396,1.335085,0.99,0.99,0.948173,0.96,0.96,0.922626,0.18,1.581084,1.475997,1.184114,43.778597,42.582474,
09/30/2015,411.314,423.0,413.8,,11.02465,1.128565,0.92,0.9,0.789874,0.9,0.88,0.773262,0.21,2.153214,1.930884,1.61677,44.258158,43.047404,
12/31/2015,401.821,415.9,406.9,,11.091177,1.449988,1.03,1.03,1.174613,1.01,1.01,1.146932,0.21,1.85795,1.580241,1.114924,43.905122,42.665764,
03/31/2016,395.603,406.3,398.5,,11.066499,1.171895,0.81,0.81,1.084567,0.79,0.79,1.058767,0.21,0.998745,0.787955,1.21081,45.783273,44.524435,
06/30/2016,387.915865,398.6,391.8,,11.985707,0.650842,0.55,0.55,0.493236,0.54,0.54,0.482925,0.21,1.066871,0.931598,1.188402,47.842849,46.559065,
09/30/2016,379.648,390.5,383.8,,12.285044,1.599792,1.14,1.14,1.086503,1.12,1.12,1.066223,0.21,1.534653,1.414799,2.133555,49.145524,47.652036,
12/31/2016,373.949153,383.7,376.6,,6.558683,-1.4923,-0.215082,-0.966543,-0.045141,-0.215082,-0.966543,-0.062191,0.23,1.755178,1.646309,0.877125,45.201332,43.567421,
03/31/2017,369.196,378.6,371.4,,11.225094,1.2951,1.02,0.82,0.772752,1.0,0.8,0.757739,0.23,0.605816,0.495423,0.912794,46.07038,44.53461,
06/30/2017,362.81958,372.3,366.0,,13.030055,-0.15847,-0.11,-0.11,1.125,-0.11,-0.11,1.103403,0.23,1.827869,1.688525,0.997741,47.649027,46.086267,
09/30/2017,357.54,367.0,360.2,,11.637979,0.721821,0.65,0.402554,0.360911,0.64,0.397493,0.356621,0.23,1.749028,1.646308,0.931364,48.198803,46.612966,
12/31/2017,356.835036,363.9,357.0,,12.848739,1.40056,-10.37,-1.56,0.820728,-10.37,-1.56,0.778555,0.25,1.854342,1.515406,0.504435,37.815793,32.353886,
03/31/2018,358.077,363.9,357.5,,13.121678,1.675524,1.67,1.2,1.28951,1.64,1.18,1.270684,0.25,1.991608,1.882517,0.636735,36.704396,31.183237,
06/30/2018,358.359,364.2,358.3,,13.365895,1.71923,1.62,1.211275,1.144292,1.6,1.19363,1.127732,0.3,1.557354,1.501535,0.410203,35.009585,29.543,
09/30/2018,358.676003,364.1,358.6,,13.50251,1.670385,1.2,1.19,1.162856,1.19,1.17,1.142535,0.3,1.595092,1.564417,0.284379,35.488853,31.892292,
12/31/2018,359.150984,364.0,359.1,,12.901699,0.659983,0.53,0.53,0.782512,0.52,0.52,0.52,0.3,2.787524,2.642718,0.336906,35.517096,30.095978,
03/31/2019,360.864978,365.1,360.0,,13.722222,2.330556,1.74,1.74,1.408333,1.71,1.71,1.386801,0.3,0.775,0.719444,0.288196,38.781818,33.422473,
06/30/2019,361.605425,365.1,361.4,,14.089651,1.436082,1.03,1.03,1.119004,1.02,1.02,1.108765,0.3,2.006087,1.939679,0.782621,41.33511,36.044813,
09/30/2019,360.982526,365.4,361.4,,14.795241,1.992252,1.45,1.45,1.513558,1.43,1.43,1.492945,0.3,3.990039,3.904261,0.803363,43.583827,35.165137,
12/31/2019,359.570245,364.3,360.5,,14.871012,2.055479,1.51,1.51,1.413703,1.49,1.49,1.398427,0.325,2.893204,2.809986,0.728648,44.288982,35.992967,
03/31/2020,357.934346,360.5,358.5,,13.824268,1.138075,0.75,0.75,1.289528,0.74,0.74,1.278961,0.325,0.831241,0.767085,0.840936,41.686416,33.469825,
06/30/2020,358.098747,359.3,358.1,,14.152471,1.812343,1.29,1.29,1.075468,1.29,1.29,1.073259,0.325,2.705948,2.627758,1.03882,46.71058,38.592707,
09/30/2020,,,,,,,0.962,0.962,0.995,0.962,0.962,0.995,0.33,1.52,,,47.453,,
12/31/2020,,,,,,,1.198,1.198,1.201,1.198,1.198,1.201,0.336,1.56,,,48.303,,
