Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/29/1989,14.082,,-5.239,,8.843,,-4.77,,,,,,4.073,0.123,,,,0.0,-0.123,4.196,-1.677,2.519,0.0,,,2.519,0.0,2.519,0.0,,2.519,2.519,,3650.976013,0.000694,0.000694,0.000694,3650.976013,0.000694,0.000694,0.000694,
01/28/1990,16.059999,,-5.543,,10.516999,,-5.652,,,,,,4.865,0.018,,,,0.0,-0.018,4.883,-1.953,2.93,0.0,,,2.93,0.0,2.93,0.0,,2.93,2.93,,3692.73587,0.000799,0.000799,0.000799,3692.73587,0.000799,0.000799,0.000799,
04/29/1990,17.851,,-5.932,,11.919,,-6.401,,,,,,5.518,0.801,,,,0.0,-0.801,6.319,-2.494,3.825,0.0,,,3.825,0.0,3.825,0.0,,3.825,3.825,,4192.416046,0.000903,0.000903,0.000903,4192.416046,0.000903,0.000903,0.000903,
07/29/1990,21.783,,-7.243,,14.54,,-7.605,,,,,,6.935,1.146,,,,0.0,-1.146,8.081,-3.451,4.63,0.0,,,4.63,0.0,4.63,0.0,,4.63,4.63,,4450.176,0.001042,0.001042,0.001042,4450.176,0.001042,0.001042,0.001042,
10/28/1990,32.761002,,-10.814,,21.947002,,-9.706,,,,,,12.241,1.077,,,,0.0,-1.077,13.318,-5.394,7.924,0.0,,,7.924,0.0,7.924,0.0,,7.924,7.924,,4441.824,0.001771,0.001771,0.001771,4441.824,0.001771,0.001771,0.001771,
01/27/1991,43.949001,,-14.746,,29.203001,,-12.988,,,,,,16.215,1.113,,,,0.0,-1.113,17.328,-6.931,10.397,0.0,,,10.397,0.0,10.397,0.0,,10.397,10.397,,4491.36,0.002326,0.002326,0.002326,4491.36,0.002326,0.002326,0.002326,
04/28/1991,49.707001,,-17.288,,32.419001,,-14.564,,,,,,17.855,0.928,,,,0.0,-0.928,0.0,-7.137,11.646,0.0,,,-7.137,0.0,11.646,0.0,,11.646,11.646,,4523.183856,0.002569,0.002569,0.002569,4523.183856,0.002569,0.002569,0.002569,
07/28/1991,56.767,,-19.651,,37.116,,-17.238,,,,,,19.878,1.449,,,,0.0,-1.449,21.327,-8.105,13.222,0.0,,,13.222,0.0,13.222,0.0,,13.222,13.222,,4516.5636,0.002917,0.002917,0.002917,4516.63236,0.002917,0.002917,0.002917,
10/27/1991,63.588001,,-21.851,,41.737001,,-18.271999,,,,,,23.465,1.495,,,,0.0,-1.495,24.96,-9.488,15.472,0.0,,,15.472,0.0,15.472,0.0,,15.472,15.472,,4543.631856,0.003333,0.003333,0.003333,4543.631856,0.003333,0.003333,0.003333,
01/26/1992,73.970001,,-24.527,,49.443001,,-20.958,,,,,,28.485001,1.257,,,,0.0,-1.257,0.0,-11.299,18.443001,0.0,,,-11.299,0.0,18.443001,0.0,,18.443001,18.443001,,4570.416,0.004167,0.004167,0.004167,4570.416,0.004167,0.004167,0.004167,
04/26/1992,91.374001,,-29.278999,,62.095002,,-26.233,,,,,,35.862,1.607,,,,0.0,-1.607,0.0,-14.238,23.231001,0.0,,,-14.238,0.0,23.231001,0.0,,23.231001,23.231001,,4591.151928,0.005,0.005,0.005,4591.151928,0.005,0.005,0.005,
07/26/1992,110.691,,-35.586,,75.105,,-33.53,,,,,,41.575,2.36,,,,0.0,-2.36,43.935,-16.695,27.24,0.0,,,27.24,0.0,27.24,0.0,,27.24,27.24,,4561.115944,0.005972,0.005972,0.005972,4561.115944,0.005972,0.005972,0.005972,
10/24/1992,126.378998,,-40.446999,,85.931999,,-35.466,,,,,,50.466,2.723,,,,0.0,-2.723,53.189,-19.945999,33.243,0.0,,,33.243001,0.0,33.243,0.0,,33.243,33.243,,4610.736145,0.007222,0.007222,0.007222,4610.736145,0.007222,0.007222,0.007222,
01/24/1993,145.070999,,-46.372002,,98.698997,,-39.000999,,,,,,59.698002,2.213,,,,0.0,-2.213,61.911002,-23.216999,38.694,0.0,,,38.694003,0.0,38.694,0.0,,38.694,38.694,,4641.624207,0.008333,0.008333,0.008333,4641.624207,0.008333,0.008333,0.008333,
04/25/1993,172.362,,-56.054001,,116.307999,,-45.023998,,,,,,71.283997,2.794,,,,0.0,-2.794,74.077996,-27.778999,46.299,0.0,,,46.298997,0.0,46.299,0.0,,46.299,46.299,,4658.39978,0.01,0.01,0.01,4658.39978,0.01,0.01,0.01,
07/25/1993,205.223,,-67.655,,137.568,,-55.445,,,,,,82.123,3.827,,,,0.0,-3.827,85.95,-32.231,53.719,0.0,,,53.719,0.0,53.719,0.0,,53.719,53.719,,4650.750522,0.011667,0.011667,0.011667,4650.750522,0.011667,0.011667,0.011667,
10/24/1993,248.457001,,-83.757004,,164.699997,,-66.813004,,,,,,97.887001,4.839,,,,0.0,-4.839,102.726001,-39.241001,63.485001,0.0,,,63.485,0.0,63.485001,0.0,,63.485001,63.485001,,4749.840088,0.013333,0.013333,0.013333,4749.840088,0.013333,0.013333,0.013333,
01/30/1994,302.165985,,-101.522003,,200.643982,,-80.720001,,,,,,119.924004,5.435,,,,0.0,-5.435,125.359004,-47.887001,77.472,0.0,,,77.472003,0.0,77.472,0.0,,77.472,77.472,,4771.007996,0.016111,0.016111,0.016111,4771.007996,0.016111,0.016111,0.016111,
05/01/1994,331.192993,,-109.140999,,222.051994,,-90.464996,,,,,,131.587006,4.892,,,,0.0,-4.892,136.479006,-52.134998,84.344002,0.0,,,84.344007,0.0,84.344002,0.0,,84.344002,84.344002,,4790.268127,0.017778,0.017778,0.017778,4790.268127,0.017778,0.017778,0.017778,
07/31/1994,361.159,,-118.404,,242.755,,-104.037,,,,,,138.718,6.211,,,,0.0,-6.211,144.929,-55.363,89.558,0.0,,,89.566,0.0,89.558,0.0,,89.558,89.558,,4784.49,0.018889,0.018889,0.018889,4784.49,0.018889,0.018889,0.018889,
10/30/1994,433.959015,,-144.244003,,289.715012,,-130.324997,,,,,,159.389999,7.699,,,,0.0,-7.699,167.088999,-63.438,103.651001,0.0,,,103.651,0.0,103.651001,0.0,,103.651001,103.651001,,5477.32782,0.018889,0.018889,0.018889,5477.32782,0.018889,0.018889,0.018889,
01/29/1995,515.982971,,-172.470001,,343.51297,,-156.863007,,,,,,186.649994,-86.789001,,,,0.0,86.789001,99.860992,-37.721001,62.139999,0.0,,,62.139992,0.0,62.139999,0.0,,62.139999,62.139999,,5707.385925,0.011111,0.011111,0.027778,5707.385925,0.011111,0.011111,0.027778,
04/30/1995,581.497009,,-192.981003,,388.516006,,-181.451004,,,,,,207.065002,12.022,,,,0.0,-12.022,219.087003,-83.913002,135.173996,0.0,,,135.174001,0.0,135.173996,0.0,,135.173996,135.173996,,5728.805969,0.023333,0.023333,0.023333,5728.805969,0.023333,0.023333,0.023333,
07/30/1995,701.212,,-232.965,,468.247,,-227.23,,,,,,241.018,11.322,,,,0.0,-11.322,252.34,-96.416,155.924,0.0,,,155.924,0.0,155.924,0.0,,155.924,155.924,,5847.156,0.026667,0.026667,0.026667,5847.156,0.026667,0.026667,0.026667,
