Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,107.556,,-92.487999,,15.068001,,-5.531,,,9.537,-6.764,,3.498,,0.0,,3.266,2.773,-0.657,2.116,0.0,,,2.116,0.0,2.116,0.0,,2.116,2.116,,81.896004,0.025,0.025,0.075,81.896004,0.025,0.025,0.075,
06/30/1996,118.834,,-100.742996,,18.091003,,-6.624,,,11.467,-0.525,,3.354,,0.0,,-2.829,10.942,-2.873,8.069,0.0,,,8.069,0.0,8.069,0.0,,8.069,8.069,,108.375999,0.075,0.075,0.075,108.375999,0.075,0.075,0.075,
09/30/1996,123.434998,,-100.921997,,22.513,,-6.459,,,16.054001,1.517,,0.414,,0.0,,-1.931,17.571001,-4.261,13.31,0.0,,,13.310001,-0.022,13.288,0.0,,13.288,13.288,,125.875999,0.105,0.105,0.105,125.875999,0.105,0.105,0.105,
12/31/1996,157.248993,,-124.622002,,32.626991,,-11.303,,,21.323999,-1.989,,2.957,,0.0,,-0.968,19.334999,5.899,25.233999,0.0,,,25.234,-1.063,24.171,0.0,,24.171,24.171,,126.0,0.1925,0.1925,0.1125,126.0,0.1925,0.1925,0.1125,
03/31/1997,167.050003,,-130.300003,,36.75,,-10.123,,,26.627001,0.229,,0.646,,0.0,,-0.875,26.856001,-8.344,18.511999,0.0,,,18.512001,-2.735,15.777,0.0,,15.777,15.777,,125.828003,0.125,0.125,0.125,147.664001,0.1225,0.1225,0.1225,
06/30/1997,181.378006,,-138.106995,,43.271011,,-10.704,,,32.567001,1.254,,0.44,,0.0,,-1.694,33.821001,-10.62,23.201,0.0,,,23.201001,-2.891,20.309999,0.0,,20.309999,20.309999,,125.828003,0.1625,0.1625,0.1625,147.884003,0.1525,0.1525,0.1525,
09/30/1997,177.177002,,-132.746994,,44.430008,,-10.076,,,34.354,-0.413,,0.87,,0.0,,-0.457,33.941,-9.88,24.061001,0.0,,,24.061,-2.725,21.336,0.0,,21.336,21.336,,125.828003,0.17,0.17,0.17,148.311996,0.16,0.16,0.16,
12/31/1997,207.972,,-153.391998,,54.580002,,-14.416,,,40.164001,0.381,,0.11,,0.0,,-0.491,40.545001,-12.16,28.385,0.0,,,28.385002,-2.798,25.587,0.0,,25.587,25.587,,126.0,0.2025,0.2025,0.2025,148.0,0.1875,0.1875,0.1875,
03/31/1998,187.057007,,-140.832001,,46.225006,,-14.184,,,32.041,0.325,,0.416,,0.0,,-0.741,32.366,-11.004,21.362,0.0,,,21.362001,-3.076,18.285999,0.0,,18.285999,18.285999,,125.832001,0.145,0.145,0.145,147.656006,0.14,0.14,0.14,
06/30/1998,190.820999,,-147.110992,,43.710007,,-14.233,,,29.476999,-4.342,,0.533,,0.0,,3.809,25.134999,-8.58,16.555,0.0,,,16.554999,-2.735,13.82,0.0,,13.82,13.82,,125.835999,0.11,0.11,0.1375,147.464005,0.11,0.11,0.1375,
09/30/1998,173.511993,,-130.494003,,43.01799,,-16.414,,,26.604,1.488,,1.376,,0.0,,-2.864,28.092,-9.550781,18.541,0.0,,,18.541219,-2.4,16.141001,0.0,,16.141001,16.141001,,125.82,0.1275,0.1275,0.1275,147.376007,0.125,0.125,0.125,
12/31/1998,156.287003,,-123.848,,32.439003,,-15.006,,,17.433001,-17.177,,0.591,,0.0,,16.586,0.256,-0.062,0.194,0.0,,,0.194,-2.689,-2.495,0.0,,-2.495,-2.495,,125.599998,-0.02,-0.02,0.075,147.199997,-0.02,-0.02,0.075,
03/31/1999,134.136002,,-122.269997,,11.866005,,-12.761,,,-0.895,-0.938,,1.295,,0.0,,-0.357,-1.833,0.642,-1.191,0.0,,,-1.191,-2.705,-3.896,0.0,,-3.896,-3.896,,125.475996,-0.03,-0.03,-0.03,147.035996,-0.03,-0.03,-0.03,
06/30/1999,127.608002,,-113.503998,,14.104004,,-12.606,,,1.498,-1.348,,1.691,,0.0,,-0.343,0.15,-0.053,0.097,0.0,,,0.097,-2.59,-2.493,0.0,,-2.493,-2.493,,125.480004,-0.02,-0.02,-0.02,125.480004,-0.02,-0.02,-0.02,
09/30/1999,112.706001,,-108.722,,3.984001,,-11.286,,,-7.302,-0.69,,2.049,,0.0,,-1.359,-7.992,2.795959,-5.196,0.0,,,-5.196041,-2.273,-7.469,0.0,,-7.469,-7.469,,125.475996,-0.06,-0.06,-0.06,125.475996,-0.059999,-0.06,-0.06,
12/31/1999,105.579002,,-110.010002,,-4.431,,-11.924,,,-16.355,-7.708,,2.058,,0.0,,5.65,-24.063,8.636,-15.427,0.0,,,-15.427,-2.105,-17.532,0.0,,-17.532,-17.532,,125.480003,-0.14,-0.14,-0.07,147.039993,-0.14,-0.14,-0.07,
03/31/2000,104.711998,,-108.011002,,-3.299004,,-11.339,,,-14.638,-3.488,,2.262,,0.0,,1.226,-18.126,6.384,-11.742,0.873,,,-12.615,-2.506,-15.121,0.0,,-15.121,-15.121,,125.484001,-0.12,-0.1125,-0.065,125.484001,-0.12,-0.1125,-0.065,
06/30/2000,108.837997,,-107.619003,,1.218994,,-11.216,,,-9.997,-0.408,,1.996,,0.0,,-1.588,-10.405,3.653,-6.752,0.0,,,-6.752,-2.766,-9.518,0.0,0.0,-9.518,-9.518,,125.491997,-0.075,-0.075,-0.08,125.491997,-0.075,-0.075,-0.08,
09/30/2000,106.730003,,-103.071999,,3.658005,,-11.202,,,-7.544,-0.698,,1.898,,0.0,,-1.2,-8.242,2.834,-5.408,0.0,,,-5.408,-2.501,-7.909,0.0,,-7.909,-7.909,,125.496002,-0.0625,-0.0625,-0.0625,125.496002,-0.0625,-0.0625,-0.0625,
12/31/2000,106.517998,,-104.214996,,2.303002,,-10.26,,,-7.957,1.597,,1.548,,,,-3.145,-6.36,2.226,-4.134,0.0,,,-4.134,-2.22,-6.354,0.0,,-6.354,-6.354,,125.6,-0.05,-0.05,-0.06,125.6,-0.05,-0.05,-0.06,
03/31/2001,124.008003,,-116.745003,,7.263,,-10.7,,,-3.437,1.81,,1.512,,,,-3.322,-1.627,0.57,-1.057,0.0,,,-1.057,-2.559,-3.616,0.0,0.0,-3.616,-3.616,,125.668,-0.03,-0.03,-0.03,125.668,-0.03,-0.03,-0.03,
06/30/2001,120.035004,,-123.514,,-3.478996,,-21.211,,,-24.690001,74.543999,,1.083,,,,-75.626999,49.853998,-17.532,32.321999,0.0,,,32.321998,-2.77,29.552,0.0,0.0,29.552,29.552,,126.016,0.235,0.235,-0.0175,148.772004,0.215,0.215,-0.0175,
09/30/2001,126.436996,,-105.600998,,20.835998,,-11.562,,,9.274,1.289,,0.722,,,,-2.011,10.563,-3.731,6.832,0.0,,,6.832,-2.492,4.34,0.0,0.0,4.34,4.34,,126.156,0.035,0.035,0.035,127.056,0.035,0.035,0.035,
12/31/2001,116.5,,-101.199997,,15.300003,,-8.3,,,7.0,-61.299998,,0.7,,,,60.599998,-54.299998,-10.4,-64.699997,0.0,,,-64.699998,-7.3,-72.0,0.0,0.0,-72.0,-72.0,,126.0,-0.57,-0.57,-0.0225,126.0,-0.57,-0.57,-0.0225,
03/31/2002,104.44,,-99.332,,5.108,0.0,-10.328,10.379,-0.051,-5.22,-28.362,,0.738,,,-0.505,28.129,-33.582,1.454,-32.128,44.31,,,-76.438,-3.954,-80.392,0.0,0.0,-80.392,-80.392,,12.624,-6.3675,-2.8575,-2.8575,12.624,-6.3675,-2.8575,-2.8575,
