Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/29/1989,436.550995,,-266.916992,,169.634003,,-153.520996,,,,16.113001,-4.325,,5.26,,,,-0.935,11.788001,-4.474,7.314,0.0,,,7.314001,0.0,7.314,0.0,,7.314,7.314,,39.019498,0.186667,0.186667,,39.019498,0.186667,0.186667,0.186667,
07/29/1989,427.971985,,-276.17099,,151.800995,,-142.649994,,,,9.151,-0.742,,5.103,,,,-4.361,8.409,-1.988,6.421,0.0,,,6.421,0.0,6.421,0.0,,6.421,6.421,,39.048749,0.164444,0.164444,,39.048749,0.164444,0.164444,0.164444,
10/28/1989,472.670013,,-295.402008,,177.268005,,-158.274002,,,,18.993999,-4.191,,5.181,,,,-0.99,14.802999,-5.317,9.486,0.0,,,9.485999,0.0,9.486,0.0,,9.486,9.486,,39.0465,0.244444,0.244444,,39.0465,0.244444,0.244444,0.244444,
02/03/1990,483.354004,,-298.110992,,185.243012,,-166.358002,,,,18.885,-4.323,,5.204,,,,-0.881,14.562,-3.956,10.606,0.0,,,10.606,0.0,10.606,0.0,,10.606,10.606,,39.371627,0.271111,0.271111,0.271111,39.371627,0.271111,0.271111,0.271111,
05/05/1990,438.662994,,-266.923004,,171.73999,,-155.597,,,,16.143,-3.038,,4.381,,,,-1.343,13.105,-4.363,8.742,0.0,,,8.742,0.0,8.742,0.0,,8.742,8.742,,38.900249,0.226667,0.226667,,38.900249,0.226667,0.226667,0.226667,
08/04/1990,435.713013,,-276.976013,,158.737,,-147.289001,,,,11.448,-3.306,,4.235,,,,-0.929,8.142,-2.933,5.209,0.0,,,5.209,0.0,5.209,0.0,,5.209,5.209,,38.807998,0.133333,0.133333,,38.807998,0.133333,0.133333,0.133333,
11/03/1990,452.897003,,-277.039001,,175.858002,,-156.373001,,,,19.485001,-3.966,,5.093,,,,-1.127,15.519001,-5.501,10.018,0.0,,,10.018001,0.0,10.018,0.0,,10.018,10.018,,38.535752,0.257778,0.257778,,38.535752,0.257778,0.257778,0.257778,
02/02/1991,436.493988,,-271.496002,,164.997986,,-149.548004,,,,15.45,-3.645,,4.465,,,,-0.82,11.805,-3.999,7.806,0.0,,,7.806,0.0,7.806,0.0,,7.806,7.806,,38.700002,0.204444,0.204444,0.204444,38.700002,0.204444,0.204444,0.204444,
05/04/1991,422.304993,,-262.798004,,159.506989,,-151.395996,,,,8.111,-2.174,,4.244,,,,-2.07,5.937,-2.067,3.87,11.931,,,-8.061,0.0,-8.061,0.0,,-8.061,-8.061,,38.367,-0.208889,0.102222,,38.367,-0.208889,0.102222,0.102222,
08/03/1991,416.971008,,-263.917999,,153.053009,,-143.457001,,,,9.596,-2.517,,3.898,,,,-1.381,7.079,-2.492,4.587,0.0,,,4.587,0.0,4.587,0.0,,4.587,4.587,,38.380501,0.12,0.12,,38.380501,0.12,0.12,0.12,
11/02/1991,454.860992,,-285.891998,,168.968994,,-155.194,,,,13.775,-3.147,,3.96,,,,-0.813,10.628,-3.617,7.011,0.0,,,7.011,0.0,7.011,0.0,,7.011,7.011,,38.425498,0.182222,0.182222,,38.425498,0.182222,0.182222,0.182222,
02/01/1992,433.678986,,-277.760986,,155.918,,-152.169006,,,,3.749,-5.035,,3.895,,,,1.14,-1.286,1.513,0.227,0.0,,,0.227,0.0,0.227,0.0,,0.227,0.227,,38.45925,0.004444,0.004444,0.004444,38.45925,0.004444,0.004444,0.004444,
05/02/1992,368.992004,,-250.843994,,118.14801,,,,,,,,,,,,,,,,-13.225,7.533,,,,,-20.757999,0.0,,-20.757999,-20.757999,,38.493,-0.537778,-0.342222,,38.493,-0.537778,-0.342222,-0.342222,
08/01/1992,344.148987,,-217.231003,,126.917984,,,,,,,,,,,,,,,,4.947,-0.506,,,,,5.453,0.0,,5.453,5.453,,38.513251,0.142222,0.128889,,38.513251,0.142222,0.128889,0.128889,
10/31/1992,409.682007,,-264.791992,,144.890015,,,,,,,,,,,,,,,,9.311,-1.517,,,,,10.828,0.0,,10.828,10.828,,38.567252,0.28,0.24,,38.567252,0.28,0.24,0.24,
01/30/1993,358.821045,,-227.012039,,131.809006,,,,,,131.809006,,,,,,,,,,7.032,-0.991,,,,,9.140999,0.0,,9.140999,9.140999,,38.614498,0.235556,0.208889,0.208889,38.614498,0.235556,0.208889,0.208889,
