Date,Returns,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
09/10/2006,,29.540514,85.177864,99.447132,,26.25869,17.794465,15.524277,,11.477673,7.507293,7.507293,7.507293,,34.592201,30.436102,
12/31/2006,,25.253751,70.728704,87.349701,,26.580281,16.78786,14.518845,,10.827446,7.1326,7.1326,7.1326,,34.124812,25.76791,
03/25/2007,,21.910755,67.903123,75.731247,,26.838893,17.08736,14.951035,-37.909516,3.991795,2.474943,2.474943,2.474943,,37.999262,0.0,
06/17/2007,,15.253656,57.83093,65.258945,,26.996759,14.879411,12.724184,,0.659146,0.680892,0.680892,0.680892,,,,
09/09/2007,,12.313262,59.921657,77.61225,,24.880973,15.094955,12.973218,,5.409436,3.25835,3.25835,3.25835,,39.765441,0.0,
12/30/2007,,8.878243,56.752818,70.337921,,25.112291,14.700151,12.584176,,4.826647,3.627386,3.627386,3.627386,,24.846683,0.0,
03/23/2008,,9.982909,55.03895,52.50287,,25.968107,16.642774,14.557007,-447.249191,6.941347,4.164749,4.164749,4.164749,,40.00085,,
06/15/2008,,12.771848,49.380019,48.387852,,26.24788,18.061475,16.016893,,8.561165,5.601964,5.601964,5.601964,,34.5654,0.0,
09/07/2008,,12.605582,50.085266,59.5743,,24.327231,14.539167,12.434639,-25.666424,4.49924,3.120017,3.120017,3.120017,,30.654578,0.0,
12/28/2008,,11.520474,46.649718,54.495405,,25.398267,13.908358,12.119337,-23.781929,3.773061,2.575163,2.575163,2.575163,,31.748685,0.0,
03/22/2009,,13.736788,50.76186,45.744628,,27.597661,15.75531,13.957145,-25.791434,12.301913,7.385933,7.385933,7.385933,,39.961102,0.0,
06/14/2009,,12.809573,46.87608,39.914385,,27.147919,14.462846,12.728972,-74.784081,8.62926,4.587976,4.587976,4.587976,,46.832339,0.0,
09/06/2009,,15.182627,49.919483,42.857173,,27.468411,15.181276,13.362404,,9.980345,5.889698,5.889698,5.889698,,40.987025,0.0,
01/03/2010,,17.382064,54.521696,43.701477,,27.87946,15.363959,13.790988,34.408757,8.295203,5.102596,5.102596,5.102596,,38.487382,0.0,
03/28/2010,,17.866731,56.572264,46.023495,,28.335139,16.541294,15.097434,21.285601,10.380158,6.433221,6.433221,6.433221,,38.023861,0.0,
06/20/2010,,20.121969,59.245287,52.033226,,27.686152,16.5671,15.051945,31.120967,9.470068,6.243015,6.243015,6.243015,,34.07634,0.0,
09/12/2010,,20.096754,59.762866,55.148571,,27.103124,15.445266,13.881884,17.40201,7.832165,4.778519,4.778519,4.778519,,38.988533,0.0,
01/02/2011,,19.225277,60.47432,57.318577,,28.357189,15.628685,14.039627,20.774813,7.886951,5.036356,5.036356,5.036356,,36.143178,0.0,
03/27/2011,,19.782329,58.861654,57.267081,,28.676777,18.170746,16.730304,93.99131,11.237557,6.966078,6.966078,6.966078,,38.010747,0.0,
06/19/2011,,20.568793,59.003639,58.921365,,28.756693,17.537597,16.118649,33.278587,10.670948,6.559064,6.559064,6.559064,,38.53345,0.0,
09/11/2011,,22.831909,67.357797,67.546722,,27.465283,16.438939,14.841919,26.366715,9.281846,5.870176,5.870176,5.870176,,36.75637,0.0,
01/01/2012,,22.384372,67.446405,67.3777,,28.870469,16.561302,15.173354,40.159794,9.57951,6.160662,6.160662,6.160662,,35.689171,0.0,
03/25/2012,,18.185258,65.437332,64.994424,,29.81094,18.750244,17.393984,,9.048408,5.393318,5.393318,5.393318,,40.394839,823.804961,
06/17/2012,,22.342717,68.403881,67.843231,,30.470536,18.877551,17.488381,,11.994183,7.469611,7.469611,7.469611,,37.723051,0.0,
09/09/2012,,24.050675,74.96178,74.143743,,29.466749,17.728928,16.297738,329.183324,10.836152,6.870558,6.870558,6.870558,,36.595963,0.0,
12/30/2012,,23.445564,75.115171,74.36615,,29.774113,17.670342,16.314092,31.415229,11.174836,6.963402,6.963402,6.963402,,37.686759,,
03/24/2013,,23.393071,82.127783,81.661647,,31.082547,19.433117,18.084752,26.127763,13.079448,8.242002,8.242002,8.242002,,36.985098,32.392092,
06/16/2013,,29.380201,88.52504,87.834417,,30.430981,19.230741,17.835603,21.28283,12.90914,8.036057,8.036057,8.036057,,37.749088,33.344738,
09/08/2013,,29.885341,87.159774,85.813416,,29.856206,18.029699,16.526667,19.859084,11.496844,7.58124,7.58124,7.58124,,34.05808,35.952892,
12/29/2013,,28.498623,84.595164,83.218283,,30.455902,18.705068,17.239523,35.806967,12.457748,7.883371,7.883371,7.883371,,36.719137,25.709226,
03/23/2014,,29.781979,83.280409,82.941698,,30.195306,19.961573,18.546795,23.871947,14.075073,8.917885,8.917885,8.917885,,36.640576,34.103274,
06/15/2014,,31.98254,92.407744,92.096071,,29.890357,20.965096,18.062083,20.634224,13.661277,8.538326,8.538326,8.538326,,37.499797,35.759577,
09/07/2014,,32.512939,92.531686,91.307544,,29.897798,18.785045,17.229403,23.907522,12.76155,7.975941,7.975941,7.975941,,37.500219,38.337736,
12/28/2014,,28.992286,82.284338,81.055394,,29.48363,18.453379,16.001555,6.821722,11.853954,7.470721,7.470721,7.470721,,36.976973,29.551041,
03/22/2015,,29.0025,77.418353,77.065892,,31.286365,20.237955,18.774488,20.919564,14.776496,9.22042,9.22042,9.22042,,37.600766,36.972867,
06/14/2015,,32.16048,88.92821,88.528741,,31.245421,20.447708,18.875736,28.48083,14.996869,9.395606,9.395606,9.395606,,37.349546,37.025984,
09/06/2015,,31.965956,90.121571,89.153615,,29.287223,18.199036,16.61722,9.447125,12.508459,7.805305,7.805305,7.805305,,37.599789,44.627703,
01/03/2016,,27.616679,70.73988,70.989087,,31.225622,19.988451,18.67447,36.169108,13.239241,8.46741,8.46741,8.46741,,36.043087,26.352927,
03/27/2016,,26.335423,64.71359,64.586062,,31.013307,19.832707,18.307971,12.003338,13.509899,8.429731,8.429731,8.429731,,37.603306,42.683329,
06/19/2016,,31.244006,91.431823,91.129217,,31.395054,20.505681,18.946324,19.533711,14.377143,9.000057,9.000057,9.000057,,37.400244,38.164065,
09/11/2016,,31.989767,98.217259,97.664883,,30.688205,19.343471,17.807499,24.844781,13.378697,8.334907,8.334907,8.334907,,37.700161,38.652786,
01/01/2017,,28.319021,76.008441,76.499766,,31.086541,19.940203,18.392795,15.724838,14.315962,8.876116,8.876116,8.876116,,37.998466,25.647191,
03/26/2017,,29.643409,74.452716,74.344586,,31.049459,20.110314,18.588728,20.368759,14.500406,10.007577,10.007577,10.007577,,30.984157,36.017865,
06/18/2017,,34.6113,94.774502,94.589716,,30.677955,19.589539,17.954983,11.278455,14.08375,10.458137,10.458137,10.458137,,25.743234,34.377329,
09/10/2017,,34.472771,97.528434,97.267626,,30.836707,19.787553,18.190236,21.008251,13.13634,8.757663,8.757663,8.757663,,33.332545,36.190747,
12/31/2017,,35.788334,100.394748,100.038154,,31.502991,21.263498,19.657794,34.040014,15.3174,10.46843,10.46843,10.46843,,31.65661,21.979516,
03/25/2018,,39.495133,112.953468,112.415122,,38.181318,18.404678,16.99528,10.823188,13.200131,11.310196,11.310196,11.310196,,14.317546,27.018812,
06/17/2018,,36.389877,91.472366,91.034436,,37.66763,17.755544,16.184969,8.805916,11.700984,9.931793,9.931793,9.931793,,15.120015,30.487805,
09/09/2018,,39.767084,101.70788,101.353105,,37.568976,18.434918,16.849605,10.786732,12.627534,10.699586,10.699586,10.699586,,15.267814,27.70676,
12/30/2018,,41.507266,106.702162,106.074284,,38.253545,18.253822,16.600147,2.300316,12.434955,10.316827,10.316827,10.316827,,17.033657,20.982304,
03/24/2019,,37.583448,88.253752,87.721267,,38.553022,20.107349,17.16631,19.821316,13.055961,11.083026,11.083026,11.083026,,15.111368,29.357798,
06/16/2019,,35.721751,77.495179,77.059294,,39.015853,20.021142,17.116185,39.620477,13.057277,11.379208,11.379208,11.379208,,12.851603,28.871171,
09/08/2019,,36.964542,81.602087,81.148622,,38.529042,20.139935,17.425306,30.410078,13.431212,10.522872,10.522872,10.522872,,21.65359,30.820142,
12/29/2019,,35.004414,73.741558,73.283657,,38.882707,20.544842,17.729443,35.643608,13.671468,11.242385,11.242385,11.242385,,17.767534,20.3125,
03/22/2020,,33.856221,67.031747,65.920115,,38.959595,20.552925,17.848316,33.199601,13.434398,13.927582,13.927582,13.927582,,,25.493002,
06/14/2020,,33.055017,63.529372,62.56011,,38.813269,20.498401,17.780316,22.754115,13.531836,12.898373,12.898373,12.898373,,4.681275,25.672859,
