Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/24/2002,38.741001,15.905,,,,,,,,,,,-43.877998,-17.767,0.0,,,-17.767,,,0,0,0,,,,,-26.110998,-24.482,0.0,-14.454,,,,0.0,0.0,0.0,-10.028,,-29.618999,,,
06/16/2002,13.615,10.809,,,,,,,,,,,-3.286,-6.929,0.0,,,-6.929,,,0,0,0,,,,,3.643,-17.029999,0.0,-17.632999,,,,0.0,0.0,0.0,0.603,,-6.701,,,
09/08/2002,13.676,10.801,,,,,,,,,,,-11.924,-13.665,0.0,,,-13.665,,,0,0,0,,,,,1.741,-15.559005,0.0,-11.824005,,,,0.0,0.0,0.0,-3.735,,-13.807,,,
12/29/2002,67.460999,23.146,28.273001,24.715,,,24.715,-8.673,,,-8.673,,-12.926,-14.851,0.719,,,-15.57,,,0,0,0,,,,,1.925,-8.566,0.0,-8.825,,,,0.0,0.0,0.0,0.259,,45.969002,24.0,51.799999,
03/23/2003,32.598999,18.344,,,,,,,,,,,-4.217,-5.219,0.0,,,-5.219,,,0,0,0,,,,,1.002,-20.616,0.0,-20.5,,,,0.0,0.0,0.0,-0.116,,7.766,,,
06/15/2003,27.858999,17.541,,,,,,,,,,,-5.347,-6.337,0.0,,,-6.337,,,0,0,0,,,,,0.99,-1.004,0.0,-0.913,,,,0.0,0.0,0.0,-0.091,,21.507999,,,
09/07/2003,-8.364,-18.038,,,,,,,,,,,-0.35,-6.011,0.0,,,-6.011,,,0,0,0,,,,,5.661,-18.021973,0.0,391.077026,,,,0.0,0.0,0.0,-409.098999,,-26.736,,,
12/28/2003,85.36,21.19,29.822,33.186,,,33.186,1.162,,,1.162,,-9.65,-10.493,1.101,,,-11.594,,,0,0,0,,,,,0.843,-23.061,-188.333,-22.066,,,,-201.004,0.085,-201.089,388.342,,52.649,21.1,49.6,
03/21/2004,17.049999,18.408001,6.945,3.442,,2.63,0.812,-11.745,,,-11.745,,-6.242,-6.795,0.0,,,-6.795,,,0,0,0,,,,,0.553,-18.607,0.0,-18.371,,,,0.0,0.0,0.0,-0.236,,-7.799,,,
06/13/2004,35.895,15.882,7.112,1.687,,0.4,1.287,11.214,,,11.214,,-11.008,-10.844,0.0,,,-10.844,,,0,0,0,,,,,-0.164,-8.228,0.0,-8.056,,,,0.0,0.0,0.0,-0.172,,16.659,,,
09/05/2004,6.2,0.979,7.371,11.474,,5.897,5.577,-13.624,,,-13.624,,-9.445,-11.001,0.0,,,-11.001,,,0,0,0,,,,,1.556001,-26.846996,0.0,-129.166,,,,119.827003,119.827003,0.0,-17.507999,,-30.091999,,,
01/02/2005,54.317,27.018,10.277,5.095,,-0.166,5.261,11.927,-8.823,0.913,19.837,,-9.575,-10.289,0.834,,,-11.123,,,0,0,0,,,,,0.714,-29.505,-4.464,-25.023,,,,-0.516,1.257,-1.773,0.498,,15.237,23.2,59.8,
03/27/2005,40.671,24.958,7.321,1.844,,0.6,1.244,6.548,,,6.548,,-4.55,-6.693,0.0,,,-6.693,,,0,0,0,,,,,2.143,-23.284,0.0,-25.08,,,,0.0,0.0,0.0,1.796,,12.837,,,
06/19/2005,30.927,23.401,7.365,1.59,,0.299,1.291,-1.429,,,-1.429,,-8.174,-8.517,0.0,,,-8.517,,,0,0,0,,,,,0.343,-65.482,-6.903,14.944,,,,-75.0,0.0,-75.0,1.477,,-42.729,,,
09/11/2005,37.291,20.816,7.554,2.167,,1.034,1.133,6.754,,,6.754,,-5.974,-5.482,0.0,,,-5.482,,,0,0,0,,,,,-0.492,-19.919,-6.609,-15.084,,,,3.761,3.761,0.0,-1.987,,11.398,,,
01/01/2006,32.308,39.107,10.175,-16.221,,-1.625,-14.596,-0.753,,,-0.753,,18.835,-4.098,3.899,,,-7.997,,,0,0,0,,,,,22.933,-6.126,-13.387,-15.123,,,,24.38,24.38,0.0,-1.996,,45.017,,,
03/26/2006,28.669,26.152,7.499,2.474,,0.757,1.717,-7.456,,,-7.456,,-3.814,-4.161,0.0,,,-4.161,,,0,0,0,,,,,0.347,-75.402,0.0,64.926,,,,-140.076,4.924,-145.0,-0.252,,-50.547,,,
