Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,5311.416359,-832.623985,,39.866001,4009.742065,8528.40044,5900.368015,67.957491,0.470163,,,,,,47.768786,,
06/30/1990,4329.667732,-328.112995,,38.248001,3738.201965,7778.004704,6033.401962,61.958444,0.480612,,,,,,43.563762,,
09/30/1990,2544.23774,-390.440994,868.771973,24.962,5127.837055,8175.367773,8197.721067,62.551983,0.62723,9.561655,,,,,45.789349,,
12/31/1990,3085.559267,-410.999992,902.348022,30.004999,5262.228855,8869.141151,8239.292791,63.867482,0.593319,8.548957,183.322462,61.665489,3083.540948,8867.122832,49.583454,,
03/31/1991,4414.954941,-421.828011,935.922974,,5408.975189,10338.025093,8269.93808,65.405268,0.523212,8.982815,148.898528,,,,56.783617,,
06/30/1991,3869.412422,-390.750999,969.497986,,5396.609978,9844.769386,8158.088951,66.150418,0.54817,7.870785,100.973028,,,,54.065405,,
09/30/1991,5282.929947,-393.73201,1003.072998,,5186.154922,11078.425858,8057.564926,64.363799,0.468131,8.386762,99.378579,,,,60.813668,,
12/31/1991,5421.193928,-396.427017,1036.647949,43.762001,5246.954892,11352.131753,8072.025822,65.001711,0.4622,8.313103,97.83706,,5420.77722,11351.715045,62.297332,,
03/31/1992,5292.99295,-337.226997,1070.223022,,5411.79187,11437.780846,8107.677917,66.748975,0.473151,7.904807,76.979068,,,,62.666935,,
06/30/1992,4518.137123,-331.750992,1103.797974,,5554.994961,10845.179066,8197.464931,67.764791,0.512209,7.08382,60.88966,,,,59.409038,,
09/30/1992,4336.845093,-315.257996,1137.373047,,5594.698021,10753.658165,8194.179039,68.276492,0.52026,6.604354,49.799748,,,,58.890593,,
12/31/1992,6235.221234,-369.912003,1170.947998,,5653.299064,12689.556293,6414.506095,88.133038,0.445508,7.278893,48.901532,,6137.233132,12591.568191,68.177234,,
03/31/1993,7724.437523,-729.106964,1204.522949,,5528.531921,13728.385429,6825.142761,81.002436,0.402708,7.426542,44.98013,,,,66.6475,,
06/30/1993,9484.509888,-442.423981,1238.098022,,5252.345978,15532.529907,6619.065094,79.35178,0.338151,7.9141,44.214557,,,,75.332978,,
09/30/1993,11071.557892,-404.013,1271.672974,,5060.4151,16999.632965,6432.679871,78.667293,0.297678,8.183543,44.544803,44.722404,,,82.145654,,
12/31/1993,10531.926186,-196.569004,1305.248047,,5148.671097,16789.276325,6416.015091,80.247179,0.306664,7.649535,64.554774,-17.676616,,,80.503646,,
03/31/1994,10356.291115,-257.584995,1338.822998,,5270.880127,16708.409245,6586.466064,80.025921,0.315463,7.123165,64.051251,-16.752818,,,79.861241,,
06/30/1994,10919.974892,-190.855,0.0,445.252991,5526.109985,16700.482868,6541.674988,84.475459,0.330895,6.712812,64.29247,30.98379,,,79.143954,,
09/12/2020,,-190.854999542236,0.0,445.252990722656,5526.10998535156,,6541.67498779297,84.4754592006406,,,,,,,79.1439538097221,,
