Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,539.572628,-57.059001,32.367001,,911.154976,1426.035604,1769.603947,51.489203,0.638943,,,,,,,43.27746,,
06/30/1990,625.917015,-48.699001,32.367001,,886.844982,1496.429996,1764.155952,50.270215,0.59264,,,,,,,45.424823,,
09/30/1990,481.659722,-50.732001,32.363998,,887.89901,1351.190729,1782.867012,49.801752,0.657123,0.360168,,,,,,41.02723,,
12/31/1990,643.66075,-75.401001,32.365002,,782.037971,1382.662722,1681.91695,46.496824,0.565603,0.346499,4.918355,7.863097,4.329205,644.99527,1383.997242,42.156922,,
03/31/1991,532.607971,-63.895999,32.365002,,892.344971,1393.421945,1806.832958,49.387242,0.640398,0.34753,4.856499,7.510372,,,,41.85959,,
06/30/1991,594.897843,-108.390999,32.362,,829.485007,1348.353851,1765.883994,46.972792,0.615183,0.340423,4.907048,7.644423,5.435394,,,40.514225,,
09/30/1991,653.296654,-88.207998,32.360001,,819.11203,1416.560686,1469.177048,55.753119,0.57824,0.357887,5.378555,8.461221,5.741379,,,42.553415,,
12/31/1991,582.137483,-245.150002,32.360001,,722.015019,1091.3625,1706.087026,42.319941,0.661572,0.275354,4.279299,6.788811,5.066644,582.3475,1091.572518,32.808133,,
03/31/1992,615.507405,-183.472,32.360001,,591.598028,1055.993434,1595.773031,37.072818,0.560229,0.261474,4.045983,6.221314,2.790886,,,31.525014,,
06/30/1992,757.914887,-190.273003,29.768999,,462.284003,1059.694887,1484.617028,31.138266,0.436243,0.271438,4.097577,6.207028,2.460118,,,31.633627,,
09/30/1992,741.36896,-240.895002,0.07,,459.608005,960.151963,1464.641994,31.380229,0.478683,0.261219,3.771069,5.631456,1.911428,,,28.654237,,
12/31/1992,821.215525,-299.076996,,,438.64299,960.781519,1231.532974,35.617641,0.456548,0.275132,3.53387,5.06338,1.716179,763.642607,903.208601,28.663787,,
03/31/1993,1198.267057,-250.722,0.0,0.0,361.858002,1309.403059,1182.303986,30.606173,0.276353,0.384156,4.87015,6.962095,2.60343,,,38.792528,,
06/30/1993,1345.457983,-158.764997,0.0,0.0,297.197003,1483.88999,1138.958997,26.09374,0.200282,0.450156,5.63606,8.064532,4.54554,,,43.839814,,
09/30/1993,1299.412537,-245.854993,0.0,0.0,251.216998,1304.774542,1142.194018,21.994249,0.192537,0.39331,5.048402,7.11103,3.730757,,,37.654743,,
12/31/1993,1344.935492,-364.123997,0.0,0.0,249.677003,1230.488498,1085.729981,22.996234,0.202909,0.381602,4.87409,6.888862,3.553684,,,36.138756,,
03/31/1994,2197.25,-314.757996,0.0,0.0,247.809002,2130.301007,1064.181012,23.286358,0.116326,0.710585,8.847169,12.54742,,,,62.655912,,
09/06/2020,,-314.757995605469,0.0,0.0,247.809002399445,,1064.18101167679,23.2863582116525,,,,,,,,62.6559119645287,,
