Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,91.368,82.946,8.422,-50.669,50.669,40.699,0.0,-28.244,21.699,5.408,,1.137,12.455,-0.773,,,,,0.773,11.682,-4.577,7.105,0.0,0.0,0.0,7.105,0.0,7.105,0.0,0.0,7.105,7.105,0.0,30.171,0.24,0.24,0.24,32.769,0.22,0.22,0.22,
09/30/2012,93.845,84.872,8.973,-48.901,48.901,44.944,0.0,-26.285,20.909,4.273,,1.103,18.659,-0.849,,,,,0.849,17.81,-6.978,10.832,0.0,0.0,0.0,10.832,0.0,10.832,0.0,0.0,10.832,10.832,0.0,30.387,0.36,0.36,0.36,32.986,0.33,0.33,0.33,
12/31/2012,95.368,86.636,8.732,-50.728,50.728,44.64,0.0,-29.221,22.763,5.365,,1.093,15.419,-0.384,,,,,0.384,15.035,-5.659,9.376,0.0,0.0,0.0,9.376,0.0,9.376,0.0,0.0,9.376,9.376,0.0,30.779,0.3,0.3,0.3,33.421,0.28,0.28,0.28,
03/31/2013,95.799,86.969,8.83,-51.954,51.954,43.845,0.0,-29.375,22.646,5.598,,1.131,14.47,-0.338,,,,,0.338,14.132,-5.639,8.493,0.0,0.0,0.0,8.493,0.0,8.493,0.0,0.0,8.493,8.493,0.0,31.403,0.27,0.27,0.27,33.948,0.25,0.25,0.25,
06/30/2013,103.088,92.998,10.09,-56.046,56.046,47.042,0.0,-31.693,24.971,5.594,,1.128,15.349,-0.296,,,,,0.296,15.053,-6.006,9.047,0.0,0.0,0.0,9.047,0.0,9.047,0.0,0.0,9.047,9.047,0.0,31.617,0.29,0.29,0.29,34.29,0.26,0.26,0.26,
09/30/2013,107.021,96.526,10.495,-57.472,57.472,49.549,0.0,-31.692,24.581,5.982,,1.129,17.857,-0.285,,,,,0.285,17.572,-6.523,11.049,0.0,0.0,0.0,11.049,0.0,11.049,0.0,0.0,11.049,11.049,0.0,32.037,0.34,0.34,0.34,34.764,0.32,0.32,0.32,
12/31/2013,110.735,99.309,11.426,-57.968,57.968,52.767,0.0,-33.315,26.091,6.095,,1.129,19.452,-0.39,,,,,0.39,19.062,-8.55,10.512,0.0,0.0,0.0,10.512,0.0,10.512,0.0,0.0,10.512,10.512,0.0,32.498,0.32,0.32,0.32,35.348,0.3,0.3,0.3,
03/31/2014,112.626,101.394,11.232,-60.096,60.096,52.53,0.0,-32.668,25.367,6.172,1.129,0.0,19.862,-0.259,,0.143,,,0.116,19.603,-7.72,11.883,0.0,0.0,0.0,11.883,0.0,11.883,0.0,0.0,11.883,11.883,0.0,32.916,0.36,0.36,0.36,35.5,0.33,0.33,0.33,
06/30/2014,124.371,112.288,12.083,-65.813,65.813,58.558,0.0,-34.936,27.419,6.389,1.128,0.0,23.622,-0.216,,0.144,,,0.072,23.406,-8.666,14.74,0.0,0.0,0.0,14.74,0.0,14.74,0.0,0.0,14.74,14.74,0.0,32.918,0.45,0.45,0.45,35.161,0.42,0.42,0.42,
09/30/2014,128.664,115.438,13.226,-66.872,66.872,61.792,0.0,-35.047,27.344,6.567,1.136,0.0,26.745,-0.047,,0.075,,,-0.028,26.698,-9.698,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,17.0,17.0,0.0,32.935,0.52,0.52,0.52,35.284,0.48,0.48,0.48,
12/31/2014,127.44,114.916,12.524,-66.949,66.949,60.491,0.0,-35.898,28.13,6.615,,1.153,24.593,0.167,0.012,,,,-0.179,24.76,-9.443,15.317,0.0,0.0,0.0,15.317,0.0,15.317,0.0,0.0,15.317,15.317,0.0,33.275,0.46,0.46,0.46,35.661,0.43,0.43,0.43,
03/31/2015,134.966,120.666,14.3,-71.087,71.087,63.879,0.0,-36.701,28.545,7.004,1.152,0.0,27.178,0.181,,0.0,,,-0.181,27.359,-10.086,17.273,0.0,0.0,0.0,17.273,0.0,17.273,0.0,0.0,17.273,17.273,0.0,33.562,0.51,0.51,0.51,35.895,0.48,0.48,0.48,
06/30/2015,146.295,131.709,14.586,-78.042,78.042,68.253,0.0,-38.657,30.396,7.11,1.151,0.0,29.596,0.185,,0.0,,,-0.185,29.781,-10.945,18.836,0.0,0.0,0.0,18.836,0.0,18.836,0.0,0.0,18.836,18.836,0.0,33.751,0.56,0.56,0.56,36.097,0.52,0.52,0.52,
09/30/2015,150.845,135.155,15.69,-79.012,79.012,71.833,0.0,-40.344,31.869,7.193,1.282,0.0,31.489,0.255,0.0,0.0,,,-0.255,31.744,-11.602,20.142,0.0,0.0,0.0,20.142,0.0,20.142,0.0,0.0,20.142,20.382107,0.240107,33.9,0.59,0.59,0.601242,36.349,0.55,0.55,0.556606,
12/31/2015,158.916,144.484,14.432,-85.694,85.694,73.222,0.0,-55.762,42.507,8.615,,4.64,17.46,-0.24,0.292,,,,-0.052,17.22,-10.922,6.298,0.0,0.0,0.0,6.298,0.0,6.298,0.0,0.0,6.298,11.96535,5.66735,35.334,0.24,0.24,0.338636,37.864,0.23,0.23,0.338636,
03/31/2016,179.293,162.443,16.85,-97.175,97.175,82.118,0.0,-54.077,40.759,9.956,,3.362,28.041,-0.467,0.501,,,,-0.034,27.574,-9.35,18.224,0.0,0.0,0.0,18.224,0.0,18.224,0.0,0.0,18.224,21.8536,3.6296,36.549,0.5,0.5,0.597926,39.071,0.47,0.47,0.562898,
06/30/2016,188.972,171.421,17.551,-102.036,102.036,86.936,0.0,-56.021,42.232,10.336,,3.453,30.915,-0.72,0.686,,,,0.034,30.195,-5.188,25.007,0.0,0.0,0.0,25.007,0.0,25.007,0.0,0.0,25.007,26.807363,1.800363,36.16,0.69,0.69,0.741354,38.739,0.65,0.65,0.696474,
09/30/2016,194.497,174.567,19.93,-101.017,101.017,93.48,0.0,-56.535,42.007,11.07,,3.458,36.945,-0.526,0.508,,,,0.018,36.419,-0.989,35.43,0.0,0.0,0.0,35.43,0.0,35.43,0.0,0.0,35.43,35.536301,0.106301,36.433,0.97,0.97,0.975388,39.062,0.91,0.91,0.912721,
12/31/2016,193.281,173.306,19.975,-100.464,100.464,92.817,0.0,-57.413,42.162,11.793,,3.458,35.404,-0.285,0.27,,,,0.015,35.119,-3.923,31.196,0.0,0.0,0.0,31.196,0.0,31.196,0.0,0.0,31.196,32.2776,1.0816,36.653,0.85,0.85,0.880626,38.975,0.8,0.8,0.827751,
03/31/2017,199.729,177.971,21.758,-105.194,105.194,94.535,0.0,-57.704,42.78,11.599,,3.325,36.831,-0.19,0.191,,,,-0.001,36.641,-3.872,32.769,0.0,0.0,0.0,32.769,0.0,32.769,0.0,0.0,32.769,32.79767,0.02867,36.845,0.89,0.89,0.890153,38.932,0.84,0.84,0.840736,
06/30/2017,208.763,189.457,19.306,-113.26,113.26,95.503,0.0,-58.205,43.0,11.874,,3.331,37.298,-0.101,0.189,,,,-0.088,37.197,-5.427,31.77,0.0,0.0,0.0,31.77,0.0,31.77,0.0,0.0,31.77,31.809241,0.039241,37.154,0.86,0.86,0.856146,39.201,0.81,0.81,0.811001,
09/30/2017,214.706,191.944,22.762,-110.717,110.717,103.989,0.0,-59.707,44.513,11.834,,3.36,44.282,0.075,0.191,,,,-0.266,44.357,-5.521,38.836,0.0,0.0,0.0,38.836,0.0,38.836,0.0,0.0,38.836,38.859269,0.023269,37.391,1.04,1.04,1.039268,39.342,0.99,0.99,0.990591,
12/31/2017,217.701,195.285,22.416,-112.351,112.351,105.35,0.0,-61.003,45.621,12.017,,3.365,44.347,0.914,0.191,,,,-1.105,45.261,20.935,66.196,0.0,0.0,0.0,66.196,0.0,66.196,0.0,0.0,66.196,29.49995,-36.69605,37.694,1.76,1.76,0.782617,39.499,1.68,1.68,0.750963,
03/31/2018,221.174,198.398,22.776,-118.369,118.369,102.805,0.0,-63.967,47.604,13.048,,3.315,38.838,0.599,0.189,,,,-0.788,39.437,-1.612,37.825,0.0,0.0,0.0,37.825,0.0,37.825,0.0,0.0,37.825,37.86131,0.03631,38.002,1.0,1.0,0.996298,39.836,0.95,0.95,0.950911,
06/30/2018,236.06,213.66,22.4,-126.784,126.784,109.276,0.0,-72.134,52.262,15.831,,4.041,37.142,0.558,0.189,,,,-0.747,37.7,1.461,39.161,0.0,0.0,0.0,39.161,0.0,39.161,0.0,0.0,39.161,39.686863,0.525863,38.39,1.02,1.02,1.033781,40.224,0.97,0.97,0.983073,
09/30/2018,236.067,213.623,22.444,-124.441,124.441,111.626,0.0,-74.041,52.605,17.05,,4.386,37.585,1.041,0.192,,,,-1.233,38.626,0.298,38.924,0.0,0.0,0.0,38.924,0.0,38.924,0.0,0.0,38.924,39.485903,0.561903,38.761,1.0,1.0,1.018702,40.528,0.96,0.96,0.973865,
12/31/2018,241.981,216.16,25.821,-126.11,126.11,115.871,0.0,-76.944,55.134,17.335,,4.475,38.927,1.18,0.193,,,,-1.373,40.107,-8.555,31.552,0.0,0.0,0.0,31.552,0.0,31.552,0.0,0.0,31.552,32.236741,0.684741,38.614,0.82,0.82,0.834846,39.891,0.79,0.79,0.807165,
03/31/2019,247.066,225.273,21.793,-131.018,131.018,116.048,0.0,-81.557,57.766,18.941,,4.85,34.491,0.586,0.464,,,,-1.05,35.077,-7.729,27.348,0.0,0.0,0.0,27.348,0.0,27.348,0.0,0.0,27.348,29.034367,1.686367,38.308,0.71,0.71,0.757919,39.585,0.69,0.69,0.732601,
06/30/2019,275.124,254.449,20.675,-147.264,147.264,127.86,0.0,-91.194,65.827,20.101,,5.266,36.666,-0.247,0.709,,,,-0.462,36.419,-4.42,31.999,0.0,0.0,0.0,31.999,0.0,31.999,0.0,0.0,31.999,33.87182,1.87282,38.402,0.83,0.83,0.882033,39.813,0.8,0.8,0.84704,
09/30/2019,275.4,250.021,25.379,-144.683,144.683,130.717,0.0,-90.664,63.888,21.13,,5.646,40.053,0.499,0.236,,,,-0.735,40.552,-0.162,40.39,0.0,0.0,0.0,40.39,0.0,40.39,0.0,0.0,40.39,41.157151,0.767151,38.765,1.04,1.04,1.061709,40.28,1.0,1.0,1.019045,
12/31/2019,288.837,256.479,32.358,-146.562,146.562,142.275,0.0,-97.118,70.265,21.17,,5.683,45.157,2.633,0.155,,,,-2.788,47.79,-1.0,46.79,0.0,0.0,0.0,46.79,0.0,46.79,0.0,0.0,46.79,46.276099,-0.513901,39.076,1.2,1.2,1.184259,40.736,1.15,1.15,1.137385,
03/31/2020,276.541,257.804,18.737,-147.41,147.41,129.131,0.0,-95.238,67.485,22.361,,5.392,33.893,0.99,0.152,,,,-1.142,34.883,12.667,47.55,0.0,0.0,0.0,47.55,0.0,47.55,0.0,0.0,47.55,47.569233,0.019233,39.5,1.2,1.2,1.204284,41.144,1.16,1.16,1.160467,
06/30/2020,271.091,254.066,17.025,-139.888,139.888,131.203,0.0,-89.862,62.521,21.949,,5.392,41.341,0.47,0.151,,,,-0.621,41.811,12.081,53.892,0.0,0.0,0.0,53.892,0.0,53.892,0.0,0.0,53.892,53.907278,0.015278,39.963,1.35,1.35,1.34893,41.416,1.3,1.3,1.300369,
09/30/2020,283.0,,,,,146.06762,,,,,,,72.067,,,,,,,72.657,,43.03,,,,,,43.03,,,43.03,55.81,,,1.036,1.036,1.326,,1.036,1.036,1.326,
12/31/2020,302.0,,,,,157.51414,,,,,,,81.867,,,,,,,81.114,,48.43,,,,,,48.43,,,48.43,61.6,,,1.16,1.16,1.459,,1.16,1.16,1.459,
