Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Other Cost (NL),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,335.5,291.5,,,33.599998,10.4,,,-181.100006,181.100006,0.0,0.0,-99.599998,,,,,45.5,-12.0,0.0,33.5,-6.1,27.4,0.0,,,27.4,0.0,27.4,0.0,,27.4,27.4,,914.4,0.03,0.03,0.03,914.4,0.03,0.03,0.03,
06/30/1990,340.799988,297.200012,,,33.400002,10.2,,,-172.699997,172.699997,0.0,0.0,-102.599998,,,,,57.400002,-12.1,0.0,45.300002,-8.5,36.799999,0.0,,,36.800002,0.0,36.799999,0.0,,36.799999,36.799999,,889.200036,0.041389,0.041389,0.041389,889.200036,0.041389,0.041389,0.041389,
09/30/1990,343.299988,303.5,,,28.200001,11.6,,,-203.5,203.5,0.0,0.0,-103.099998,,,,,29.4,-12.7,0.0,16.7,1.4,18.1,0.0,,,18.1,0.0,18.1,0.0,,18.1,18.1,,856.799964,0.021111,0.021111,0.021111,856.799964,0.021111,0.021111,0.021111,
12/31/1990,337.399994,299.0,,,25.299999,13.1,,,-205.600006,205.600006,0.0,0.0,-111.099998,,,,,4.3,-11.7,0.0,-7.4,18.5,11.1,0.0,,,11.1,0.0,11.1,0.0,,11.1,11.1,,838.799973,0.014167,0.014167,,838.799973,0.014167,0.014167,0.014167,
03/31/1991,348.299988,304.899994,,,30.0,13.4,,,-185.600006,185.600006,0.0,0.0,-106.699997,,,,,41.099998,-12.1,0.0,28.999998,-3.3,25.700001,0.0,,,25.699998,0.0,25.700001,0.0,,25.700001,25.700001,,831.600014,0.030833,0.030833,,831.600014,0.030833,0.030833,0.030833,
06/30/1991,369.0,322.799988,,,30.4,15.8,,,-218.300003,218.300003,0.0,0.0,-121.199997,,,,,15.5,-11.8,0.0,3.7,6.0,9.7,0.0,,,9.7,0.0,9.7,,,9.7,9.7,,810.0,0.010556,0.010556,,810.0,0.010556,0.010556,0.010556,
09/30/1991,382.299988,333.5,,,33.0,15.8,,,-223.5,223.5,0.0,0.0,-116.199997,,,,,27.200001,-11.8,0.0,15.400001,-4.2,11.2,0.0,,,11.200001,0.0,11.2,,,11.2,11.2,,784.799973,0.010833,0.010833,,784.799973,0.010833,0.010833,0.010833,
12/31/1991,363.600006,325.700012,,,28.9,9.0,,,-230.600006,230.600006,0.0,0.0,-131.699997,,,,,-10.5,-12.1,0.0,-22.6,1.5,-21.1,0.0,,,-21.1,0.0,-21.1,,,-21.1,-21.1,,770.399986,-0.020833,-0.020833,,770.399986,-0.020833,-0.020833,-0.020833,
03/31/1992,380.700012,331.5,,,34.299999,14.9,,,-216.0,216.0,0.0,0.0,-111.599998,,,,,38.599998,-11.4,0.0,27.199998,-5.3,21.9,-14.2,,,36.099998,0.0,36.099998,-2.3,,33.799998,33.799998,,766.799964,0.044167,0.025556,0.025556,766.799964,0.044167,0.025556,0.025556,
06/30/1992,501.799988,352.600006,,,32.799999,116.400002,,,-247.100006,247.100006,0.0,0.0,-123.699997,,,,,64.400002,-11.2,0.0,53.200002,-13.1,40.099998,0.0,,,40.100001,0.0,40.099998,-2.4,,37.699998,37.699998,,756.0,0.049722,0.049722,,756.0,0.049722,0.049722,0.049722,
09/30/1992,409.799988,360.899994,,,33.4,15.5,,,-223.399994,223.399994,0.0,0.0,-101.800003,,,,,72.300003,-11.2,0.0,61.100003,-16.4,44.700001,0.0,,,44.700004,0.0,44.700001,-2.3,,42.400001,42.400001,,727.200027,0.058056,0.058056,,727.200027,0.058056,0.058056,0.058056,
12/31/1992,429.600006,381.100006,,,36.000002,12.5,,,-244.399994,244.399994,0.0,0.0,-108.5,,,,,47.900002,-10.7,0.0,37.200002,-4.3,32.900002,0.0,,,32.900002,0.0,32.900002,-2.4,,30.500002,30.500002,,740.400012,0.041667,0.041667,0.041667,740.400012,0.041667,0.041667,0.041667,
03/31/1993,433.100006,372.200012,,,50.299999,10.6,,,-233.600006,233.600006,0.0,0.0,-107.599998,,,,,81.800003,-9.8,0.0,72.000003,-20.4,51.599998,0.0,,,51.600003,0.0,51.599998,-2.3,,49.299998,49.299998,,834.0,0.059167,0.059167,0.059167,834.0,0.059167,0.059167,0.059167,
06/30/1993,492.0,411.299988,,,68.700001,12.0,,,-251.399994,251.399994,0.0,0.0,-108.5,,,,,121.699997,-9.5,0.0,112.199997,-32.700001,79.5,0.0,,,79.499996,0.0,79.5,-2.4,,77.1,77.1,,832.800024,0.0925,0.0925,0.0925,832.800024,0.0925,0.0925,0.0925,
09/30/1993,512.799988,431.899994,,,70.0,10.9,,,-262.299988,262.299988,0.0,0.0,-115.800003,,,,,125.900002,-9.1,0.0,116.800001,-34.200001,82.599998,0.0,,,82.6,0.0,82.599998,-2.3,,80.299999,80.299999,,879.600037,0.090833,0.090833,,879.600037,0.090833,0.090833,0.090833,
12/31/1993,506.700012,453.299988,,,43.2,10.2,,,-280.700012,280.700012,0.0,0.0,-131.0,,,,,87.400002,-11.3,0.0,76.100002,-18.5,57.599998,4.0,,,53.600002,0.0,53.599998,-2.2,,51.399998,51.399998,,900.0,0.056667,0.060833,0.060833,900.0,0.056667,0.060833,0.060833,
03/31/1994,520.299988,478.700012,,,32.100001,9.5,,,-309.0,309.0,0.0,0.0,-126.0,,,,,77.199997,-13.5,0.0,63.699997,-15.6,48.099998,0.0,,,48.099997,0.0,48.099998,-2.2,,45.899998,45.899998,,894.0,0.051667,0.051667,0.053333,894.0,0.051667,0.051667,0.053333,
06/30/1994,591.700012,536.599976,,,44.6,10.5,,,-354.399994,354.399994,0.0,0.0,-132.300003,,,,,95.5,-13.8,0.0,81.7,-21.200001,60.5,0.0,,,60.499999,0.0,60.5,-2.1,,58.4,58.4,,885.600037,0.065833,0.065833,0.059167,885.600037,0.065833,0.065833,0.059167,
09/30/1994,632.099976,572.299988,,,49.800001,10.0,,,-384.100006,384.100006,0.0,0.0,-137.899994,,,,,103.599998,-13.8,0.0,89.799998,-25.0,64.800003,0.0,,,64.799998,0.0,64.800003,-2.1,,62.700003,62.700003,,886.800018,0.070833,0.070833,0.0625,886.800018,0.070833,0.070833,0.0625,
12/31/1994,662.5,603.5,,,47.1,11.9,,,-349.799988,349.799988,0.0,0.0,-146.100006,,,,,158.800003,-14.2,0.0,144.600003,-43.700001,100.900002,0.0,,,100.900002,0.0,100.900002,-2.1,,98.800002,98.800002,,884.399964,0.111667,0.111667,0.111667,884.399964,0.111667,0.111667,0.111667,
03/31/1995,691.700012,624.299988,,,58.1,9.3,,,-436.899994,436.899994,0.0,0.0,-150.600006,,,,,95.800003,-14.3,0.0,81.500003,-20.799999,60.700001,0.0,,,60.700004,0.0,60.700001,-2.1,,58.600001,58.600001,,888.0,0.065833,0.065833,0.055,888.0,0.065833,0.065833,0.055,
06/30/1995,757.0,677.400024,,,69.6,10.0,,,-494.600006,494.600006,0.0,0.0,-154.899994,,,,,98.699997,-14.2,0.0,84.499997,-23.700001,60.799999,0.0,,,60.799996,0.0,60.799999,-2.1,,58.699999,58.699999,,888.0,0.065833,0.065833,0.05,888.0,0.065833,0.065833,0.05,
09/30/1995,774.0,709.299988,,,55.000001,9.7,,,-503.899994,503.899994,0.0,0.0,-163.100006,,,,,101.800003,-14.3,0.0,87.500003,-25.0,62.5,0.0,,,62.500003,0.0,62.5,-2.1,,60.4,60.4,,891.600037,0.0675,0.0675,0.063333,891.600037,0.0675,0.0675,0.063333,
12/31/1995,781.099976,716.200012,,,54.999998,9.9,,,-508.399994,508.399994,0.0,0.0,-158.199997,,,,,106.699997,-14.3,0.0,92.399997,-25.9,66.5,0.0,,,66.499997,0.0,66.5,-2.0,,64.5,64.5,,892.800024,0.071667,0.071667,0.069167,892.800024,0.071667,0.071667,0.069167,
03/31/1996,797.200012,732.0,,,55.800002,9.4,,,-525.400024,525.400024,0.0,0.0,-161.100006,,,,,101.400002,-14.3,0.0,87.100001,-23.799999,63.299999,0.0,,,63.300002,0.0,63.299999,-2.1,,61.199999,61.199999,,861.600037,0.07,0.07,0.066667,895.199982,0.068333,0.068333,0.065,
06/30/1996,846.700012,784.5,,,51.8,10.4,,,-538.599976,538.599976,0.0,0.0,-170.699997,,,,,125.099998,-15.0,0.0,110.099998,-31.700001,78.400002,0.0,,,78.399998,0.0,78.400002,-1.1,,77.300002,77.300002,,859.199982,0.089167,0.089167,0.0925,883.199982,0.084167,0.084167,0.0875,
09/30/1996,892.5,827.5,,,52.199998,12.8,,,-572.700012,572.700012,0.0,0.0,-181.600006,,,,,129.0,-16.1,0.0,112.9,-32.599998,80.300003,0.0,,,80.300001,0.0,80.300003,0.0,,80.300003,80.300003,,859.199982,0.0925,0.0925,0.095,888.0,0.09,0.09,0.0925,
12/31/1996,935.900024,855.299988,,,67.000001,13.6,,,-599.400024,599.400024,0.0,0.0,-177.699997,,,,,147.699997,-16.1,0.0,131.599997,-39.900002,91.699997,0.0,,,91.699995,0.0,91.699997,0.0,,91.699997,91.699997,,858.0,0.106667,0.106667,0.106667,895.199976,0.1025,0.1025,0.1025,
03/31/1997,965.0,894.299988,,,59.299999,11.4,,,-635.200012,635.200012,0.0,0.0,-194.399994,,,,,124.199997,-16.1,0.0,108.099997,-31.6,76.5,0.0,,,76.499996,0.0,76.5,0.0,,76.5,76.5,,860.399963,0.089167,0.089167,0.091667,897.600037,0.085,0.085,0.0875,
06/30/1997,1117.099976,1009.799988,,,96.199999,11.1,,,-724.799988,724.799988,0.0,0.0,-215.399994,,,,,164.899994,-16.1,0.0,148.799994,-46.700001,102.099998,0.0,,,102.099993,0.0,102.099998,0.0,,102.099998,102.099998,,862.800018,0.118333,0.118333,0.096667,900.0,0.113333,0.113333,0.091667,
09/30/1997,1200.699951,1078.0,,,110.599998,12.1,,,-756.900024,756.900024,0.0,0.0,-246.800003,,,,,185.899994,-16.200001,0.0,169.699993,-53.5,116.199997,0.0,,,116.199993,0.0,116.199997,0.0,,116.199997,116.199997,,865.199982,0.134167,0.134167,0.104167,907.199982,0.128333,0.128333,0.098333,
12/31/1997,1315.5,1207.400024,,,97.399998,10.7,,,-850.599976,850.599976,0.0,0.0,-287.200012,,,,,168.100006,-16.200001,0.0,151.900005,-46.700001,105.199997,0.0,,,105.200005,0.0,105.199997,0.0,,105.199997,105.199997,,866.399963,0.121667,0.121667,0.1,908.399963,0.115833,0.115833,0.094167,
03/31/1998,1252.400024,1145.699951,,,96.200001,10.5,,,-784.200012,784.200012,0.0,0.0,-266.799988,,,,,192.0,-16.1,0.0,175.9,-55.799999,120.099998,0.0,,,120.1,0.0,120.099998,0.0,,120.099998,120.099998,,868.800018,0.138333,0.138333,0.119167,910.800018,0.131667,0.131667,0.1125,
06/30/1998,1333.199951,1227.699951,,,95.999998,9.5,,,-849.599976,849.599976,0.0,0.0,-284.299988,,,,,193.699997,-15.2,0.0,178.499997,-55.5,123.0,0.0,,,122.999997,0.0,123.0,0.0,,123.0,123.0,,870.0,0.141667,0.141667,0.126667,914.399963,0.134167,0.134167,0.119167,
09/30/1998,1361.300049,1281.699951,,,70.400003,9.2,,,-847.400024,847.400024,0.0,0.0,-293.399994,,,,,212.300003,-14.7,0.0,197.600003,-62.5,135.100006,0.0,,,135.100003,0.0,135.100006,0.0,,135.100006,135.100006,,870.0,0.155,0.155,0.154167,896.399963,0.150833,0.150833,0.15,
12/31/1998,1338.099976,1292.900024,,,36.200001,9.0,,,-895.099976,895.099976,0.0,0.0,-311.200012,,,,,124.199997,-15.1,0.0,109.099997,-30.6,78.5,0.0,,,78.499996,0.0,78.5,0.0,,78.5,78.5,,870.0,0.09,0.09,0.1175,895.199982,0.0875,0.0875,0.115,
03/31/1999,1407.900024,1322.099976,,,74.599998,11.2,,,-913.900024,913.900024,0.0,0.0,-316.700012,,,,,167.300003,-16.799999,0.0,150.500004,-45.200001,105.300003,0.0,,,105.300003,0.0,105.300003,0.0,,105.300003,105.300003,,872.399963,0.120833,0.120833,0.119167,896.399963,0.1175,0.1175,0.115833,
06/30/1999,1522.199951,1404.599976,,,100.200001,17.4,,,-1004.700012,1004.700012,0.0,0.0,-326.700012,,,,,180.800003,-20.1,0.0,160.700003,-48.599998,112.099998,0.0,,,112.100004,0.0,112.099998,0.0,,112.099998,112.099998,,874.776031,0.128333,0.128333,0.1125,897.600037,0.125,0.125,0.11,
09/30/1999,1582.699951,1459.199951,,,108.200001,15.3,,,-1110.0,1110.0,0.0,0.0,-334.899994,,,,,123.900002,-19.700001,0.0,104.200001,-30.200001,74.0,0.0,,,74.0,0.0,74.0,0.0,,74.0,74.0,,876.0,0.084167,0.084167,0.068333,895.199982,0.0825,0.0825,0.066667,
12/31/1999,1601.9,1497.7,,,95.4,8.8,,,-1227.8,1227.8,0.0,0.0,-343.0,,,,,24.1,-19.8,-7.5,-3.2,0.0,3.8,0.0,,,-3.2,0.0,3.8,0.0,,3.8,3.8,,877.2,0.004167,0.004167,0.005,891.6,0.004167,0.004167,0.005,
03/31/2000,1601.5,1521.0,,,90.699997,5.2,,,-1321.699951,1321.699951,0.0,0.0,-334.5,,,,,0.0,-19.9,0.0,-19.9,0.0,0.0,0.0,,,-19.9,0.0,-46.599998,0.0,0.0,-46.599998,-46.599998,,876.0,0.0,0.0,0.0,886.800018,0.0,0.0,0.0,
06/30/2000,1650.6,1579.9,1579.9,0.0,65.7,5.0,,,-1332.1,1332.1,,,-326.6,,,,,-13.4,-20.0,0.0,-33.4,19.3,-14.1,,,,-14.1,,-14.1,0.0,0.0,-14.1,-14.1,,877.2,-0.015833,-0.015833,-0.015833,891.6,-0.015833,-0.015833,-0.015833,
09/30/2000,1748.599976,1615.5,,,128.100002,5.0,,,-1317.900024,1317.900024,0.0,0.0,-324.299988,,,,,100.900002,-19.799999,0.0,81.100002,-22.299999,58.799999,0.0,,,58.800003,0.0,58.799999,0.0,0.0,58.799999,58.799999,,879.600037,0.066667,0.066667,0.043333,891.600037,0.065833,0.065833,0.0425,
12/31/2000,1772.0,1632.0,,,134.7,5.3,,,-1307.7,1307.7,0.0,0.0,-346.1,,,,,113.1,-18.1,-29.1,65.9,-17.9,48.0,0.0,,,48.0,0.0,48.0,0.0,0.0,48.0,48.0,,880.8,0.054167,0.054167,0.056667,894.0,0.053333,0.053333,0.055833,
