Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,642.8,642.8,,-173.9,173.9,163.3,468.9,0.0,-293.2,30.1,,30.1,,99.8,175.7,-18.0,,20.0,,0.0,-0.8,-1.2,157.7,-57.8,99.9,0.0,0.0,0.0,99.9,-0.6,99.3,0.0,0.0,99.3,82.27,-17.03,174.9,0.57,0.45,19.090705,177.2,0.56,0.44,0.246894,
06/30/2010,529.6,529.6,,-232.8,81.2,,296.8,0.0,-169.2,159.6,133.9,25.7,,9.6,127.6,-17.7,,20.3,,,-0.6,-2.0,109.9,-40.4,69.5,-22.0,-22.0,0.0,91.5,-0.7,90.8,0.0,0.0,90.8,55.475,-13.325,175.1,0.52,0.39,0.316819,177.6,0.51,0.39,0.314972,
09/30/2010,564.6,564.6,,-242.7,72.2,,321.9,0.0,-172.6,168.3,143.6,24.7,,4.3,149.3,-33.2,22.6,22.6,0.0,,-1.1,11.7,116.1,-44.2,71.9,0.0,0.0,0.0,71.9,-0.8,71.1,0.0,0.0,71.1,62.195,-8.905,175.4,0.4,0.4,0.35459,177.9,0.4,0.4,0.349944,
12/31/2010,572.0,572.0,,-250.0,76.1,,322.0,0.0,-196.5,165.5,133.9,31.6,,31.0,125.5,-23.2,,21.6,,,-0.5,2.1,102.3,-36.5,65.8,0.0,0.0,0.0,65.8,-0.8,65.0,0.0,0.0,65.0,44.8,-20.2,175.7,0.37,0.37,0.25498,177.4,0.37,0.37,0.25498,
03/31/2011,617.9,470.1,147.8,-440.9,250.1,,177.0,0.0,-39.9,31.7,,31.7,,8.2,137.1,-20.6,,22.1,,,-0.9,-0.6,116.5,-42.7,73.8,0.0,0.0,0.0,73.8,-0.6,73.2,0.0,0.0,73.2,56.43,-16.77,176.2,0.42,0.42,0.320261,178.3,0.41,0.41,0.315945,
06/30/2011,784.1,784.1,,-275.2,88.6,,508.9,0.0,-340.0,332.6,303.9,28.7,,7.4,168.9,-21.2,,22.1,,,-1.3,0.4,147.7,-54.2,93.5,0.0,0.0,0.0,93.5,-0.7,92.8,0.0,0.0,92.8,96.115,3.315,176.6,0.52,0.52,0.544253,178.6,0.52,0.52,0.538561,
09/30/2011,852.4,852.4,,-280.7,91.7,,571.7,0.0,-388.3,381.4,352.7,28.7,,6.9,183.4,-21.9,22.8,22.8,0.0,,-2.3,1.4,161.5,-59.1,102.4,0.0,0.0,0.0,102.4,-0.9,101.5,0.0,0.0,101.5,86.67,-14.83,176.6,0.58,0.58,0.49077,178.5,0.57,0.57,0.486919,
12/31/2011,853.3,578.6,274.7,-597.7,398.7,,255.6,0.0,-239.1,34.1,,34.1,,205.0,16.5,-17.4,,23.0,,,-1.0,-4.6,-0.9,1.6,0.7,0.0,0.0,0.0,0.7,-1.0,-0.3,0.0,0.0,-0.3,104.6,104.9,176.7,-0.01,-0.01,0.591964,178.2,-0.01,-0.01,0.578664,
03/31/2012,603.2,419.2,184.0,-510.6,311.4,,92.6,0.0,-43.1,36.0,,36.0,,7.1,49.5,195.2,,24.7,,0.0,-1.9,-218.0,244.7,-88.7,156.0,0.0,0.0,0.0,156.0,-0.8,155.2,0.0,0.0,155.2,79.745,-75.455,177.4,0.87,0.87,0.449521,178.5,0.87,0.87,0.447283,
06/30/2012,499.3,374.0,125.3,-440.8,226.7,,58.5,0.0,-114.0,36.8,,36.8,,77.2,-55.5,55.8,,28.2,,,-1.4,-82.6,0.3,-0.1,0.2,0.0,0.0,0.0,0.2,-0.9,-0.7,0.0,0.0,-0.7,81.995,82.695,177.7,0.0,0.0,0.461424,177.7,0.0,0.0,0.461424,
09/30/2012,542.4,401.8,140.6,-455.7,221.1,,86.7,0.0,-99.3,41.7,,41.7,,57.6,-12.6,8.2,30.0,30.0,0.0,,-2.3,-35.9,-4.4,2.3,-2.1,0.0,0.0,0.0,-2.1,-1.0,-3.1,0.0,0.0,-3.1,29.53,32.63,177.9,-0.02,-0.02,0.165992,177.9,-0.02,-0.02,0.163418,
12/31/2012,704.9,508.7,196.2,-600.7,343.2,,104.2,0.0,-218.9,152.1,,152.1,,66.8,-114.7,72.6,40.0,40.0,0.0,,-1.2,-111.4,-42.1,20.0,-22.1,0.0,0.0,0.0,-22.1,-1.0,-23.1,0.0,0.0,-23.1,60.58,83.68,178.3,-0.13,-0.13,0.339764,178.3,-0.13,-0.13,0.339321,
03/31/2013,696.5,505.8,190.7,-580.4,326.2,,116.1,0.0,-51.3,46.0,,46.0,,5.3,64.8,-70.7,,39.4,,0.0,-1.3,32.6,-5.9,2.2,-3.7,0.0,0.0,0.0,-3.7,-0.6,-4.3,0.0,0.0,-4.3,49.66,53.96,177.0,-0.02,-0.02,0.280565,177.0,-0.02,-0.02,0.280565,
06/30/2013,781.1,544.3,236.8,-600.4,350.6,,180.7,0.0,56.7,40.9,,40.9,,-97.6,237.4,47.2,,41.4,,0.0,-1.6,-87.0,284.6,-104.8,179.8,0.0,0.0,0.0,179.8,-1.4,178.4,0.0,0.0,178.4,62.93,-115.47,179.3,0.99,0.99,0.350976,179.5,0.99,0.99,0.346713,
09/30/2013,744.5,496.3,248.2,-602.7,364.3,,141.8,0.0,-33.5,40.7,,40.7,,-7.2,108.3,-88.1,,41.4,,0.0,0.0,46.7,20.2,-8.1,12.1,-25.2,-25.2,0.0,37.3,,37.3,0.0,0.0,37.3,40.765,28.665,179.3,0.21,0.07,0.227356,179.5,0.21,0.06961,0.227356,
12/31/2013,660.8,490.3,170.5,-541.9,297.4,,118.9,0.0,-144.9,43.6,,43.6,,101.3,-26.0,-80.9,,40.4,,0.0,-0.2,40.7,-106.9,22.4,-84.5,-32.5,-32.5,0.0,-52.0,,-52.0,0.0,0.0,-52.0,2.58,87.08,179.3,-0.29,-0.47,0.014389,179.3,-0.29,-0.47,0.014389,
03/31/2014,782.1,574.4,207.7,-629.6,403.7,,152.5,0.0,-47.1,45.3,,45.3,,1.8,105.4,-84.5,,41.9,,0.0,,42.6,20.9,-8.2,12.7,-27.0,-27.0,0.0,39.7,,39.7,0.0,0.0,39.7,41.1,28.4,179.7,0.22,0.07,0.228715,180.0,0.22,0.07,0.227778,
06/30/2014,851.9,638.9,213.0,-666.7,431.5,,185.2,0.0,-256.4,52.3,,52.3,,204.1,-71.2,-96.8,,45.0,,0.0,-0.1,51.9,-168.0,61.9,-106.1,-13.8,-13.8,0.0,-92.3,,-92.3,0.0,0.0,-92.3,54.1,160.2,180.1,-0.51,-0.59,0.300389,180.1,-0.51,-0.59,0.299506,
09/30/2014,904.9,616.2,288.7,-732.8,481.4,,172.1,0.0,-62.1,49.4,,49.4,,12.7,110.0,123.6,,41.5,,0.0,-0.1,-165.0,233.6,-79.9,153.7,-17.4,-17.4,0.0,171.1,0.0,171.1,0.0,0.0,171.1,58.065,-95.635,180.1,0.95,0.85,0.322404,180.6,0.94,0.843654,0.314114,
12/31/2014,825.1,538.7,286.4,-683.9,401.7,,141.2,0.0,-1140.5,57.4,,57.4,,1083.1,-999.3,270.9,,40.7,,0.0,-0.1,-311.5,-728.4,258.6,-469.8,-1135.7,-1135.7,0.0,665.9,0.0,665.9,0.0,0.0,665.9,27.7,497.5,179.0,3.72,-2.62,0.154749,179.0,3.72,-2.62,0.154749,
03/31/2015,572.5,319.9,252.6,-497.7,302.3,,74.8,0.0,-99.0,47.4,,47.4,,51.6,-24.2,-62.9,,36.8,,0.0,,26.1,-87.1,31.5,-55.6,0.0,0.0,0.0,-55.6,0.0,-55.6,0.0,0.0,-55.6,-8.7,46.9,176.2,-0.32,-0.32,-0.049376,176.2,-0.32,-0.32,-0.053825,
06/30/2015,700.9,388.4,312.5,-597.2,381.4,,103.7,0.0,-28.1,51.3,,51.3,,-23.2,75.6,-190.7,,36.2,,0.0,0.0,154.5,-115.1,38.8,-76.3,0.0,0.0,0.0,-76.3,0.0,-76.3,0.0,0.0,-76.3,16.0,92.3,176.7,-0.43,-0.43,0.090549,176.7,-0.43,-0.43,0.090549,
09/30/2015,627.4,357.6,269.8,-550.4,312.3,,77.0,0.0,-44.9,42.0,,42.0,0.0,2.9,32.1,-2.3,,36.4,,0.0,,-34.1,29.8,-8.7,21.1,0.0,0.0,0.0,21.1,0.0,21.1,0.0,0.0,21.1,1.0,-20.1,176.7,0.12,0.12,0.005659,176.7,0.12,0.12,0.005659,
12/31/2015,612.7,316.8,295.9,-550.1,318.3,,62.6,0.0,-62.8,40.4,,40.4,,22.4,-0.2,-70.4,,36.2,,0.0,0.0,34.2,-70.6,32.0,-38.6,0.0,0.0,0.0,-38.6,0.0,-38.6,0.0,0.0,-38.6,0.5,39.1,176.7,-0.22,-0.22,0.00283,176.7,-0.22,-0.22,0.001279,
03/31/2016,325.7,242.5,83.2,-409.6,169.6,,-83.9,0.0,-1230.7,48.5,,48.5,,1182.2,-1314.6,-48.1,,36.7,,0.0,,11.4,-1362.7,498.9,-863.8,0.0,0.0,0.0,-863.8,0.0,-863.8,0.0,0.0,-863.8,-101.13,762.67,189.7,-4.55,-4.55,-0.533105,189.7,-4.55,-4.55,-0.533105,
06/30/2016,383.2,309.7,73.5,-380.9,171.2,,2.3,0.0,-44.9,42.9,,42.9,,2.0,-42.6,-267.7,,36.6,,0.0,,231.1,-310.3,113.3,-197.0,0.0,0.0,0.0,-197.0,0.0,-197.0,0.0,0.0,-197.0,-50.375,146.625,217.7,-0.9,-0.9,-0.231396,217.7,-0.9,-0.9,-0.231396,
09/30/2016,402.0,344.6,57.4,-409.1,191.3,,-7.1,0.0,-66.4,66.5,,66.5,,-0.1,-73.5,-6.4,,35.9,,0.0,,-29.5,-79.9,29.0,-50.9,0.0,0.0,0.0,-50.9,0.0,-50.9,0.0,0.0,-50.9,-51.555,-0.655,239.6,-0.21,-0.21,-0.215171,239.6,-0.21,-0.21,-0.215171,
12/31/2016,400.2,372.9,27.3,-390.7,187.1,,9.5,0.0,-45.5,38.6,,38.6,,6.9,-36.0,-164.3,,34.0,,,0.0,130.3,-200.3,67.0,-133.3,0.0,0.0,0.0,-133.3,0.0,-133.3,0.0,0.0,-133.3,-36.33,96.97,239.6,-0.56,-0.56,-0.151628,239.6,-0.56,-0.56,-0.155284,
03/31/2017,403.7,385.2,18.5,-391.2,199.4,,12.5,0.0,-34.1,33.6,,33.6,,0.5,-21.6,144.1,,33.8,,0.0,,-177.9,122.5,-45.6,76.9,0.0,0.0,0.0,76.9,0.0,76.9,0.0,0.0,76.9,-35.02,-111.92,240.2,0.32,0.32,-0.145795,240.3,0.32,0.32,-0.145795,
06/30/2017,390.1,373.0,17.1,-373.1,181.6,,17.0,0.0,-11.5,31.3,,31.3,,-19.8,5.5,67.2,,34.9,,,,-102.1,72.7,-27.3,45.4,0.0,0.0,0.0,45.4,0.0,45.4,0.0,0.0,45.4,-30.59,-75.99,240.5,0.19,0.19,-0.127193,240.6,0.19,0.19,-0.127193,
09/30/2017,401.8,380.9,20.9,-350.4,173.5,,51.4,0.0,92.4,43.4,,43.4,,-135.8,143.8,-150.3,,34.4,,0.0,,115.9,-6.5,3.2,-3.3,0.0,0.0,0.0,-3.3,0.0,-3.3,0.0,0.0,-3.3,-24.355,-21.055,240.7,-0.01,-0.01,-0.101184,240.7,-0.01,-0.01,-0.101184,
12/31/2017,411.8,406.2,5.6,-365.8,171.5,,46.0,0.0,-87.7,45.2,,45.2,,42.5,-41.7,-189.9,,34.7,,,,155.2,-231.6,381.9,150.3,0.0,0.0,0.0,150.3,0.0,150.3,0.0,0.0,150.3,-34.42,-184.72,241.0,0.62,0.62,-0.142822,241.0,0.62,0.62,-0.146473,
03/31/2018,385.7,409.8,-24.1,-350.2,153.7,,35.5,0.0,-57.3,60.1,,60.1,,-2.8,-21.8,-45.7,,35.0,,0.0,,10.7,-67.5,13.9,-53.6,0.0,0.0,0.0,-53.6,0.0,-53.6,0.0,0.0,-53.6,-49.221,4.379,240.9,-0.22,-0.22,-0.204321,240.9,-0.22,-0.22,-0.204321,
06/30/2018,486.9,520.3,-33.4,-390.7,148.5,,96.2,0.0,-463.5,55.8,,55.8,,407.7,-367.3,-74.9,,38.2,,,,36.7,-442.2,106.2,-336.0,0.0,0.0,0.0,-336.0,0.0,-336.0,0.0,0.0,-336.0,13.405,349.405,237.0,-1.42,-1.42,0.056561,237.0,-1.42,-1.42,0.054283,
09/30/2018,522.4,544.0,-21.6,-382.8,147.9,,139.6,0.0,-21.2,48.3,,48.3,,-27.1,118.4,-108.6,,38.7,,,,69.9,9.8,-2.5,7.3,0.0,0.0,0.0,7.3,0.0,7.3,0.0,0.0,7.3,39.047,31.747,236.9,0.03,0.03,0.164825,237.0,0.03,0.03,0.163954,
12/31/2018,379.5,397.2,-17.7,-311.4,127.9,,68.1,0.0,-1215.9,57.5,,57.5,,1158.4,-1147.8,318.7,,37.5,,,,-356.2,-829.1,199.8,-629.3,0.0,0.0,0.0,-629.3,0.0,-629.3,0.0,0.0,-629.3,-27.783,601.517,236.7,-2.66,-2.66,-0.117376,236.7,-2.66,-2.66,-0.118737,
03/31/2019,274.7,275.6,-0.9,-214.9,91.6,,59.8,0.0,-81.5,63.3,,63.3,,18.2,-21.7,-207.0,,34.0,,,,173.0,-228.7,112.0,-116.7,0.0,0.0,0.0,-116.7,0.0,-116.7,0.0,0.0,-116.7,32.599,149.299,237.1,-0.49,-0.49,0.137491,237.1,-0.49,-0.49,0.137491,
06/30/2019,280.2,294.6,-14.4,-210.2,82.2,,70.0,0.0,-13.7,31.5,,31.5,,-17.8,56.3,22.2,,33.2,,,,-55.4,78.5,-29.7,48.8,0.0,0.0,0.0,48.8,0.0,48.8,0.0,0.0,48.8,-7.932,-56.732,238.0,0.2,0.2,-0.033328,238.0,0.2,0.2,-0.03837,
09/30/2019,302.6,305.6,-3.0,-223.7,79.5,,78.9,0.0,-31.7,29.6,,29.6,,2.1,47.2,60.4,,32.8,,,,-93.2,107.6,-26.6,81.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,0.0,81.0,10.921,-70.079,237.9,0.34,0.34,0.045906,237.9,0.34,0.34,0.045427,
12/31/2019,313.6,311.6,2.0,-242.9,98.4,,70.7,0.0,-30.1,31.4,,31.4,,-1.3,40.6,-138.3,,28.1,,,,110.2,-97.7,-12.7,-110.4,0.0,0.0,0.0,-110.4,0.0,-110.4,0.0,0.0,-110.4,-26.769,83.631,237.8,-0.46,-0.46,-0.112569,237.8,-0.46,-0.46,-0.112569,
03/31/2020,268.4,221.8,46.6,-220.8,78.6,,47.6,0.0,-12.2,15.9,,15.9,,-3.7,35.4,398.3,,31.6,,,,-429.9,433.7,-66.3,367.4,0.0,0.0,0.0,367.4,0.0,367.4,0.0,0.0,367.4,31.099,-336.301,239.1,1.54,1.54,0.130067,239.1,1.54,1.54,0.130067,
06/30/2020,120.6,118.3,2.3,-206.8,57.4,,-86.2,0.0,-26.3,26.3,,26.3,,0.0,-112.5,-125.5,,29.8,,,,95.7,-238.0,53.6,-184.4,0.0,0.0,0.0,-184.4,0.0,-184.4,0.0,0.0,-184.4,-14.716,169.684,242.3,-0.76,-0.76,-0.060735,242.3,-0.76,-0.76,-0.060735,
09/30/2020,219.167,,,,,,,,,,,,,,-33.4,,,,,,,,8.362,,7.299,,,,,,7.299,,,7.299,7.299,,,0.018,0.018,0.018,,0.018,0.018,0.018,
12/31/2020,213.0,,,,,,,,,,,,,,-33.6,,,,,,,,7.242,,6.788,,,,,,6.788,,,6.788,6.788,,,0.019,0.019,0.019,,0.019,0.019,0.019,
