Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2005,2446.0,1908.0,,,538.0,,-807.0,807.0,419.0,388.0,,,1639.0,-1191.0,,259.0,52.0,880.0,448.0,-125.0,,,,,214.0,214.0,,,-89.0,323.0,-104.0,,219.0,-6.0,,,225.0,-24.0,201.0,,0.0,201.0,201.0,,326.0,0.61,0.59,0.64,331.0,0.61,0.59,0.64,
06/30/2005,2649.0,2203.0,,,446.0,,-1142.0,1142.0,399.0,743.0,,,1507.0,-1098.0,,267.0,50.0,781.0,409.0,-148.0,,,,,204.0,204.0,,,-56.0,261.0,-34.0,,227.0,-16.0,,,243.0,-42.0,201.0,-5.0,0.0,196.0,196.0,,326.0,0.61,0.55,0.54,331.0,0.61,0.55,0.54,
09/30/2005,3783.0,3084.0,0.0,0.0,699.0,,-991.0,991.0,489.0,502.0,0.0,,2792.0,-1949.0,,270.0,51.0,1628.0,843.0,-196.0,,,0.0,,198.0,198.0,0.0,0.0,-2.0,647.0,-129.0,,518.0,-20.0,,,538.0,-76.0,462.0,,0.0,462.0,462.0,,326.0,1.41,1.33,1.26,332.0,1.39,1.31,1.24,
12/31/2005,2974.0,2305.0,,,669.0,,-767.0,767.0,503.0,264.0,,,2207.0,-1599.0,,265.0,50.0,1284.0,608.0,-76.0,,,50.0,,178.0,206.0,-28.0,,-52.0,532.0,-190.0,,342.0,21.0,,,321.0,-49.0,272.0,,,272.0,272.0,,326.0,0.834356,0.898773,0.898773,334.0,0.814371,0.814371,0.665389,
03/31/2006,2751.0,2217.0,,,534.0,,-1474.0,1474.0,461.0,1013.0,,,1277.0,-815.0,,292.0,56.0,467.0,462.0,-130.0,,,,,200.0,200.0,,,-70.0,332.0,-111.0,,221.0,-62.0,,,283.0,-25.0,258.0,,0.0,258.0,258.0,,326.0,0.78,0.56,0.56,331.0,0.78,0.56,0.56,
06/30/2006,3001.0,2521.0,,,480.0,,-1149.0,1149.0,380.0,769.0,,,1852.0,-1262.0,,339.0,54.0,869.0,590.0,-275.0,,,,,209.0,209.0,,,66.0,315.0,-95.0,,220.0,9.0,,,211.0,-34.0,177.0,,0.0,177.0,177.0,,326.0,0.54,0.53,0.55,331.0,0.54,0.53,0.55,
09/30/2006,3802.0,3079.0,,,723.0,,-1522.0,1522.0,486.0,1036.0,,,2280.0,-1317.0,,293.0,,1024.0,963.0,-129.0,,,,,199.0,199.0,,,-70.0,834.0,-310.0,,524.0,2.0,,,522.0,-64.0,458.0,-13.0,0.0,445.0,445.0,,326.0,1.38,1.39,1.32,330.0,1.38,1.39,1.32,
12/31/2006,3068.0,2495.0,0.0,0.0,573.0,,-1031.0,1031.0,430.0,601.0,0.0,,2037.0,-1564.0,,257.0,,1307.0,473.0,-112.0,,,,,199.0,199.0,0.0,0.0,-87.0,347.0,-66.0,,295.0,-22.0,,,303.0,-16.0,301.0,-13.0,0.0,288.0,288.0,,326.0,0.88,0.8,0.65,330.0,0.87,0.8,0.65,
03/31/2007,2912.0,2222.0,0.0,0.0,690.0,,-803.0,803.0,486.0,317.0,0.0,,2109.0,-1482.0,,313.0,0.0,1169.0,627.0,-149.0,,,0.0,39.0,198.0,198.0,0.0,0.0,-10.0,478.0,-129.0,,349.0,-3.0,,,352.0,-19.0,333.0,-13.0,0.0,320.0,320.0,,326.0,1.01,1.0,1.0,330.0,1.01,1.0,1.0,
06/30/2007,3047.0,2459.0,0.0,0.0,588.0,,-1267.0,1267.0,438.0,829.0,0.0,,1780.0,-1279.0,,313.0,0.0,966.0,501.0,-364.0,,,0.0,45.0,188.0,188.0,0.0,0.0,221.0,137.0,0.0,,137.0,-2.0,,,139.0,-46.0,93.0,,0.0,93.0,93.0,,326.0,0.29,0.28,0.28,330.0,0.28,0.28,0.28,
09/30/2007,3942.0,3213.0,0.0,0.0,729.0,,-1786.0,1786.0,502.0,1284.0,0.0,,2156.0,-1257.0,,310.0,0.0,947.0,899.0,-102.0,,,0.0,,191.0,191.0,0.0,0.0,-89.0,797.0,-263.0,,534.0,4.0,,,530.0,-69.0,461.0,-13.0,0.0,448.0,448.0,,326.0,1.4,1.41,1.41,330.0,1.39,1.4,1.4,
12/31/2007,2967.0,2337.0,0.0,0.0,630.0,,-1180.0,1254.0,449.0,805.0,0.0,,1787.0,-1481.0,,306.0,0.0,1175.0,483.0,-79.0,,,0.0,70.0,175.0,175.0,0.0,0.0,-26.0,387.0,-100.0,,250.0,3.0,,,284.0,-10.0,211.0,-13.0,0.0,198.0,198.0,,326.0,0.64,0.65,0.65,330.0,0.64,0.65,0.65,
03/31/2008,3113.0,2379.0,,0.0,734.0,,-1230.0,1230.0,537.0,693.0,,,1883.0,-1272.0,,311.0,,961.0,611.0,-125.0,,,,,171.0,171.0,,,-46.0,486.0,-161.0,,325.0,5.0,,,320.0,-21.0,299.0,-13.0,5.0,291.0,291.0,11.05,326.0,0.91,0.92,0.886,329.0,0.91,0.92,0.886,
06/30/2008,3477.0,2849.0,,,628.0,,-1580.0,1580.0,554.0,1026.0,,,1897.0,-1447.0,,334.0,,1113.0,450.0,-69.0,,,,,165.0,165.0,,,-96.0,381.0,-83.0,,298.0,1.0,,,297.0,-36.0,261.0,,0.0,261.0,261.0,-36.4,326.0,0.79,0.79,0.678,329.0,0.79,0.79,0.678,
09/30/2008,4294.0,3467.0,,0.0,827.0,0.0,-1968.0,1968.0,635.0,1333.0,,,2326.0,-1362.0,0.0,327.0,0.0,1035.0,964.0,-194.0,,,0.0,9.0,176.0,176.0,0.0,0.0,27.0,770.0,-277.0,,493.0,-6.0,,,499.0,-60.0,439.0,-13.0,0.0,426.0,426.0,,326.0,1.33,1.31,1.31,328.0,1.33,1.31,1.31,
12/31/2008,3228.0,2551.0,,0.0,677.0,,-1214.0,1214.0,421.0,793.0,,,2014.0,-1531.0,,338.0,,1193.0,483.0,-186.0,,,0.0,,190.0,190.0,,,-4.0,297.0,-75.0,,222.0,,,,222.0,-5.0,217.0,-13.0,0.0,204.0,204.0,,326.0,0.66,0.66,0.625767,328.0,0.66,0.66,1.281951,
03/31/2009,2812.0,2188.0,,0.0,624.0,,-927.0,927.0,387.0,540.0,,0.0,1885.0,-1332.0,,342.0,,990.0,553.0,-165.0,177.0,-10.0,,10.0,187.0,187.0,,,-12.0,388.0,-122.0,,266.0,-3.0,-3.0,0.0,269.0,-19.0,250.0,,0.0,250.0,319.1,72.1,326.0,0.76,0.75,0.978834,327.0,0.76,0.75,0.970489,
06/30/2009,2834.0,2272.0,,,562.0,,-911.0,911.0,328.0,583.0,,,1923.0,-2287.0,,347.0,,1940.0,-364.0,-146.0,165.0,-17.0,,17.0,182.0,182.0,,,-19.0,-510.0,524.0,,14.0,7.0,7.0,0.0,7.0,-23.0,-16.0,,0.0,-16.0,320.95,329.95,326.0,-0.05,-0.03,0.984509,327.0,-0.05,-0.03,0.979021,
09/30/2009,3664.0,3065.0,,0.0,599.0,,-1438.0,1438.0,406.0,1032.0,,0.0,2226.0,-1458.0,,365.0,,1093.0,768.0,-92.0,125.0,-62.0,60.0,2.0,187.0,187.0,,,-33.0,676.0,-232.0,,444.0,1.0,1.0,0.0,443.0,-40.0,403.0,,0.0,403.0,442.35,38.35,326.0,1.23,1.23,1.356902,329.0,1.22,1.22,1.336565,
12/31/2009,3050.0,2433.0,,0.0,617.0,,-992.0,992.0,397.0,595.0,,0.0,2058.0,-1619.0,,365.0,,1254.0,439.0,-141.0,172.0,-3.0,,3.0,175.0,175.0,,,-31.0,298.0,-71.0,,227.0,1.0,1.0,0.0,226.0,-14.0,212.0,,0.0,212.0,83.2,-129.8,326.0,0.65,0.65,0.255215,328.0,0.65,0.65,0.254268,
03/31/2010,2810.0,2159.0,,0.0,651.0,,-903.0,903.0,295.0,608.0,,0.0,1907.0,-1409.0,,369.0,,1040.0,498.0,-105.0,122.0,-46.0,27.0,19.0,168.0,168.0,,,-17.0,393.0,-150.0,,243.0,-6.0,-6.0,0.0,249.0,-13.0,236.0,,0.0,236.0,272.9,42.9,326.0,0.72,0.7,0.837117,328.0,0.72,0.7,0.830793,
06/30/2010,2741.0,2246.0,,0.0,495.0,,-866.0,866.0,254.0,612.0,,0.0,1875.0,-1524.0,,380.0,,1144.0,351.0,-131.0,146.0,-29.0,25.0,4.0,175.0,175.0,,,-15.0,220.0,136.0,,356.0,-1.0,-1.0,0.0,357.0,,357.0,-13.0,0.0,344.0,209.55,-133.45,326.0,1.05,1.05,0.642791,327.0,1.05,1.05,0.641896,
09/30/2010,3788.0,3097.0,,0.0,691.0,,-1446.0,1446.0,328.0,1118.0,,0.0,2342.0,-1480.0,,378.0,,1102.0,862.0,-88.0,147.0,-28.0,24.0,4.0,175.0,175.0,,,-59.0,774.0,-247.0,,527.0,4.0,4.0,0.0,523.0,-13.0,510.0,,0.0,510.0,483.0,-31.0,326.0,1.56,1.57,1.481595,328.0,1.56,1.57,1.475488,
12/31/2010,3069.0,2479.0,,0.0,590.0,,-888.0,888.0,295.0,593.0,,0.0,2181.0,-1767.0,,395.0,,1372.0,414.0,-143.0,185.0,,,,185.0,185.0,,,-42.0,271.0,-93.0,,178.0,0.0,0.0,0.0,178.0,1.0,179.0,-13.0,0.0,166.0,195.25,29.25,326.0,0.51,0.51,0.598926,329.0,0.5,0.51,0.598906,
03/31/2011,2782.0,2230.0,,0.0,552.0,,-766.0,766.0,258.0,508.0,,0.0,2016.0,-1566.0,,417.0,,1149.0,450.0,-169.0,163.0,-33.0,29.0,4.0,196.0,196.0,,,6.0,281.0,-65.0,,216.0,2.0,2.0,0.0,214.0,,214.0,-14.0,0.0,200.0,211.0,9.0,326.0,0.613497,0.619632,0.647239,328.0,0.609756,0.615854,0.643293,
06/30/2011,2983.0,2445.0,,0.0,538.0,,-905.0,905.0,256.0,649.0,,0.0,2078.0,-1698.0,,435.0,,1263.0,380.0,-126.0,146.0,-57.0,27.0,30.0,203.0,203.0,,,-20.0,254.0,-62.0,,192.0,1.0,1.0,0.0,191.0,,191.0,-15.0,0.0,176.0,184.8,7.8,326.0,0.54,0.54,0.566871,329.0,0.54,0.54,0.563708,
09/30/2011,3822.0,3385.0,,0.0,437.0,,-1536.0,1536.0,272.0,1264.0,,0.0,2286.0,-1501.0,,430.0,,1071.0,785.0,-127.0,181.0,-22.0,18.0,4.0,203.0,203.0,,,-54.0,658.0,-232.0,,426.0,-15.0,-15.0,0.0,441.0,0.0,441.0,-15.0,0.0,426.0,411.0,0.0,326.0,1.31,1.26,1.26,329.0,1.3,1.25,1.25,
12/31/2011,2517.0,2513.0,,0.0,4.0,,-666.0,666.0,98.0,568.0,,0.0,1851.0,-1411.0,,368.0,,1043.0,440.0,-109.0,103.0,-22.0,22.0,,125.0,125.0,,,6.0,331.0,-95.0,,236.0,1060.0,1060.0,0.0,-824.0,,-824.0,-15.0,0.0,-839.0,294.0,73.0,326.0,-2.57,0.68,0.90184,329.0,-2.57,0.66,0.881884,
03/31/2012,2415.0,2415.0,,0.0,0.0,,-692.0,692.0,77.0,615.0,,0.0,1723.0,-1334.0,,388.0,,946.0,389.0,-102.0,72.0,-54.0,20.0,34.0,126.0,126.0,,,30.0,287.0,-91.0,,196.0,84.0,84.0,0.0,112.0,,112.0,-19.0,0.0,93.0,182.0,5.0,326.0,0.28,0.54,0.558282,329.0,0.28,0.54,0.555198,
06/30/2012,2653.0,2653.0,,0.0,0.0,,-883.0,883.0,61.0,822.0,,0.0,1770.0,-1350.0,,400.0,,950.0,420.0,-113.0,67.0,-67.0,27.0,40.0,134.0,134.0,,,46.0,307.0,-100.0,,207.0,109.0,109.0,0.0,98.0,-1.0,97.0,-23.0,0.0,74.0,195.35,12.35,326.0,0.23,0.56,0.599233,334.0,0.22,0.55,0.586976,
09/30/2012,3734.0,3734.0,,0.0,0.0,,-1695.0,1695.0,83.0,1612.0,,0.0,2039.0,-1326.0,,399.0,,927.0,713.0,-103.0,70.0,-61.0,23.0,38.0,131.0,131.0,,,33.0,610.0,-228.0,,382.0,167.0,167.0,0.0,215.0,,215.0,-25.0,0.0,190.0,319.3,-37.7,326.0,0.58,1.09,0.979448,329.0,0.58,1.09,0.97541,
12/31/2012,3060.0,3057.0,,0.0,3.0,,-870.0,870.0,88.0,782.0,,0.0,2190.0,-1425.0,,375.0,,1050.0,765.0,-107.0,127.0,-4.0,,4.0,131.0,131.0,,,-20.0,658.0,154.0,,812.0,1326.0,1326.0,0.0,-514.0,,-514.0,-25.0,0.0,-539.0,566.0,-221.0,326.0,-1.65,2.42,1.736196,329.0,-1.65,2.39,1.718267,
03/31/2013,2632.0,2632.0,,0.0,0.0,,-853.0,853.0,73.0,780.0,,0.0,1779.0,-1287.0,,414.0,,873.0,492.0,-108.0,76.0,-55.0,21.0,34.0,131.0,131.0,,,32.0,384.0,-98.0,,286.0,-12.0,-12.0,0.0,298.0,0.0,298.0,-27.0,0.0,271.0,267.0,8.0,326.0,0.83,0.79,0.819018,329.0,0.82,0.78,0.804316,
06/30/2013,3046.0,3046.0,,0.0,0.0,,-1157.0,1157.0,81.0,1076.0,,0.0,1889.0,-1960.0,,418.0,,1542.0,-71.0,-113.0,99.0,-34.0,,34.0,133.0,133.0,,,14.0,-184.0,102.0,,-82.0,-12.0,-12.0,0.0,-70.0,0.0,-70.0,-24.0,0.0,-94.0,490.0,596.0,326.0,-0.29,-0.33,1.503067,326.0,-0.29,-0.33,1.498221,
09/30/2013,3960.0,3960.0,,0.0,0.0,,-1808.0,1808.0,95.0,1713.0,,0.0,2152.0,-1363.0,,392.0,,971.0,789.0,-124.0,109.0,-28.0,,28.0,137.0,137.0,,,15.0,665.0,-177.0,,488.0,25.0,25.0,0.0,463.0,0.0,463.0,-25.0,0.0,438.0,478.0,15.0,326.0,1.34,1.42,1.466258,328.0,1.34,1.41,1.455732,
12/31/2013,2943.0,2943.0,,0.0,0.0,,-1073.0,1073.0,75.0,998.0,,0.0,1870.0,-1365.0,,398.0,,967.0,505.0,-146.0,143.0,,,,143.0,143.0,,,3.0,359.0,-70.0,,289.0,-37.0,-37.0,0.0,326.0,0.0,326.0,-25.0,0.0,301.0,258.95,-5.05,326.0,0.92,0.81,0.794325,328.0,0.92,0.81,0.794325,
03/31/2014,2926.0,2926.0,,0.0,0.0,,-1143.0,1143.0,1143.0,,,0.0,1783.0,-1452.0,,410.0,85.0,957.0,331.0,-126.0,141.0,,,,141.0,141.0,,,-15.0,205.0,19.0,,224.0,22.0,22.0,0.0,202.0,0.0,202.0,-26.0,0.0,176.0,294.0,96.0,326.0,0.54,0.61,0.90184,329.0,0.54,0.61,0.901793,
06/30/2014,3016.0,3016.0,,0.0,0.0,,-1239.0,1239.0,71.0,1168.0,,0.0,1777.0,-1202.0,,414.0,,788.0,575.0,-109.0,139.0,,,,139.0,139.0,,,-30.0,466.0,-84.0,,382.0,-184.0,-184.0,0.0,566.0,0.0,566.0,-30.0,0.0,536.0,352.0,0.0,326.0,1.64,1.08,1.08,329.0,1.63,1.07,1.07,
09/30/2014,4356.0,4356.0,,0.0,0.0,,-2182.0,2182.0,77.0,2105.0,,0.0,2174.0,-1300.0,,424.0,0.0,876.0,874.0,-130.0,141.0,,,,141.0,141.0,,,-11.0,744.0,-220.0,,524.0,16.0,16.0,0.0,508.0,,508.0,-28.0,0.0,480.0,497.0,1.0,326.0,1.47,1.52,1.52454,329.0,1.46,1.51,1.51304,
12/31/2014,3114.0,3114.0,,0.0,0.0,,-1029.0,1029.0,,1029.0,,0.0,2085.0,-1392.0,,472.0,87.0,833.0,693.0,-128.0,138.0,,,,138.0,138.0,,,-10.0,565.0,-159.0,,406.0,-39.0,-39.0,0.0,445.0,3.0,448.0,-28.0,0.0,420.0,355.39,-25.61,326.0,1.29,1.17,1.090153,329.0,1.27,1.15,1.072158,
03/31/2015,2512.0,2512.0,,0.0,0.0,,-786.0,786.0,786.0,,,0.0,1726.0,-1188.0,,463.0,89.0,636.0,538.0,-114.0,143.0,,,,143.0,143.0,,,-29.0,424.0,-106.0,,318.0,0.0,0.0,0.0,318.0,9.0,327.0,-28.0,0.0,299.0,294.0,-5.0,326.0,0.92,0.92,0.90184,329.0,0.91,0.91,0.894802,
06/30/2015,2908.0,2908.0,0.0,0.0,0.0,,-1078.0,1078.0,1078.0,,,0.0,1830.0,-1306.0,,481.0,82.0,743.0,524.0,-112.0,138.0,,,,138.0,138.0,,,-26.0,412.0,-6.0,,406.0,0.0,0.0,0.0,406.0,1.0,407.0,-28.0,0.0,379.0,379.0,0.0,326.0,1.16,1.16,1.16,328.0,1.15,1.15,1.15,
09/30/2015,3763.0,3763.0,,0.0,0.0,,-1785.0,1785.0,1785.0,,,0.0,1978.0,-1370.0,,506.0,84.0,780.0,608.0,-121.0,138.0,,,,138.0,138.0,,,-17.0,487.0,-82.0,,405.0,-43.0,-43.0,0.0,448.0,1.0,449.0,-28.0,0.0,421.0,379.0,1.0,326.0,1.29,1.16,1.162577,328.0,1.28,1.15,1.153049,
12/31/2015,2341.0,2341.0,,0.0,0.0,,-618.0,618.0,618.0,,,0.0,1723.0,-1383.0,,467.0,81.0,835.0,340.0,-96.0,136.0,,,,136.0,136.0,,,-40.0,244.0,-291.0,,-47.0,8.0,8.0,0.0,-55.0,5.0,-50.0,-29.0,0.0,-79.0,287.0,358.0,326.0,-0.24,-0.22,0.880368,328.0,-0.24,-0.22,0.871463,
03/31/2016,2440.0,2440.0,0.0,0.0,0.0,,-794.0,794.0,794.0,,,0.0,1646.0,-1198.0,,477.0,92.0,629.0,448.0,-115.0,140.0,,,,140.0,140.0,,,-25.0,333.0,-28.0,,305.0,-1.0,-1.0,0.0,306.0,5.0,311.0,-30.0,0.0,281.0,278.0,-2.0,326.0,0.86,0.86,0.852761,329.0,0.85,0.85,0.843921,
06/30/2016,2777.0,2777.0,0.0,0.0,0.0,,-1064.0,1064.0,1064.0,,,0.0,1713.0,-1332.0,,505.0,85.0,742.0,381.0,-122.0,144.0,,,,144.0,144.0,,,-22.0,259.0,51.0,,310.0,2.0,2.0,0.0,308.0,3.0,311.0,-31.0,0.0,280.0,295.65,13.65,326.0,0.86,0.87,0.906902,330.0,0.84,0.86,0.901364,
09/30/2016,3767.0,3767.0,,0.0,0.0,,-1719.0,1719.0,1719.0,,,0.0,2048.0,-1353.0,,521.0,92.0,740.0,695.0,-124.0,147.0,,,,147.0,147.0,,,-23.0,571.0,-120.0,,451.0,0.0,0.0,0.0,451.0,1.0,452.0,-31.0,0.0,421.0,421.0,0.0,326.0,1.29,1.29,1.29,330.0,1.27,1.27,1.27,
12/31/2016,2884.0,2884.0,,0.0,0.0,,-951.0,951.0,951.0,,,0.0,1933.0,-1367.0,,504.0,84.0,779.0,566.0,-140.0,150.0,,,,150.0,150.0,,,-10.0,426.0,-63.0,,363.0,-13.0,-13.0,0.0,376.0,0.0,376.0,-31.0,0.0,345.0,332.0,0.0,326.0,1.06,1.02,1.02,330.0,1.05,1.01,1.01,
03/31/2017,2463.0,2463.0,0.0,0.0,0.0,,-784.0,784.0,784.0,,,0.0,1679.0,-1200.0,,499.0,100.0,601.0,479.0,-127.0,152.0,,,,152.0,152.0,,,-25.0,352.0,40.0,,392.0,0.0,0.0,0.0,392.0,1.0,393.0,-31.0,0.0,362.0,365.25,3.25,326.0,1.11,1.11,1.120399,329.0,1.1,1.1,1.109878,
06/30/2017,2965.0,2965.0,,0.0,0.0,,-1175.0,1175.0,1175.0,,,0.0,1790.0,-1320.0,,512.0,86.0,722.0,470.0,-135.0,159.0,,,,159.0,159.0,,,-24.0,335.0,-26.0,,309.0,0.0,0.0,0.0,309.0,0.0,309.0,-31.0,0.0,278.0,288.4,10.4,326.0,0.85,0.85,0.884663,329.0,0.85,0.85,0.881611,
09/30/2017,3672.0,3672.0,,0.0,0.0,,-1783.0,1783.0,1783.0,,,0.0,1889.0,-1336.0,,524.0,98.0,714.0,553.0,-121.0,162.0,,,,162.0,162.0,,,-41.0,432.0,69.0,,501.0,0.0,0.0,0.0,501.0,1.0,502.0,-32.0,0.0,470.0,470.0,0.0,326.0,1.44,1.44,1.44,328.0,1.43,1.43,1.43,
12/31/2017,3220.0,3220.0,,0.0,0.0,,-1131.0,1131.0,1131.0,,,0.0,2089.0,-2127.0,,506.0,93.0,1528.0,-38.0,-132.0,166.0,,,,166.0,166.0,,,-34.0,-170.0,-364.0,,-534.0,0.0,0.0,0.0,-534.0,19.0,-515.0,-30.0,0.0,-545.0,357.0,902.0,326.0,-1.67,-1.67,1.095092,328.0,-1.67,-1.67,1.08,
03/31/2018,2564.0,2564.0,0.0,0.0,0.0,,-926.0,926.0,926.0,,,0.0,1638.0,-1308.0,,462.0,107.0,739.0,330.0,-119.0,170.0,,,,170.0,170.0,,,-51.0,211.0,31.0,0.0,242.0,0.0,0.0,0.0,242.0,6.0,248.0,-30.0,0.0,218.0,270.14,52.14,326.0,0.67,0.67,0.82865,327.0,0.67,0.67,0.82865,
06/30/2018,2815.0,2815.0,,0.0,0.0,,-1112.0,1112.0,1112.0,,,0.0,1703.0,-1283.0,,463.0,97.0,723.0,420.0,-131.0,180.0,,,,180.0,180.0,,,-49.0,289.0,9.0,,298.0,0.0,0.0,0.0,298.0,8.0,306.0,-30.0,0.0,276.0,278.9,2.9,326.0,0.85,0.85,0.855521,327.0,0.84,0.84,0.848869,
09/30/2018,4269.0,4269.0,,0.0,0.0,,-2306.0,2306.0,2306.0,,,0.0,1963.0,-1224.0,,466.0,97.0,661.0,739.0,-112.0,188.0,,,,188.0,188.0,,,-76.0,627.0,-83.0,,544.0,0.0,0.0,0.0,544.0,0.0,544.0,-31.0,0.0,513.0,515.37,2.37,326.0,1.57,1.57,1.58089,327.0,1.57,1.57,1.577248,
12/31/2018,3009.0,3009.0,,0.0,0.0,,-1062.0,1062.0,1062.0,,,0.0,1947.0,-3988.0,,480.0,94.0,3414.0,-2041.0,-175.0,196.0,,,,196.0,196.0,,,-21.0,-2216.0,782.0,,-1434.0,-34.0,-34.0,0.0,-1400.0,0.0,-1400.0,-30.0,0.0,-1430.0,305.0,1769.0,326.0,-4.39,-4.49,0.935583,326.0,-4.39,-4.49,0.935583,
03/31/2019,2824.0,2824.0,,0.0,0.0,,-1005.0,1005.0,1005.0,,,0.0,1819.0,-1467.0,,480.0,110.0,877.0,352.0,-156.0,194.0,,,,194.0,194.0,,,-38.0,196.0,112.0,,308.0,0.0,0.0,0.0,308.0,0.0,308.0,-30.0,0.0,278.0,208.84,-69.16,326.0,0.85,0.85,0.640613,327.0,0.85,0.85,0.638502,
06/30/2019,2812.0,2812.0,,0.0,0.0,,-1135.0,1135.0,1135.0,,,0.0,1677.0,-1177.0,,321.0,93.0,763.0,500.0,-156.0,211.0,,,,211.0,211.0,,,-55.0,344.0,78.0,,422.0,0.0,0.0,0.0,422.0,0.0,422.0,-30.0,0.0,392.0,569.0,177.0,326.0,1.2,1.2,1.745399,327.0,1.2,1.2,1.741284,
09/30/2019,3741.0,3741.0,,0.0,0.0,,-1708.0,1708.0,1708.0,,,0.0,2033.0,-1397.0,,459.0,99.0,839.0,636.0,-156.0,214.0,,,,214.0,214.0,,,-58.0,480.0,22.0,,502.0,0.0,0.0,0.0,502.0,0.0,502.0,-31.0,0.0,471.0,508.92,37.92,347.0,1.36,1.36,1.466628,349.0,1.35,1.35,1.458653,
12/31/2019,2970.0,2970.0,,0.0,0.0,,-991.0,991.0,991.0,,,0.0,1979.0,-1692.0,,470.0,97.0,1125.0,287.0,-180.0,222.0,,,,222.0,222.0,,,-42.0,107.0,66.0,,173.0,0.0,0.0,0.0,173.0,0.0,173.0,-30.0,0.0,143.0,360.0,217.0,360.0,0.4,0.4,1.0,361.0,0.4,0.4,1.0,
03/31/2020,2790.0,2790.0,,0.0,0.0,,-928.0,928.0,928.0,,,0.0,1862.0,-1560.0,,484.0,111.0,965.0,302.0,-173.0,225.0,,,,225.0,225.0,,,-52.0,129.0,84.0,,213.0,0.0,0.0,0.0,213.0,0.0,213.0,-30.0,0.0,183.0,228.0,45.0,363.0,0.5,0.5,0.628099,364.0,0.5,0.5,0.623626,
06/30/2020,2987.0,2987.0,,0.0,0.0,,-1068.0,1068.0,1068.0,,,0.0,1919.0,-1419.0,,489.0,103.0,827.0,500.0,-148.0,229.0,,,,229.0,229.0,,,-81.0,352.0,-4.0,,348.0,0.0,0.0,0.0,348.0,0.0,348.0,-30.0,0.0,318.0,350.0,32.0,375.0,0.85,0.85,0.933333,376.0,0.85,0.85,0.933333,
09/30/2020,3635.2,,,,,,,,,,,,,,,,,,707.5,,,,,,,,,,,619.0,,,559.5,,,,,,559.5,,,559.5,519.0,,,1.307,1.307,1.444,,1.307,1.307,1.444,
12/31/2020,3156.0,,,,,,,,,,,,,,,,,,664.5,,,,,,,,,,,600.0,,,510.5,,,,,,510.5,,,510.5,509.667,,,1.285,1.285,1.259,,1.285,1.285,1.259,
