Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/22/1998,1983.154053,35.679001,35.679001,0.0,27.363001,,,176.276001,,,,,148.179001,,,,,,387.497009,1500.552002,2370.23291,-869.68103,0.0,,,95.105003,,,,,,95.105003,1595.657005,,138.988998,138.988998,,,,33.505001,,,,,,347.352009,,,347.352009,519.846008,310.871002,,,,,92.737999,,,,92.737999,403.609001,923.455009,0.0,1277.633057,-156.102005,,-61.832001,1059.699051,0.0,1059.699051,1983.15406,
05/31/1998,1984.741943,33.505001,33.505001,0.0,27.312,,,182.399002,182.399002,,,,154.324997,,,,,,397.540985,1490.348022,2368.430908,-878.083008,0.0,,,96.852997,0.0,,,,,96.852997,1587.201019,,132.938004,132.938004,,,,75.105003,,,,,,350.620995,,,350.620995,558.664001,310.602997,,,,,95.629997,,,,95.629997,406.232994,964.896996,0.0,1286.19104,-239.876007,,-26.470001,1019.845032,0.0,1019.845032,1984.742027,
08/30/1998,1916.386,27.99,27.99,,23.101,23.101,,145.177,,,,,143.62,,,,,,339.888,1479.747,1479.747,,,,,96.751,,,,,,96.751,1576.498,,104.404,104.404,,,,29.505,,,,,,356.444,,,356.444,490.353,310.628,,,,,100.148,,,,100.148,410.776,901.129,,1303.794,-292.502,83.506,-79.541,1015.257,,1015.257,1916.386,
11/29/1998,1879.421021,13.064,13.064,0.0,26.224001,,,137.112,137.112,0.0,0.0,0.0,127.446999,,,,,,303.846985,1478.651001,2389.626953,-910.976013,0.0,,,96.922997,0.0,,,,,96.922997,1575.573997,,121.768997,121.768997,,,,10.505,,,,,,336.687001,,,336.687001,468.960999,310.40799,,,,,99.607002,,,,99.607002,410.014992,878.97599,0.0,1311.828003,-326.571014,,15.188019,1000.445007,0.0,1000.445007,1879.420998,
02/28/1999,1908.297974,40.306,40.306,0.0,27.608,27.608,,150.884003,150.884003,0.0,0.0,0.0,123.414001,,,,,,342.212006,1468.144043,2394.800049,-926.656006,0.0,,,97.942001,0.0,,,,,97.942001,1566.086044,,137.899002,137.899002,,,,15.005,,,,,,361.567983,,,361.567983,514.471985,309.713013,,,,,99.695999,,,,99.695999,409.409012,923.880997,0.0,1323.009033,-393.55899,132.246994,-77.280014,984.417023,0.0,984.417023,1908.298019,
05/30/1999,1905.66,40.96,40.96,0.0,20.256,,,144.115,144.115,0.0,0.0,0.0,122.406,,,,32.544,,327.737,1473.535,2418.221,-944.686,0.0,,,104.388,0.0,,,,438.937,-367.093,1577.923,,144.725,144.725,,,,25.886,,,,,,363.604,,,363.604,534.215,314.065,,,,,93.344,,,25.692,67.652,407.409,941.624,0.0,1328.796,-466.902,392.311,-290.169,964.036,0.0,964.036,1905.66,
08/29/1999,1929.322998,30.285,30.285,0.0,22.525999,22.525999,,192.492004,192.492004,0.0,0.0,0.0,112.908997,,,,,,358.212006,1468.629028,2417.523926,-948.89502,0.0,,,102.482002,,,,,,102.482002,1571.111031,,156.201996,156.201996,,,,29.386,,,,,,340.81801,,,340.81801,526.406006,313.48999,,,,,93.723,,,,93.723,407.21299,933.618996,0.0,1341.274048,-493.868988,225.320999,-77.023026,995.703033,0.0,995.703033,1929.322029,
11/28/1999,1945.134,19.947,19.947,0.0,4.564,4.564,,215.261,215.261,0.0,0.0,0.0,111.1,,,,,,350.872,1491.353,2459.692,-968.339,0.0,,,102.909,,,,,,102.909,1594.262,,120.396,120.396,,,,141.086,,,,,,310.408,,,310.408,571.89,311.37,,,,,95.737,,,,95.737,407.107,978.997,0.0,1344.99,-549.333,244.548,-74.068,966.137,0.0,966.137,1945.134,
02/27/2000,1992.988037,20.344999,20.344999,0.0,29.259001,,,204.800995,204.800995,0.0,0.0,0.0,95.842003,,,,,,350.247009,1539.243042,2546.72998,-1007.487,0.0,,,103.498001,,,,,,103.498001,1642.741043,,124.598999,124.598999,,,,157.386002,,,,,,353.363998,,,353.363998,635.348999,309.299011,,,,,93.190002,,,,93.190002,402.489014,1037.838013,0.0,1349.266968,-613.593018,,219.476013,955.149963,0.0,955.149963,1992.987976,
05/28/2000,1971.422974,26.101999,26.101999,0.0,27.962,,,142.186996,142.186996,0.0,0.0,0.0,94.209,,,,,,290.459991,1578.541016,2589.831055,-1011.289978,0.0,,,102.421997,28.809999,,,,,73.611998,1680.963013,,140.487,140.487,,,,117.513,,,,,,348.887024,,,348.887024,606.887024,304.072998,,,,,99.992996,,,,99.992996,404.065994,1010.953018,0.0,1351.707031,-666.836975,,275.599976,960.470032,0.0,960.470032,1971.42305,
08/27/2000,2046.329956,32.381001,32.381001,0.0,27.409,,,176.065994,176.065994,0.0,0.0,0.0,80.877998,,,,,,316.734009,1625.615967,2659.687988,-1034.072021,0.0,,,103.980003,,,,,,103.980003,1729.59597,,164.901001,164.901001,,,,154.813995,,,,,,353.579987,,,353.579987,673.294983,301.145996,,,,,99.681,,,,99.681,400.826996,1074.121979,0.0,1362.69397,-722.708008,,332.222015,972.207977,0.0,972.207977,2046.329956,
11/26/2000,2098.264,7.753,7.753,0.0,35.214,35.214,,207.85,207.85,0.0,0.0,0.0,80.628,,,,,,331.445,1662.37,,,0.0,,,104.449,,,,,,104.449,1766.819,,144.209,144.209,,,,91.814,,,,,,317.223,,,317.223,553.246,447.739,,,,,100.639,,,,100.639,548.378,1101.624,0.0,1384.947,-747.869,426.275,-66.713,996.64,0.0,996.64,2098.264,
02/25/2001,2166.754883,29.297001,29.297001,0.0,35.105,,,208.041,208.041,0.0,0.0,0.0,76.602997,,,,,,349.04599,1709.729004,,,0.0,,,107.980003,,,,,,107.980003,1817.709007,,144.205002,144.205002,,,,84.514,,,,,,377.614006,,,377.614006,606.333008,446.117004,,,,,100.718002,,,,100.718002,546.835007,1153.168015,0.0,1390.95105,-789.33197,,411.967957,1013.587036,0.0,1013.587036,2166.755051,
05/27/2001,2216.533936,61.813999,61.813999,0.0,32.869999,,,148.429001,148.429001,0.0,0.0,0.0,85.028999,,,,,,328.141998,1779.515015,2877.065918,-1097.551025,0.0,,,108.876999,18.642,,,,,90.234999,1888.392014,,156.858994,156.858994,,,,14.647,,,,,,382.752002,,,382.752002,554.257996,517.927002,,,,,111.030998,,,,111.030998,628.958,1183.215996,0.0,1405.79895,-840.254028,,467.773041,1033.317963,0.0,1033.317963,2216.533958,
08/26/2001,2254.937988,35.779999,35.779999,0.0,24.075001,,,171.671997,171.671997,0.0,0.0,0.0,79.592003,,,,,,311.118988,1796.137939,,,0.0,,,147.681,,,,,,147.681,1943.818939,,171.026001,171.026001,,,,2.64,,,,,,384.125991,,,384.125991,557.791992,515.95697,,,,,112.356003,,,,112.356003,628.312973,1186.104965,0.0,1428.946045,-890.395996,,530.28299,1068.833038,0.0,1068.833038,2254.938004,
11/25/2001,2321.62793,19.999001,19.999001,0.0,24.579,24.579,,226.796005,226.796005,0.0,0.0,0.0,75.346001,,,,,,346.720001,1824.714966,,,0.0,,,150.192993,,,,,,150.192993,1974.907959,,132.384003,132.384003,,,,109.639999,,,,,,349.967026,,,349.967026,591.991028,514.278015,,,,,113.586998,,,,113.586998,627.865013,1219.856041,0.0,1440.380981,-899.989014,626.103027,-64.723022,1101.771973,0.0,1101.771973,2321.628014,
02/24/2002,2397.759033,37.144001,37.144001,0.0,29.485001,,,229.427002,229.427002,0.0,0.0,0.0,77.844002,,,,,,373.899994,1870.657959,,,0.0,,,153.201004,,,,,,153.201004,2023.858963,,174.393997,174.393997,,,,65.339996,,,,,,433.62001,,,433.62001,673.354004,513.052979,,,,,126.508003,,,,126.508003,639.560982,1312.914986,0.0,1463.189941,-1007.76001,,629.414001,1084.843933,0.0,1084.843933,2397.758919,
05/26/2002,2529.736084,162.779,152.875,9.904,29.089001,,,172.412994,172.412994,0.0,0.0,0.0,79.070999,,,,,,443.35199,1926.947021,3145.240967,-1218.293945,0.0,,,159.436996,19.405001,,,,,140.031996,2086.384018,,160.063995,160.063995,,,,0.0,,,,,,440.949982,,,440.949982,601.013977,662.505981,,,,,137.339005,,,,137.339005,799.844986,1400.858963,0.0,1474.053955,-1044.915039,760.684021,-60.945984,1128.876953,0.0,1128.876953,2529.735916,
08/25/2002,2585.766113,147.070004,137.076004,9.994,27.353001,,,180.589996,180.589996,0.0,0.0,0.0,81.18,,,,,,436.192993,1984.97998,,,0.0,,,164.593002,,,,,,164.593002,2149.572983,,181.181,181.181,,,,0.0,,,,,,435.561981,,,435.561981,616.742981,661.103027,,,,,140.548996,,,,140.548996,801.652023,1418.395004,0.0,1488.987061,-1089.927979,,768.311981,1167.371063,0.0,1167.371063,2585.766068,
11/24/2002,2562.112061,20.879999,20.879999,0.0,32.415001,,,231.813995,231.813995,0.0,0.0,0.0,74.476997,,,,,,359.585999,2039.977051,,,0.0,,,162.548996,,,,,,162.548996,2202.526047,,165.625,165.625,,,,0.0,,,,,,404.356995,,,404.356995,569.981995,659.656006,,,,,144.151001,,,,144.151001,803.807007,1373.789001,0.0,1501.786987,-1114.667969,,801.203979,1188.322998,0.0,1188.322998,2562.112,
02/23/2003,2718.352051,124.678001,124.678001,0.0,29.827999,29.827999,,213.856003,213.856003,0.0,0.0,0.0,76.5,,,,,,444.862,2101.089111,,,0.0,,,172.401001,,,,,,172.401001,2273.490112,,189.223007,189.223007,,,,0.0,,,,,,476.779984,,,476.779984,666.002991,658.64801,,,,,155.070007,,,,155.070007,813.718018,1479.721008,0.0,1520.999023,-1148.677002,925.039001,-58.730011,1238.631012,0.0,1238.631012,2718.35202,
05/25/2003,2664.633057,48.630001,48.630001,0.0,29.023001,,,173.643997,173.643997,0.0,0.0,0.0,74.332001,,,,,,325.628998,2157.13208,3521.830078,-1364.697998,0.0,,,181.871994,21.219,0.0,21.219,,,160.652994,2339.004074,,175.990997,175.990997,,,,0.0,,,,,,463.917999,,,463.917999,639.908997,658.085999,,,,,236.582993,,,,236.582993,894.668991,1534.577988,0.0,1525.957031,-1254.292969,979.442993,-121.052032,1130.055023,0.0,1130.055023,2664.633011,
08/24/2003,2768.894043,96.522003,96.522003,0.0,41.737,,,173.735001,173.735001,0.0,0.0,0.0,83.851997,,,,,,395.846008,2191.118896,,,0.0,,,181.929001,,,,,,181.929001,2373.047897,,195.988998,195.988998,,,,0.0,,,,,,486.237991,,,486.237991,682.22699,656.874023,,,,,176.136002,,,,176.136002,833.010025,1515.237015,0.0,1547.582031,-1280.766968,1048.036987,-61.195007,1253.657043,0.0,1253.657043,2768.894058,
11/23/2003,2812.649902,27.806,27.806,0.0,25.672001,,,256.997009,256.997009,0.0,0.0,0.0,78.707001,,,,,,389.182007,2239.571045,,,0.0,,,183.897003,,,,,,183.897003,2423.468048,,167.535004,167.535004,,,,70.900002,,,,,,456.108025,,,456.108025,694.54303,655.065979,,,,,181.673004,,,,181.673004,836.738983,1531.282013,0.0,1559.909058,-1295.037964,1072.714966,-56.217987,1281.368073,0.0,1281.368073,2812.650085,
02/22/2004,2872.336914,43.869999,43.869999,0.0,35.175999,,,262.760986,262.760986,0.0,0.0,0.0,80.821999,,,,,,422.628998,2264.048096,,,0.0,,,185.660004,,,,,,185.660004,2449.708099,,188.132004,188.132004,,,,14.6,,,,,,538.064016,,,538.064016,740.796021,654.309021,,,,,261.11499,,,,261.11499,915.424011,1656.220032,0.0,1572.218994,-1381.630981,1081.380981,-55.85199,1216.117004,0.0,1216.117004,2872.337036,
05/30/2004,2780.3479,36.694,36.694,0.0,30.257999,20.275999,,198.781006,198.781006,0.0,0.0,0.0,80.573997,,,,,,346.307007,2250.615967,3779.35498,-1528.739014,0.0,,,183.425003,22.201,0.0,22.201,,,161.224003,2434.04097,,174.623993,174.623993,,,,14.5,,,,,,494.357025,,,494.357025,683.481018,653.348999,,,,,268.230011,,,,268.230011,921.57901,1605.060028,0.0,1584.11499,-1483.767944,1127.652954,-52.712006,1175.287994,0.0,1175.287994,2780.348022,
08/29/2004,2809.431,38.603,38.603,0.0,25.522,25.522,,217.989,217.989,0.0,0.0,0.0,84.548,,,,,,366.662,2261.646,,,0.0,,,181.123,0.0,0.0,0.0,,,181.123,2442.769,,164.698,164.698,,,,17.8,,,,,,506.28,,,506.28,688.778,652.672,,,,,195.605,,,,195.605,848.277,1537.055,0.0,1605.563,-1544.882,1198.665,13.03,1272.376,0.0,1272.376,2809.431,
11/28/2004,2887.917969,60.431,60.431,0.0,30.905001,30.905001,,236.440994,236.440994,0.0,0.0,0.0,83.897003,,,,,,411.674011,2292.062012,,,0.0,,,184.182007,0.0,0.0,0.0,,,184.182007,2476.244019,,162.141998,162.141998,,,,149.931,,,,,,537.825012,,,537.825012,849.89801,502.574005,,,,,268.72699,,,,268.72699,771.300995,1621.199005,0.0,1632.633057,-1547.759033,1235.389038,-53.544006,1266.719055,0.0,1266.719055,2887.91806,
02/27/2005,2995.839111,87.781998,87.781998,0.0,47.610001,47.610001,,271.088013,271.088013,,,,90.328003,,,,,,496.808014,2318.358887,,,0.0,,,180.671997,,,,,,180.671997,2499.030884,,186.481995,186.481995,,,,299.886993,,,,,,600.704987,,,600.704987,1087.073975,351.411987,,,,,269.631989,,,,269.631989,621.043976,1708.11795,0.0,1661.682983,-1649.984985,1328.019043,-51.996063,1287.720978,0.0,1287.720978,2995.838928,
05/29/2005,2937.771,42.801,42.801,0.0,36.51,36.51,,235.444,235.444,0.0,0.0,0.0,92.511,,,,,,407.266,2351.454,4016.2,-1664.746,0.0,,,179.051,80.305,0.0,80.305,,,98.746,2530.505,,191.197,191.197,,,,299.929,299.929,0.0,0.0,,,553.481,,,553.481,1044.607,350.318,350.318,0.0,0.0,,269.827,,,,269.827,620.145,1664.752,0.0,1703.336,-1784.835,1405.754,-51.236,1273.019,0.0,1273.019,2937.771,
08/28/2005,3275.879883,344.720993,244.720993,100.0,40.069,40.069,,225.716995,225.716995,0.0,0.0,0.0,100.861,,,,,,711.367981,2380.936035,,,0.0,,,183.576004,,,,,,183.576004,2564.512039,,228.990997,228.990997,,,,299.970001,,,,,,571.422058,,,571.422058,1100.383057,646.932983,,,,,267.190002,,,,267.190002,914.122986,2014.506042,0.0,1743.251953,-1916.468994,1491.267944,-56.676941,1261.373962,0.0,1261.373962,3275.880005,
11/27/2005,3055.509,82.536,72.536,10.0,38.066,38.066,,247.353,247.353,0.0,0.0,0.0,95.336,,,,,,463.291,2404.948,,,0.0,,,187.27,,0.0,,,,187.27,2592.218,,209.767,209.767,,,,149.988,149.988,0.0,0.0,,,528.796,,,528.796,888.551,645.83,645.83,0.0,0.0,,266.338,,,,266.338,912.168,1800.719,0.0,1758.851,-1968.849,1516.471,-51.683,1254.79,0.0,1254.79,3055.509,
02/26/2006,3030.401,53.122,53.122,0.0,39.235,39.235,,245.254,245.254,0.0,0.0,0.0,96.585,,,,,,434.196,2408.896,,,0.0,,,187.309,,0.0,,,,187.309,2596.205,,222.544,222.544,,,,44.0,44.0,0.0,0.0,,,602.098,,,602.098,868.642,645.125,645.125,0.0,0.0,,266.747,,,,266.747,911.872,1780.514,0.0,1796.108,-2117.041,1621.788,-50.968,1249.887,0.0,1249.887,3030.401,
05/28/2006,3010.17,42.334,42.334,0.0,37.111,37.111,,198.723,198.723,0.0,0.0,0.0,99.439,,,,,,377.607,2446.035,4228.555,-1782.52,0.0,,,186.528,55.963,0.0,55.963,,,130.565,2632.563,,213.239,213.239,,,,193.948,193.948,0.0,0.0,,,618.891,,,618.891,1026.078,494.653,494.653,0.0,0.0,,259.676,,,,259.676,754.329,1780.407,0.0,1806.367,-2211.222,1684.742,-50.124,1229.763,0.0,1229.763,3010.17,
08/27/2006,3060.175,45.551,45.551,,61.838,61.838,,208.653,,0.0,0.0,0.0,110.258,,,,,,426.3,2449.324,,,,,,184.551,,,,,,184.551,2633.875,,195.709,195.709,,,,229.966,,,,,,610.855,,,610.855,1036.53,493.855,,,,,265.196,,,,265.196,759.051,1795.581,,1813.267,-2293.524,1773.285,-28.434,1264.594,,1264.594,3060.175,
11/26/2006,3130.45,38.4,38.4,,36.831,36.831,,284.091,,,,,107.356,,,,,,466.678,2475.979,,,,,,187.793,,,,,,187.793,2663.772,,214.89,214.89,,,,289.983,,,,,,588.655,,,588.655,1093.528,493.174,,,,,264.752,,,,264.752,757.926,1851.454,,1863.726,-2357.745,1801.415,-28.4,1278.996,,1278.996,3130.45,
02/25/2007,3159.3,53.8,53.8,0.0,43.7,43.7,,282.4,282.4,0.0,0.0,0.0,108.1,,,,,,488.0,2483.7,,,0.0,,,187.6,,,,,,187.6,2671.3,,220.9,220.9,,,,271.3,,,,,,685.6,,,685.6,1177.8,492.3,,,,,255.7,,,,255.7,748.0,1925.8,0.0,1882.9,-2531.6,1907.8,-25.6,1233.5,0.0,1233.5,3159.3,
05/27/2007,2880.8,30.2,30.2,,46.4,46.4,,209.6,209.6,,,,259.2,,,,,,545.4,2184.4,3961.4,-1777.0,,,,151.0,,,,,,151.0,2335.4,,178.0,178.0,,,,211.4,,,,,,685.0,,,685.0,1074.4,491.6,,,,,220.3,,,,220.3,711.9,1786.3,,1904.3,-2576.5,1820.4,-53.7,1094.5,,1094.5,2880.8,
08/26/2007,2931.8,47.3,47.3,,31.3,31.3,,226.5,226.5,0.0,0.0,0.0,247.5,,,,,,552.6,2221.3,,,,,,157.9,,,,,,157.9,2379.2,,210.2,210.2,,,,179.5,,,,,,605.4,,,605.4,995.1,491.0,,,,,255.6,,,,255.6,746.6,1741.7,0.0,1926.7,-2583.2,1900.2,-53.6,1190.1,,1190.1,2931.8,
11/25/2007,4754.4,35.6,29.3,6.3,50.5,50.5,,294.9,294.9,,,,250.3,,,,,,631.3,2925.3,,,,,,1197.8,975.3,520.3,455.0,,,222.5,4123.1,,255.9,255.9,,,,392.0,,,,,,654.9,,,654.9,1302.8,1686.1,1635.4,50.7,50.7,,463.7,,,,463.7,2149.8,3452.6,0.0,2042.8,-2614.6,1918.3,-44.7,1301.8,,1301.8,4754.4,
02/24/2008,4725.6,47.0,47.0,,43.5,43.5,,285.9,285.9,,,,163.6,,,,,,540.0,2994.9,,,,,,1190.7,974.9,519.9,455.0,,,215.8,4185.6,,238.6,238.6,,,,248.5,,,,,,755.4,,,755.4,1242.5,1695.3,1635.5,59.8,59.8,,474.6,,,,474.6,2169.9,3412.4,,2061.5,-2722.0,2019.2,-45.5,1313.2,,1313.2,4725.6,
05/25/2008,4730.6,43.2,43.2,,69.5,69.5,,216.7,216.7,0.0,0.0,0.0,138.5,,,,,,467.9,3066.0,4991.7,-1925.7,0.0,,,1196.7,974.9,519.9,455.0,,,221.8,4262.7,,245.1,245.1,,,,178.4,,,,,,712.7,,,712.7,1136.2,1694.2,1634.3,59.9,59.9,,491.1,,,,491.1,2185.3,3321.5,0.0,2074.9,-2724.0,2096.0,-37.8,1409.1,0.0,1409.1,4730.6,
08/24/2008,4818.0,45.5,45.5,0.0,37.5,37.5,0.0,275.8,,,,,138.5,,,,,46.5,497.3,3135.3,,,0.0,,,1185.4,974.4,519.7,454.7,,,211.0,4320.7,,461.2,290.5,2.7,,168.0,237.3,237.3,,,,,508.9,,,378.4,1207.4,1692.9,1633.3,59.6,59.6,,503.9,,,204.1,299.8,2196.8,3404.2,0.0,2093.6,-2791.3,2150.2,-38.7,1413.8,0.0,1413.8,4818.0,
11/23/2008,4966.4,51.3,51.3,0.0,39.1,39.1,0.0,324.1,,,,,150.1,,,,,56.1,564.6,3216.0,,,0.0,,,1185.8,974.4,519.7,454.7,,,211.4,4401.8,,456.2,291.5,,,164.7,462.2,462.2,,,,,461.3,,,333.3,1379.7,1692.8,1633.4,59.4,59.4,,506.8,,,214.1,292.7,2199.6,3579.3,0.0,2103.5,-2848.9,2182.3,-49.8,1387.1,0.0,1387.1,4966.4,
02/22/2009,5056.3,107.3,107.3,0.0,50.2,50.2,0.0,310.0,,0.0,0.0,0.0,141.6,,,,,52.5,609.1,3276.7,,,0.0,,,1170.5,974.4,519.7,454.7,,,196.1,4447.2,,487.3,297.1,5.8,,184.4,323.1,323.1,,,,,564.8,,,362.3,1375.2,1691.7,1632.5,59.2,59.2,,510.8,,,214.2,296.6,2202.5,3577.7,0.0,2121.3,-2854.2,2262.6,-51.1,1478.6,0.0,1478.6,5056.3,
05/31/2009,5025.2,62.9,62.9,0.0,37.1,37.1,0.0,247.0,,,,,207.8,,0.0,,,95.2,554.8,3306.7,5429.1,-2122.4,0.0,38.6,-38.6,1163.7,973.1,518.7,454.4,,,190.6,4470.4,,452.5,237.0,,17.0,198.5,150.0,148.9,1.1,1.1,,,493.6,0.0,0.0,349.3,1096.1,1691.2,1632.3,58.9,58.9,,631.9,0.0,55.7,297.0,279.2,2323.1,3419.2,0.0,2183.1,-2864.2,2357.4,-70.3,1606.0,0.0,1606.0,5025.2,
