Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
07/31/2003,3.986,0.122,0.707,3.157,1.044,,2.113,,,,,,,-2.752,-0.488,,,,-0.488,,,0.0,0,0.0,,,,,-2.264,-0.045,0,-0.159,,,,0.103,0.114,-0.011,0.011,,1.189,,,
10/31/2003,6.888,3.789,0.631,2.468,1.009,,1.459,,,,,,,-7.164,-0.712,,,,-0.712,,,0.0,0,0.0,,,,,-6.452,0.682,0,-0.136,,,,0.807,0.807,0.0,0.011,,0.406,,,
01/31/2004,6.146,-0.765,0.635,6.276,1.222,,5.054,,,,,,,-2.784,-1.385,,,,-1.385,,,0.0,0,0.0,,,,,-1.399,0.565,0,-0.085,,,,0.664,0.665,-0.001,-0.014,,3.927,,,
04/30/2004,6.659,0.437,0.748,4.487,0.877,,3.61,0.987,,,,0.987,,-13.108,-0.278,,,,-0.278,,,0.0,0,0.0,,,,,-12.83,1.546,0,-0.058,,,,1.606,1.642,-0.036,-0.002,,-4.903,,,
07/31/2004,14.935,1.17,4.554,1.246,,,1.246,7.965,,,,7.965,,-73.084999,-0.484,0.0,,,-0.484,,,0.0,0,0.0,,,,,-72.600999,113.683001,0,-0.157,,,,113.860001,113.860001,0.0,-0.02,,55.533001,0.222,0.005,
10/31/2004,13.15,2.153,5.055,1.268,,,1.268,4.674,,,,4.674,,-51.773998,-1.281,0.0,,,-1.281,,,0.0,0,0.0,,,,,-50.492998,0.287,0,0.0,,,,0.109,0.459,-0.35,0.178,,-38.337002,0.468,0.014,
01/31/2005,21.13,3.59,4.8,1.59,,,1.59,11.15,,,,11.15,,-11.23,-2.27,0.0,,,-2.27,,,0.0,0,0.0,,,,,-8.96,3.075,0,0.9,,,,2.555,2.555,0.0,-0.38,,12.98,,,
04/30/2005,17.91,4.38,1.121,4.197,,,4.197,8.212,,,,8.212,,-15.766,-9.157,0.0,,,-9.157,,,0.0,0,0.0,,,,,-6.609,2.729,0,-0.14,,,,2.148,2.152,-0.004,0.721,,4.873,0.02,0.013,
07/31/2005,14.072,5.04,8.196,9.048,,,9.048,-8.212,,,,-8.212,,-34.912,-3.372,0.0,,,-3.372,,,0.0,0,0.0,,,,,-31.54,5.376,0,-0.171,,,,5.294,5.294,,0.253,,-15.464,0.096,0.031,
10/31/2005,24.571,13.097,5.119,6.355,,,6.355,,,,,,,35.766,-5.291,0.0,,,-5.291,,,0.0,0,0.0,,,,,41.057,1.878,0,-0.152,,,,2.209,2.209,0.0,-0.179,,62.215,0.039,0.012,
01/31/2006,39.34,5.957,6.197,-42.606,,-7.225,-35.381,69.792,-27.254,,,97.046,,-32.893,-5.614,0.0,,,-5.614,,,0.0,0,0.0,,,,,-27.279,6.04,0,-0.151,,,,6.056,6.08,-0.024,0.135,,12.487,-0.324,0.013,
04/30/2006,12.416,-0.229,7.452,5.193,,,5.193,0.0,,,,0.0,,9.111,-2.595,0.0,,,-2.595,,,0.0,0,0.0,,,,,11.706,7.204,0,-0.151,,,,8.103,8.103,0.0,-0.748,,28.731,0.009,0.011,
07/31/2006,30.022,-0.145,8.754,21.413,,,21.413,0.0,,,,0.0,,-16.969,-2.818,0.0,,,-2.818,,,0.0,0,0.0,,,,,-14.151,8.366,0,-0.153,,,,5.378,5.388,-0.01,3.141,,21.419,0.111,0.151,
10/31/2006,30.627,0.339,9.166,21.122,,,21.122,0.0,,,,0.0,,-125.294,-9.085,0.0,,,-9.085,,,0.0,0,0.0,,,,,-116.209,14.999,0,-0.155,,,,15.027,15.027,0.0,0.127,,-79.668,0.063,0.019,
01/31/2007,38.159,0.516,10.513,-24.586,,,-24.586,51.716,,,,51.716,,-35.444,-7.625,0.0,,,-7.625,,,0.0,0,0.0,,,,,-27.819,13.569,0,-0.158,,,,17.136,17.138,-0.002,-3.409,,16.284,0.09,0.012,
04/30/2007,36.83,0.73,13.887,6.444,,,6.444,15.769,,,,15.769,,-50.169,-15.957,0.0,,,-15.957,,,0.0,0,0.0,,,,,-34.212,14.223,0,-0.157,,,,14.586,14.586,0.0,-0.206,,0.884,0.182,0.041,
07/31/2007,34.654,3.735,15.689,15.23,,,15.23,0.0,,,,0.0,,-23.839,-10.104,0.0,,,-10.104,,,0.0,0,0.0,,,,,-13.735,24.642,0,-0.006,,,,24.324,24.324,0.0,0.324,,35.457,0.683,0.002,
10/31/2007,51.998,6.512,17.802,27.684,,,27.684,0.0,,,,0.0,,-44.262,-9.122,0.0,,,-9.122,,,0.0,0,,,,,,-35.14,28.417,0,-0.006,,,,29.884,29.884,0.0,-1.461,,36.153,0.055,0.001,
01/31/2008,80.793,7.379,19.036,-31.568,,,-31.568,85.946,-91.368,,,177.314,,15.561,-8.369,0.0,,,-8.369,,,0.0,0,0.0,,,,,23.93,23.639,0,-0.006,,,,24.094,24.094,0.0,-0.449,,119.993,0.644,0.002,
04/30/2008,83.832,9.555,8.158,21.604,5.367,,16.237,44.515,,0.0,,44.515,0.0,-7.637,-24.177,0.0,,0.0,-24.177,-24.177,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.54,24.178,0,-0.005,,,-0.005,24.183,24.183,0.0,0.0,-0.92,99.453,4.237,0.003,
07/31/2008,53.075,9.996,8.87,22.36,7.041,,15.319,11.849,,,,11.849,0.0,-38.154,-13.036,0.0,,0.0,-13.036,-13.036,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-25.118,34.368,0,0.0,0.0,0.0,0.0,34.368,34.368,0.0,0.0,-0.794,48.495,1.178,,
10/31/2008,17.121,10.124,7.91,17.022,1.57,,15.452,-17.935,-9.002,,6.621,-15.554,0.0,-85.914,-11.614,0.0,0.0,0.0,-11.614,-11.614,0.0,0.0,0,0.0,-27.344,0.0,-27.344,0.0,-46.956,24.015,0,-0.286,0.0,0.0,-0.286,24.301,24.301,0.0,0.0,0.049,-44.729,,,
01/31/2009,75.529,13.753,11.033,22.67,8.791,,13.879,28.073,,,,28.073,0.0,10.708,-12.232,0.0,0.0,0.0,-12.232,-12.232,0.0,0.0,0,0.0,-0.563,0.0,-0.563,0.0,23.503,14.35,0,-0.706,0.0,0.0,-0.706,15.056,15.056,0.0,0.0,0.933,101.52,,,
04/30/2009,97.976,18.436,12.145,24.917,12.215,,12.702,42.478,120.686,,-0.622,-77.586,0.0,-256.066,-13.428,0.0,0.0,0.0,-13.428,-13.428,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-242.638,17.368,0,-1.248,0.0,0.0,-1.248,18.616,18.616,0.0,0.0,-1.407,-142.129,4.283,0.208,
07/31/2009,45.855,21.198,12.144,23.831,5.19,,18.641,-11.318,-22.816,,-2.368,13.866,0.0,-157.721,-18.628,0.0,0.0,0.0,-18.628,-18.628,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-139.093,18.568,0,-2.258,0.0,0.0,-2.258,20.826,20.826,0.0,0.0,-2.238,-95.536,16.791,0.285,
10/31/2009,35.52,20.691,13.601,7.362,13.006,,-5.644,-6.134,-22.515,,2.228,14.153,0.0,-59.832,-14.089,0.0,0.0,0.0,-14.089,-14.089,0.0,0.0,0,,-4.5,0.0,-4.5,0.0,-41.243,23.562,0,-2.398,0.0,0.0,-2.398,25.96,25.96,0.0,0.0,-2.531,-3.281,6.446,0.292,
01/31/2010,91.56,20.394,15.287,26.842,6.942,,19.9,29.037,-129.877,,-0.826,159.74,0.0,95.003,-7.056,0.0,0.0,0.0,-7.056,-7.056,0.0,0.0,0,0.0,-7.499,0.0,-7.499,0.0,109.558,577.655,0,438.379,0.0,567.094,-128.715,139.276,139.276,0.0,0.0,4.2,768.418,,,
04/30/2010,143.183,17.745,14.505,42.812,17.18,,25.632,68.121,138.951,,-1.658,-69.172,0.0,-508.133,-11.69,0.0,0.0,0.0,-11.69,-11.69,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-496.443,43.613,0,-1.918,0.0,0.0,-1.918,46.804,46.804,0.0,-1.273,0.825,-320.512,-5.513,0.215,
07/31/2010,76.096,14.744,17.793,26.488,3.713,,22.775,17.071,-41.413,,5.583,52.901,0.0,-415.364,-27.831,0.0,0.0,0.0,-27.831,-27.831,0.0,0.0,0,0.0,-151.503,0.0,-151.503,0.0,-236.03,54.906,0,-2.123,0.0,0.0,-2.123,57.029,57.029,0.0,0.0,3.493,-280.869,0.723,2.351,
10/31/2010,74.04,21.072,19.71,33.701,11.054,,22.647,-0.443,-30.212,,2.575,27.194,0.0,243.716,-28.79,0.0,0.0,0.0,-28.79,-28.79,0.0,0.0,0,0.0,-3.834,0.0,-3.834,0.0,276.34,-95.155,0,-3.116,0.0,0.0,-3.116,-92.039,58.931,-150.97,0.0,-2.223,220.378,4.26,1.378,
01/31/2011,165.762,10.913,23.738,76.67,52.491,,24.179,54.441,-169.833,0.0,-5.254,229.528,0.0,-382.773,-300.52,0.0,0.0,0.0,-300.52,-300.52,0.0,0.0,0,0.0,-247.994,0.0,-247.994,0.0,165.741,10.71,0,-3.198,0.0,0.0,-3.198,33.629,33.629,0.0,-19.721,0.29,-206.011,2.066,-2.694,
04/30/2011,139.518,0.53,29.593,69.741,45.524,,24.217,39.654,156.127,,-1.137,-115.336,0.0,79.362,-28.328,0.0,0.0,0.0,-28.328,-28.328,0.0,0.0,0,0.0,-13.335,0.0,-13.335,0.0,121.025,27.958,0,-3.562,0.0,0.0,-3.562,34.32,34.32,0.0,-2.8,-6.518,240.32,10.978,0.337,
07/31/2011,82.933,-4.268,40.239,77.588,52.508,,25.08,-30.626,-66.076,,4.121,31.329,0.0,-321.928,-50.473,0.0,0.0,0.0,-50.473,-50.473,0.0,0.0,0,0.0,-285.335,0.0,-285.335,0.0,13.88,20.419,0,-10.549,0.0,0.0,-10.549,44.368,44.368,0.0,-13.4,3.758,-214.818,1.028,2.749,
