Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/30/1989,1293.300049,,,,,,,,,,,,,71.599998,,71.599998,,,0.485,0.485,147.0,,,,,
03/31/1990,1296.0,-898.700012,397.299988,-285.299988,112.0,-46.0,,15.4,81.4,-21.299999,60.099998,0.0,,60.099998,0.0,60.099998,60.1,,0.41,0.41,147.199997,,,,,
06/30/1990,1321.0,-891.299988,429.700012,-303.5,126.199997,-44.599998,,20.4,101.999998,-27.4,74.599998,0.0,,74.599998,-0.1,74.499998,74.499998,,0.505,0.505,147.199997,,,,,
09/29/1990,1331.5,-923.900024,407.599976,-290.899994,116.699997,-46.400002,,17.700001,87.999996,-23.200001,64.800003,0.0,,64.800003,0.0,64.800003,64.799995,,0.44,0.44,147.199997,,,,,
12/29/1990,1407.800049,-1007.299988,400.500061,-303.200012,97.300003,-62.400002,0.0,-143.800003,-108.900002,64.0,-44.900002,0.0,-6.6,-51.5,-0.2,-51.7,-51.700002,-0.35,-0.35,-0.35,147.274994,-0.35,-0.35,-0.35,147.274994,
03/31/1991,1179.199951,-894.900024,284.299927,-198.199997,86.099998,-61.400002,,14.6,39.299997,-10.0,29.299999,0.0,,29.299999,0.0,29.299999,29.299997,,0.2,0.2,147.399994,,,,,
06/30/1991,1146.300049,-850.599976,295.700073,-205.5,90.199997,-58.400002,,11.3,43.099996,-12.6,30.5,0.0,,30.5,-0.1,30.4,30.399995,,0.205,0.205,147.399994,,,,,
09/29/1991,1148.099976,-867.599976,280.5,-200.199997,80.300003,-52.5,,9.9,37.700003,-9.7,28.0,0.0,,28.0,-0.1,27.9,27.900003,,0.19,0.19,147.399994,,,,,
12/29/1991,1230.699951,-920.599976,310.099975,-231.100006,79.0,-49.099998,0.0,-231.699997,-201.799995,53.0,-148.800003,0.0,-8.9,-157.699997,-0.1,-157.799997,-157.799995,-1.07,-1.07,-1.07,147.483002,-1.07,-1.07,-1.07,147.483002,
03/28/1992,1245.099976,-908.299988,336.799988,-224.699997,112.099998,-53.200001,,7.2,66.099998,-20.9,45.200001,0.0,,45.200001,-0.1,45.100001,45.099998,,0.305,0.305,147.600006,,,,,
